Date,HINDOILEXP
2016-01-01,36.0
2016-01-04,35.95
2016-01-05,36.25
2016-01-06,35.85
2016-01-07,33.4
2016-01-08,33.9
2016-01-11,33.45
2016-01-12,33.1
2016-01-13,31.95
2016-01-14,31.2
2016-01-15,30.45
2016-01-18,28.8
2016-01-19,31.2
2016-01-20,29.5
2016-01-21,29.65
2016-01-22,30.8
2016-01-25,31.1
2016-01-27,30.9
2016-01-28,31.4
2016-01-29,32.6
2016-02-01,31.75
2016-02-02,30.75
2016-02-03,29.95
2016-02-04,30.0
2016-02-05,30.5
2016-02-08,30.0
2016-02-09,29.95
2016-02-10,30.0
2016-02-11,27.75
2016-02-12,26.8
2016-02-15,28.3
2016-02-16,28.35
2016-02-17,28.0
2016-02-18,29.4
2016-02-19,28.9
2016-02-22,28.9
2016-02-23,29.1
2016-02-24,27.25
2016-02-25,27.45
2016-02-26,27.25
2016-02-29,26.85
2016-03-01,27.8
2016-03-02,28.35
2016-03-03,29.9
2016-03-04,30.0
2016-03-08,30.6
2016-03-09,29.9
2016-03-10,30.55
2016-03-11,30.6
2016-03-14,30.4
2016-03-15,29.65
2016-03-16,29.4
2016-03-17,29.95
2016-03-18,29.85
2016-03-21,30.2
2016-03-22,30.05
2016-03-23,32.8
2016-03-28,30.45
2016-03-29,30.2
2016-03-30,31.65
2016-03-31,31.6
2016-04-01,31.85
2016-04-04,31.25
2016-04-05,30.15
2016-04-06,31.1
2016-04-07,31.9
2016-04-08,31.6
2016-04-11,32.85
2016-04-12,32.8
2016-04-13,33.4
2016-04-18,33.5
2016-04-20,34.0
2016-04-21,34.3
2016-04-22,34.3
2016-04-25,36.55
2016-04-26,36.55
2016-04-27,37.75
2016-04-28,36.65
2016-04-29,36.65
2016-05-02,36.4
2016-05-03,35.5
2016-05-04,34.05
2016-05-05,34.75
2016-05-06,34.35
2016-05-09,34.7
2016-05-10,34.75
2016-05-11,34.8
2016-05-12,35.0
2016-05-13,35.0
2016-05-16,35.35
2016-05-17,35.5
2016-05-18,35.25
2016-05-19,34.2
2016-05-20,33.6
2016-05-23,33.4
2016-05-24,32.75
2016-05-25,34.05
2016-05-26,34.2
2016-05-27,34.4
2016-05-30,34.25
2016-05-31,33.8
2016-06-01,33.95
2016-06-02,33.65
2016-06-03,33.4
2016-06-06,33.65
2016-06-07,34.35
2016-06-08,35.35
2016-06-09,35.7
2016-06-10,37.9
2016-06-13,39.35
2016-06-14,41.05
2016-06-15,40.85
2016-06-16,40.05
2016-06-17,39.7
2016-06-20,39.65
2016-06-21,39.65
2016-06-22,38.5
2016-06-23,37.7
2016-06-24,36.1
2016-06-27,37.0
2016-06-28,37.4
2016-06-29,38.5
2016-06-30,38.8
2016-07-01,38.5
2016-07-04,38.6
2016-07-05,40.3
2016-07-07,39.4
2016-07-08,38.85
2016-07-11,39.55
2016-07-12,39.25
2016-07-13,40.25
2016-07-14,40.3
2016-07-15,39.1
2016-07-18,38.35
2016-07-19,38.8
2016-07-20,39.1
2016-07-21,39.65
2016-07-22,40.45
2016-07-25,42.1
2016-07-26,40.0
2016-07-27,39.6
2016-07-28,39.3
2016-07-29,38.8
2016-08-01,38.5
2016-08-02,37.3
2016-08-03,36.95
2016-08-04,38.85
2016-08-05,39.7
2016-08-08,39.35
2016-08-09,38.65
2016-08-10,37.85
2016-08-11,38.9
2016-08-12,40.7
2016-08-16,43.75
2016-08-17,44.25
2016-08-18,45.35
2016-08-19,45.8
2016-08-22,49.45
2016-08-23,52.25
2016-08-24,52.4
2016-08-25,51.7
2016-08-26,49.75
2016-08-29,51.85
2016-08-30,51.15
2016-08-31,49.4
2016-09-01,49.3
2016-09-02,49.15
2016-09-06,51.15
2016-09-07,51.15
2016-09-08,56.15
2016-09-09,54.7
2016-09-12,52.0
2016-09-14,53.45
2016-09-15,54.1
2016-09-16,53.4
2016-09-19,54.05
2016-09-20,55.0
2016-09-21,55.1
2016-09-22,60.15
2016-09-23,57.8
2016-09-26,58.45
2016-09-27,57.85
2016-09-28,57.0
2016-09-29,52.6
2016-09-30,54.55
2016-10-03,58.85
2016-10-04,58.8
2016-10-05,62.3
2016-10-06,61.4
2016-10-07,62.3
2016-10-10,64.0
2016-10-13,61.2
2016-10-14,62.15
2016-10-17,63.75
2016-10-18,63.25
2016-10-19,63.1
2016-10-20,63.05
2016-10-21,63.05
2016-10-24,63.6
2016-10-25,63.55
2016-10-26,63.15
2016-10-27,62.8
2016-10-28,65.4
2016-10-30,66.05
2016-11-01,65.65
2016-11-02,63.95
2016-11-03,63.4
2016-11-04,62.15
2016-11-07,63.0
2016-11-08,62.65
2016-11-09,58.9
2016-11-10,61.0
2016-11-11,57.25
2016-11-15,52.7
2016-11-16,52.95
2016-11-17,56.1
2016-11-18,55.4
2016-11-21,52.4
2016-11-22,51.7
2016-11-23,53.65
2016-11-24,53.25
2016-11-25,56.15
2016-11-28,59.15
2016-11-29,59.3
2016-11-30,63.8
2016-12-01,67.05
2016-12-02,69.85
2016-12-05,71.6
2016-12-06,69.7
2016-12-07,66.85
2016-12-08,68.55
2016-12-09,69.4
2016-12-12,72.25
2016-12-13,70.55
2016-12-14,67.05
2016-12-15,67.6
2016-12-16,66.45
2016-12-19,66.3
2016-12-20,64.05
2016-12-21,65.4
2016-12-22,63.0
2016-12-23,62.05
2016-12-26,61.25
2016-12-27,62.7
2016-12-28,63.85
2016-12-29,65.3
2016-12-30,64.7
