Date,SUBROS
2016-01-01,109.1
2016-01-04,105.8
2016-01-05,107.35
2016-01-06,105.45
2016-01-07,99.45
2016-01-08,99.85
2016-01-11,106.25
2016-01-12,107.35
2016-01-13,100.7
2016-01-14,98.15
2016-01-15,93.75
2016-01-18,82.65
2016-01-19,84.3
2016-01-20,84.8
2016-01-21,83.9
2016-01-22,88.6
2016-01-25,100.05
2016-01-27,97.5
2016-01-28,96.2
2016-01-29,93.0
2016-02-01,93.45
2016-02-02,90.45
2016-02-03,87.5
2016-02-04,86.75
2016-02-05,86.05
2016-02-08,87.25
2016-02-09,84.2
2016-02-10,83.0
2016-02-11,77.9
2016-02-12,79.7
2016-02-15,82.85
2016-02-16,80.7
2016-02-17,80.0
2016-02-18,82.3
2016-02-19,81.4
2016-02-22,82.0
2016-02-23,81.55
2016-02-24,81.35
2016-02-25,79.2
2016-02-26,77.75
2016-02-29,77.65
2016-03-01,81.55
2016-03-02,83.6
2016-03-03,84.3
2016-03-04,85.5
2016-03-08,90.5
2016-03-09,88.45
2016-03-10,87.1
2016-03-11,86.2
2016-03-14,84.6
2016-03-15,84.05
2016-03-16,83.85
2016-03-17,83.6
2016-03-18,85.2
2016-03-21,86.0
2016-03-22,86.5
2016-03-23,92.45
2016-03-28,86.4
2016-03-29,87.75
2016-03-30,89.35
2016-03-31,88.15
2016-04-01,90.2
2016-04-04,90.0
2016-04-05,88.05
2016-04-06,87.0
2016-04-07,85.85
2016-04-08,87.4
2016-04-11,87.45
2016-04-12,90.15
2016-04-13,94.85
2016-04-18,91.75
2016-04-20,92.0
2016-04-21,91.4
2016-04-22,91.05
2016-04-25,90.45
2016-04-26,90.7
2016-04-27,88.85
2016-04-28,88.25
2016-04-29,88.15
2016-05-02,89.2
2016-05-03,92.55
2016-05-04,89.5
2016-05-05,88.35
2016-05-06,87.05
2016-05-09,89.9
2016-05-10,89.65
2016-05-11,89.0
2016-05-12,89.15
2016-05-13,88.7
2016-05-16,90.05
2016-05-17,95.65
2016-05-18,114.75
2016-05-19,104.95
2016-05-20,102.85
2016-05-23,96.9
2016-05-24,97.05
2016-05-25,98.05
2016-05-26,104.55
2016-05-27,92.5
2016-05-30,88.9
2016-05-31,90.05
2016-06-01,96.4
2016-06-02,95.65
2016-06-03,92.5
2016-06-06,93.2
2016-06-07,95.0
2016-06-08,94.8
2016-06-09,93.6
2016-06-10,93.9
2016-06-13,92.4
2016-06-14,92.7
2016-06-15,91.7
2016-06-16,91.4
2016-06-17,90.85
2016-06-20,89.65
2016-06-21,90.0
2016-06-22,88.95
2016-06-23,86.85
2016-06-24,84.75
2016-06-27,88.55
2016-06-28,89.4
2016-06-29,89.85
2016-06-30,90.75
2016-07-01,93.9
2016-07-04,93.0
2016-07-05,91.45
2016-07-07,90.95
2016-07-08,95.2
2016-07-11,95.8
2016-07-12,94.45
2016-07-13,92.75
2016-07-14,93.6
2016-07-15,92.55
2016-07-18,93.2
2016-07-19,92.65
2016-07-20,93.7
2016-07-21,92.95
2016-07-22,95.6
2016-07-25,96.3
2016-07-26,95.8
2016-07-27,95.85
2016-07-28,95.8
2016-07-29,96.15
2016-08-01,95.15
2016-08-02,95.8
2016-08-03,94.65
2016-08-04,96.65
2016-08-05,97.1
2016-08-08,95.8
2016-08-09,96.5
2016-08-10,96.05
2016-08-11,93.95
2016-08-12,95.35
2016-08-16,93.95
2016-08-17,103.5
2016-08-18,105.15
2016-08-19,102.8
2016-08-22,102.3
2016-08-23,103.1
2016-08-24,101.2
2016-08-25,102.2
2016-08-26,100.5
2016-08-29,101.15
2016-08-30,102.4
2016-08-31,107.0
2016-09-01,104.7
2016-09-02,104.95
2016-09-06,105.7
2016-09-07,126.35
2016-09-08,130.2
2016-09-09,134.8
2016-09-12,133.45
2016-09-14,137.0
2016-09-15,134.9
2016-09-16,137.5
2016-09-19,136.05
2016-09-20,134.8
2016-09-21,132.8
2016-09-22,132.9
2016-09-23,130.05
2016-09-26,129.75
2016-09-27,129.3
2016-09-28,134.85
2016-09-29,123.7
2016-09-30,127.15
2016-10-03,131.75
2016-10-04,131.0
2016-10-05,135.05
2016-10-06,137.2
2016-10-07,136.2
2016-10-10,136.25
2016-10-13,131.1
2016-10-14,134.35
2016-10-17,131.95
2016-10-18,134.8
2016-10-19,137.2
2016-10-20,140.65
2016-10-21,141.9
2016-10-24,140.1
2016-10-25,145.8
2016-10-26,141.1
2016-10-27,145.55
2016-10-28,162.75
2016-10-30,182.4
2016-11-01,171.2
2016-11-02,166.2
2016-11-03,162.75
2016-11-04,159.3
2016-11-07,165.6
2016-11-08,166.4
2016-11-09,160.45
2016-11-10,163.85
2016-11-11,149.95
2016-11-15,142.8
2016-11-16,146.35
2016-11-17,147.5
2016-11-18,147.0
2016-11-21,134.7
2016-11-22,138.85
2016-11-23,164.65
2016-11-24,162.7
2016-11-25,160.5
2016-11-28,165.15
2016-11-29,162.65
2016-11-30,172.1
2016-12-01,165.35
2016-12-02,161.2
2016-12-05,165.35
2016-12-06,167.1
2016-12-07,162.7
2016-12-08,167.0
2016-12-09,169.55
2016-12-12,165.15
2016-12-13,164.05
2016-12-14,161.5
2016-12-15,161.25
2016-12-16,160.4
2016-12-19,159.6
2016-12-20,158.3
2016-12-21,157.45
2016-12-22,151.05
2016-12-23,155.5
2016-12-26,148.6
2016-12-27,152.25
2016-12-28,155.4
2016-12-29,162.2
2016-12-30,163.2
