Date,HINDALCO
2016-01-01,84.9
2016-01-04,80.75
2016-01-05,82.6
2016-01-06,80.55
2016-01-07,76.65
2016-01-08,76.9
2016-01-11,77.9
2016-01-12,75.6
2016-01-13,76.7
2016-01-14,74.7
2016-01-15,71.8
2016-01-18,71.2
2016-01-19,71.85
2016-01-20,67.6
2016-01-21,68.3
2016-01-22,72.35
2016-01-25,72.0
2016-01-27,71.05
2016-01-28,69.7
2016-01-29,70.5
2016-02-01,71.1
2016-02-02,68.55
2016-02-03,66.65
2016-02-04,68.7
2016-02-05,71.25
2016-02-08,69.8
2016-02-09,70.0
2016-02-10,66.9
2016-02-11,63.7
2016-02-12,60.9
2016-02-15,67.0
2016-02-16,64.85
2016-02-17,65.8
2016-02-18,68.9
2016-02-19,69.05
2016-02-22,69.5
2016-02-23,68.5
2016-02-24,66.4
2016-02-25,67.15
2016-02-26,69.45
2016-02-29,68.75
2016-03-01,70.25
2016-03-02,74.95
2016-03-03,79.25
2016-03-04,79.4
2016-03-08,83.15
2016-03-09,81.1
2016-03-10,83.8
2016-03-11,83.5
2016-03-14,84.9
2016-03-15,83.9
2016-03-16,81.5
2016-03-17,81.0
2016-03-18,85.2
2016-03-21,86.0
2016-03-22,87.0
2016-03-23,91.3
2016-03-28,83.25
2016-03-29,84.4
2016-03-30,88.0
2016-03-31,87.95
2016-04-01,86.65
2016-04-04,89.1
2016-04-05,84.9
2016-04-06,88.95
2016-04-07,87.3
2016-04-08,87.7
2016-04-11,92.2
2016-04-12,92.0
2016-04-13,96.3
2016-04-18,97.05
2016-04-20,101.8
2016-04-21,101.8
2016-04-22,101.1
2016-04-25,98.4
2016-04-26,103.15
2016-04-27,101.75
2016-04-28,96.9
2016-04-29,96.35
2016-05-02,98.65
2016-05-03,96.9
2016-05-04,91.15
2016-05-05,90.45
2016-05-06,91.9
2016-05-09,91.7
2016-05-10,89.85
2016-05-11,91.6
2016-05-12,93.4
2016-05-13,89.3
2016-05-16,89.8
2016-05-17,89.1
2016-05-18,89.15
2016-05-19,87.05
2016-05-20,86.95
2016-05-23,86.9
2016-05-24,86.3
2016-05-25,88.75
2016-05-26,90.3
2016-05-27,91.9
2016-05-30,102.95
2016-05-31,105.25
2016-06-01,103.1
2016-06-02,106.05
2016-06-03,105.55
2016-06-06,106.85
2016-06-07,109.5
2016-06-08,109.35
2016-06-09,110.9
2016-06-10,115.3
2016-06-13,114.7
2016-06-14,115.6
2016-06-15,115.75
2016-06-16,119.05
2016-06-17,118.8
2016-06-20,121.05
2016-06-21,123.5
2016-06-22,122.2
2016-06-23,123.9
2016-06-24,117.3
2016-06-27,119.8
2016-06-28,118.05
2016-06-29,119.95
2016-06-30,122.85
2016-07-01,124.75
2016-07-04,125.95
2016-07-05,123.65
2016-07-07,127.7
2016-07-08,126.85
2016-07-11,129.05
2016-07-12,135.25
2016-07-13,135.8
2016-07-14,135.8
2016-07-15,137.4
2016-07-18,137.25
2016-07-19,138.0
2016-07-20,135.9
2016-07-21,133.9
2016-07-22,136.0
2016-07-25,135.2
2016-07-26,131.65
2016-07-27,133.8
2016-07-28,134.25
2016-07-29,133.55
2016-08-01,136.6
2016-08-02,135.5
2016-08-03,135.7
2016-08-04,137.1
2016-08-05,143.7
2016-08-08,149.15
2016-08-09,146.6
2016-08-10,145.8
2016-08-11,142.25
2016-08-12,146.35
2016-08-16,154.65
2016-08-17,155.95
2016-08-18,154.35
2016-08-19,158.95
2016-08-22,156.05
2016-08-23,155.55
2016-08-24,157.0
2016-08-25,154.25
2016-08-26,155.5
2016-08-29,158.3
2016-08-30,162.75
2016-08-31,159.25
2016-09-01,157.5
2016-09-02,157.25
2016-09-06,158.5
2016-09-07,159.7
2016-09-08,161.95
2016-09-09,154.85
2016-09-12,140.85
2016-09-14,143.25
2016-09-15,145.55
2016-09-16,142.65
2016-09-19,143.95
2016-09-20,145.6
2016-09-21,149.55
2016-09-22,154.6
2016-09-23,154.45
2016-09-26,153.6
2016-09-27,150.05
2016-09-28,156.9
2016-09-29,150.0
2016-09-30,152.7
2016-10-03,154.1
2016-10-04,154.25
2016-10-05,157.25
2016-10-06,158.35
2016-10-07,158.0
2016-10-10,160.75
2016-10-13,155.15
2016-10-14,154.6
2016-10-17,150.65
2016-10-18,152.35
2016-10-19,151.0
2016-10-20,155.25
2016-10-21,151.85
2016-10-24,150.85
2016-10-25,150.5
2016-10-26,150.2
2016-10-27,148.3
2016-10-28,149.65
2016-10-30,149.75
2016-11-01,156.95
2016-11-02,156.5
2016-11-03,162.8
2016-11-04,158.85
2016-11-07,167.6
2016-11-08,167.4
2016-11-09,162.1
2016-11-10,175.75
2016-11-11,172.3
2016-11-15,167.75
2016-11-16,162.8
2016-11-17,168.3
2016-11-18,165.35
2016-11-21,157.35
2016-11-22,166.55
2016-11-23,173.7
2016-11-24,180.45
2016-11-25,180.5
2016-11-28,178.65
2016-11-29,175.4
2016-11-30,175.75
2016-12-01,171.35
2016-12-02,168.75
2016-12-05,174.5
2016-12-06,175.4
2016-12-07,175.05
2016-12-08,179.2
2016-12-09,182.1
2016-12-12,181.95
2016-12-13,176.95
2016-12-14,176.0
2016-12-15,176.1
2016-12-16,170.2
2016-12-19,169.15
2016-12-20,167.15
2016-12-21,168.8
2016-12-22,161.25
2016-12-23,159.3
2016-12-26,151.5
2016-12-27,155.55
2016-12-28,153.6
2016-12-29,154.75
2016-12-30,155.05
