Date,TV18BRDCST
2016-01-01,47.8
2016-01-04,46.1
2016-01-05,46.45
2016-01-06,47.0
2016-01-07,43.75
2016-01-08,45.3
2016-01-11,46.6
2016-01-12,45.9
2016-01-13,46.15
2016-01-14,45.7
2016-01-15,41.15
2016-01-18,39.65
2016-01-19,40.5
2016-01-20,38.65
2016-01-21,39.75
2016-01-22,41.4
2016-01-25,41.0
2016-01-27,41.45
2016-01-28,42.7
2016-01-29,43.75
2016-02-01,42.7
2016-02-02,41.95
2016-02-03,39.75
2016-02-04,39.55
2016-02-05,40.15
2016-02-08,39.9
2016-02-09,40.4
2016-02-10,40.3
2016-02-11,36.3
2016-02-12,35.75
2016-02-15,37.15
2016-02-16,36.1
2016-02-17,36.55
2016-02-18,36.75
2016-02-19,36.65
2016-02-22,36.95
2016-02-23,36.45
2016-02-24,35.9
2016-02-25,34.35
2016-02-26,34.4
2016-02-29,33.7
2016-03-01,35.4
2016-03-02,35.9
2016-03-03,37.95
2016-03-04,38.75
2016-03-08,39.55
2016-03-09,39.6
2016-03-10,39.65
2016-03-11,38.85
2016-03-14,38.6
2016-03-15,37.9
2016-03-16,39.25
2016-03-17,38.8
2016-03-18,39.5
2016-03-21,41.05
2016-03-22,40.95
2016-03-23,41.15
2016-03-28,39.3
2016-03-29,39.65
2016-03-30,40.0
2016-03-31,40.3
2016-04-01,40.55
2016-04-04,40.0
2016-04-05,38.6
2016-04-06,38.85
2016-04-07,38.4
2016-04-08,37.0
2016-04-11,36.35
2016-04-12,37.0
2016-04-13,37.3
2016-04-18,36.95
2016-04-20,39.6
2016-04-21,38.8
2016-04-22,38.8
2016-04-25,39.05
2016-04-26,39.75
2016-04-27,40.0
2016-04-28,38.75
2016-04-29,38.75
2016-05-02,38.45
2016-05-03,38.05
2016-05-04,36.95
2016-05-05,37.05
2016-05-06,37.0
2016-05-09,37.6
2016-05-10,37.7
2016-05-11,38.8
2016-05-12,40.1
2016-05-13,40.6
2016-05-16,41.8
2016-05-17,41.35
2016-05-18,40.95
2016-05-19,40.0
2016-05-20,39.5
2016-05-23,38.7
2016-05-24,37.85
2016-05-25,38.55
2016-05-26,40.15
2016-05-27,40.2
2016-05-30,40.95
2016-05-31,40.8
2016-06-01,40.4
2016-06-02,40.05
2016-06-03,39.85
2016-06-06,39.65
2016-06-07,40.15
2016-06-08,42.5
2016-06-09,42.25
2016-06-10,40.85
2016-06-13,40.5
2016-06-14,41.3
2016-06-15,41.75
2016-06-16,41.1
2016-06-17,42.1
2016-06-20,42.65
2016-06-21,43.65
2016-06-22,42.8
2016-06-23,42.55
2016-06-24,40.55
2016-06-27,41.2
2016-06-28,42.2
2016-06-29,44.15
2016-06-30,45.05
2016-07-01,45.55
2016-07-04,45.25
2016-07-05,44.95
2016-07-07,45.4
2016-07-08,45.75
2016-07-11,46.25
2016-07-12,47.05
2016-07-13,40.8
2016-07-14,41.4
2016-07-15,40.8
2016-07-18,39.8
2016-07-19,40.1
2016-07-20,40.0
2016-07-21,39.3
2016-07-22,39.55
2016-07-25,39.85
2016-07-26,39.5
2016-07-27,39.35
2016-07-28,39.6
2016-07-29,40.35
2016-08-01,40.0
2016-08-02,39.45
2016-08-03,38.85
2016-08-04,39.0
2016-08-05,39.7
2016-08-08,39.85
2016-08-09,39.6
2016-08-10,38.5
2016-08-11,39.3
2016-08-12,39.1
2016-08-16,39.1
2016-08-17,39.1
2016-08-18,39.3
2016-08-19,39.95
2016-08-22,39.6
2016-08-23,39.45
2016-08-24,40.95
2016-08-25,40.3
2016-08-26,40.0
2016-08-29,40.5
2016-08-30,41.95
2016-08-31,42.15
2016-09-01,41.8
2016-09-02,41.8
2016-09-06,42.25
2016-09-07,41.05
2016-09-08,41.35
2016-09-09,41.35
2016-09-12,39.8
2016-09-14,40.25
2016-09-15,43.95
2016-09-16,43.15
2016-09-19,43.95
2016-09-20,43.5
2016-09-21,43.25
2016-09-22,45.5
2016-09-23,44.95
2016-09-26,44.25
2016-09-27,44.45
2016-09-28,47.2
2016-09-29,42.9
2016-09-30,44.5
2016-10-03,46.8
2016-10-04,46.45
2016-10-05,47.2
2016-10-06,47.9
2016-10-07,47.85
2016-10-10,49.6
2016-10-13,46.9
2016-10-14,43.8
2016-10-17,42.8
2016-10-18,44.1
2016-10-19,44.05
2016-10-20,44.0
2016-10-21,44.4
2016-10-24,45.65
2016-10-25,45.45
2016-10-26,44.85
2016-10-27,44.1
2016-10-28,44.5
2016-10-30,45.1
2016-11-01,44.5
2016-11-02,43.55
2016-11-03,42.6
2016-11-04,40.9
2016-11-07,41.85
2016-11-08,41.95
2016-11-09,40.85
2016-11-10,41.55
2016-11-11,39.85
2016-11-15,37.9
2016-11-16,37.7
2016-11-17,37.75
2016-11-18,37.55
2016-11-21,35.15
2016-11-22,35.45
2016-11-23,36.35
2016-11-24,35.5
2016-11-25,36.8
2016-11-28,37.15
2016-11-29,37.85
2016-11-30,38.35
2016-12-01,37.8
2016-12-02,36.95
2016-12-05,37.65
2016-12-06,37.4
2016-12-07,37.2
2016-12-08,37.85
2016-12-09,38.6
2016-12-12,37.75
2016-12-13,38.1
2016-12-14,37.95
2016-12-15,38.15
2016-12-16,37.95
2016-12-19,37.55
2016-12-20,37.25
2016-12-21,36.95
2016-12-22,36.6
2016-12-23,36.25
2016-12-26,35.45
2016-12-27,35.95
2016-12-28,36.4
2016-12-29,36.75
2016-12-30,36.4
