Date,RAYMOND
2016-01-01,425.3
2016-01-04,419.0
2016-01-05,419.2
2016-01-06,422.8
2016-01-07,410.2
2016-01-08,408.8
2016-01-11,402.55
2016-01-12,402.3
2016-01-13,398.45
2016-01-14,398.3
2016-01-15,388.95
2016-01-18,381.4
2016-01-19,385.8
2016-01-20,377.0
2016-01-21,389.5
2016-01-22,393.65
2016-01-25,396.85
2016-01-27,398.45
2016-01-28,401.1
2016-01-29,410.1
2016-02-01,409.35
2016-02-02,401.95
2016-02-03,391.25
2016-02-04,398.1
2016-02-05,402.6
2016-02-08,394.6
2016-02-09,395.7
2016-02-10,390.65
2016-02-11,376.7
2016-02-12,361.2
2016-02-15,401.35
2016-02-16,403.85
2016-02-17,405.4
2016-02-18,407.25
2016-02-19,407.05
2016-02-22,404.45
2016-02-23,403.1
2016-02-24,400.3
2016-02-25,399.55
2016-02-26,400.05
2016-02-29,398.5
2016-03-01,403.1
2016-03-02,400.65
2016-03-03,405.25
2016-03-04,398.1
2016-03-08,391.6
2016-03-09,389.35
2016-03-10,388.95
2016-03-11,396.0
2016-03-14,391.7
2016-03-15,387.3
2016-03-16,384.75
2016-03-17,382.4
2016-03-18,386.95
2016-03-21,391.6
2016-03-22,393.55
2016-03-23,392.65
2016-03-28,388.85
2016-03-29,395.65
2016-03-30,405.2
2016-03-31,405.65
2016-04-01,402.3
2016-04-04,417.65
2016-04-05,405.2
2016-04-06,397.4
2016-04-07,398.05
2016-04-08,400.65
2016-04-11,401.0
2016-04-12,399.1
2016-04-13,400.05
2016-04-18,400.3
2016-04-20,399.05
2016-04-21,398.1
2016-04-22,399.25
2016-04-25,397.05
2016-04-26,398.95
2016-04-27,418.55
2016-04-28,415.0
2016-04-29,422.0
2016-05-02,456.0
2016-05-03,454.45
2016-05-04,460.55
2016-05-05,466.65
2016-05-06,467.6
2016-05-09,475.75
2016-05-10,475.45
2016-05-11,462.55
2016-05-12,467.6
2016-05-13,467.4
2016-05-16,475.05
2016-05-17,475.1
2016-05-18,470.25
2016-05-19,474.25
2016-05-20,471.0
2016-05-23,456.25
2016-05-24,448.7
2016-05-25,454.3
2016-05-26,450.1
2016-05-27,447.35
2016-05-30,471.75
2016-05-31,465.7
2016-06-01,474.9
2016-06-02,478.8
2016-06-03,484.9
2016-06-06,473.0
2016-06-07,477.85
2016-06-08,472.7
2016-06-09,479.75
2016-06-10,474.8
2016-06-13,465.25
2016-06-14,462.85
2016-06-15,464.35
2016-06-16,458.4
2016-06-17,464.55
2016-06-20,455.0
2016-06-21,478.6
2016-06-22,467.1
2016-06-23,462.05
2016-06-24,449.6
2016-06-27,460.25
2016-06-28,461.7
2016-06-29,462.45
2016-06-30,465.85
2016-07-01,462.9
2016-07-04,464.05
2016-07-05,460.2
2016-07-07,459.85
2016-07-08,460.7
2016-07-11,460.05
2016-07-12,464.05
2016-07-13,459.4
2016-07-14,461.6
2016-07-15,459.8
2016-07-18,460.45
2016-07-19,465.05
2016-07-20,481.5
2016-07-21,489.15
2016-07-22,458.45
2016-07-25,456.25
2016-07-26,454.55
2016-07-27,461.15
2016-07-28,460.0
2016-07-29,457.7
2016-08-01,458.0
2016-08-02,459.25
2016-08-03,456.95
2016-08-04,458.3
2016-08-05,458.1
2016-08-08,453.8
2016-08-09,437.4
2016-08-10,420.4
2016-08-11,417.35
2016-08-12,422.15
2016-08-16,427.45
2016-08-17,426.0
2016-08-18,420.1
2016-08-19,412.05
2016-08-22,400.9
2016-08-23,400.15
2016-08-24,409.9
2016-08-25,404.75
2016-08-26,402.7
2016-08-29,406.65
2016-08-30,410.65
2016-08-31,413.3
2016-09-01,427.35
2016-09-02,429.9
2016-09-06,439.2
2016-09-07,450.4
2016-09-08,453.85
2016-09-09,451.85
2016-09-12,437.75
2016-09-14,452.7
2016-09-15,465.05
2016-09-16,476.05
2016-09-19,522.7
2016-09-20,516.55
2016-09-21,525.3
2016-09-22,529.2
2016-09-23,535.4
2016-09-26,558.3
2016-09-27,548.9
2016-09-28,547.85
2016-09-29,522.2
2016-09-30,534.4
2016-10-03,547.8
2016-10-04,566.5
2016-10-05,569.7
2016-10-06,564.4
2016-10-07,555.15
2016-10-10,588.95
2016-10-13,580.55
2016-10-14,582.6
2016-10-17,612.35
2016-10-18,621.05
2016-10-19,634.5
2016-10-20,641.1
2016-10-21,635.45
2016-10-24,627.7
2016-10-25,628.0
2016-10-26,615.5
2016-10-27,593.85
2016-10-28,603.45
2016-10-30,620.15
2016-11-01,643.05
2016-11-02,630.3
2016-11-03,634.4
2016-11-04,614.6
2016-11-07,611.45
2016-11-08,605.95
2016-11-09,589.55
2016-11-10,586.65
2016-11-11,549.25
2016-11-15,509.3
2016-11-16,502.7
2016-11-17,511.55
2016-11-18,510.25
2016-11-21,502.4
2016-11-22,516.9
2016-11-23,525.65
2016-11-24,523.0
2016-11-25,510.9
2016-11-28,513.75
2016-11-29,498.6
2016-11-30,509.05
2016-12-01,499.2
2016-12-02,492.8
2016-12-05,484.7
2016-12-06,485.25
2016-12-07,486.95
2016-12-08,494.45
2016-12-09,494.45
2016-12-12,488.0
2016-12-13,485.75
2016-12-14,483.65
2016-12-15,489.85
2016-12-16,485.6
2016-12-19,474.65
2016-12-20,473.1
2016-12-21,480.3
2016-12-22,470.65
2016-12-23,472.2
2016-12-26,461.7
2016-12-27,491.55
2016-12-28,490.65
2016-12-29,489.4
2016-12-30,493.65
