Date,DENORA
2016-01-01,405.85
2016-01-04,443.25
2016-01-05,438.4
2016-01-06,420.65
2016-01-07,406.95
2016-01-08,446.5
2016-01-11,447.3
2016-01-12,437.9
2016-01-13,405.15
2016-01-14,396.4
2016-01-15,379.45
2016-01-18,345.55
2016-01-19,362.8
2016-01-20,350.55
2016-01-21,348.9
2016-01-22,361.45
2016-01-25,362.75
2016-01-27,370.45
2016-01-28,362.3
2016-01-29,358.6
2016-02-01,360.25
2016-02-02,344.4
2016-02-03,334.35
2016-02-04,329.2
2016-02-05,315.95
2016-02-08,316.25
2016-02-09,300.2
2016-02-10,289.85
2016-02-11,261.5
2016-02-12,272.95
2016-02-15,287.25
2016-02-16,267.4
2016-02-17,271.0
2016-02-18,274.2
2016-02-19,273.6
2016-02-22,278.75
2016-02-23,268.7
2016-02-24,257.35
2016-02-25,241.9
2016-02-26,245.9
2016-02-29,230.25
2016-03-01,253.25
2016-03-02,278.55
2016-03-03,281.7
2016-03-04,316.6
2016-03-08,306.05
2016-03-09,334.5
2016-03-10,333.55
2016-03-11,330.7
2016-03-14,329.1
2016-03-15,315.85
2016-03-16,325.85
2016-03-17,329.3
2016-03-18,330.6
2016-03-21,324.8
2016-03-22,330.5
2016-03-23,318.8
2016-03-28,303.6
2016-03-29,293.2
2016-03-30,315.35
2016-03-31,316.35
2016-04-01,318.25
2016-04-04,321.1
2016-04-05,320.45
2016-04-06,338.7
2016-04-07,335.3
2016-04-08,359.1
2016-04-11,352.15
2016-04-12,348.0
2016-04-13,365.3
2016-04-18,359.95
2016-04-20,366.7
2016-04-21,356.6
2016-04-22,361.95
2016-04-25,359.05
2016-04-26,363.05
2016-04-27,361.55
2016-04-28,349.8
2016-04-29,346.95
2016-05-02,340.55
2016-05-03,346.95
2016-05-04,339.4
2016-05-05,344.7
2016-05-06,342.3
2016-05-09,347.2
2016-05-10,339.2
2016-05-11,348.35
2016-05-12,350.75
2016-05-13,347.45
2016-05-16,345.6
2016-05-17,347.5
2016-05-18,345.3
2016-05-19,340.85
2016-05-20,331.35
2016-05-23,321.85
2016-05-24,327.75
2016-05-25,341.4
2016-05-26,390.85
2016-05-27,381.2
2016-05-30,383.3
2016-05-31,374.75
2016-06-01,381.05
2016-06-02,377.05
2016-06-03,368.95
2016-06-06,367.2
2016-06-07,389.15
2016-06-08,385.0
2016-06-09,410.85
2016-06-10,405.0
2016-06-13,396.4
2016-06-14,401.45
2016-06-15,407.9
2016-06-16,397.05
2016-06-17,392.65
2016-06-20,385.65
2016-06-21,382.2
2016-06-22,378.6
2016-06-23,377.55
2016-06-24,370.6
2016-06-27,372.8
2016-06-28,374.85
2016-06-29,399.15
2016-06-30,397.9
2016-07-01,390.4
2016-07-04,399.6
2016-07-05,385.95
2016-07-07,382.8
2016-07-08,388.25
2016-07-11,385.2
2016-07-12,383.05
2016-07-13,381.95
2016-07-14,382.0
2016-07-15,382.35
2016-07-18,374.5
2016-07-19,382.65
2016-07-20,379.9
2016-07-21,372.85
2016-07-22,377.95
2016-07-25,392.05
2016-07-26,394.9
2016-07-27,412.6
2016-07-28,414.4
2016-07-29,360.95
2016-08-01,340.8
2016-08-02,341.95
2016-08-03,331.45
2016-08-04,322.7
2016-08-05,327.15
2016-08-08,336.55
2016-08-09,328.6
2016-08-10,326.1
2016-08-11,312.4
2016-08-12,311.35
2016-08-16,300.85
2016-08-17,299.95
2016-08-18,316.8
2016-08-19,320.55
2016-08-22,320.45
2016-08-23,314.25
2016-08-24,315.35
2016-08-25,311.6
2016-08-26,310.2
2016-08-29,313.2
2016-08-30,314.45
2016-08-31,315.1
2016-09-01,319.05
2016-09-02,310.0
2016-09-06,317.1
2016-09-07,315.95
2016-09-08,314.35
2016-09-09,313.65
2016-09-12,310.05
2016-09-14,313.2
2016-09-15,311.0
2016-09-16,318.25
2016-09-19,349.8
2016-09-20,348.1
2016-09-21,361.2
2016-09-22,349.3
2016-09-23,347.8
2016-09-26,338.4
2016-09-27,329.95
2016-09-28,329.6
2016-09-29,309.45
2016-09-30,308.6
2016-10-03,317.3
2016-10-04,310.75
2016-10-05,315.65
2016-10-06,321.25
2016-10-07,321.2
2016-10-10,315.45
2016-10-13,313.5
2016-10-14,314.6
2016-10-17,308.15
2016-10-18,312.35
2016-10-19,308.4
2016-10-20,309.5
2016-10-21,310.7
2016-10-24,319.15
2016-10-25,341.9
2016-10-26,329.9
2016-10-27,331.1
2016-10-28,282.75
2016-10-30,276.0
2016-11-01,272.2
2016-11-02,265.9
2016-11-03,262.1
2016-11-04,250.65
2016-11-07,254.2
2016-11-08,251.55
2016-11-09,235.95
2016-11-10,249.75
2016-11-11,236.85
2016-11-15,217.7
2016-11-16,216.2
2016-11-17,213.9
2016-11-18,212.4
2016-11-21,207.2
2016-11-22,205.0
2016-11-23,216.7
2016-11-24,222.65
2016-11-25,236.0
2016-11-28,240.45
2016-11-29,245.9
2016-11-30,257.95
2016-12-01,259.0
2016-12-02,255.5
2016-12-05,252.75
2016-12-06,246.7
2016-12-07,244.5
2016-12-08,261.55
2016-12-09,251.95
2016-12-12,240.7
2016-12-13,241.05
2016-12-14,238.05
2016-12-15,234.35
2016-12-16,228.85
2016-12-19,222.5
2016-12-20,217.25
2016-12-21,217.2
2016-12-22,223.4
2016-12-23,226.5
2016-12-26,219.25
2016-12-27,221.9
2016-12-28,215.7
2016-12-29,220.15
2016-12-30,238.05
