Date,OCL
2016-01-01,483.35
2016-01-04,490.55
2016-01-05,497.25
2016-01-06,514.65
2016-01-07,485.45
2016-01-08,510.0
2016-01-11,496.85
2016-01-12,509.5
2016-01-13,489.4
2016-01-14,500.0
2016-01-15,502.65
2016-01-18,494.65
2016-01-19,506.95
2016-01-20,506.4
2016-01-21,504.6
2016-01-22,509.75
2016-01-25,491.75
2016-01-27,494.0
2016-01-28,485.65
2016-01-29,483.1
2016-02-01,495.7
2016-02-02,495.2
2016-02-03,492.0
2016-02-04,484.8
2016-02-05,475.6
2016-02-08,476.5
2016-02-09,465.45
2016-02-10,453.1
2016-02-11,433.35
2016-02-12,424.95
2016-02-15,438.2
2016-02-16,437.4
2016-02-17,438.85
2016-02-18,448.0
2016-02-19,435.15
2016-02-22,431.5
2016-02-23,419.5
2016-02-24,397.05
2016-02-25,410.3
2016-02-26,404.1
2016-02-29,400.65
2016-03-01,404.0
2016-03-02,411.55
2016-03-03,406.75
2016-03-04,424.45
2016-03-08,424.9
2016-03-09,413.7
2016-03-10,405.7
2016-03-11,410.6
2016-03-14,407.6
2016-03-15,399.5
2016-03-16,407.05
2016-03-17,472.45
2016-03-18,479.65
2016-03-21,471.85
2016-03-22,471.65
2016-03-23,477.9
2016-03-28,465.25
2016-03-29,452.85
2016-03-30,451.35
2016-03-31,483.55
2016-04-01,480.8
2016-04-04,483.1
2016-04-05,481.75
2016-04-06,478.05
2016-04-07,473.9
2016-04-08,480.9
2016-04-11,494.05
2016-04-12,491.0
2016-04-13,494.5
2016-04-18,504.0
2016-04-20,500.15
2016-04-21,489.75
2016-04-22,493.55
2016-04-25,492.95
2016-04-26,492.65
2016-04-27,494.35
2016-04-28,489.9
2016-04-29,493.65
2016-05-02,490.75
2016-05-03,494.0
2016-05-04,491.4
2016-05-05,491.6
2016-05-06,489.55
2016-05-09,490.0
2016-05-10,495.85
2016-05-11,506.4
2016-05-12,506.5
2016-05-13,511.05
2016-05-16,532.7
2016-05-17,519.6
2016-05-18,608.6
2016-05-19,607.75
2016-05-20,595.95
2016-05-23,584.8
2016-05-24,581.75
2016-05-25,587.2
2016-05-26,586.45
2016-05-27,582.4
2016-05-30,571.25
2016-05-31,568.95
2016-06-01,588.5
2016-06-02,585.5
2016-06-03,592.75
2016-06-06,586.7
2016-06-07,592.35
2016-06-08,589.4
2016-06-09,607.05
2016-06-10,610.15
2016-06-13,609.5
2016-06-14,606.0
2016-06-15,606.45
2016-06-16,604.25
2016-06-17,607.2
2016-06-20,623.2
2016-06-21,615.7
2016-06-22,606.35
2016-06-23,614.95
2016-06-24,603.9
2016-06-27,610.9
2016-06-28,606.4
2016-06-29,637.45
2016-06-30,653.6
2016-07-01,650.05
2016-07-04,643.05
2016-07-05,640.85
2016-07-07,636.35
2016-07-08,645.5
2016-07-11,632.15
2016-07-12,631.25
2016-07-13,629.55
2016-07-14,634.5
2016-07-15,634.5
2016-07-18,629.85
2016-07-19,623.6
2016-07-20,642.2
2016-07-21,639.05
2016-07-22,695.55
2016-07-25,768.9
2016-07-26,777.0
2016-07-27,771.1
2016-07-28,750.95
2016-07-29,759.0
2016-08-01,743.1
2016-08-02,719.5
2016-08-03,723.05
2016-08-04,707.3
2016-08-05,733.05
2016-08-08,740.5
2016-08-09,736.4
2016-08-10,729.3
2016-08-11,731.15
2016-08-12,735.6
2016-08-16,751.65
2016-08-17,772.85
2016-08-18,782.4
2016-08-19,776.35
2016-08-22,793.5
2016-08-23,783.9
2016-08-24,797.5
2016-08-25,797.0
2016-08-26,785.75
2016-08-29,821.9
2016-08-30,820.75
2016-08-31,814.45
2016-09-01,809.5
2016-09-02,829.4
2016-09-06,880.0
2016-09-07,903.95
2016-09-08,914.95
2016-09-09,912.15
2016-09-12,874.25
2016-09-14,894.65
2016-09-15,883.5
2016-09-16,880.35
2016-09-19,879.1
2016-09-20,847.85
2016-09-21,845.0
2016-09-22,839.9
2016-09-23,835.75
2016-09-26,832.8
2016-09-27,836.8
2016-09-28,843.15
2016-09-29,812.25
2016-09-30,838.95
2016-10-03,871.3
2016-10-04,888.0
2016-10-05,905.85
2016-10-06,889.9
2016-10-07,896.15
2016-10-10,892.2
2016-10-13,880.4
2016-10-14,907.0
2016-10-17,886.0
2016-10-18,906.75
2016-10-19,906.8
2016-10-20,891.4
2016-10-21,900.85
2016-10-24,893.7
2016-10-25,890.6
2016-10-26,924.75
2016-10-27,928.55
2016-10-28,935.25
2016-10-30,947.5
2016-11-01,955.45
2016-11-02,931.4
2016-11-03,950.75
2016-11-04,933.85
2016-11-07,965.9
2016-11-08,942.75
2016-11-09,933.05
2016-11-10,945.15
2016-11-11,855.4
2016-11-15,774.4
2016-11-16,784.95
2016-11-17,763.8
2016-11-18,773.15
2016-11-21,706.3
2016-11-22,712.4
2016-11-23,737.65
2016-11-24,730.9
2016-11-25,755.9
2016-11-28,786.6
2016-11-29,819.3
2016-11-30,807.75
2016-12-01,792.8
2016-12-02,774.95
2016-12-05,783.05
2016-12-06,766.15
2016-12-07,775.35
2016-12-08,789.55
2016-12-09,789.6
2016-12-12,777.3
2016-12-13,748.8
2016-12-14,744.3
2016-12-15,746.15
2016-12-16,740.85
2016-12-19,724.95
2016-12-20,708.4
2016-12-21,699.15
2016-12-22,695.35
2016-12-23,697.25
2016-12-26,657.7
2016-12-27,682.45
2016-12-28,686.45
2016-12-29,694.1
2016-12-30,706.3
