Date,PSL
2016-01-01,12.1
2016-01-04,11.7
2016-01-05,12.35
2016-01-06,12.25
2016-01-07,11.55
2016-01-08,11.65
2016-01-11,11.65
2016-01-12,11.15
2016-01-13,10.5
2016-01-14,10.15
2016-01-15,9.8
2016-01-18,9.4
2016-01-19,9.85
2016-01-20,9.3
2016-01-21,9.2
2016-01-22,9.5
2016-01-25,9.65
2016-01-27,9.75
2016-01-28,9.4
2016-01-29,9.45
2016-02-01,9.5
2016-02-02,9.75
2016-02-03,10.05
2016-02-04,9.6
2016-02-05,9.65
2016-02-08,9.5
2016-02-09,9.35
2016-02-10,9.15
2016-02-11,8.15
2016-02-12,8.0
2016-02-15,8.6
2016-02-16,8.6
2016-02-17,8.65
2016-02-18,8.7
2016-02-19,8.95
2016-02-22,8.7
2016-02-23,8.4
2016-02-24,8.45
2016-02-25,8.4
2016-02-26,8.2
2016-02-29,7.7
2016-03-01,8.0
2016-03-02,8.25
2016-03-03,8.35
2016-03-04,8.7
2016-03-08,8.6
2016-03-09,8.35
2016-03-10,8.4
2016-03-11,8.15
2016-03-14,8.15
2016-03-15,8.05
2016-03-16,7.95
2016-03-17,7.85
2016-03-18,7.8
2016-03-21,7.85
2016-03-22,7.9
2016-03-23,7.75
2016-03-28,7.45
2016-03-29,7.35
2016-03-30,7.5
2016-03-31,7.5
2016-04-01,7.75
2016-04-04,7.55
2016-04-05,7.6
2016-04-06,7.6
2016-04-07,7.65
2016-04-08,7.9
2016-04-11,7.85
2016-04-12,7.65
2016-04-13,7.6
2016-04-18,7.5
2016-04-20,7.5
2016-04-21,7.55
2016-04-22,7.5
2016-04-25,7.4
2016-04-26,7.45
2016-04-27,7.45
2016-04-28,7.3
2016-04-29,7.3
2016-05-02,7.3
2016-05-03,7.4
2016-05-04,7.2
2016-05-05,7.05
2016-05-06,6.95
2016-05-09,6.9
2016-05-10,7.0
2016-05-11,6.75
2016-05-12,6.7
2016-05-13,6.7
2016-05-16,6.55
2016-05-17,6.55
2016-05-18,6.7
2016-05-19,6.65
2016-05-20,6.5
2016-05-23,6.55
2016-05-24,6.45
2016-05-25,6.3
2016-05-26,6.15
2016-05-27,6.3
2016-05-30,6.2
2016-05-31,6.15
2016-06-01,6.25
2016-06-02,6.15
2016-06-03,5.95
2016-06-06,6.3
2016-06-07,6.25
2016-06-08,6.25
2016-06-09,6.0
2016-06-10,6.0
2016-06-13,6.0
2016-06-14,6.5
2016-06-15,6.5
2016-06-16,6.4
2016-06-17,6.2
2016-06-20,6.4
2016-06-21,6.95
2016-06-22,6.55
2016-06-23,6.7
2016-06-24,6.4
2016-06-27,6.35
2016-06-28,6.55
2016-06-29,7.1
2016-06-30,7.0
2016-07-01,7.0
2016-07-04,7.0
2016-07-05,7.2
2016-07-07,7.25
2016-07-08,7.1
2016-07-11,7.0
2016-07-12,7.0
2016-07-13,6.95
2016-07-14,6.7
2016-07-15,6.5
2016-07-18,6.15
2016-07-19,6.25
2016-07-20,6.3
2016-07-21,6.25
2016-07-22,6.85
2016-07-25,6.95
2016-07-26,6.75
2016-07-27,6.65
2016-07-28,6.6
2016-07-29,6.55
2016-08-01,6.55
2016-08-02,6.45
2016-08-03,6.25
2016-08-04,6.4
2016-08-05,6.4
2016-08-08,6.45
2016-08-09,6.35
2016-08-10,6.25
2016-08-11,6.15
2016-08-12,6.45
2016-08-16,6.2
2016-08-17,6.3
2016-08-18,6.45
2016-08-19,6.15
2016-08-22,6.25
2016-08-23,6.4
2016-08-24,6.25
2016-08-25,6.25
2016-08-26,6.2
2016-08-29,6.15
2016-08-30,6.2
2016-08-31,6.1
2016-09-01,6.0
2016-09-02,6.05
2016-09-06,6.1
2016-09-07,6.15
2016-09-08,6.2
2016-09-09,6.25
2016-09-12,6.25
2016-09-14,6.25
2016-09-15,6.2
2016-09-16,6.35
2016-09-19,6.3
2016-09-20,6.4
2016-09-21,6.45
2016-09-22,6.35
2016-09-23,6.6
2016-09-26,6.4
2016-09-27,6.35
2016-09-28,6.35
2016-09-29,6.0
2016-09-30,6.2
2016-10-03,6.2
2016-10-04,6.25
2016-10-05,6.2
2016-10-06,6.25
2016-10-07,6.4
2016-10-10,7.65
2016-10-13,7.9
2016-10-14,7.65
2016-10-17,7.0
2016-10-18,7.15
2016-10-19,7.15
2016-10-20,6.85
2016-10-21,6.8
2016-10-24,6.9
2016-10-25,6.9
2016-10-26,6.75
2016-10-27,6.75
2016-10-28,6.55
2016-10-30,6.95
2016-11-01,6.8
2016-11-02,6.85
2016-11-03,6.55
2016-11-04,6.4
2016-11-07,6.35
2016-11-08,6.3
2016-11-09,5.9
2016-11-10,6.15
2016-11-11,6.2
2016-11-15,5.8
2016-11-16,5.6
2016-11-17,5.45
2016-11-18,5.3
2016-11-21,5.1
2016-11-22,5.3
2016-11-23,5.2
2016-11-24,5.3
2016-11-25,5.55
2016-11-28,5.6
2016-11-29,5.6
2016-11-30,5.65
2016-12-01,5.55
2016-12-02,5.55
2016-12-05,5.45
2016-12-06,5.45
2016-12-07,5.3
2016-12-08,5.45
2016-12-09,5.5
2016-12-12,5.5
2016-12-13,5.4
2016-12-14,5.25
2016-12-15,5.25
2016-12-16,5.25
2016-12-19,5.35
2016-12-20,5.25
2016-12-21,5.2
2016-12-22,5.3
2016-12-23,5.25
2016-12-26,5.15
2016-12-27,5.15
2016-12-28,5.15
2016-12-29,5.2
2016-12-30,5.35
