Date,ARROWGREEN
2016-01-01,806.1
2016-01-04,802.05
2016-01-05,803.85
2016-01-06,801.8
2016-01-07,761.3
2016-01-08,812.7
2016-01-11,788.5
2016-01-12,769.25
2016-01-13,722.45
2016-01-14,709.35
2016-01-15,681.45
2016-01-18,599.4
2016-01-19,625.9
2016-01-20,632.8
2016-01-21,624.05
2016-01-22,645.0
2016-01-25,638.1
2016-01-27,696.25
2016-01-28,677.0
2016-01-29,682.75
2016-02-01,690.2
2016-02-02,665.3
2016-02-03,619.95
2016-02-04,622.55
2016-02-05,627.85
2016-02-08,589.0
2016-02-09,553.35
2016-02-10,535.9
2016-02-11,449.8
2016-02-12,436.15
2016-02-15,479.75
2016-02-16,494.3
2016-02-17,509.55
2016-02-18,487.8
2016-02-19,488.05
2016-02-22,487.05
2016-02-23,459.5
2016-02-24,446.45
2016-02-25,420.4
2016-02-26,410.45
2016-02-29,423.25
2016-03-01,465.55
2016-03-02,491.65
2016-03-03,494.65
2016-03-04,479.45
2016-03-08,464.2
2016-03-09,443.15
2016-03-10,496.7
2016-03-11,482.6
2016-03-14,464.7
2016-03-15,471.85
2016-03-16,467.2
2016-03-17,507.2
2016-03-18,504.8
2016-03-21,504.65
2016-03-22,497.0
2016-03-23,500.05
2016-03-28,526.75
2016-03-29,525.2
2016-03-30,549.55
2016-03-31,553.6
2016-04-01,555.4
2016-04-04,549.55
2016-04-05,542.3
2016-04-06,551.2
2016-04-07,547.5
2016-04-08,549.65
2016-04-11,549.9
2016-04-12,550.0
2016-04-13,556.5
2016-04-18,575.2
2016-04-20,576.85
2016-04-21,582.9
2016-04-22,584.95
2016-04-25,611.5
2016-04-26,634.5
2016-04-27,642.1
2016-04-28,616.6
2016-04-29,603.05
2016-05-02,582.7
2016-05-03,585.4
2016-05-04,586.2
2016-05-05,589.7
2016-05-06,582.15
2016-05-09,581.15
2016-05-10,559.75
2016-05-11,533.1
2016-05-12,523.2
2016-05-13,569.25
2016-05-16,547.1
2016-05-17,538.55
2016-05-18,524.0
2016-05-19,513.9
2016-05-20,505.9
2016-05-23,494.0
2016-05-24,475.3
2016-05-25,480.95
2016-05-26,482.7
2016-05-27,529.25
2016-05-30,536.1
2016-05-31,532.0
2016-06-01,525.0
2016-06-02,523.1
2016-06-03,504.05
2016-06-06,490.75
2016-06-07,498.75
2016-06-08,499.75
2016-06-09,497.45
2016-06-10,492.8
2016-06-13,468.95
2016-06-14,454.75
2016-06-15,446.95
2016-06-16,444.6
2016-06-17,445.95
2016-06-20,483.85
2016-06-21,497.0
2016-06-22,476.7
2016-06-23,465.45
2016-06-24,470.55
2016-06-27,477.35
2016-06-28,489.8
2016-06-29,503.25
2016-06-30,502.8
2016-07-01,503.95
2016-07-04,481.4
2016-07-05,474.05
2016-07-07,469.1
2016-07-08,474.7
2016-07-11,474.2
2016-07-12,502.75
2016-07-13,487.6
2016-07-14,482.4
2016-07-15,480.05
2016-07-18,477.6
2016-07-19,476.65
2016-07-20,478.3
2016-07-21,476.45
2016-07-22,472.65
2016-07-25,489.65
2016-07-26,483.4
2016-07-27,479.05
2016-07-28,471.4
2016-07-29,468.2
2016-08-01,467.6
2016-08-02,455.3
2016-08-03,460.2
2016-08-04,462.75
2016-08-05,459.65
2016-08-08,471.3
2016-08-09,463.25
2016-08-10,443.65
2016-08-11,435.65
2016-08-12,428.8
2016-08-16,417.65
2016-08-17,419.8
2016-08-18,418.8
2016-08-19,418.3
2016-08-22,434.95
2016-08-23,439.75
2016-08-24,449.55
2016-08-25,446.45
2016-08-26,447.6
2016-08-29,443.35
2016-08-30,442.1
2016-08-31,442.15
2016-09-01,436.2
2016-09-02,433.95
2016-09-06,427.5
2016-09-07,427.15
2016-09-08,420.1
2016-09-09,417.65
2016-09-12,413.25
2016-09-14,439.2
2016-09-15,462.95
2016-09-16,472.45
2016-09-19,458.1
2016-09-20,451.1
2016-09-21,449.7
2016-09-22,494.25
2016-09-23,483.4
2016-09-26,472.65
2016-09-27,487.7
2016-09-28,504.85
2016-09-29,482.75
2016-09-30,495.5
2016-10-03,498.1
2016-10-04,497.4
2016-10-05,495.5
2016-10-06,470.3
2016-10-07,484.25
2016-10-10,483.4
2016-10-13,471.45
2016-10-14,468.35
2016-10-17,466.25
2016-10-18,464.2
2016-10-19,451.3
2016-10-20,454.1
2016-10-21,454.75
2016-10-24,459.95
2016-10-25,457.75
2016-10-26,456.45
2016-10-27,444.4
2016-10-28,446.6
2016-10-30,454.3
2016-11-01,448.35
2016-11-02,444.4
2016-11-03,441.25
2016-11-04,417.85
2016-11-07,424.55
2016-11-08,424.0
2016-11-09,417.05
2016-11-10,500.45
2016-11-11,483.15
2016-11-15,461.9
2016-11-16,440.25
2016-11-17,423.15
2016-11-18,425.4
2016-11-21,424.5
2016-11-22,422.35
2016-11-23,450.85
2016-11-24,463.7
2016-11-25,456.5
2016-11-28,472.1
2016-11-29,486.85
2016-11-30,482.3
2016-12-01,483.95
2016-12-02,483.85
2016-12-05,480.75
2016-12-06,477.55
2016-12-07,470.25
2016-12-08,542.6
2016-12-09,511.9
2016-12-12,516.15
2016-12-13,513.3
2016-12-14,493.4
2016-12-15,499.6
2016-12-16,510.9
2016-12-19,507.35
2016-12-20,495.05
2016-12-21,496.3
2016-12-22,478.75
2016-12-23,480.3
2016-12-26,471.0
2016-12-27,478.95
2016-12-28,483.2
2016-12-29,495.85
2016-12-30,492.55
