Date,ATULAUTO
2016-01-01,565.15
2016-01-04,550.9
2016-01-05,579.2
2016-01-06,561.3
2016-01-07,543.7
2016-01-08,546.0
2016-01-11,537.65
2016-01-12,539.05
2016-01-13,515.55
2016-01-14,517.0
2016-01-15,511.6
2016-01-18,481.1
2016-01-19,484.7
2016-01-20,463.05
2016-01-21,467.85
2016-01-22,493.6
2016-01-25,502.9
2016-01-27,499.4
2016-01-28,501.25
2016-01-29,502.35
2016-02-01,506.15
2016-02-02,510.25
2016-02-03,481.25
2016-02-04,488.5
2016-02-05,486.45
2016-02-08,482.4
2016-02-09,492.45
2016-02-10,481.7
2016-02-11,457.7
2016-02-12,454.45
2016-02-15,478.25
2016-02-16,481.05
2016-02-17,484.1
2016-02-18,477.5
2016-02-19,477.35
2016-02-22,475.6
2016-02-23,463.25
2016-02-24,456.7
2016-02-25,446.35
2016-02-26,437.5
2016-02-29,425.55
2016-03-01,479.05
2016-03-02,464.8
2016-03-03,478.2
2016-03-04,478.9
2016-03-08,477.85
2016-03-09,476.4
2016-03-10,474.4
2016-03-11,481.75
2016-03-14,494.8
2016-03-15,494.25
2016-03-16,499.75
2016-03-17,504.45
2016-03-18,496.95
2016-03-21,506.25
2016-03-22,521.2
2016-03-23,523.35
2016-03-28,521.8
2016-03-29,520.5
2016-03-30,525.9
2016-03-31,516.6
2016-04-01,519.35
2016-04-04,509.05
2016-04-05,510.8
2016-04-06,506.95
2016-04-07,519.75
2016-04-08,521.9
2016-04-11,521.8
2016-04-12,523.15
2016-04-13,536.1
2016-04-18,562.6
2016-04-20,555.4
2016-04-21,546.45
2016-04-22,550.2
2016-04-25,535.0
2016-04-26,538.7
2016-04-27,537.8
2016-04-28,519.7
2016-04-29,528.15
2016-05-02,522.15
2016-05-03,482.4
2016-05-04,473.65
2016-05-05,458.8
2016-05-06,468.05
2016-05-09,465.1
2016-05-10,464.55
2016-05-11,479.2
2016-05-12,473.9
2016-05-13,469.65
2016-05-16,483.95
2016-05-17,483.85
2016-05-18,470.15
2016-05-19,475.1
2016-05-20,474.5
2016-05-23,480.1
2016-05-24,480.0
2016-05-25,485.9
2016-05-26,484.65
2016-05-27,489.4
2016-05-30,488.0
2016-05-31,490.4
2016-06-01,495.9
2016-06-02,499.9
2016-06-03,502.0
2016-06-06,505.4
2016-06-07,515.25
2016-06-08,513.15
2016-06-09,510.05
2016-06-10,505.05
2016-06-13,503.6
2016-06-14,500.5
2016-06-15,497.7
2016-06-16,489.35
2016-06-17,489.0
2016-06-20,490.0
2016-06-21,492.0
2016-06-22,486.5
2016-06-23,484.35
2016-06-24,479.7
2016-06-27,481.9
2016-06-28,490.1
2016-06-29,491.7
2016-06-30,492.85
2016-07-01,490.05
2016-07-04,492.1
2016-07-05,484.8
2016-07-07,482.5
2016-07-08,477.5
2016-07-11,476.5
2016-07-12,476.25
2016-07-13,476.8
2016-07-14,478.25
2016-07-15,476.35
2016-07-18,470.6
2016-07-19,474.85
2016-07-20,474.05
2016-07-21,491.75
2016-07-22,478.25
2016-07-25,477.1
2016-07-26,473.5
2016-07-27,473.8
2016-07-28,476.15
2016-07-29,469.55
2016-08-01,461.35
2016-08-02,437.2
2016-08-03,434.2
2016-08-04,422.75
2016-08-05,424.5
2016-08-08,424.2
2016-08-09,412.55
2016-08-10,393.75
2016-08-11,401.3
2016-08-12,412.45
2016-08-16,407.95
2016-08-17,409.05
2016-08-18,404.9
2016-08-19,416.4
2016-08-22,418.25
2016-08-23,423.6
2016-08-24,430.8
2016-08-25,438.4
2016-08-26,444.05
2016-08-29,447.6
2016-08-30,455.75
2016-08-31,446.35
2016-09-01,442.25
2016-09-02,452.15
2016-09-06,451.5
2016-09-07,441.25
2016-09-08,441.15
2016-09-09,441.75
2016-09-12,434.0
2016-09-14,432.8
2016-09-15,431.25
2016-09-16,432.35
2016-09-19,430.85
2016-09-20,426.4
2016-09-21,424.65
2016-09-22,427.85
2016-09-23,423.3
2016-09-26,437.05
2016-09-27,459.7
2016-09-28,474.85
2016-09-29,454.6
2016-09-30,478.3
2016-10-03,499.65
2016-10-04,489.4
2016-10-05,482.7
2016-10-06,474.1
2016-10-07,486.2
2016-10-10,485.5
2016-10-13,486.25
2016-10-14,485.25
2016-10-17,478.05
2016-10-18,481.9
2016-10-19,477.65
2016-10-20,480.9
2016-10-21,478.8
2016-10-24,474.45
2016-10-25,470.15
2016-10-26,478.85
2016-10-27,473.55
2016-10-28,485.35
2016-10-30,488.3
2016-11-01,499.7
2016-11-02,495.05
2016-11-03,485.7
2016-11-04,478.65
2016-11-07,490.8
2016-11-08,495.3
2016-11-09,471.4
2016-11-10,478.45
2016-11-11,465.4
2016-11-15,413.0
2016-11-16,420.15
2016-11-17,420.7
2016-11-18,415.9
2016-11-21,405.75
2016-11-22,405.7
2016-11-23,444.25
2016-11-24,436.4
2016-11-25,444.6
2016-11-28,447.4
2016-11-29,445.85
2016-11-30,448.85
2016-12-01,438.05
2016-12-02,427.55
2016-12-05,427.0
2016-12-06,423.65
2016-12-07,426.9
2016-12-08,441.1
2016-12-09,434.0
2016-12-12,426.85
2016-12-13,427.5
2016-12-14,423.4
2016-12-15,422.1
2016-12-16,418.8
2016-12-19,425.95
2016-12-20,421.5
2016-12-21,421.0
2016-12-22,416.65
2016-12-23,412.2
2016-12-26,408.0
2016-12-27,401.8
2016-12-28,404.1
2016-12-29,405.5
2016-12-30,407.9
