Date,SUNCLAYLTD
2016-01-01,2064.7
2016-01-04,2041.95
2016-01-05,2030.0
2016-01-06,2053.8
2016-01-07,2026.4
2016-01-08,2051.75
2016-01-11,2058.3
2016-01-12,2037.25
2016-01-13,2053.2
2016-01-14,1996.9
2016-01-15,1997.75
2016-01-18,1932.95
2016-01-19,1939.35
2016-01-20,1898.25
2016-01-21,1870.2
2016-01-22,1945.2
2016-01-25,1955.75
2016-01-27,1940.65
2016-01-28,1992.1
2016-01-29,2083.45
2016-02-01,2089.3
2016-02-02,2059.5
2016-02-03,2051.1
2016-02-04,2065.15
2016-02-05,2069.65
2016-02-08,2023.3
2016-02-09,2030.3
2016-02-10,2039.8
2016-02-11,2021.25
2016-02-12,2024.35
2016-02-15,2036.05
2016-02-16,1970.35
2016-02-17,2029.95
2016-02-18,2027.5
2016-02-19,1988.45
2016-02-22,1944.4
2016-02-23,1908.4
2016-02-24,1895.45
2016-02-25,1890.8
2016-02-26,1877.55
2016-02-29,1851.45
2016-03-01,1981.3
2016-03-02,1967.75
2016-03-03,1986.6
2016-03-04,2034.6
2016-03-08,2025.6
2016-03-09,2027.7
2016-03-10,2024.8
2016-03-11,2019.3
2016-03-14,2015.75
2016-03-15,2038.0
2016-03-16,2034.6
2016-03-17,2041.15
2016-03-18,2042.05
2016-03-21,2069.75
2016-03-22,2079.35
2016-03-23,2064.45
2016-03-28,2020.7
2016-03-29,2035.55
2016-03-30,2069.4
2016-03-31,2147.55
2016-04-01,2116.35
2016-04-04,2116.5
2016-04-05,2068.35
2016-04-06,2058.65
2016-04-07,2030.1
2016-04-08,2013.45
2016-04-11,2011.2
2016-04-12,2017.25
2016-04-13,2005.75
2016-04-18,2005.8
2016-04-20,2013.45
2016-04-21,2015.4
2016-04-22,1980.4
2016-04-25,1999.5
2016-04-26,1993.9
2016-04-27,1997.1
2016-04-28,2005.15
2016-04-29,2050.55
2016-05-02,2034.45
2016-05-03,2013.1
2016-05-04,1967.25
2016-05-05,1953.8
2016-05-06,1971.4
2016-05-09,1993.9
2016-05-10,2037.65
2016-05-11,2020.5
2016-05-12,2051.4
2016-05-13,2039.75
2016-05-16,2025.45
2016-05-17,2026.1
2016-05-18,1990.75
2016-05-19,1991.05
2016-05-20,1988.75
2016-05-23,1984.35
2016-05-24,1993.55
2016-05-25,1991.8
2016-05-26,1986.6
2016-05-27,1972.85
2016-05-30,1986.0
2016-05-31,2001.1
2016-06-01,2011.95
2016-06-02,2001.9
2016-06-03,2019.95
2016-06-06,2020.95
2016-06-07,2075.05
2016-06-08,2033.35
2016-06-09,2048.7
2016-06-10,2064.25
2016-06-13,2069.3
2016-06-14,2076.15
2016-06-15,2068.85
2016-06-16,2039.15
2016-06-17,2054.55
2016-06-20,2051.5
2016-06-21,2045.85
2016-06-22,2010.25
2016-06-23,2034.6
2016-06-24,1996.9
2016-06-27,2036.0
2016-06-28,2068.65
2016-06-29,2082.25
2016-06-30,2117.95
2016-07-01,2120.2
2016-07-04,2143.4
2016-07-05,2149.25
2016-07-07,2141.55
2016-07-08,2129.2
2016-07-11,2149.55
2016-07-12,2136.45
2016-07-13,2138.4
2016-07-14,2130.7
2016-07-15,2151.95
2016-07-18,2139.65
2016-07-19,2145.15
2016-07-20,2151.2
2016-07-21,2149.65
2016-07-22,2148.65
2016-07-25,2150.65
2016-07-26,2140.7
2016-07-27,2160.45
2016-07-28,2221.45
2016-07-29,2288.5
2016-08-01,2377.0
2016-08-02,2383.8
2016-08-03,2369.4
2016-08-04,2431.0
2016-08-05,2544.65
2016-08-08,2459.85
2016-08-09,2447.05
2016-08-10,2390.75
2016-08-11,2385.6
2016-08-12,2452.35
2016-08-16,2418.35
2016-08-17,2431.1
2016-08-18,2423.5
2016-08-19,2408.7
2016-08-22,2400.9
2016-08-23,2387.65
2016-08-24,2405.75
2016-08-25,2403.5
2016-08-26,2441.8
2016-08-29,2401.8
2016-08-30,2448.45
2016-08-31,2454.4
2016-09-01,2465.1
2016-09-02,2460.85
2016-09-06,2531.05
2016-09-07,2548.5
2016-09-08,2552.15
2016-09-09,2498.45
2016-09-12,2478.05
2016-09-14,2494.8
2016-09-15,2508.25
2016-09-16,2561.65
2016-09-19,2547.95
2016-09-20,2524.65
2016-09-21,2566.05
2016-09-22,2613.5
2016-09-23,2645.7
2016-09-26,2640.8
2016-09-27,2611.7
2016-09-28,2614.75
2016-09-29,2535.3
2016-09-30,2578.3
2016-10-03,2619.8
2016-10-04,2623.95
2016-10-05,2635.5
2016-10-06,2628.0
2016-10-07,2598.85
2016-10-10,2652.75
2016-10-13,2759.45
2016-10-14,2795.2
2016-10-17,2770.85
2016-10-18,2969.1
2016-10-19,3042.75
2016-10-20,3243.35
2016-10-21,3346.65
2016-10-24,3380.4
2016-10-25,3391.6
2016-10-26,3333.75
2016-10-27,3319.0
2016-10-28,3450.1
2016-10-30,3415.5
2016-11-01,3385.5
2016-11-02,3363.25
2016-11-03,3067.1
2016-11-04,2861.35
2016-11-07,2922.15
2016-11-08,2945.65
2016-11-09,2885.7
2016-11-10,2962.95
2016-11-11,2895.6
2016-11-15,2776.1
2016-11-16,2753.1
2016-11-17,2823.6
2016-11-18,2781.9
2016-11-21,2701.9
2016-11-22,2785.25
2016-11-23,2769.65
2016-11-24,2788.5
2016-11-25,2802.25
2016-11-28,2860.05
2016-11-29,2848.35
2016-11-30,2825.0
2016-12-01,2802.35
2016-12-02,2818.4
2016-12-05,2844.0
2016-12-06,2798.9
2016-12-07,2782.85
2016-12-08,2813.85
2016-12-09,2810.25
2016-12-12,2825.35
2016-12-13,2849.05
2016-12-14,2857.6
2016-12-15,2840.65
2016-12-16,2852.85
2016-12-19,2845.4
2016-12-20,2802.0
2016-12-21,2810.8
2016-12-22,2767.7
2016-12-23,2766.35
2016-12-26,2770.95
2016-12-27,2824.0
2016-12-28,2846.7
2016-12-29,2895.75
2016-12-30,2993.85
