Date,BERGEPAINT
2016-01-01,261.2
2016-01-04,263.45
2016-01-05,257.45
2016-01-06,253.65
2016-01-07,253.05
2016-01-08,252.4
2016-01-11,244.7
2016-01-12,246.75
2016-01-13,247.35
2016-01-14,256.75
2016-01-15,256.6
2016-01-18,245.85
2016-01-19,250.4
2016-01-20,249.05
2016-01-21,250.95
2016-01-22,253.65
2016-01-25,264.4
2016-01-27,271.65
2016-01-28,270.0
2016-01-29,266.45
2016-02-01,269.7
2016-02-02,265.0
2016-02-03,264.8
2016-02-04,268.95
2016-02-05,279.65
2016-02-08,276.45
2016-02-09,260.3
2016-02-10,250.15
2016-02-11,248.8
2016-02-12,238.2
2016-02-15,244.65
2016-02-16,231.9
2016-02-17,237.75
2016-02-18,241.0
2016-02-19,238.95
2016-02-22,235.95
2016-02-23,239.45
2016-02-24,234.95
2016-02-25,228.1
2016-02-26,228.0
2016-02-29,224.3
2016-03-01,232.45
2016-03-02,237.8
2016-03-03,239.8
2016-03-04,235.9
2016-03-08,232.7
2016-03-09,237.3
2016-03-10,235.65
2016-03-11,237.2
2016-03-14,235.85
2016-03-15,232.6
2016-03-16,229.75
2016-03-17,229.95
2016-03-18,225.6
2016-03-21,229.95
2016-03-22,233.6
2016-03-23,229.95
2016-03-28,233.1
2016-03-29,238.8
2016-03-30,242.3
2016-03-31,244.8
2016-04-01,244.45
2016-04-04,243.4
2016-04-05,245.95
2016-04-06,243.4
2016-04-07,246.75
2016-04-08,249.6
2016-04-11,254.7
2016-04-12,254.9
2016-04-13,252.25
2016-04-18,252.65
2016-04-20,250.85
2016-04-21,252.0
2016-04-22,253.95
2016-04-25,257.65
2016-04-26,263.0
2016-04-27,263.25
2016-04-28,263.95
2016-04-29,257.5
2016-05-02,253.9
2016-05-03,263.75
2016-05-04,266.6
2016-05-05,258.2
2016-05-06,266.85
2016-05-09,277.65
2016-05-10,278.9
2016-05-11,271.25
2016-05-12,280.7
2016-05-13,288.6
2016-05-16,290.1
2016-05-17,294.5
2016-05-18,295.85
2016-05-19,284.2
2016-05-20,280.35
2016-05-23,277.55
2016-05-24,274.25
2016-05-25,285.6
2016-05-26,283.85
2016-05-27,289.35
2016-05-30,294.85
2016-05-31,282.8
2016-06-01,284.95
2016-06-02,285.05
2016-06-03,284.8
2016-06-06,283.8
2016-06-07,284.05
2016-06-08,284.4
2016-06-09,283.2
2016-06-10,284.6
2016-06-13,287.65
2016-06-14,293.35
2016-06-15,292.9
2016-06-16,291.9
2016-06-17,290.95
2016-06-20,290.75
2016-06-21,291.1
2016-06-22,285.0
2016-06-23,284.9
2016-06-24,279.6
2016-06-27,274.05
2016-06-28,275.65
2016-06-29,277.35
2016-06-30,276.2
2016-07-01,276.4
2016-07-04,279.55
2016-07-05,280.85
2016-07-07,287.75
2016-07-08,297.15
2016-07-11,321.0
2016-07-12,313.5
2016-07-13,307.35
2016-07-14,317.8
2016-07-15,223.35
2016-07-18,227.45
2016-07-19,232.25
2016-07-20,237.95
2016-07-21,236.9
2016-07-22,235.55
2016-07-25,237.5
2016-07-26,235.45
2016-07-27,232.85
2016-07-28,243.25
2016-07-29,237.85
2016-08-01,234.25
2016-08-02,239.5
2016-08-03,234.1
2016-08-04,238.45
2016-08-05,240.1
2016-08-08,234.95
2016-08-09,234.45
2016-08-10,227.9
2016-08-11,224.15
2016-08-12,226.15
2016-08-16,230.6
2016-08-17,240.5
2016-08-18,247.9
2016-08-19,248.3
2016-08-22,248.15
2016-08-23,243.3
2016-08-24,242.9
2016-08-25,246.15
2016-08-26,250.85
2016-08-29,259.25
2016-08-30,266.45
2016-08-31,260.35
2016-09-01,264.95
2016-09-02,258.1
2016-09-06,261.75
2016-09-07,262.85
2016-09-08,264.3
2016-09-09,268.55
2016-09-12,266.1
2016-09-14,262.05
2016-09-15,261.15
2016-09-16,265.55
2016-09-19,263.95
2016-09-20,265.55
2016-09-21,262.25
2016-09-22,261.65
2016-09-23,260.2
2016-09-26,256.7
2016-09-27,260.9
2016-09-28,264.9
2016-09-29,256.45
2016-09-30,261.05
2016-10-03,263.8
2016-10-04,263.3
2016-10-05,266.4
2016-10-06,268.55
2016-10-07,264.45
2016-10-10,266.55
2016-10-13,264.15
2016-10-14,264.3
2016-10-17,263.35
2016-10-18,267.9
2016-10-19,266.55
2016-10-20,264.45
2016-10-21,263.35
2016-10-24,258.85
2016-10-25,257.8
2016-10-26,260.1
2016-10-27,259.5
2016-10-28,257.4
2016-10-30,258.35
2016-11-01,260.85
2016-11-02,260.1
2016-11-03,260.2
2016-11-04,259.75
2016-11-07,255.65
2016-11-08,245.75
2016-11-09,234.85
2016-11-10,229.45
2016-11-11,215.15
2016-11-15,197.6
2016-11-16,198.65
2016-11-17,202.35
2016-11-18,187.1
2016-11-21,180.25
2016-11-22,185.4
2016-11-23,199.4
2016-11-24,212.3
2016-11-25,220.25
2016-11-28,225.8
2016-11-29,241.15
2016-11-30,228.85
2016-12-01,234.1
2016-12-02,225.2
2016-12-05,216.9
2016-12-06,218.4
2016-12-07,227.9
2016-12-08,225.9
2016-12-09,220.15
2016-12-12,208.5
2016-12-13,199.45
2016-12-14,200.3
2016-12-15,199.75
2016-12-16,201.85
2016-12-19,197.3
2016-12-20,194.2
2016-12-21,195.05
2016-12-22,202.05
2016-12-23,202.6
2016-12-26,193.1
2016-12-27,195.75
2016-12-28,204.8
2016-12-29,209.55
2016-12-30,210.55
