Date,INDHOTEL
2016-01-01,120.45
2016-01-04,119.75
2016-01-05,119.05
2016-01-06,118.15
2016-01-07,118.05
2016-01-08,119.0
2016-01-11,122.85
2016-01-12,121.0
2016-01-13,119.55
2016-01-14,116.95
2016-01-15,113.1
2016-01-18,108.0
2016-01-19,107.35
2016-01-20,109.5
2016-01-21,107.4
2016-01-22,109.65
2016-01-25,111.65
2016-01-27,110.4
2016-01-28,111.55
2016-01-29,111.95
2016-02-01,110.15
2016-02-02,111.0
2016-02-03,110.0
2016-02-04,111.7
2016-02-05,112.0
2016-02-08,114.55
2016-02-09,111.1
2016-02-10,111.0
2016-02-11,107.05
2016-02-12,102.9
2016-02-15,104.55
2016-02-16,102.95
2016-02-17,101.6
2016-02-18,100.6
2016-02-19,101.45
2016-02-22,100.0
2016-02-23,99.95
2016-02-24,99.95
2016-02-25,99.3
2016-02-26,99.25
2016-02-29,98.15
2016-03-01,100.05
2016-03-02,100.0
2016-03-03,100.05
2016-03-04,99.75
2016-03-08,98.05
2016-03-09,98.75
2016-03-10,98.9
2016-03-11,97.95
2016-03-14,96.95
2016-03-15,93.9
2016-03-16,93.0
2016-03-17,94.1
2016-03-18,95.55
2016-03-21,97.85
2016-03-22,96.15
2016-03-23,98.55
2016-03-28,95.3
2016-03-29,100.45
2016-03-30,102.45
2016-03-31,98.95
2016-04-01,100.55
2016-04-04,100.1
2016-04-05,99.6
2016-04-06,102.1
2016-04-07,100.55
2016-04-08,102.2
2016-04-11,101.7
2016-04-12,103.65
2016-04-13,105.15
2016-04-18,108.55
2016-04-20,105.1
2016-04-21,102.75
2016-04-22,105.1
2016-04-25,105.1
2016-04-26,105.1
2016-04-27,105.05
2016-04-28,105.55
2016-04-29,105.2
2016-05-02,103.85
2016-05-03,104.9
2016-05-04,106.95
2016-05-05,105.5
2016-05-06,104.45
2016-05-09,104.9
2016-05-10,105.4
2016-05-11,105.25
2016-05-12,106.45
2016-05-13,112.45
2016-05-16,115.8
2016-05-17,115.35
2016-05-18,114.5
2016-05-19,113.0
2016-05-20,112.8
2016-05-23,115.05
2016-05-24,114.05
2016-05-25,115.35
2016-05-26,115.1
2016-05-27,116.35
2016-05-30,118.05
2016-05-31,117.6
2016-06-01,119.55
2016-06-02,124.35
2016-06-03,122.25
2016-06-06,123.15
2016-06-07,123.55
2016-06-08,126.1
2016-06-09,125.05
2016-06-10,125.5
2016-06-13,123.3
2016-06-14,124.6
2016-06-15,127.6
2016-06-16,130.1
2016-06-17,133.85
2016-06-20,132.8
2016-06-21,130.1
2016-06-22,130.9
2016-06-23,131.95
2016-06-24,130.45
2016-06-27,130.85
2016-06-28,127.9
2016-06-29,130.0
2016-06-30,127.75
2016-07-01,129.4
2016-07-04,131.0
2016-07-05,128.25
2016-07-07,128.7
2016-07-08,128.35
2016-07-11,130.85
2016-07-12,130.4
2016-07-13,130.15
2016-07-14,132.9
2016-07-15,131.85
2016-07-18,130.9
2016-07-19,132.75
2016-07-20,134.8
2016-07-21,133.5
2016-07-22,133.0
2016-07-25,133.05
2016-07-26,131.45
2016-07-27,135.2
2016-07-28,136.75
2016-07-29,134.4
2016-08-01,133.05
2016-08-02,134.05
2016-08-03,134.0
2016-08-04,131.95
2016-08-05,133.65
2016-08-08,130.95
2016-08-09,129.5
2016-08-10,127.2
2016-08-11,128.35
2016-08-12,127.05
2016-08-16,127.5
2016-08-17,133.45
2016-08-18,132.65
2016-08-19,135.6
2016-08-22,129.85
2016-08-23,129.5
2016-08-24,130.55
2016-08-25,131.65
2016-08-26,129.6
2016-08-29,129.2
2016-08-30,131.3
2016-08-31,130.1
2016-09-01,128.35
2016-09-02,126.2
2016-09-06,133.7
2016-09-07,135.1
2016-09-08,134.0
2016-09-09,130.05
2016-09-12,126.15
2016-09-14,126.15
2016-09-15,127.25
2016-09-16,127.75
2016-09-19,126.1
2016-09-20,126.0
2016-09-21,127.05
2016-09-22,129.2
2016-09-23,132.65
2016-09-26,129.95
2016-09-27,129.85
2016-09-28,130.55
2016-09-29,128.2
2016-09-30,130.45
2016-10-03,131.3
2016-10-04,131.15
2016-10-05,129.2
2016-10-06,131.05
2016-10-07,127.7
2016-10-10,127.9
2016-10-13,127.3
2016-10-14,128.4
2016-10-17,129.15
2016-10-18,129.4
2016-10-19,128.7
2016-10-20,129.9
2016-10-21,132.7
2016-10-24,129.35
2016-10-25,125.5
2016-10-26,119.65
2016-10-27,114.95
2016-10-28,115.45
2016-10-30,117.8
2016-11-01,117.05
2016-11-02,114.65
2016-11-03,109.05
2016-11-04,112.85
2016-11-07,113.8
2016-11-08,114.45
2016-11-09,109.0
2016-11-10,104.9
2016-11-11,98.5
2016-11-15,92.8
2016-11-16,94.65
2016-11-17,90.6
2016-11-18,91.15
2016-11-21,90.7
2016-11-22,94.75
2016-11-23,96.15
2016-11-24,95.05
2016-11-25,97.2
2016-11-28,101.25
2016-11-29,104.75
2016-11-30,101.95
2016-12-01,100.1
2016-12-02,99.3
2016-12-05,98.0
2016-12-06,98.2
2016-12-07,98.35
2016-12-08,100.6
2016-12-09,103.7
2016-12-12,101.85
2016-12-13,101.85
2016-12-14,99.15
2016-12-15,98.7
2016-12-16,99.3
2016-12-19,98.45
2016-12-20,96.1
2016-12-21,95.55
2016-12-22,94.85
2016-12-23,95.25
2016-12-26,96.85
2016-12-27,98.6
2016-12-28,97.6
2016-12-29,97.95
2016-12-30,98.55
