Date,ALBK
2016-01-01,70.5
2016-01-04,68.15
2016-01-05,67.75
2016-01-06,68.05
2016-01-07,64.35
2016-01-08,64.65
2016-01-11,63.7
2016-01-12,61.3
2016-01-13,60.1
2016-01-14,57.6
2016-01-15,52.9
2016-01-18,52.35
2016-01-19,53.05
2016-01-20,50.35
2016-01-21,51.2
2016-01-22,53.65
2016-01-25,52.9
2016-01-27,54.95
2016-01-28,53.5
2016-01-29,53.65
2016-02-01,52.0
2016-02-02,51.25
2016-02-03,49.9
2016-02-04,49.75
2016-02-05,52.0
2016-02-08,52.8
2016-02-09,51.05
2016-02-10,46.05
2016-02-11,42.95
2016-02-12,41.3
2016-02-15,44.0
2016-02-16,42.5
2016-02-17,42.85
2016-02-18,42.75
2016-02-19,44.15
2016-02-22,44.2
2016-02-23,43.25
2016-02-24,43.4
2016-02-25,43.95
2016-02-26,44.05
2016-02-29,43.35
2016-03-01,44.5
2016-03-02,48.45
2016-03-03,48.15
2016-03-04,50.85
2016-03-08,50.9
2016-03-09,51.95
2016-03-10,51.3
2016-03-11,50.8
2016-03-14,51.75
2016-03-15,51.8
2016-03-16,51.85
2016-03-17,52.1
2016-03-18,52.8
2016-03-21,53.8
2016-03-22,53.2
2016-03-23,52.9
2016-03-28,51.35
2016-03-29,52.65
2016-03-30,53.5
2016-03-31,54.85
2016-04-01,57.75
2016-04-04,57.2
2016-04-05,54.5
2016-04-06,53.75
2016-04-07,53.35
2016-04-08,53.85
2016-04-11,56.35
2016-04-12,55.55
2016-04-13,56.6
2016-04-18,56.1
2016-04-20,58.55
2016-04-21,59.75
2016-04-22,60.15
2016-04-25,58.6
2016-04-26,60.05
2016-04-27,59.6
2016-04-28,58.85
2016-04-29,58.25
2016-05-02,56.85
2016-05-03,56.3
2016-05-04,53.45
2016-05-05,53.65
2016-05-06,54.2
2016-05-09,55.15
2016-05-10,55.05
2016-05-11,53.45
2016-05-12,53.3
2016-05-13,52.55
2016-05-16,50.65
2016-05-17,51.75
2016-05-18,53.25
2016-05-19,51.5
2016-05-20,50.4
2016-05-23,50.25
2016-05-24,49.7
2016-05-25,50.65
2016-05-26,50.9
2016-05-27,52.7
2016-05-30,52.6
2016-05-31,53.15
2016-06-01,51.65
2016-06-02,51.8
2016-06-03,50.6
2016-06-06,51.35
2016-06-07,52.25
2016-06-08,53.4
2016-06-09,54.2
2016-06-10,53.3
2016-06-13,52.05
2016-06-14,53.6
2016-06-15,54.05
2016-06-16,58.05
2016-06-17,58.25
2016-06-20,60.0
2016-06-21,60.7
2016-06-22,60.5
2016-06-23,64.1
2016-06-24,65.35
2016-06-27,67.3
2016-06-28,68.3
2016-06-29,68.35
2016-06-30,69.2
2016-07-01,69.65
2016-07-04,75.4
2016-07-05,76.7
2016-07-07,76.5
2016-07-08,77.65
2016-07-11,82.7
2016-07-12,81.25
2016-07-13,79.1
2016-07-14,81.1
2016-07-15,79.0
2016-07-18,75.7
2016-07-19,76.45
2016-07-20,76.55
2016-07-21,74.45
2016-07-22,73.9
2016-07-25,78.85
2016-07-26,78.55
2016-07-27,78.25
2016-07-28,78.35
2016-07-29,77.3
2016-08-01,75.5
2016-08-02,75.9
2016-08-03,75.45
2016-08-04,77.8
2016-08-05,79.05
2016-08-08,77.5
2016-08-09,78.0
2016-08-10,75.3
2016-08-11,73.25
2016-08-12,75.45
2016-08-16,74.0
2016-08-17,75.25
2016-08-18,76.55
2016-08-19,79.05
2016-08-22,79.3
2016-08-23,80.45
2016-08-24,81.55
2016-08-25,79.35
2016-08-26,78.15
2016-08-29,78.75
2016-08-30,84.0
2016-08-31,84.15
2016-09-01,82.05
2016-09-02,84.4
2016-09-06,84.9
2016-09-07,86.45
2016-09-08,86.75
2016-09-09,85.4
2016-09-12,80.65
2016-09-14,83.2
2016-09-15,82.15
2016-09-16,80.9
2016-09-19,81.15
2016-09-20,80.1
2016-09-21,80.0
2016-09-22,82.45
2016-09-23,81.35
2016-09-26,80.75
2016-09-27,79.6
2016-09-28,81.7
2016-09-29,75.85
2016-09-30,76.85
2016-10-03,79.4
2016-10-04,80.6
2016-10-05,80.5
2016-10-06,77.95
2016-10-07,77.85
2016-10-10,77.35
2016-10-13,74.3
2016-10-14,74.95
2016-10-17,73.25
2016-10-18,75.2
2016-10-19,75.35
2016-10-20,77.8
2016-10-21,77.6
2016-10-24,78.2
2016-10-25,78.15
2016-10-26,76.05
2016-10-27,74.95
2016-10-28,75.55
2016-10-30,75.15
2016-11-01,75.65
2016-11-02,73.5
2016-11-03,73.75
2016-11-04,72.2
2016-11-07,70.6
2016-11-08,70.05
2016-11-09,68.3
2016-11-10,74.4
2016-11-11,74.0
2016-11-15,72.9
2016-11-16,71.0
2016-11-17,70.85
2016-11-18,71.5
2016-11-21,68.0
2016-11-22,67.05
2016-11-23,67.35
2016-11-24,66.65
2016-11-25,68.2
2016-11-28,67.75
2016-11-29,67.7
2016-11-30,69.45
2016-12-01,68.65
2016-12-02,67.6
2016-12-05,67.65
2016-12-06,68.0
2016-12-07,67.2
2016-12-08,67.75
2016-12-09,70.1
2016-12-12,69.3
2016-12-13,69.0
2016-12-14,68.0
2016-12-15,68.0
2016-12-16,66.8
2016-12-19,65.7
2016-12-20,63.05
2016-12-21,62.55
2016-12-22,61.15
2016-12-23,60.55
2016-12-26,57.65
2016-12-27,59.2
2016-12-28,58.75
2016-12-29,59.35
2016-12-30,60.2
