Date,SILINV
2016-01-01,94.0
2016-01-04,94.2
2016-01-05,100.8
2016-01-06,102.85
2016-01-07,101.35
2016-01-08,102.15
2016-01-11,103.85
2016-01-12,102.5
2016-01-13,99.95
2016-01-14,99.85
2016-01-15,91.5
2016-01-18,85.0
2016-01-20,82.5
2016-01-21,83.05
2016-01-22,82.0
2016-01-25,83.6
2016-01-27,81.4
2016-01-28,81.0
2016-01-29,79.1
2016-02-01,80.75
2016-02-02,79.6
2016-02-03,79.6
2016-02-04,87.9
2016-02-05,80.0
2016-02-08,78.75
2016-02-09,79.0
2016-02-10,76.25
2016-02-11,74.1
2016-02-12,74.0
2016-02-15,76.8
2016-02-16,72.7
2016-02-17,72.0
2016-02-18,70.15
2016-02-22,74.65
2016-02-23,70.2
2016-02-26,70.05
2016-03-01,73.8
2016-03-02,71.85
2016-03-03,75.0
2016-03-04,72.9
2016-03-08,78.0
2016-03-11,73.0
2016-03-14,79.95
2016-03-15,78.8
2016-03-16,80.2
2016-03-17,75.25
2016-03-21,75.25
2016-03-22,79.65
2016-03-23,78.75
2016-03-28,85.0
2016-03-29,81.0
2016-03-30,77.3
2016-03-31,79.75
2016-04-01,77.0
2016-04-04,84.0
2016-04-06,84.0
2016-04-07,81.45
2016-04-08,82.1
2016-04-11,80.7
2016-04-13,89.6
2016-04-18,86.5
2016-04-20,86.0
2016-04-21,83.45
2016-04-22,82.45
2016-04-25,85.1
2016-04-26,83.1
2016-04-27,82.9
2016-04-28,81.8
2016-04-29,85.75
2016-05-02,84.0
2016-05-03,82.85
2016-05-04,81.35
2016-05-05,82.5
2016-05-06,85.0
2016-05-09,82.95
2016-05-10,83.8
2016-05-11,81.25
2016-05-12,84.45
2016-05-13,82.3
2016-05-16,89.35
2016-05-17,89.2
2016-05-18,86.0
2016-05-19,84.9
2016-05-20,84.6
2016-05-23,83.5
2016-05-24,82.9
2016-05-25,83.0
2016-05-26,84.45
2016-05-27,82.75
2016-05-30,85.95
2016-06-01,82.6
2016-06-02,83.05
2016-06-03,85.05
2016-06-06,82.35
2016-06-07,86.35
2016-06-08,85.85
2016-06-09,85.0
2016-06-10,92.85
2016-06-13,96.2
2016-06-14,95.6
2016-06-15,101.15
2016-06-16,98.25
2016-06-17,97.45
2016-06-20,94.1
2016-06-21,95.95
2016-06-22,93.1
2016-06-23,90.6
2016-06-24,91.85
2016-06-27,94.05
2016-06-28,95.8
2016-06-29,101.0
2016-06-30,102.4
2016-07-01,101.0
2016-07-04,101.2
2016-07-05,100.45
2016-07-07,99.1
2016-07-08,99.8
2016-07-11,100.1
2016-07-12,99.2
2016-07-13,98.7
2016-07-14,98.05
2016-07-15,96.05
2016-07-18,97.25
2016-07-19,97.0
2016-07-20,98.5
2016-07-21,97.6
2016-07-22,98.0
2016-07-25,98.0
2016-07-26,99.9
2016-07-27,99.5
2016-07-28,100.0
2016-07-29,100.4
2016-08-01,98.9
2016-08-02,95.05
2016-08-03,96.95
2016-08-04,97.9
2016-08-05,98.4
2016-08-08,99.75
2016-08-09,99.1
2016-08-10,97.45
2016-08-11,97.85
2016-08-12,99.3
2016-08-16,96.6
2016-08-17,96.8
2016-08-18,99.0
2016-08-19,97.1
2016-08-22,99.0
2016-08-23,99.7
2016-08-24,99.95
2016-08-25,100.6
2016-08-26,98.75
2016-08-29,99.45
2016-08-30,99.85
2016-08-31,98.3
2016-09-01,97.1
2016-09-02,97.9
2016-09-06,98.8
2016-09-07,97.95
2016-09-08,98.1
2016-09-09,97.7
2016-09-12,97.65
2016-09-14,99.0
2016-09-15,101.2
2016-09-16,103.5
2016-09-19,103.5
2016-09-20,102.5
2016-09-21,102.0
2016-09-22,103.1
2016-09-23,100.5
2016-09-27,102.05
2016-09-28,101.4
2016-09-29,98.35
2016-09-30,102.0
2016-10-03,101.4
2016-10-04,101.0
2016-10-05,103.6
2016-10-06,103.0
2016-10-07,103.85
2016-10-10,102.75
2016-10-13,100.2
2016-10-14,103.0
2016-10-17,101.55
2016-10-18,106.25
2016-10-19,108.4
2016-10-20,108.05
2016-10-21,106.45
2016-10-24,105.7
2016-10-25,105.1
2016-10-26,102.65
2016-10-27,104.1
2016-10-28,103.75
2016-10-30,107.1
2016-11-01,106.4
2016-11-02,104.35
2016-11-03,104.05
2016-11-04,100.85
2016-11-07,105.35
2016-11-08,105.0
2016-11-09,100.0
2016-11-10,101.25
2016-11-11,99.4
2016-11-15,93.2
2016-11-16,95.4
2016-11-17,95.05
2016-11-18,96.0
2016-11-21,89.15
2016-11-22,89.25
2016-11-23,90.15
2016-11-24,91.1
2016-11-25,91.45
2016-11-28,98.95
2016-11-30,104.8
2016-12-01,108.45
2016-12-02,105.0
2016-12-05,109.85
2016-12-06,107.5
2016-12-07,105.95
2016-12-08,112.1
2016-12-09,110.3
2016-12-14,110.65
2016-12-15,114.25
2016-12-16,113.0
2016-12-19,109.05
2016-12-20,107.2
2016-12-22,103.15
2016-12-23,103.15
2016-12-26,107.1
2016-12-27,107.0
2016-12-28,110.25
2016-12-29,108.65
2016-12-30,109.9
