Date,MTNL
2016-01-01,22.45
2016-01-04,21.95
2016-01-05,22.45
2016-01-06,22.3
2016-01-07,20.85
2016-01-08,21.1
2016-01-11,22.3
2016-01-12,21.7
2016-01-13,20.6
2016-01-14,19.95
2016-01-15,18.85
2016-01-18,17.9
2016-01-19,18.4
2016-01-20,17.7
2016-01-21,17.6
2016-01-22,18.1
2016-01-25,18.1
2016-01-27,18.4
2016-01-28,18.45
2016-01-29,18.85
2016-02-01,18.6
2016-02-02,18.45
2016-02-03,17.85
2016-02-04,17.7
2016-02-05,17.9
2016-02-08,17.55
2016-02-09,17.7
2016-02-10,17.3
2016-02-11,16.25
2016-02-12,15.45
2016-02-15,17.0
2016-02-16,16.55
2016-02-17,16.5
2016-02-18,16.7
2016-02-19,17.15
2016-02-22,17.25
2016-02-23,17.0
2016-02-24,16.85
2016-02-25,16.75
2016-02-26,16.9
2016-02-29,16.8
2016-03-01,16.95
2016-03-02,17.15
2016-03-03,17.7
2016-03-04,17.8
2016-03-08,17.5
2016-03-09,18.05
2016-03-10,17.95
2016-03-11,17.6
2016-03-14,17.55
2016-03-15,17.15
2016-03-16,17.3
2016-03-17,17.55
2016-03-18,17.5
2016-03-21,17.5
2016-03-22,17.6
2016-03-23,17.4
2016-03-28,17.15
2016-03-29,17.1
2016-03-30,17.4
2016-03-31,17.65
2016-04-01,18.0
2016-04-04,18.0
2016-04-05,17.35
2016-04-06,17.55
2016-04-07,17.25
2016-04-08,17.55
2016-04-11,18.0
2016-04-12,17.85
2016-04-13,17.9
2016-04-18,18.35
2016-04-20,18.2
2016-04-21,18.05
2016-04-22,18.15
2016-04-25,18.15
2016-04-26,18.15
2016-04-27,19.5
2016-04-28,18.65
2016-04-29,18.3
2016-05-02,18.85
2016-05-03,18.4
2016-05-04,18.2
2016-05-05,18.15
2016-05-06,18.1
2016-05-09,18.2
2016-05-10,18.15
2016-05-11,18.0
2016-05-12,17.85
2016-05-13,17.7
2016-05-16,17.75
2016-05-17,17.95
2016-05-18,17.95
2016-05-19,17.65
2016-05-20,17.35
2016-05-23,17.3
2016-05-24,17.55
2016-05-25,17.55
2016-05-26,17.65
2016-05-27,18.0
2016-05-30,20.05
2016-05-31,18.7
2016-06-01,19.25
2016-06-02,19.55
2016-06-03,19.4
2016-06-06,19.05
2016-06-07,18.7
2016-06-08,19.0
2016-06-09,20.15
2016-06-10,21.65
2016-06-13,21.1
2016-06-14,21.2
2016-06-15,22.65
2016-06-16,22.1
2016-06-17,21.6
2016-06-20,21.55
2016-06-21,21.2
2016-06-22,20.85
2016-06-23,21.75
2016-06-24,21.35
2016-06-27,21.7
2016-06-28,21.7
2016-06-29,22.05
2016-06-30,22.3
2016-07-01,22.25
2016-07-04,22.65
2016-07-05,22.6
2016-07-07,23.0
2016-07-08,22.5
2016-07-11,22.45
2016-07-12,22.45
2016-07-13,23.15
2016-07-14,23.15
2016-07-15,22.65
2016-07-18,21.95
2016-07-19,21.65
2016-07-20,21.85
2016-07-21,21.8
2016-07-22,21.7
2016-07-25,21.4
2016-07-26,21.55
2016-07-27,21.8
2016-07-28,21.65
2016-07-29,21.35
2016-08-01,21.05
2016-08-02,20.7
2016-08-03,20.35
2016-08-04,20.1
2016-08-05,20.35
2016-08-08,20.05
2016-08-09,20.25
2016-08-10,20.95
2016-08-11,21.0
2016-08-12,20.6
2016-08-16,20.8
2016-08-17,21.5
2016-08-18,21.05
2016-08-19,21.15
2016-08-22,21.15
2016-08-23,21.15
2016-08-24,21.1
2016-08-25,20.95
2016-08-26,20.85
2016-08-29,20.55
2016-08-30,20.7
2016-08-31,21.5
2016-09-01,21.75
2016-09-02,21.8
2016-09-06,21.6
2016-09-07,21.8
2016-09-08,22.4
2016-09-09,21.9
2016-09-12,21.3
2016-09-14,20.6
2016-09-15,20.65
2016-09-16,20.45
2016-09-19,20.4
2016-09-20,20.15
2016-09-21,20.6
2016-09-22,20.45
2016-09-23,20.35
2016-09-26,20.8
2016-09-27,20.35
2016-09-28,20.65
2016-09-29,19.55
2016-09-30,19.8
2016-10-03,19.95
2016-10-04,19.9
2016-10-05,20.0
2016-10-06,19.7
2016-10-07,19.6
2016-10-10,19.6
2016-10-13,19.05
2016-10-14,19.1
2016-10-17,19.3
2016-10-18,19.75
2016-10-19,20.1
2016-10-20,20.25
2016-10-21,19.95
2016-10-24,20.05
2016-10-25,20.0
2016-10-26,19.7
2016-10-27,19.95
2016-10-28,19.75
2016-10-30,19.85
2016-11-01,20.35
2016-11-02,19.85
2016-11-03,19.55
2016-11-04,18.8
2016-11-07,18.9
2016-11-08,18.85
2016-11-09,17.75
2016-11-10,18.5
2016-11-11,17.75
2016-11-15,17.1
2016-11-16,17.0
2016-11-17,16.8
2016-11-18,16.85
2016-11-21,15.9
2016-11-22,15.8
2016-11-23,16.45
2016-11-24,16.35
2016-11-25,16.85
2016-11-28,17.25
2016-11-29,17.4
2016-11-30,17.4
2016-12-01,17.55
2016-12-02,17.4
2016-12-05,17.3
2016-12-06,17.7
2016-12-07,18.0
2016-12-08,18.3
2016-12-09,19.25
2016-12-12,19.7
2016-12-13,19.05
2016-12-14,18.9
2016-12-15,18.55
2016-12-16,18.25
2016-12-19,19.6
2016-12-20,19.0
2016-12-21,19.0
2016-12-22,18.4
2016-12-23,18.35
2016-12-26,18.05
2016-12-27,19.7
2016-12-28,19.95
2016-12-29,20.65
2016-12-30,20.4
