Date,GODFRYPHLP
2016-01-01,1413.75
2016-01-04,1359.35
2016-01-05,1394.15
2016-01-06,1369.3
2016-01-07,1301.45
2016-01-08,1402.75
2016-01-11,1390.5
2016-01-12,1333.3
2016-01-13,1295.35
2016-01-14,1268.95
2016-01-15,1208.9
2016-01-18,1080.25
2016-01-19,1056.15
2016-01-20,1169.0
2016-01-21,1210.35
2016-01-22,1213.1
2016-01-25,1229.6
2016-01-27,1222.75
2016-01-28,1213.4
2016-01-29,1222.55
2016-02-01,1276.3
2016-02-02,1238.15
2016-02-03,1196.8
2016-02-04,1139.2
2016-02-05,1164.45
2016-02-08,1167.9
2016-02-09,1123.8
2016-02-10,1058.75
2016-02-11,968.25
2016-02-12,952.8
2016-02-15,1030.8
2016-02-16,993.2
2016-02-17,1015.45
2016-02-18,999.2
2016-02-19,1059.95
2016-02-22,1124.5
2016-02-23,1136.1
2016-02-24,1093.35
2016-02-25,1062.3
2016-02-26,1022.6
2016-02-29,1074.1
2016-03-01,1178.65
2016-03-02,1159.15
2016-03-03,1151.35
2016-03-04,1165.8
2016-03-08,1164.1
2016-03-09,1134.85
2016-03-10,1198.3
2016-03-11,1208.0
2016-03-14,1202.7
2016-03-15,1185.35
2016-03-16,1167.9
2016-03-17,1173.75
2016-03-18,1189.05
2016-03-21,1184.0
2016-03-22,1176.35
2016-03-23,1211.6
2016-03-28,1165.85
2016-03-29,1162.9
2016-03-30,1198.95
2016-03-31,1188.45
2016-04-01,1189.55
2016-04-04,1144.25
2016-04-05,1147.85
2016-04-06,1163.1
2016-04-07,1153.65
2016-04-08,1146.95
2016-04-11,1187.1
2016-04-12,1208.45
2016-04-13,1222.85
2016-04-18,1202.5
2016-04-20,1173.85
2016-04-21,1154.95
2016-04-22,1163.7
2016-04-25,1127.35
2016-04-26,931.3
2016-04-27,943.15
2016-04-28,909.45
2016-04-29,905.2
2016-05-02,896.4
2016-05-03,881.3
2016-05-04,880.15
2016-05-05,843.6
2016-05-06,807.85
2016-05-09,863.5
2016-05-10,850.8
2016-05-11,844.7
2016-05-12,838.75
2016-05-13,829.7
2016-05-16,831.65
2016-05-17,897.35
2016-05-18,890.0
2016-05-19,881.95
2016-05-20,872.05
2016-05-23,871.4
2016-05-24,859.75
2016-05-25,885.2
2016-05-26,873.7
2016-05-27,888.0
2016-05-30,895.75
2016-05-31,886.2
2016-06-01,903.55
2016-06-02,882.95
2016-06-03,861.5
2016-06-06,868.9
2016-06-07,878.0
2016-06-08,877.35
2016-06-09,870.75
2016-06-10,868.4
2016-06-13,879.15
2016-06-14,871.3
2016-06-15,875.9
2016-06-16,867.55
2016-06-17,865.35
2016-06-20,862.55
2016-06-21,860.35
2016-06-22,851.9
2016-06-23,848.25
2016-06-24,816.55
2016-06-27,830.35
2016-06-28,899.85
2016-06-29,870.75
2016-06-30,871.1
2016-07-01,864.05
2016-07-04,873.3
2016-07-05,898.9
2016-07-07,925.75
2016-07-08,917.35
2016-07-11,972.6
2016-07-12,1052.75
2016-07-13,1193.6
2016-07-14,1183.25
2016-07-15,1172.0
2016-07-18,1150.8
2016-07-19,1166.05
2016-07-20,1198.8
2016-07-21,1219.15
2016-07-22,1253.75
2016-07-25,1263.8
2016-07-26,1217.7
2016-07-27,1176.5
2016-07-28,1206.85
2016-07-29,1188.45
2016-08-01,1169.4
2016-08-02,1148.05
2016-08-03,1102.65
2016-08-04,1148.8
2016-08-05,1175.15
2016-08-08,1220.4
2016-08-09,1266.95
2016-08-10,1243.1
2016-08-11,1250.6
2016-08-12,1214.65
2016-08-16,1204.5
2016-08-17,1185.9
2016-08-18,1193.0
2016-08-19,1195.55
2016-08-22,1165.35
2016-08-23,1165.25
2016-08-24,1165.05
2016-08-25,1199.8
2016-08-26,1194.3
2016-08-29,1177.1
2016-08-30,1190.95
2016-08-31,1207.35
2016-09-01,1244.25
2016-09-02,1343.9
2016-09-06,1411.85
2016-09-07,1461.35
2016-09-08,1512.15
2016-09-09,1467.25
2016-09-12,1446.35
2016-09-14,1331.2
2016-09-15,1368.5
2016-09-16,1350.0
2016-09-19,1316.9
2016-09-20,1319.05
2016-09-21,1316.65
2016-09-22,1297.3
2016-09-23,1295.35
2016-09-26,1326.3
2016-09-27,1294.35
2016-09-28,1278.15
2016-09-29,1218.55
2016-09-30,1286.6
2016-10-03,1319.9
2016-10-04,1320.7
2016-10-05,1312.1
2016-10-06,1290.8
2016-10-07,1339.0
2016-10-10,1313.2
2016-10-13,1345.45
2016-10-14,1406.7
2016-10-17,1490.95
2016-10-18,1513.95
2016-10-19,1459.3
2016-10-20,1458.55
2016-10-21,1487.25
2016-10-24,1499.55
2016-10-25,1469.85
2016-10-26,1445.8
2016-10-27,1412.5
2016-10-28,1459.0
2016-10-30,1438.8
2016-11-01,1415.9
2016-11-02,1426.15
2016-11-03,1398.0
2016-11-04,1389.05
2016-11-07,1377.0
2016-11-08,1343.15
2016-11-09,1276.8
2016-11-10,1289.55
2016-11-11,1220.7
2016-11-15,1150.8
2016-11-16,951.95
2016-11-17,930.4
2016-11-18,943.15
2016-11-21,944.85
2016-11-22,941.85
2016-11-23,950.95
2016-11-24,942.9
2016-11-25,948.05
2016-11-28,937.6
2016-11-29,922.75
2016-11-30,928.95
2016-12-01,923.15
2016-12-02,906.75
2016-12-05,920.35
2016-12-06,912.95
2016-12-07,917.05
2016-12-08,918.35
2016-12-09,916.4
2016-12-12,913.8
2016-12-13,910.9
2016-12-14,904.8
2016-12-15,898.35
2016-12-16,882.85
2016-12-19,886.7
2016-12-20,874.15
2016-12-21,871.6
2016-12-22,843.4
2016-12-23,852.35
2016-12-26,833.1
2016-12-27,999.7
2016-12-28,1025.8
2016-12-29,1012.6
2016-12-30,1021.9
