Date,APLAPOLLO
2016-01-01,749.3
2016-01-04,753.35
2016-01-05,789.45
2016-01-06,780.15
2016-01-07,751.7
2016-01-08,775.05
2016-01-11,774.6
2016-01-12,793.3
2016-01-13,771.05
2016-01-14,772.4
2016-01-15,733.55
2016-01-18,699.45
2016-01-19,687.95
2016-01-20,687.0
2016-01-21,685.55
2016-01-22,697.15
2016-01-25,704.6
2016-01-27,690.75
2016-01-28,686.1
2016-01-29,679.05
2016-02-01,680.3
2016-02-02,685.7
2016-02-03,657.65
2016-02-04,667.05
2016-02-05,682.4
2016-02-08,699.5
2016-02-09,670.35
2016-02-10,653.1
2016-02-11,616.6
2016-02-12,658.35
2016-02-15,674.55
2016-02-16,645.95
2016-02-17,662.55
2016-02-18,656.95
2016-02-19,651.45
2016-02-22,641.85
2016-02-23,635.45
2016-02-24,596.15
2016-02-25,589.75
2016-02-26,565.8
2016-02-29,562.45
2016-03-01,599.0
2016-03-02,626.35
2016-03-03,658.6
2016-03-04,653.7
2016-03-08,665.8
2016-03-09,652.2
2016-03-10,661.0
2016-03-11,655.7
2016-03-14,656.2
2016-03-15,659.95
2016-03-16,644.25
2016-03-17,659.8
2016-03-18,649.9
2016-03-21,682.45
2016-03-22,677.25
2016-03-23,683.8
2016-03-28,663.4
2016-03-29,642.65
2016-03-30,678.7
2016-03-31,671.05
2016-04-01,686.0
2016-04-04,685.65
2016-04-05,697.45
2016-04-06,698.25
2016-04-07,723.5
2016-04-08,737.2
2016-04-11,739.2
2016-04-12,772.8
2016-04-13,801.2
2016-04-18,811.45
2016-04-20,805.45
2016-04-21,797.2
2016-04-22,806.2
2016-04-25,823.85
2016-04-26,814.4
2016-04-27,818.15
2016-04-28,793.8
2016-04-29,792.75
2016-05-02,799.3
2016-05-03,808.25
2016-05-04,802.6
2016-05-05,795.7
2016-05-06,802.05
2016-05-09,816.4
2016-05-10,815.1
2016-05-11,831.6
2016-05-12,847.35
2016-05-13,844.9
2016-05-16,863.85
2016-05-17,870.4
2016-05-18,879.65
2016-05-19,852.5
2016-05-20,854.8
2016-05-23,855.45
2016-05-24,851.3
2016-05-25,877.55
2016-05-26,871.6
2016-05-27,882.0
2016-05-30,890.55
2016-05-31,882.5
2016-06-01,878.95
2016-06-02,880.05
2016-06-03,899.05
2016-06-06,908.65
2016-06-07,921.9
2016-06-08,905.85
2016-06-09,898.75
2016-06-10,897.75
2016-06-13,906.75
2016-06-14,910.4
2016-06-15,905.8
2016-06-16,901.35
2016-06-17,907.35
2016-06-20,911.85
2016-06-21,914.8
2016-06-22,900.05
2016-06-23,906.6
2016-06-24,923.8
2016-06-27,936.55
2016-06-28,937.7
2016-06-29,946.85
2016-06-30,945.5
2016-07-01,936.3
2016-07-04,949.6
2016-07-05,965.15
2016-07-07,960.65
2016-07-08,961.15
2016-07-11,948.85
2016-07-12,943.5
2016-07-13,935.75
2016-07-14,944.3
2016-07-15,947.7
2016-07-18,942.9
2016-07-19,947.1
2016-07-20,940.1
2016-07-21,942.05
2016-07-22,936.4
2016-07-25,942.85
2016-07-26,938.1
2016-07-27,915.5
2016-07-28,917.3
2016-07-29,935.05
2016-08-01,935.15
2016-08-02,931.75
2016-08-03,919.55
2016-08-04,931.05
2016-08-05,930.45
2016-08-08,930.4
2016-08-09,935.05
2016-08-10,940.4
2016-08-11,938.05
2016-08-12,938.55
2016-08-16,960.6
2016-08-17,995.45
2016-08-18,1001.15
2016-08-19,980.1
2016-08-22,974.2
2016-08-23,970.95
2016-08-24,983.95
2016-08-25,979.0
2016-08-26,968.15
2016-08-29,968.55
2016-08-30,960.9
2016-08-31,972.5
2016-09-01,957.6
2016-09-02,947.6
2016-09-06,936.15
2016-09-07,946.3
2016-09-08,942.2
2016-09-09,934.6
2016-09-12,923.8
2016-09-14,946.05
2016-09-15,932.85
2016-09-16,923.95
2016-09-19,926.9
2016-09-20,920.1
2016-09-21,892.1
2016-09-22,859.55
2016-09-23,850.25
2016-09-26,885.5
2016-09-27,890.8
2016-09-28,890.7
2016-09-29,834.0
2016-09-30,869.1
2016-10-03,862.55
2016-10-04,867.85
2016-10-05,865.55
2016-10-06,859.35
2016-10-07,869.55
2016-10-10,879.25
2016-10-13,863.0
2016-10-14,882.7
2016-10-17,884.8
2016-10-18,926.75
2016-10-19,938.85
2016-10-20,939.05
2016-10-21,935.2
2016-10-24,940.95
2016-10-25,922.1
2016-10-26,928.5
2016-10-27,912.95
2016-10-28,916.8
2016-10-30,889.05
2016-11-01,915.65
2016-11-02,896.75
2016-11-03,923.85
2016-11-04,929.6
2016-11-07,934.45
2016-11-08,940.05
2016-11-09,923.6
2016-11-10,949.65
2016-11-11,914.15
2016-11-15,869.15
2016-11-16,891.05
2016-11-17,895.25
2016-11-18,896.55
2016-11-21,877.4
2016-11-22,879.0
2016-11-23,870.8
2016-11-24,889.5
2016-11-25,874.15
2016-11-28,893.4
2016-11-29,896.95
2016-11-30,924.3
2016-12-01,914.35
2016-12-02,896.55
2016-12-05,878.4
2016-12-06,872.35
2016-12-07,846.2
2016-12-08,863.25
2016-12-09,852.75
2016-12-12,867.65
2016-12-13,890.85
2016-12-14,870.55
2016-12-15,896.4
2016-12-16,909.9
2016-12-19,893.65
2016-12-20,894.6
2016-12-21,913.05
2016-12-22,880.5
2016-12-23,891.15
2016-12-26,882.05
2016-12-27,898.5
2016-12-28,891.7
2016-12-29,914.0
2016-12-30,915.3
