Date,BALAMINES
2016-01-01,162.85
2016-01-04,158.05
2016-01-05,159.1
2016-01-06,149.35
2016-01-07,137.9
2016-01-08,154.0
2016-01-11,147.85
2016-01-12,144.9
2016-01-13,140.8
2016-01-14,137.9
2016-01-15,135.35
2016-01-18,127.7
2016-01-19,130.2
2016-01-20,127.55
2016-01-21,126.2
2016-01-22,128.7
2016-01-25,132.65
2016-01-27,133.1
2016-01-28,129.3
2016-01-29,139.65
2016-02-01,164.25
2016-02-02,154.9
2016-02-03,150.5
2016-02-04,149.95
2016-02-05,148.2
2016-02-08,144.0
2016-02-09,140.95
2016-02-10,130.75
2016-02-11,125.3
2016-02-12,123.15
2016-02-15,138.9
2016-02-16,131.4
2016-02-17,128.7
2016-02-18,133.75
2016-02-19,132.7
2016-02-22,132.6
2016-02-23,130.25
2016-02-24,128.75
2016-02-25,128.5
2016-02-26,128.1
2016-02-29,127.85
2016-03-01,131.3
2016-03-02,132.75
2016-03-03,133.55
2016-03-04,136.15
2016-03-08,135.65
2016-03-09,136.7
2016-03-10,134.6
2016-03-11,134.9
2016-03-14,133.5
2016-03-15,137.15
2016-03-16,137.35
2016-03-17,141.6
2016-03-18,156.5
2016-03-21,159.15
2016-03-22,156.2
2016-03-23,159.4
2016-03-28,170.85
2016-03-29,179.3
2016-03-30,179.65
2016-03-31,178.1
2016-04-01,177.3
2016-04-04,175.55
2016-04-05,189.85
2016-04-06,192.85
2016-04-07,184.95
2016-04-08,187.05
2016-04-11,187.1
2016-04-12,197.8
2016-04-13,192.8
2016-04-18,192.65
2016-04-20,186.3
2016-04-21,186.2
2016-04-22,201.2
2016-04-25,203.8
2016-04-26,201.35
2016-04-27,204.85
2016-04-28,204.0
2016-04-29,202.6
2016-05-02,215.75
2016-05-03,211.25
2016-05-04,206.05
2016-05-05,208.25
2016-05-06,203.85
2016-05-09,200.75
2016-05-10,205.7
2016-05-11,202.95
2016-05-12,204.4
2016-05-13,199.35
2016-05-16,203.05
2016-05-17,198.35
2016-05-18,213.95
2016-05-19,209.85
2016-05-20,218.15
2016-05-23,230.35
2016-05-24,228.55
2016-05-25,234.65
2016-05-26,226.65
2016-05-27,221.15
2016-05-30,219.45
2016-05-31,215.35
2016-06-01,219.1
2016-06-02,220.85
2016-06-03,222.35
2016-06-06,223.9
2016-06-07,246.35
2016-06-08,240.2
2016-06-09,237.4
2016-06-10,232.65
2016-06-13,237.6
2016-06-14,242.25
2016-06-15,242.3
2016-06-16,242.6
2016-06-17,249.55
2016-06-20,255.25
2016-06-21,258.7
2016-06-22,260.2
2016-06-23,257.3
2016-06-24,244.85
2016-06-27,250.3
2016-06-28,254.8
2016-06-29,263.75
2016-06-30,277.7
2016-07-01,268.55
2016-07-04,272.15
2016-07-05,274.25
2016-07-07,273.1
2016-07-08,274.4
2016-07-11,277.8
2016-07-12,277.2
2016-07-13,274.95
2016-07-14,262.7
2016-07-15,263.25
2016-07-18,267.35
2016-07-19,269.1
2016-07-20,270.2
2016-07-21,266.7
2016-07-22,267.1
2016-07-25,266.7
2016-07-26,270.35
2016-07-27,272.35
2016-07-28,282.15
2016-07-29,294.4
2016-08-01,299.15
2016-08-02,301.25
2016-08-03,292.9
2016-08-04,290.35
2016-08-05,291.7
2016-08-08,305.95
2016-08-09,299.35
2016-08-10,298.5
2016-08-11,299.8
2016-08-12,293.1
2016-08-16,290.3
2016-08-17,295.15
2016-08-18,296.0
2016-08-19,296.0
2016-08-22,290.6
2016-08-23,295.7
2016-08-24,294.25
2016-08-25,298.3
2016-08-26,298.15
2016-08-29,291.75
2016-08-30,289.6
2016-08-31,287.65
2016-09-01,284.55
2016-09-02,283.75
2016-09-06,284.0
2016-09-07,287.35
2016-09-08,287.15
2016-09-09,288.75
2016-09-12,278.3
2016-09-14,288.1
2016-09-15,290.0
2016-09-16,298.4
2016-09-19,319.7
2016-09-20,315.15
2016-09-21,313.0
2016-09-22,315.5
2016-09-23,313.3
2016-09-26,315.05
2016-09-27,312.8
2016-09-28,317.55
2016-09-29,290.85
2016-09-30,297.45
2016-10-03,310.0
2016-10-04,311.55
2016-10-05,316.55
2016-10-06,313.85
2016-10-07,315.75
2016-10-10,312.3
2016-10-13,307.35
2016-10-14,308.6
2016-10-17,326.4
2016-10-18,322.85
2016-10-19,328.3
2016-10-20,357.05
2016-10-21,358.95
2016-10-24,369.5
2016-10-25,332.0
2016-10-26,330.7
2016-10-27,332.1
2016-10-28,335.75
2016-10-30,339.0
2016-11-01,337.5
2016-11-02,342.0
2016-11-03,354.15
2016-11-04,351.15
2016-11-07,346.2
2016-11-08,338.75
2016-11-09,328.35
2016-11-10,337.3
2016-11-11,319.45
2016-11-15,281.55
2016-11-16,296.5
2016-11-17,294.75
2016-11-18,293.4
2016-11-21,281.95
2016-11-22,291.35
2016-11-23,301.7
2016-11-24,307.8
2016-11-25,312.4
2016-11-28,315.35
2016-11-29,311.15
2016-11-30,316.7
2016-12-01,309.75
2016-12-02,301.25
2016-12-05,304.25
2016-12-06,311.1
2016-12-07,307.0
2016-12-08,313.9
2016-12-09,317.75
2016-12-12,312.9
2016-12-13,325.6
2016-12-14,327.65
2016-12-15,342.25
2016-12-16,336.0
2016-12-19,331.65
2016-12-20,322.1
2016-12-21,320.05
2016-12-22,314.4
2016-12-23,315.1
2016-12-26,306.7
2016-12-27,314.85
2016-12-28,313.1
2016-12-29,315.15
2016-12-30,321.15
