Date,FOSECOIND
2016-01-01,1439.55
2016-01-04,1424.15
2016-01-05,1531.75
2016-01-06,1534.75
2016-01-07,1497.15
2016-01-08,1497.5
2016-01-11,1480.5
2016-01-12,1463.9
2016-01-13,1411.05
2016-01-14,1385.9
2016-01-15,1369.95
2016-01-18,1321.85
2016-01-19,1326.85
2016-01-20,1289.85
2016-01-21,1359.6
2016-01-22,1359.7
2016-01-25,1312.65
2016-01-27,1311.35
2016-01-28,1301.05
2016-01-29,1298.85
2016-02-01,1308.8
2016-02-02,1297.4
2016-02-03,1302.4
2016-02-04,1296.6
2016-02-05,1288.25
2016-02-08,1269.9
2016-02-09,1230.35
2016-02-10,1207.15
2016-02-11,1154.8
2016-02-12,1173.0
2016-02-15,1184.55
2016-02-16,1114.0
2016-02-17,1136.55
2016-02-18,1115.7
2016-02-19,1111.0
2016-02-22,1129.6
2016-02-23,1103.75
2016-02-24,1089.05
2016-02-25,1077.7
2016-02-26,1084.35
2016-02-29,1089.0
2016-03-01,1131.55
2016-03-02,1192.1
2016-03-03,1237.35
2016-03-04,1214.65
2016-03-08,1184.5
2016-03-09,1200.05
2016-03-10,1175.1
2016-03-11,1173.8
2016-03-14,1178.1
2016-03-15,1170.5
2016-03-16,1163.8
2016-03-17,1161.55
2016-03-18,1170.9
2016-03-21,1198.4
2016-03-22,1190.0
2016-03-23,1180.75
2016-03-28,1188.15
2016-03-29,1165.85
2016-03-30,1184.8
2016-03-31,1181.15
2016-04-01,1212.4
2016-04-04,1240.0
2016-04-05,1237.4
2016-04-06,1267.3
2016-04-07,1227.05
2016-04-08,1263.35
2016-04-11,1259.1
2016-04-12,1250.95
2016-04-13,1254.05
2016-04-18,1286.5
2016-04-20,1317.3
2016-04-21,1329.25
2016-04-22,1329.0
2016-04-25,1317.55
2016-04-26,1335.15
2016-04-27,1347.55
2016-04-28,1402.15
2016-04-29,1396.95
2016-05-02,1390.05
2016-05-03,1391.65
2016-05-04,1374.1
2016-05-05,1351.05
2016-05-06,1360.0
2016-05-09,1360.15
2016-05-10,1351.45
2016-05-11,1383.55
2016-05-12,1397.75
2016-05-13,1401.8
2016-05-16,1410.75
2016-05-17,1402.1
2016-05-18,1401.8
2016-05-19,1394.3
2016-05-20,1385.75
2016-05-23,1340.7
2016-05-24,1342.95
2016-05-25,1361.3
2016-05-26,1356.8
2016-05-27,1340.4
2016-05-30,1327.0
2016-05-31,1326.1
2016-06-01,1345.9
2016-06-02,1344.3
2016-06-03,1336.65
2016-06-06,1339.25
2016-06-07,1340.0
2016-06-08,1352.1
2016-06-09,1340.35
2016-06-10,1349.65
2016-06-13,1365.6
2016-06-14,1361.75
2016-06-15,1377.45
2016-06-16,1375.5
2016-06-17,1366.35
2016-06-20,1359.85
2016-06-21,1380.2
2016-06-22,1366.0
2016-06-23,1361.05
2016-06-24,1370.9
2016-06-27,1360.2
2016-06-28,1364.25
2016-06-29,1359.2
2016-06-30,1419.5
2016-07-01,1399.65
2016-07-04,1397.15
2016-07-05,1405.8
2016-07-07,1405.4
2016-07-08,1397.5
2016-07-11,1396.15
2016-07-12,1399.5
2016-07-13,1403.05
2016-07-14,1405.45
2016-07-15,1392.55
2016-07-18,1408.65
2016-07-19,1402.45
2016-07-20,1424.7
2016-07-21,1430.5
2016-07-22,1436.15
2016-07-25,1434.4
2016-07-26,1433.25
2016-07-27,1426.7
2016-07-28,1431.45
2016-07-29,1432.1
2016-08-01,1406.0
2016-08-02,1408.0
2016-08-03,1423.85
2016-08-04,1426.6
2016-08-05,1410.05
2016-08-08,1400.05
2016-08-09,1408.2
2016-08-10,1402.15
2016-08-11,1402.05
2016-08-12,1403.9
2016-08-16,1396.55
2016-08-17,1393.2
2016-08-18,1387.65
2016-08-19,1397.85
2016-08-22,1412.2
2016-08-23,1414.5
2016-08-24,1413.4
2016-08-25,1446.1
2016-08-26,1449.3
2016-08-29,1455.95
2016-08-30,1439.1
2016-08-31,1427.15
2016-09-01,1426.15
2016-09-02,1412.1
2016-09-06,1420.6
2016-09-07,1419.15
2016-09-08,1423.5
2016-09-09,1425.0
2016-09-12,1409.4
2016-09-14,1415.0
2016-09-15,1411.5
2016-09-16,1409.15
2016-09-19,1420.5
2016-09-20,1463.45
2016-09-21,1469.6
2016-09-22,1449.2
2016-09-23,1441.25
2016-09-26,1418.6
2016-09-27,1444.5
2016-09-28,1447.7
2016-09-29,1399.25
2016-09-30,1389.35
2016-10-03,1430.7
2016-10-04,1430.0
2016-10-05,1460.4
2016-10-06,1441.55
2016-10-07,1461.65
2016-10-10,1483.8
2016-10-13,1479.3
2016-10-14,1465.6
2016-10-17,1446.75
2016-10-18,1466.7
2016-10-19,1511.35
2016-10-20,1560.0
2016-10-21,1451.95
2016-10-24,1449.05
2016-10-25,1440.5
2016-10-26,1440.6
2016-10-27,1423.5
2016-10-28,1453.95
2016-10-30,1452.1
2016-11-01,1430.15
2016-11-02,1431.35
2016-11-03,1421.75
2016-11-04,1398.65
2016-11-07,1400.0
2016-11-08,1398.4
2016-11-09,1395.4
2016-11-10,1400.0
2016-11-11,1356.55
2016-11-15,1290.75
2016-11-16,1293.6
2016-11-17,1301.1
2016-11-18,1315.75
2016-11-21,1283.9
2016-11-22,1267.25
2016-11-23,1297.2
2016-11-24,1298.0
2016-11-25,1294.9
2016-11-28,1273.9
2016-11-29,1279.4
2016-11-30,1292.85
2016-12-01,1298.4
2016-12-02,1272.65
2016-12-05,1298.15
