Date,UGARSUGAR
2016-02-22,12.25
2016-02-23,12.75
2016-02-24,12.5
2016-02-25,12.65
2016-02-26,12.7
2016-02-29,12.7
2016-03-01,12.4
2016-03-02,12.25
2016-03-03,12.35
2016-03-04,13.25
2016-03-08,14.35
2016-03-09,14.5
2016-03-10,14.45
2016-03-11,14.15
2016-03-14,14.25
2016-03-15,15.1
2016-03-16,15.0
2016-03-17,14.65
2016-03-18,14.95
2016-03-21,14.9
2016-03-22,14.7
2016-03-23,14.4
2016-03-28,14.8
2016-03-29,14.35
2016-03-30,15.75
2016-03-31,16.15
2016-04-01,19.2
2016-04-04,23.0
2016-04-05,22.7
2016-04-06,24.1
2016-04-07,25.3
2016-04-08,25.35
2016-04-11,24.95
2016-04-12,24.55
2016-04-13,23.0
2016-04-18,25.3
2016-04-20,25.65
2016-04-21,24.8
2016-04-22,24.0
2016-04-25,23.3
2016-04-26,24.15
2016-04-27,23.75
2016-04-28,22.1
2016-04-29,23.2
2016-05-02,23.95
2016-05-03,23.65
2016-05-04,23.9
2016-05-05,24.95
2016-05-06,25.85
2016-05-09,27.5
2016-05-10,28.2
2016-05-11,29.25
2016-05-12,33.2
2016-05-13,33.2
2016-05-16,32.85
2016-05-17,31.15
2016-05-18,32.0
2016-05-19,30.0
2016-05-20,28.2
2016-05-23,30.5
2016-05-24,28.25
2016-05-25,29.35
2016-05-26,30.1
2016-05-27,29.1
2016-05-30,28.6
2016-05-31,28.0
2016-06-01,28.9
2016-06-02,30.35
2016-06-03,31.2
2016-06-06,31.95
2016-06-07,31.85
2016-06-08,32.05
2016-06-09,30.65
2016-06-10,36.75
2016-06-13,44.1
2016-06-14,52.9
2016-06-15,58.15
2016-06-16,56.2
2016-06-17,50.6
2016-06-20,48.4
2016-06-21,47.9
2016-06-22,43.9
2016-06-23,46.05
2016-06-24,48.35
2016-06-27,50.75
2016-06-28,53.25
2016-06-29,54.35
2016-06-30,52.6
2016-07-01,52.75
2016-07-04,52.9
2016-07-05,50.3
2016-07-07,52.8
2016-07-08,51.95
2016-07-11,51.45
2016-07-12,50.15
2016-07-13,48.75
2016-07-14,51.15
2016-07-15,51.05
2016-07-18,53.6
2016-07-19,56.2
2016-07-20,59.0
2016-07-21,61.95
2016-07-22,65.0
2016-07-25,68.25
2016-07-26,65.05
2016-07-27,63.3
2016-07-28,66.45
2016-07-29,69.75
2016-08-01,66.35
2016-08-02,63.05
2016-08-03,59.9
2016-08-04,56.95
2016-08-05,54.15
2016-08-08,51.45
2016-08-09,48.9
2016-08-10,46.5
2016-08-11,44.2
2016-08-12,42.0
2016-08-16,39.9
2016-08-17,37.95
2016-08-18,39.8
2016-08-19,41.75
2016-08-22,42.0
2016-08-23,40.05
2016-08-24,38.4
2016-08-25,37.45
2016-08-26,38.55
2016-08-29,38.7
2016-08-30,37.9
2016-08-31,39.65
2016-09-01,39.95
2016-09-02,38.6
2016-09-06,37.95
2016-09-07,37.3
2016-09-08,35.5
2016-09-09,37.25
2016-09-12,36.55
2016-09-14,37.45
2016-09-15,38.15
2016-09-16,39.95
2016-09-19,41.9
2016-09-20,43.95
2016-09-21,45.3
2016-09-22,46.85
2016-09-23,45.9
2016-09-26,43.9
2016-09-27,43.85
2016-09-28,44.15
2016-09-29,41.95
2016-09-30,41.55
2016-10-03,43.0
2016-10-04,44.95
2016-10-05,46.75
2016-10-06,47.85
2016-10-07,47.6
2016-10-10,45.85
2016-10-13,43.85
2016-10-14,41.7
2016-10-17,39.85
2016-10-18,40.55
2016-10-19,39.1
2016-10-20,37.85
2016-10-21,39.0
2016-10-24,38.3
2016-10-25,37.9
2016-10-26,39.75
2016-10-27,41.7
2016-10-28,43.15
2016-10-30,41.95
2016-11-01,39.95
2016-11-02,39.65
2016-11-03,40.4
2016-11-04,38.55
2016-11-07,38.2
2016-11-08,37.1
2016-11-09,36.05
2016-11-10,37.55
2016-11-11,35.8
2016-11-15,34.05
2016-11-16,32.35
2016-11-17,30.75
2016-11-18,29.25
2016-11-21,27.8
2016-11-22,26.45
2016-11-23,26.1
2016-11-24,27.4
2016-11-25,28.05
2016-11-28,27.35
2016-11-29,27.2
2016-11-30,27.55
2016-12-01,27.3
2016-12-02,25.95
2016-12-05,25.0
2016-12-06,24.7
2016-12-07,24.25
2016-12-08,23.7
2016-12-09,24.15
2016-12-12,23.8
2016-12-13,23.85
2016-12-14,22.75
2016-12-15,22.6
2016-12-16,22.3
2016-12-19,23.4
2016-12-20,24.55
2016-12-21,23.45
2016-12-22,23.1
2016-12-23,24.25
2016-12-26,23.05
2016-12-27,23.35
2016-12-28,23.7
2016-12-29,24.05
2016-12-30,25.25
