Date,INDLMETER
2016-01-01,120.15
2016-01-04,112.7
2016-01-05,117.55
2016-01-06,113.4
2016-01-07,110.9
2016-01-08,114.85
2016-01-11,114.2
2016-01-12,111.1
2016-01-13,105.75
2016-01-14,100.15
2016-01-15,90.3
2016-01-18,85.8
2016-01-19,89.35
2016-01-20,93.8
2016-01-21,98.45
2016-01-22,103.35
2016-01-25,108.5
2016-01-27,106.65
2016-01-28,107.25
2016-01-29,105.5
2016-02-01,105.0
2016-02-02,102.75
2016-02-03,100.4
2016-02-04,101.3
2016-02-05,96.45
2016-02-08,92.8
2016-02-09,91.45
2016-02-10,88.65
2016-02-11,80.1
2016-02-12,80.5
2016-02-15,80.5
2016-02-16,76.5
2016-02-17,75.8
2016-02-18,74.35
2016-02-19,76.95
2016-02-22,77.25
2016-02-23,73.4
2016-02-24,70.95
2016-02-25,70.55
2016-02-26,69.5
2016-02-29,69.95
2016-03-01,73.4
2016-03-02,77.05
2016-03-03,79.8
2016-03-04,85.75
2016-03-08,85.55
2016-03-09,87.1
2016-03-10,82.6
2016-03-11,85.8
2016-03-14,83.0
2016-03-15,82.85
2016-03-16,85.75
2016-03-17,90.25
2016-03-18,86.0
2016-03-21,88.35
2016-03-22,86.35
2016-03-23,84.5
2016-03-28,85.55
2016-03-29,85.45
2016-03-30,88.1
2016-03-31,86.4
2016-04-01,92.75
2016-04-04,95.75
2016-04-05,97.3
2016-04-06,100.3
2016-04-07,102.85
2016-04-08,105.0
2016-04-11,103.25
2016-04-12,101.85
2016-04-13,101.95
2016-04-18,101.55
2016-04-20,99.55
2016-04-21,104.85
2016-04-22,120.15
2016-04-25,109.1
2016-04-26,110.35
2016-04-27,111.25
2016-04-28,107.4
2016-04-29,109.95
2016-05-02,110.25
2016-05-03,108.25
2016-05-04,106.55
2016-05-05,106.35
2016-05-06,104.25
2016-05-09,108.0
2016-05-10,113.4
2016-05-11,109.9
2016-05-12,108.95
2016-05-13,107.95
2016-05-16,105.4
2016-05-17,107.0
2016-05-18,107.5
2016-05-19,107.2
2016-05-20,104.15
2016-05-23,109.0
2016-05-24,106.9
2016-05-25,103.95
2016-05-26,108.8
2016-05-27,110.15
2016-05-30,102.25
2016-05-31,97.15
2016-06-01,94.15
2016-06-02,96.45
2016-06-03,94.15
2016-06-06,89.65
2016-06-07,90.8
2016-06-08,90.9
2016-06-09,94.7
2016-06-10,93.3
2016-06-13,93.0
2016-06-14,98.1
2016-06-15,97.65
2016-06-16,95.0
2016-06-17,93.5
2016-06-20,91.75
2016-06-21,91.0
2016-06-22,91.25
2016-06-23,90.4
2016-06-24,90.9
2016-06-27,90.95
2016-06-28,88.6
2016-06-29,94.85
2016-06-30,91.3
2016-07-01,91.95
2016-07-04,97.65
2016-07-05,97.65
2016-07-07,97.1
2016-07-08,93.95
2016-07-11,92.4
2016-07-12,91.75
2016-07-13,91.6
2016-07-14,92.85
2016-07-15,90.65
2016-07-18,90.15
2016-07-19,90.2
2016-07-20,90.0
2016-07-21,88.8
2016-07-22,88.65
2016-07-25,88.0
2016-07-26,91.3
2016-07-27,91.4
2016-07-28,90.35
2016-07-29,89.0
2016-08-01,88.85
2016-08-02,86.2
2016-08-03,84.6
2016-08-04,84.5
2016-08-05,83.6
2016-08-08,84.0
2016-08-09,83.0
2016-08-10,83.75
2016-08-11,81.7
2016-08-12,84.65
2016-08-16,77.0
2016-08-17,78.4
2016-08-18,81.25
2016-08-19,82.65
2016-08-22,82.5
2016-08-23,81.85
2016-08-24,80.3
2016-08-25,82.0
2016-08-26,85.0
2016-08-29,85.05
2016-08-30,84.1
2016-08-31,83.65
2016-09-01,83.0
2016-09-02,84.8
2016-09-06,87.45
2016-09-07,88.6
2016-09-08,89.05
2016-09-09,89.4
2016-09-12,86.15
2016-09-14,85.8
2016-09-15,85.15
2016-09-16,86.65
2016-09-19,87.0
2016-09-20,86.0
2016-09-21,84.9
2016-09-22,87.0
2016-09-23,88.75
2016-09-26,84.3
2016-09-27,87.35
2016-09-28,86.5
2016-09-29,80.7
2016-09-30,83.7
2016-10-03,86.3
2016-10-04,90.7
2016-10-05,89.25
2016-10-06,87.9
2016-10-07,91.15
2016-10-10,91.55
2016-10-13,88.85
2016-10-14,91.3
2016-10-17,91.75
2016-10-18,91.4
2016-10-19,91.1
2016-10-20,93.1
2016-10-21,94.75
2016-10-24,95.65
2016-10-25,96.0
2016-10-26,93.6
2016-10-27,92.45
2016-10-28,92.1
2016-10-30,92.65
2016-11-01,92.55
2016-11-02,91.05
2016-11-03,91.0
2016-11-04,90.0
2016-11-07,89.7
2016-11-08,91.0
2016-11-09,89.25
2016-11-10,95.8
2016-11-11,87.3
2016-11-15,80.1
2016-11-16,78.1
2016-11-17,81.2
2016-11-18,81.0
2016-11-21,79.55
2016-11-22,77.95
2016-11-23,82.95
2016-11-24,81.25
2016-11-25,82.35
2016-11-28,80.65
2016-11-29,83.1
2016-11-30,84.6
2016-12-01,86.25
2016-12-02,84.4
2016-12-05,83.25
2016-12-06,83.75
2016-12-07,84.1
2016-12-08,85.45
2016-12-09,84.95
2016-12-12,86.95
2016-12-13,89.15
2016-12-14,87.4
2016-12-15,86.15
2016-12-16,84.7
2016-12-19,85.5
2016-12-20,83.65
2016-12-21,81.4
2016-12-22,80.45
2016-12-23,81.35
2016-12-26,80.95
2016-12-27,82.8
2016-12-28,81.15
2016-12-29,81.0
2016-12-30,81.3
