Date,VISAKAIND
2016-01-01,123.75
2016-01-04,122.25
2016-01-05,125.25
2016-01-06,125.35
2016-01-07,120.65
2016-01-08,120.05
2016-01-11,118.4
2016-01-12,116.3
2016-01-13,112.65
2016-01-14,109.05
2016-01-15,106.3
2016-01-18,100.7
2016-01-19,104.85
2016-01-20,102.65
2016-01-21,102.15
2016-01-22,107.1
2016-01-25,106.2
2016-01-27,107.8
2016-01-28,107.5
2016-01-29,109.4
2016-02-01,110.2
2016-02-02,108.1
2016-02-03,105.45
2016-02-04,102.0
2016-02-05,101.25
2016-02-08,101.0
2016-02-09,99.9
2016-02-10,98.65
2016-02-11,89.8
2016-02-12,90.7
2016-02-15,96.7
2016-02-16,94.2
2016-02-17,91.1
2016-02-18,92.5
2016-02-19,95.8
2016-02-22,97.75
2016-02-23,96.2
2016-02-24,95.95
2016-02-25,92.95
2016-02-26,91.9
2016-02-29,92.8
2016-03-01,98.75
2016-03-02,101.1
2016-03-03,105.15
2016-03-04,109.2
2016-03-08,108.75
2016-03-09,107.6
2016-03-10,112.55
2016-03-11,108.35
2016-03-14,108.6
2016-03-15,107.85
2016-03-16,107.35
2016-03-17,103.7
2016-03-18,103.15
2016-03-21,103.55
2016-03-22,103.65
2016-03-23,103.7
2016-03-28,101.9
2016-03-29,101.15
2016-03-30,102.55
2016-03-31,104.95
2016-04-01,108.05
2016-04-04,111.05
2016-04-05,109.8
2016-04-06,109.6
2016-04-07,110.1
2016-04-08,115.15
2016-04-11,121.25
2016-04-12,121.9
2016-04-13,120.1
2016-04-18,120.25
2016-04-20,119.65
2016-04-21,117.65
2016-04-22,116.6
2016-04-25,114.05
2016-04-26,115.3
2016-04-27,118.8
2016-04-28,117.75
2016-04-29,117.65
2016-05-02,120.7
2016-05-03,120.9
2016-05-04,119.55
2016-05-05,118.95
2016-05-06,117.95
2016-05-09,118.6
2016-05-10,120.75
2016-05-11,123.5
2016-05-12,127.7
2016-05-13,128.2
2016-05-16,134.1
2016-05-17,147.05
2016-05-18,141.05
2016-05-19,135.75
2016-05-20,134.4
2016-05-23,140.9
2016-05-24,137.85
2016-05-25,139.6
2016-05-26,138.35
2016-05-27,138.3
2016-05-30,141.35
2016-05-31,138.55
2016-06-01,139.35
2016-06-02,139.35
2016-06-03,137.75
2016-06-06,138.95
2016-06-07,141.05
2016-06-08,149.25
2016-06-09,156.2
2016-06-10,157.8
2016-06-13,153.65
2016-06-14,152.25
2016-06-15,154.35
2016-06-16,151.85
2016-06-17,150.8
2016-06-20,153.0
2016-06-21,152.9
2016-06-22,152.6
2016-06-23,148.65
2016-06-24,143.6
2016-06-27,148.8
2016-06-28,152.7
2016-06-29,153.0
2016-06-30,156.95
2016-07-01,157.95
2016-07-04,161.2
2016-07-05,156.5
2016-07-07,158.9
2016-07-08,156.65
2016-07-11,156.1
2016-07-12,158.05
2016-07-13,155.15
2016-07-14,156.05
2016-07-15,155.35
2016-07-18,154.05
2016-07-19,152.65
2016-07-20,157.0
2016-07-21,155.95
2016-07-22,155.35
2016-07-25,161.65
2016-07-26,150.2
2016-07-27,165.6
2016-07-28,164.55
2016-07-29,160.95
2016-08-01,158.2
2016-08-02,156.65
2016-08-03,154.65
2016-08-04,156.0
2016-08-05,160.0
2016-08-08,157.8
2016-08-09,155.95
2016-08-10,152.85
2016-08-11,150.95
2016-08-12,152.9
2016-08-16,152.5
2016-08-17,154.55
2016-08-18,157.55
2016-08-19,160.25
2016-08-22,161.2
2016-08-23,160.35
2016-08-24,163.4
2016-08-25,162.7
2016-08-26,159.45
2016-08-29,158.9
2016-08-30,187.55
2016-08-31,181.15
2016-09-01,186.95
2016-09-02,191.0
2016-09-06,200.9
2016-09-07,201.55
2016-09-08,208.0
2016-09-09,199.65
2016-09-12,191.9
2016-09-14,199.2
2016-09-15,198.55
2016-09-16,195.25
2016-09-19,194.1
2016-09-20,194.9
2016-09-21,199.9
2016-09-22,201.8
2016-09-23,201.45
2016-09-26,197.05
2016-09-27,195.65
2016-09-28,197.15
2016-09-29,184.05
2016-09-30,186.45
2016-10-03,195.5
2016-10-04,197.15
2016-10-05,195.1
2016-10-06,187.2
2016-10-07,195.3
2016-10-10,192.05
2016-10-13,189.6
2016-10-14,192.8
2016-10-17,214.1
2016-10-18,215.65
2016-10-19,220.25
2016-10-20,223.25
2016-10-21,226.2
2016-10-24,224.2
2016-10-25,220.75
2016-10-26,222.6
2016-10-27,222.4
2016-10-28,224.25
2016-10-30,226.8
2016-11-01,226.9
2016-11-02,219.45
2016-11-03,221.45
2016-11-04,214.35
2016-11-07,221.5
2016-11-08,221.6
2016-11-09,211.1
2016-11-10,217.65
2016-11-11,212.3
2016-11-15,196.15
2016-11-16,192.55
2016-11-17,180.0
2016-11-18,177.05
2016-11-21,178.9
2016-11-22,177.7
2016-11-23,190.15
2016-11-24,187.6
2016-11-25,197.95
2016-11-28,197.0
2016-11-29,197.4
2016-11-30,199.85
2016-12-01,196.45
2016-12-02,193.0
2016-12-05,193.4
2016-12-06,199.3
2016-12-07,197.0
2016-12-08,192.75
2016-12-09,194.0
2016-12-12,191.6
2016-12-13,191.3
2016-12-14,186.2
2016-12-15,185.75
2016-12-16,185.95
2016-12-19,186.9
2016-12-20,186.35
2016-12-21,183.8
2016-12-22,175.55
2016-12-23,181.4
2016-12-26,177.35
2016-12-27,180.0
2016-12-28,178.65
2016-12-29,178.15
2016-12-30,183.75
