Date,RANEENGINE
2016-01-01,501.25
2016-01-04,511.0
2016-01-05,509.95
2016-01-06,500.4
2016-01-07,500.0
2016-01-08,505.0
2016-01-11,505.0
2016-01-12,500.0
2016-01-13,500.45
2016-01-14,501.0
2016-01-15,500.6
2016-01-18,500.0
2016-01-19,500.0
2016-01-20,500.0
2016-01-21,501.55
2016-01-22,500.0
2016-01-25,513.15
2016-01-27,500.0
2016-01-28,490.0
2016-01-29,495.5
2016-02-01,490.05
2016-02-02,490.1
2016-02-03,479.3
2016-02-04,485.0
2016-02-05,465.25
2016-02-08,485.0
2016-02-10,463.35
2016-02-11,442.2
2016-02-12,442.0
2016-02-15,463.6
2016-02-16,467.95
2016-02-17,488.0
2016-02-18,472.75
2016-02-22,460.0
2016-02-23,450.0
2016-02-25,450.0
2016-02-26,450.15
2016-03-01,451.0
2016-03-02,454.4
2016-03-03,454.4
2016-03-04,460.0
2016-03-08,460.0
2016-03-09,460.0
2016-03-10,450.0
2016-03-11,450.1
2016-03-14,465.0
2016-03-15,454.8
2016-03-16,450.2
2016-03-17,470.0
2016-03-18,470.0
2016-03-21,458.0
2016-03-22,470.0
2016-03-28,451.0
2016-03-29,451.1
2016-03-30,460.0
2016-03-31,460.0
2016-04-01,450.0
2016-04-04,450.1
2016-04-06,461.0
2016-04-07,451.1
2016-04-08,460.0
2016-04-11,460.0
2016-04-12,451.0
2016-04-13,450.1
2016-04-18,458.95
2016-04-20,451.6
2016-04-22,460.0
2016-04-26,455.0
2016-04-27,451.0
2016-04-28,455.0
2016-04-29,459.15
2016-05-02,453.0
2016-05-03,451.0
2016-05-04,465.0
2016-05-05,450.35
2016-05-06,450.35
2016-05-09,450.0
2016-05-10,450.0
2016-05-11,450.0
2016-05-12,450.0
2016-05-13,460.0
2016-05-16,450.0
2016-05-17,450.0
2016-05-18,450.0
2016-05-19,472.5
2016-05-20,466.8
2016-05-23,459.5
2016-05-24,450.6
2016-05-26,450.5
2016-05-27,455.0
2016-05-30,452.05
2016-05-31,450.05
2016-06-01,451.1
2016-06-02,456.9
2016-06-03,451.0
2016-06-06,450.0
2016-06-07,450.0
2016-06-08,450.0
2016-06-09,450.0
2016-06-10,450.05
2016-06-13,458.0
2016-06-14,458.0
2016-06-15,451.5
2016-06-16,450.0
2016-06-17,450.2
2016-06-20,465.4
2016-06-21,464.0
2016-06-22,455.0
2016-06-23,450.55
2016-06-24,450.0
2016-06-27,452.0
2016-06-28,452.0
2016-06-29,457.95
2016-06-30,456.2
2016-07-01,470.0
2016-07-04,475.15
2016-07-05,475.0
2016-07-07,472.5
2016-07-08,457.05
2016-07-11,458.3
2016-07-12,475.0
2016-07-13,490.0
2016-07-14,480.0
2016-07-15,489.7
2016-07-18,468.55
2016-07-19,474.95
2016-07-20,491.9
2016-07-21,499.75
2016-07-22,517.5
2016-07-25,521.5
2016-07-26,487.35
2016-07-27,473.9
2016-07-28,465.6
2016-07-29,460.9
2016-08-01,461.65
2016-08-02,460.15
2016-08-03,460.0
2016-08-04,455.1
2016-08-05,452.5
2016-08-08,457.5
2016-08-09,464.0
2016-08-10,452.2
2016-08-11,453.0
2016-08-12,501.75
2016-08-16,499.55
2016-08-17,489.5
2016-08-18,500.5
2016-08-19,500.0
2016-08-22,508.9
2016-08-23,510.0
2016-08-24,500.8
2016-08-25,508.9
2016-08-26,508.0
2016-08-29,500.0
2016-08-30,509.0
2016-08-31,519.95
2016-09-01,518.0
2016-09-02,505.3
2016-09-06,606.35
2016-09-07,636.35
2016-09-08,598.15
2016-09-09,590.4
2016-09-12,678.2
2016-09-14,674.5
2016-09-15,748.85
2016-09-16,742.8
2016-09-19,692.1
2016-09-20,668.65
2016-09-21,734.55
2016-09-22,751.1
2016-09-23,725.55
2016-09-26,707.65
2016-09-27,699.1
2016-09-28,730.0
2016-09-29,681.4
2016-09-30,700.4
2016-10-03,727.3
2016-10-04,730.8
2016-10-05,710.55
2016-10-06,702.4
2016-10-07,731.15
2016-10-10,753.55
2016-10-13,722.25
2016-10-14,717.7
2016-10-17,705.85
2016-10-18,708.65
2016-10-19,712.2
2016-10-20,712.85
2016-10-21,768.55
2016-10-24,751.3
2016-10-25,735.4
2016-10-26,715.95
2016-10-27,709.4
2016-10-28,709.8
2016-10-30,719.6
2016-11-01,710.4
2016-11-02,681.2
2016-11-03,674.55
2016-11-04,637.25
2016-11-07,641.45
2016-11-08,630.15
2016-11-09,600.1
2016-11-10,617.4
2016-11-11,597.9
2016-11-15,560.0
2016-11-16,567.7
2016-11-17,544.35
2016-11-18,540.45
2016-11-21,517.1
2016-11-22,540.0
2016-11-23,602.3
2016-11-24,617.0
2016-11-25,613.85
2016-11-28,599.5
2016-11-29,618.9
2016-11-30,612.7
2016-12-01,592.35
2016-12-02,573.45
2016-12-05,588.0
2016-12-06,662.9
2016-12-07,653.8
2016-12-08,642.95
2016-12-09,631.7
2016-12-12,628.55
2016-12-13,646.1
2016-12-14,639.95
2016-12-15,634.05
2016-12-16,634.3
2016-12-19,631.15
2016-12-20,616.5
2016-12-21,615.25
2016-12-22,626.35
2016-12-23,621.35
2016-12-26,605.5
2016-12-27,621.4
2016-12-28,626.4
2016-12-29,618.55
2016-12-30,635.6
