Date,NITINSPIN
2016-01-01,77.7
2016-01-04,75.65
2016-01-05,76.75
2016-01-06,75.6
2016-01-07,71.75
2016-01-08,74.3
2016-01-11,84.2
2016-01-12,81.25
2016-01-13,75.85
2016-01-14,71.7
2016-01-15,69.95
2016-01-18,62.85
2016-01-19,64.95
2016-01-20,62.35
2016-01-21,63.45
2016-01-22,66.8
2016-01-25,69.6
2016-01-27,70.85
2016-01-28,71.75
2016-01-29,71.35
2016-02-01,70.3
2016-02-02,70.25
2016-02-03,67.3
2016-02-04,66.6
2016-02-05,67.4
2016-02-08,67.55
2016-02-09,65.0
2016-02-10,60.45
2016-02-11,54.9
2016-02-12,54.05
2016-02-15,57.75
2016-02-16,57.4
2016-02-17,55.6
2016-02-18,56.75
2016-02-19,56.9
2016-02-22,56.6
2016-02-23,53.25
2016-02-24,52.85
2016-02-25,52.7
2016-02-26,51.65
2016-02-29,49.3
2016-03-01,51.65
2016-03-02,56.0
2016-03-03,56.05
2016-03-04,57.65
2016-03-08,56.95
2016-03-09,57.85
2016-03-10,57.95
2016-03-11,57.5
2016-03-14,56.85
2016-03-15,55.1
2016-03-16,55.5
2016-03-17,56.1
2016-03-18,55.5
2016-03-21,57.4
2016-03-22,57.05
2016-03-23,57.5
2016-03-28,55.85
2016-03-29,58.0
2016-03-30,59.5
2016-03-31,59.05
2016-04-01,60.65
2016-04-04,59.35
2016-04-05,57.9
2016-04-06,60.3
2016-04-07,64.0
2016-04-08,63.35
2016-04-11,63.1
2016-04-12,62.8
2016-04-13,63.0
2016-04-18,62.7
2016-04-20,65.85
2016-04-21,69.7
2016-04-22,71.6
2016-04-25,72.75
2016-04-26,71.55
2016-04-27,71.5
2016-04-28,68.85
2016-04-29,70.75
2016-05-02,70.05
2016-05-03,66.8
2016-05-04,66.75
2016-05-05,66.9
2016-05-06,64.75
2016-05-09,64.25
2016-05-10,63.25
2016-05-11,61.35
2016-05-12,64.1
2016-05-13,62.95
2016-05-16,63.6
2016-05-17,64.1
2016-05-18,63.9
2016-05-19,62.15
2016-05-20,61.15
2016-05-23,61.35
2016-05-24,60.8
2016-05-25,61.05
2016-05-26,61.45
2016-05-27,62.05
2016-05-30,61.95
2016-05-31,62.45
2016-06-01,63.45
2016-06-02,62.9
2016-06-03,62.8
2016-06-06,63.95
2016-06-07,65.65
2016-06-08,64.85
2016-06-09,65.4
2016-06-10,64.5
2016-06-13,63.65
2016-06-14,63.85
2016-06-15,72.25
2016-06-16,75.5
2016-06-17,81.4
2016-06-20,79.75
2016-06-21,82.8
2016-06-22,81.75
2016-06-23,78.7
2016-06-24,77.65
2016-06-27,78.3
2016-06-28,77.65
2016-06-29,78.55
2016-06-30,80.3
2016-07-01,79.55
2016-07-04,80.05
2016-07-05,78.1
2016-07-07,78.35
2016-07-08,77.3
2016-07-11,77.65
2016-07-12,77.15
2016-07-13,75.85
2016-07-14,76.8
2016-07-15,74.55
2016-07-18,73.15
2016-07-19,72.6
2016-07-20,74.0
2016-07-21,74.1
2016-07-22,73.45
2016-07-25,74.25
2016-07-26,74.15
2016-07-27,73.25
2016-07-28,72.8
2016-07-29,72.6
2016-08-01,73.6
2016-08-02,77.25
2016-08-03,75.1
2016-08-04,77.6
2016-08-05,75.9
2016-08-08,72.8
2016-08-09,73.0
2016-08-10,70.9
2016-08-11,70.55
2016-08-12,71.25
2016-08-16,70.7
2016-08-17,70.6
2016-08-18,69.75
2016-08-19,70.75
2016-08-22,68.95
2016-08-23,67.45
2016-08-24,69.9
2016-08-25,69.6
2016-08-26,69.7
2016-08-29,67.35
2016-08-30,67.9
2016-08-31,67.6
2016-09-01,67.55
2016-09-02,73.55
2016-09-06,72.25
2016-09-07,70.8
2016-09-08,72.45
2016-09-09,71.15
2016-09-12,68.25
2016-09-14,69.0
2016-09-15,70.85
2016-09-16,69.45
2016-09-19,69.05
2016-09-20,69.55
2016-09-21,72.8
2016-09-22,76.6
2016-09-23,74.3
2016-09-26,71.8
2016-09-27,71.8
2016-09-28,73.8
2016-09-29,68.35
2016-09-30,69.65
2016-10-03,71.2
2016-10-04,71.3
2016-10-05,71.6
2016-10-06,70.0
2016-10-07,69.95
2016-10-10,70.1
2016-10-13,69.1
2016-10-14,69.35
2016-10-17,69.3
2016-10-18,69.95
2016-10-19,70.95
2016-10-20,72.4
2016-10-21,71.9
2016-10-24,71.1
2016-10-25,70.9
2016-10-26,71.2
2016-10-27,70.1
2016-10-28,74.1
2016-10-30,76.75
2016-11-01,76.0
2016-11-02,73.45
2016-11-03,73.6
2016-11-04,71.25
2016-11-07,73.3
2016-11-08,74.25
2016-11-09,71.9
2016-11-10,73.15
2016-11-11,69.9
2016-11-15,67.65
2016-11-16,68.35
2016-11-17,67.75
2016-11-18,67.1
2016-11-21,62.75
2016-11-22,63.7
2016-11-23,65.95
2016-11-24,67.05
2016-11-25,68.05
2016-11-28,68.6
2016-11-29,68.85
2016-11-30,72.0
2016-12-01,71.8
2016-12-02,70.9
2016-12-05,70.05
2016-12-06,70.15
2016-12-07,69.8
2016-12-08,71.4
2016-12-09,70.45
2016-12-12,69.4
2016-12-13,68.85
2016-12-14,68.05
2016-12-15,66.85
2016-12-16,68.45
2016-12-19,71.35
2016-12-20,69.65
2016-12-21,69.7
2016-12-22,67.8
2016-12-23,67.45
2016-12-26,66.8
2016-12-27,67.55
2016-12-28,67.75
2016-12-29,68.55
2016-12-30,69.35
