Date,DIVISLAB
2016-01-01,1162.5
2016-01-04,1149.7
2016-01-05,1147.5
2016-01-06,1137.2
2016-01-07,1126.95
2016-01-08,1129.7
2016-01-11,1099.5
2016-01-12,1100.3
2016-01-13,1084.45
2016-01-14,1087.45
2016-01-15,1077.1
2016-01-18,1067.4
2016-01-19,1070.7
2016-01-20,1060.2
2016-01-21,1057.95
2016-01-22,1081.85
2016-01-25,1087.1
2016-01-27,1144.2
2016-01-28,1129.15
2016-01-29,1140.95
2016-02-01,1141.95
2016-02-02,1124.5
2016-02-03,1106.55
2016-02-04,1087.3
2016-02-05,1110.45
2016-02-08,1068.65
2016-02-09,1033.65
2016-02-10,1017.65
2016-02-11,1019.55
2016-02-12,987.15
2016-02-15,992.75
2016-02-16,969.75
2016-02-17,988.5
2016-02-18,975.35
2016-02-19,995.65
2016-02-22,991.4
2016-02-23,980.0
2016-02-24,941.9
2016-02-25,940.85
2016-02-26,934.05
2016-02-29,950.55
2016-03-01,957.45
2016-03-02,970.45
2016-03-03,977.6
2016-03-04,1010.65
2016-03-08,1022.75
2016-03-09,1009.6
2016-03-10,1016.4
2016-03-11,1004.3
2016-03-14,1012.55
2016-03-15,963.7
2016-03-16,975.85
2016-03-17,975.2
2016-03-18,983.85
2016-03-21,991.95
2016-03-22,979.05
2016-03-23,969.4
2016-03-28,972.2
2016-03-29,977.0
2016-03-30,982.25
2016-03-31,987.25
2016-04-01,1008.55
2016-04-04,1010.6
2016-04-05,1013.35
2016-04-06,995.15
2016-04-07,1013.9
2016-04-08,1013.45
2016-04-11,1020.1
2016-04-12,1021.9
2016-04-13,1023.05
2016-04-18,1039.05
2016-04-20,1048.55
2016-04-21,1091.05
2016-04-22,1069.45
2016-04-25,1059.95
2016-04-26,1058.45
2016-04-27,1042.25
2016-04-28,1050.15
2016-04-29,1051.1
2016-05-02,1055.8
2016-05-03,1040.15
2016-05-04,1051.0
2016-05-05,1044.0
2016-05-06,1022.2
2016-05-09,1050.05
2016-05-10,1071.2
2016-05-11,1064.95
2016-05-12,1064.05
2016-05-13,1078.6
2016-05-16,1057.25
2016-05-17,1090.15
2016-05-18,1070.65
2016-05-19,1056.25
2016-05-20,1043.25
2016-05-23,1034.7
2016-05-24,1030.25
2016-05-25,1040.05
2016-05-26,1041.5
2016-05-27,1084.65
2016-05-30,1110.15
2016-05-31,1099.45
2016-06-01,1125.75
2016-06-02,1141.75
2016-06-03,1140.75
2016-06-06,1142.05
2016-06-07,1148.25
2016-06-08,1137.5
2016-06-09,1113.5
2016-06-10,1123.3
2016-06-13,1122.0
2016-06-14,1115.05
2016-06-15,1123.25
2016-06-16,1107.55
2016-06-17,1113.15
2016-06-20,1123.05
2016-06-21,1117.2
2016-06-22,1108.35
2016-06-23,1102.75
2016-06-24,1100.0
2016-06-27,1098.05
2016-06-28,1107.2
2016-06-29,1110.65
2016-06-30,1109.65
2016-07-01,1133.6
2016-07-04,1144.4
2016-07-05,1139.1
2016-07-07,1123.0
2016-07-08,1121.8
2016-07-11,1150.3
2016-07-12,1163.9
2016-07-13,1165.9
2016-07-14,1153.5
2016-07-15,1152.45
2016-07-18,1151.3
2016-07-19,1159.1
2016-07-20,1186.5
2016-07-21,1187.85
2016-07-22,1204.65
2016-07-25,1204.15
2016-07-26,1186.45
2016-07-27,1189.8
2016-07-28,1195.5
2016-07-29,1198.5
2016-08-01,1175.35
2016-08-02,1181.4
2016-08-03,1172.7
2016-08-04,1150.75
2016-08-05,1184.15
2016-08-08,1192.9
2016-08-09,1184.65
2016-08-10,1159.9
2016-08-11,1175.95
2016-08-12,1194.05
2016-08-16,1261.9
2016-08-17,1274.15
2016-08-18,1275.6
2016-08-19,1300.0
2016-08-22,1303.6
2016-08-23,1314.3
2016-08-24,1347.85
2016-08-25,1337.8
2016-08-26,1331.75
2016-08-29,1303.3
2016-08-30,1314.05
2016-08-31,1322.5
2016-09-01,1317.85
2016-09-02,1314.75
2016-09-06,1329.8
2016-09-07,1317.55
2016-09-08,1331.55
2016-09-09,1324.15
2016-09-12,1304.0
2016-09-14,1310.2
2016-09-15,1337.8
2016-09-16,1342.6
2016-09-19,1344.5
2016-09-20,1336.4
2016-09-21,1329.25
2016-09-22,1329.0
