Date,APOLLOTYRE
2016-01-01,159.0
2016-01-04,155.75
2016-01-05,157.25
2016-01-06,155.35
2016-01-07,148.85
2016-01-08,150.1
2016-01-11,148.0
2016-01-12,149.1
2016-01-13,148.6
2016-01-14,146.0
2016-01-15,139.3
2016-01-18,133.8
2016-01-19,132.4
2016-01-20,134.9
2016-01-21,135.65
2016-01-22,140.75
2016-01-25,142.7
2016-01-27,145.6
2016-01-28,146.95
2016-01-29,147.45
2016-02-01,144.0
2016-02-02,142.45
2016-02-03,138.5
2016-02-04,141.25
2016-02-05,138.25
2016-02-08,136.95
2016-02-09,135.1
2016-02-10,149.55
2016-02-11,149.0
2016-02-12,148.05
2016-02-15,156.4
2016-02-16,151.5
2016-02-17,159.7
2016-02-18,160.25
2016-02-19,160.65
2016-02-22,162.45
2016-02-23,163.25
2016-02-24,161.75
2016-02-25,158.1
2016-02-26,154.95
2016-02-29,157.85
2016-03-01,158.35
2016-03-02,164.85
2016-03-03,165.95
2016-03-04,170.15
2016-03-08,171.75
2016-03-09,171.5
2016-03-10,168.85
2016-03-11,167.5
2016-03-14,169.35
2016-03-15,168.9
2016-03-16,168.4
2016-03-17,170.4
2016-03-18,177.25
2016-03-21,178.3
2016-03-22,178.6
2016-03-23,175.2
2016-03-28,172.0
2016-03-29,170.25
2016-03-30,172.9
2016-03-31,174.9
2016-04-01,174.4
2016-04-04,171.3
2016-04-05,165.5
2016-04-06,172.6
2016-04-07,168.5
2016-04-08,168.0
2016-04-11,168.15
2016-04-12,168.1
2016-04-13,169.45
2016-04-18,173.25
2016-04-20,169.0
2016-04-21,164.05
2016-04-22,162.65
2016-04-25,161.55
2016-04-26,162.8
2016-04-27,166.45
2016-04-28,164.45
2016-04-29,160.15
2016-05-02,162.1
2016-05-03,158.5
2016-05-04,154.95
2016-05-05,155.4
2016-05-06,158.8
2016-05-09,157.25
2016-05-10,152.35
2016-05-11,153.5
2016-05-12,158.6
2016-05-13,159.75
2016-05-16,157.15
2016-05-17,153.55
2016-05-18,152.8
2016-05-19,150.8
2016-05-20,152.3
2016-05-23,151.5
2016-05-24,147.75
2016-05-25,151.8
2016-05-26,152.85
2016-05-27,156.85
2016-05-30,157.25
2016-05-31,156.45
2016-06-01,153.45
2016-06-02,154.95
2016-06-03,150.95
2016-06-06,151.8
2016-06-07,153.25
2016-06-08,153.95
2016-06-09,152.4
2016-06-10,150.25
2016-06-13,148.1
2016-06-14,151.6
2016-06-15,151.95
2016-06-16,149.15
2016-06-17,148.9
2016-06-20,149.85
2016-06-21,148.6
2016-06-22,148.75
2016-06-23,148.65
2016-06-24,147.5
2016-06-27,146.1
2016-06-28,147.95
2016-06-29,151.4
2016-06-30,151.5
2016-07-01,154.75
2016-07-04,156.6
2016-07-05,156.15
2016-07-07,150.4
2016-07-08,149.75
2016-07-11,152.85
2016-07-12,156.05
2016-07-13,153.8
2016-07-14,155.25
2016-07-15,156.85
2016-07-18,159.9
2016-07-19,158.7
2016-07-20,158.95
2016-07-21,157.9
2016-07-22,157.65
2016-07-25,162.55
2016-07-26,161.05
2016-07-27,161.3
2016-07-28,164.2
2016-07-29,163.3
2016-08-01,162.95
2016-08-02,161.45
2016-08-03,156.0
2016-08-04,161.05
2016-08-05,174.95
2016-08-08,181.0
2016-08-09,182.55
2016-08-10,172.6
2016-08-11,169.0
2016-08-12,170.4
2016-08-16,172.75
2016-08-17,175.65
2016-08-18,177.35
2016-08-19,175.5
2016-08-22,170.8
2016-08-23,172.5
2016-08-24,174.15
2016-08-25,173.8
2016-08-26,176.7
2016-08-29,184.2
2016-08-30,185.0
2016-08-31,183.05
2016-09-01,186.1
2016-09-02,194.5
2016-09-06,202.45
2016-09-07,206.0
2016-09-08,207.75
2016-09-09,212.85
2016-09-12,203.7
2016-09-14,213.25
2016-09-15,215.5
2016-09-16,213.45
2016-09-19,221.35
2016-09-20,217.25
2016-09-21,215.1
2016-09-22,215.7
2016-09-23,221.0
2016-09-26,216.25
2016-09-27,215.25
2016-09-28,220.45
2016-09-29,210.5
2016-09-30,219.95
2016-10-03,223.85
2016-10-04,220.6
2016-10-05,229.45
2016-10-06,227.5
2016-10-07,223.8
2016-10-10,223.7
2016-10-13,223.3
2016-10-14,216.75
2016-10-17,209.5
2016-10-18,219.7
2016-10-19,211.75
2016-10-20,212.3
2016-10-21,212.95
2016-10-24,209.8
2016-10-25,212.05
2016-10-26,208.3
2016-10-27,199.6
2016-10-28,201.9
2016-10-30,201.25
2016-11-01,205.9
2016-11-02,199.2
2016-11-03,197.5
2016-11-04,193.15
2016-11-07,193.55
2016-11-08,197.55
2016-11-09,195.65
2016-11-10,195.55
2016-11-11,192.7
2016-11-15,186.75
2016-11-16,184.2
2016-11-17,185.6
2016-11-18,189.2
2016-11-21,181.55
2016-11-22,183.6
2016-11-23,177.95
2016-11-24,178.05
2016-11-25,180.85
2016-11-28,181.9
2016-11-29,184.1
2016-11-30,190.9
2016-12-01,188.15
2016-12-02,182.05
2016-12-05,186.5
2016-12-06,189.35
2016-12-07,188.7
2016-12-08,194.5
2016-12-09,197.75
2016-12-12,194.2
2016-12-13,196.8
2016-12-14,197.55
2016-12-15,201.3
2016-12-16,194.85
2016-12-19,195.75
2016-12-20,195.35
2016-12-21,192.45
2016-12-22,189.65
2016-12-23,189.35
2016-12-26,185.2
2016-12-27,187.85
2016-12-28,183.15
2016-12-29,185.35
2016-12-30,184.9
