Date,GANDHITUBE
2016-01-01,250.0
2016-01-04,247.45
2016-01-05,241.95
2016-01-06,239.8
2016-01-07,236.25
2016-01-08,241.65
2016-01-11,237.2
2016-01-12,250.0
2016-01-13,240.95
2016-01-14,249.9
2016-01-15,245.0
2016-01-18,222.05
2016-01-19,231.4
2016-01-20,231.3
2016-01-21,229.85
2016-01-22,225.65
2016-01-25,228.55
2016-01-27,228.35
2016-01-28,230.0
2016-01-29,229.8
2016-02-01,225.15
2016-02-02,223.0
2016-02-03,213.0
2016-02-04,211.3
2016-02-05,214.0
2016-02-08,211.7
2016-02-09,212.5
2016-02-10,208.0
2016-02-11,220.65
2016-02-12,218.95
2016-02-15,215.9
2016-02-16,213.0
2016-02-18,208.2
2016-02-19,209.2
2016-02-22,206.6
2016-02-23,211.0
2016-02-24,207.9
2016-02-25,208.9
2016-02-26,210.05
2016-02-29,208.0
2016-03-01,212.8
2016-03-02,215.0
2016-03-03,213.6
2016-03-04,215.0
2016-03-08,211.0
2016-03-09,209.95
2016-03-10,207.6
2016-03-11,207.5
2016-03-14,206.3
2016-03-15,206.95
2016-03-16,199.4
2016-03-17,204.0
2016-03-18,207.5
2016-03-21,202.5
2016-03-22,206.7
2016-03-23,209.8
2016-03-28,204.15
2016-03-29,206.8
2016-03-30,203.95
2016-03-31,201.3
2016-04-01,206.6
2016-04-04,210.0
2016-04-05,205.0
2016-04-06,210.0
2016-04-07,203.5
2016-04-08,206.0
2016-04-11,205.0
2016-04-12,208.5
2016-04-13,207.35
2016-04-18,205.75
2016-04-20,205.0
2016-04-21,206.1
2016-04-22,210.0
2016-04-25,208.45
2016-04-26,209.5
2016-04-27,209.0
2016-04-28,207.1
2016-04-29,210.7
2016-05-02,210.0
2016-05-03,212.55
2016-05-04,212.05
2016-05-05,211.05
2016-05-06,214.8
2016-05-09,212.0
2016-05-10,210.2
2016-05-11,214.25
2016-05-12,210.0
2016-05-13,212.9
2016-05-16,210.55
2016-05-17,233.8
2016-05-18,259.0
2016-05-19,252.45
2016-05-20,246.9
2016-05-23,235.75
2016-05-24,229.3
2016-05-25,231.3
2016-05-26,235.15
2016-05-27,232.9
2016-05-30,230.0
2016-05-31,224.1
2016-06-01,221.05
2016-06-02,220.65
2016-06-03,224.05
2016-06-06,230.0
2016-06-07,229.0
2016-06-08,235.45
2016-06-09,236.6
2016-06-10,236.35
2016-06-13,236.8
2016-06-14,235.2
2016-06-15,238.05
2016-06-16,234.65
2016-06-17,234.05
2016-06-20,232.1
2016-06-21,232.9
2016-06-22,232.65
2016-06-23,232.3
2016-06-24,232.0
2016-06-27,235.55
2016-06-28,237.55
2016-06-29,240.3
2016-06-30,251.15
2016-07-01,261.85
2016-07-04,260.3
2016-07-05,259.4
2016-07-07,259.1
2016-07-08,258.25
2016-07-11,259.15
2016-07-12,259.3
2016-07-13,259.7
2016-07-14,256.8
2016-07-15,255.3
2016-07-18,265.15
2016-07-19,266.45
2016-07-20,253.9
2016-07-21,252.3
2016-07-22,255.8
2016-07-25,257.0
2016-07-26,261.8
2016-07-27,285.55
2016-07-28,306.1
2016-07-29,315.85
2016-08-01,308.3
2016-08-02,306.7
2016-08-03,303.45
2016-08-04,290.45
2016-08-05,292.3
2016-08-08,292.65
2016-08-09,295.5
2016-08-10,299.4
2016-08-11,299.45
2016-08-12,299.1
2016-08-16,291.05
2016-08-17,290.05
2016-08-18,290.3
2016-08-19,297.15
2016-08-22,301.5
2016-08-23,307.8
2016-08-24,306.5
2016-08-25,301.2
2016-08-26,301.75
2016-08-29,293.85
2016-08-30,293.7
2016-08-31,295.05
2016-09-01,293.7
2016-09-02,326.65
2016-09-06,318.75
2016-09-07,319.8
2016-09-08,318.0
2016-09-09,319.5
2016-09-12,313.7
2016-09-14,311.2
2016-09-15,312.35
2016-09-16,316.95
2016-09-19,328.25
2016-09-20,327.5
2016-09-21,322.5
2016-09-22,317.75
2016-09-23,314.85
2016-09-26,313.9
2016-09-27,311.65
2016-09-28,314.05
2016-09-29,299.65
2016-09-30,307.3
2016-10-03,313.05
2016-10-04,312.25
2016-10-05,315.0
2016-10-06,313.9
2016-10-07,313.5
2016-10-10,314.2
2016-10-13,310.5
2016-10-14,306.45
2016-10-17,307.95
2016-10-18,314.85
2016-10-19,321.45
2016-10-20,322.75
2016-10-21,320.5
2016-10-24,335.3
2016-10-25,325.25
2016-10-26,314.95
2016-10-27,312.05
2016-10-28,316.45
2016-10-30,320.6
2016-11-01,316.5
2016-11-02,309.4
2016-11-03,317.25
2016-11-04,312.6
2016-11-07,316.1
2016-11-08,316.8
2016-11-09,311.6
2016-11-10,325.45
2016-11-11,317.4
2016-11-15,299.9
2016-11-16,292.15
2016-11-17,295.3
2016-11-18,294.9
2016-11-21,286.85
2016-11-22,282.55
2016-11-23,286.15
2016-11-24,285.55
2016-11-25,295.0
2016-11-28,295.55
2016-11-29,300.0
2016-11-30,304.05
2016-12-01,304.95
2016-12-02,299.2
2016-12-05,303.05
2016-12-06,297.75
2016-12-07,292.9
2016-12-08,292.0
2016-12-09,291.65
2016-12-12,300.25
2016-12-13,300.0
2016-12-14,298.65
2016-12-15,291.7
2016-12-16,301.1
2016-12-19,300.0
2016-12-20,299.95
2016-12-21,300.0
2016-12-22,300.15
2016-12-23,298.95
2016-12-26,294.95
2016-12-27,288.7
2016-12-28,299.5
2016-12-29,300.15
2016-12-30,304.9
