Date,SEAMECLTD
2016-01-01,102.25
2016-01-04,103.9
2016-01-05,104.2
2016-01-06,104.25
2016-01-07,100.95
2016-01-08,103.8
2016-01-11,99.95
2016-01-12,97.85
2016-01-13,95.25
2016-01-14,95.25
2016-01-15,93.3
2016-01-18,89.15
2016-01-19,92.95
2016-01-20,88.8
2016-01-21,88.55
2016-01-22,92.1
2016-01-25,91.85
2016-01-27,90.65
2016-01-28,91.75
2016-01-29,93.25
2016-02-01,93.0
2016-02-02,90.9
2016-02-03,89.2
2016-02-04,89.0
2016-02-05,89.9
2016-02-08,87.9
2016-02-09,86.95
2016-02-10,86.8
2016-02-11,77.35
2016-02-12,77.6
2016-02-15,77.6
2016-02-16,77.55
2016-02-17,76.6
2016-02-18,81.05
2016-02-19,80.2
2016-02-22,79.1
2016-02-23,79.05
2016-02-24,77.45
2016-02-25,75.4
2016-02-26,78.5
2016-02-29,79.5
2016-03-01,80.0
2016-03-02,79.45
2016-03-03,80.55
2016-03-04,80.8
2016-03-08,79.9
2016-03-09,81.25
2016-03-10,80.9
2016-03-11,80.25
2016-03-14,80.3
2016-03-15,79.4
2016-03-16,78.5
2016-03-17,79.3
2016-03-18,78.55
2016-03-21,78.55
2016-03-22,79.85
2016-03-23,80.5
2016-03-28,75.3
2016-03-29,70.95
2016-03-30,67.65
2016-03-31,65.6
2016-04-01,69.2
2016-04-04,71.65
2016-04-05,71.45
2016-04-06,72.1
2016-04-07,72.2
2016-04-08,73.0
2016-04-11,78.35
2016-04-12,81.5
2016-04-13,86.85
2016-04-18,90.6
2016-04-20,91.35
2016-04-21,88.95
2016-04-22,89.35
2016-04-25,87.55
2016-04-26,88.2
2016-04-27,92.75
2016-04-28,89.55
2016-04-29,88.6
2016-05-02,88.2
2016-05-03,87.3
2016-05-04,85.0
2016-05-05,86.65
2016-05-06,85.25
2016-05-09,89.2
2016-05-10,90.9
2016-05-11,89.6
2016-05-12,88.2
2016-05-13,87.3
2016-05-16,87.2
2016-05-17,87.95
2016-05-18,88.75
2016-05-19,89.0
2016-05-20,86.35
2016-05-23,86.05
2016-05-24,84.15
2016-05-25,85.9
2016-05-26,86.9
2016-05-27,87.65
2016-05-30,88.1
2016-05-31,91.1
2016-06-01,89.4
2016-06-02,89.45
2016-06-03,89.6
2016-06-06,87.15
2016-06-07,90.65
2016-06-08,94.05
2016-06-09,92.95
2016-06-10,92.1
2016-06-13,90.9
2016-06-14,94.9
2016-06-15,103.1
2016-06-16,102.55
2016-06-17,99.4
2016-06-20,98.1
2016-06-21,100.45
2016-06-22,100.35
2016-06-23,99.85
2016-06-24,96.9
2016-06-27,96.1
2016-06-28,97.7
2016-06-29,99.45
2016-06-30,99.05
2016-07-01,101.1
2016-07-04,107.9
2016-07-05,111.6
2016-07-07,111.6
2016-07-08,107.55
2016-07-11,104.65
2016-07-12,102.95
2016-07-13,102.85
2016-07-14,107.15
2016-07-15,108.1
2016-07-18,106.1
2016-07-19,103.2
2016-07-20,104.6
2016-07-21,102.35
2016-07-22,103.15
2016-07-25,103.6
2016-07-26,105.35
2016-07-27,112.8
2016-07-28,104.85
2016-07-29,102.95
2016-08-01,99.9
2016-08-02,97.0
2016-08-03,96.5
2016-08-04,96.75
2016-08-05,98.9
2016-08-08,95.8
2016-08-09,93.8
2016-08-10,92.7
2016-08-11,92.25
2016-08-12,91.95
2016-08-16,91.65
2016-08-17,93.1
2016-08-18,92.85
2016-08-19,93.1
2016-08-22,91.75
2016-08-23,92.4
2016-08-24,92.5
2016-08-25,97.7
2016-08-26,96.7
2016-08-29,90.3
2016-08-30,88.8
2016-08-31,90.05
2016-09-01,88.95
2016-09-02,92.05
2016-09-06,92.9
2016-09-07,92.55
2016-09-08,89.25
2016-09-09,87.0
2016-09-12,83.85
2016-09-14,81.9
2016-09-15,88.2
2016-09-16,89.75
2016-09-19,88.4
2016-09-20,87.5
2016-09-21,90.7
2016-09-22,87.7
2016-09-23,88.7
2016-09-26,87.6
2016-09-27,85.15
2016-09-28,83.9
2016-09-29,78.95
2016-09-30,85.15
2016-10-03,84.75
2016-10-04,90.8
2016-10-05,90.55
2016-10-06,97.3
2016-10-07,98.35
2016-10-10,97.8
2016-10-13,95.85
2016-10-14,98.65
2016-10-17,99.3
2016-10-18,98.8
2016-10-19,97.4
2016-10-20,97.8
2016-10-21,97.05
2016-10-24,96.05
2016-10-25,97.5
2016-10-26,95.35
2016-10-27,94.4
2016-10-28,94.3
2016-10-30,95.3
2016-11-01,94.1
2016-11-02,93.85
2016-11-03,92.1
2016-11-04,89.8
2016-11-07,90.15
2016-11-08,88.85
2016-11-09,84.85
2016-11-10,87.25
2016-11-11,85.2
2016-11-15,80.35
2016-11-16,80.55
2016-11-17,80.85
2016-11-18,80.75
2016-11-21,80.2
2016-11-22,81.35
2016-11-23,82.45
2016-11-24,83.35
2016-11-25,85.5
2016-11-28,83.35
2016-11-29,86.0
2016-11-30,88.0
2016-12-01,88.95
2016-12-02,86.65
2016-12-05,87.05
2016-12-06,87.4
2016-12-07,86.85
2016-12-08,87.2
2016-12-09,83.65
2016-12-12,87.25
2016-12-13,88.55
2016-12-14,85.05
2016-12-15,86.6
2016-12-16,84.35
2016-12-19,84.2
2016-12-20,83.15
2016-12-21,81.35
2016-12-22,80.5
2016-12-23,81.05
2016-12-26,79.9
2016-12-27,80.4
2016-12-28,80.35
2016-12-29,81.85
2016-12-30,80.7
