Date,MADHUCON
2016-01-01,75.2
2016-01-04,74.15
2016-01-05,75.15
2016-01-06,74.9
2016-01-07,70.6
2016-01-08,71.25
2016-01-11,69.25
2016-01-12,68.6
2016-01-13,66.6
2016-01-14,63.85
2016-01-15,61.8
2016-01-18,57.05
2016-01-19,61.2
2016-01-20,58.0
2016-01-21,55.1
2016-01-22,57.55
2016-01-25,58.5
2016-01-27,58.85
2016-01-28,59.65
2016-01-29,60.15
2016-02-01,59.15
2016-02-02,58.0
2016-02-03,54.6
2016-02-04,54.15
2016-02-05,54.75
2016-02-08,56.2
2016-02-09,55.9
2016-02-10,53.25
2016-02-11,47.75
2016-02-12,45.1
2016-02-15,49.95
2016-02-16,46.7
2016-02-17,46.9
2016-02-18,46.45
2016-02-19,46.85
2016-02-22,45.5
2016-02-23,44.75
2016-02-24,44.8
2016-02-25,43.95
2016-02-26,41.3
2016-02-29,40.3
2016-03-01,48.0
2016-03-02,52.85
2016-03-03,50.95
2016-03-04,50.9
2016-03-08,50.65
2016-03-09,51.2
2016-03-10,51.85
2016-03-11,51.0
2016-03-14,51.3
2016-03-15,50.55
2016-03-16,50.35
2016-03-17,51.05
2016-03-18,50.9
2016-03-21,53.15
2016-03-22,53.3
2016-03-23,56.4
2016-03-28,53.9
2016-03-29,53.85
2016-03-30,55.0
2016-03-31,54.3
2016-04-01,55.0
2016-04-04,55.0
2016-04-05,53.45
2016-04-06,53.7
2016-04-07,51.8
2016-04-08,53.35
2016-04-11,53.75
2016-04-12,53.0
2016-04-13,55.8
2016-04-18,55.45
2016-04-20,55.45
2016-04-21,55.3
2016-04-22,54.95
2016-04-25,53.8
2016-04-26,52.75
2016-04-27,53.3
2016-04-28,52.25
2016-04-29,52.0
2016-05-02,50.95
2016-05-03,50.65
2016-05-04,50.2
2016-05-05,50.6
2016-05-06,50.55
2016-05-09,50.6
2016-05-10,50.25
2016-05-11,50.1
2016-05-12,50.9
2016-05-13,50.2
2016-05-16,49.7
2016-05-17,48.9
2016-05-18,48.9
2016-05-19,48.9
2016-05-20,48.3
2016-05-23,50.5
2016-05-24,49.75
2016-05-25,51.0
2016-05-26,50.7
2016-05-27,51.05
2016-05-30,53.5
2016-05-31,49.45
2016-06-01,49.1
2016-06-02,48.2
2016-06-03,47.7
2016-06-06,46.5
2016-06-07,43.25
2016-06-08,44.8
2016-06-09,45.4
2016-06-10,47.4
2016-06-13,46.1
2016-06-14,47.6
2016-06-15,47.3
2016-06-16,46.7
2016-06-17,47.1
2016-06-20,47.4
2016-06-21,48.6
2016-06-22,47.15
2016-06-23,46.35
2016-06-24,43.9
2016-06-27,47.4
2016-06-28,47.3
2016-06-29,48.4
2016-06-30,47.35
2016-07-01,47.25
2016-07-04,50.1
2016-07-05,49.25
2016-07-07,52.6
2016-07-08,51.05
2016-07-11,51.3
2016-07-12,54.6
2016-07-13,52.5
2016-07-14,51.8
2016-07-15,51.0
2016-07-18,51.15
2016-07-19,51.35
2016-07-20,50.95
2016-07-21,50.35
2016-07-22,51.6
2016-07-25,50.85
2016-07-26,50.3
2016-07-27,49.65
2016-07-28,50.1
2016-07-29,49.65
2016-08-01,49.4
2016-08-02,48.15
2016-08-03,47.35
2016-08-04,47.2
2016-08-05,47.45
2016-08-08,48.95
2016-08-09,52.4
2016-08-10,49.65
2016-08-11,49.2
2016-08-12,49.0
2016-08-16,48.3
2016-08-17,48.35
2016-08-18,48.4
2016-08-19,49.95
2016-08-22,49.35
2016-08-23,48.9
2016-08-24,48.9
2016-08-25,49.15
2016-08-26,48.7
2016-08-29,47.9
2016-08-30,47.5
2016-08-31,48.45
2016-09-01,47.25
2016-09-02,49.0
2016-09-06,48.55
2016-09-07,48.6
2016-09-08,48.25
2016-09-09,51.8
2016-09-12,48.15
2016-09-14,48.3
2016-09-15,48.2
2016-09-16,47.55
2016-09-19,47.7
2016-09-20,46.9
2016-09-21,47.15
2016-09-22,47.15
2016-09-23,47.3
2016-09-26,47.45
2016-09-27,45.35
2016-09-28,45.3
2016-09-29,42.1
2016-09-30,42.25
2016-10-03,44.95
2016-10-04,48.35
2016-10-05,47.0
2016-10-06,45.4
2016-10-07,45.35
2016-10-10,45.4
2016-10-13,44.4
2016-10-14,44.85
2016-10-17,44.25
2016-10-18,45.35
2016-10-19,45.45
2016-10-20,45.1
2016-10-21,45.55
2016-10-24,45.65
2016-10-25,45.5
2016-10-26,45.35
2016-10-27,45.25
2016-10-28,45.05
2016-10-30,45.75
2016-11-01,44.5
2016-11-02,43.35
2016-11-03,43.4
2016-11-04,41.7
2016-11-07,41.35
2016-11-08,41.2
2016-11-09,38.0
2016-11-10,40.05
2016-11-11,38.05
2016-11-15,36.25
2016-11-16,35.7
2016-11-17,34.9
2016-11-18,36.9
2016-11-21,35.0
2016-11-22,34.45
2016-11-23,33.9
2016-11-24,34.8
2016-11-25,35.95
2016-11-28,39.4
2016-11-29,40.45
2016-11-30,39.95
2016-12-01,39.35
2016-12-02,38.35
2016-12-05,42.45
2016-12-06,40.35
2016-12-07,40.15
2016-12-08,39.8
2016-12-09,39.55
2016-12-12,38.85
2016-12-13,39.3
2016-12-14,39.15
2016-12-15,38.2
2016-12-16,37.2
2016-12-19,38.2
2016-12-20,37.95
2016-12-21,37.0
2016-12-22,36.8
2016-12-23,36.1
2016-12-26,35.7
2016-12-27,37.9
2016-12-28,37.35
2016-12-29,38.5
2016-12-30,38.05
