Date,JINDALPHOT
2016-01-01,173.25
2016-01-04,170.3
2016-01-05,172.4
2016-01-06,172.55
2016-01-07,168.25
2016-01-08,168.9
2016-01-11,167.8
2016-01-12,165.3
2016-01-13,161.85
2016-01-14,159.9
2016-01-15,157.15
2016-01-18,142.15
2016-01-19,141.35
2016-01-20,134.9
2016-01-21,142.35
2016-01-22,162.4
2016-01-25,165.3
2016-01-27,162.15
2016-01-28,158.6
2016-01-29,158.3
2016-02-01,156.0
2016-02-02,151.1
2016-02-03,145.8
2016-02-04,142.65
2016-02-05,147.75
2016-02-08,145.8
2016-02-09,142.5
2016-02-10,141.1
2016-02-11,132.4
2016-02-12,128.75
2016-02-15,136.45
2016-02-16,133.55
2016-02-17,130.5
2016-02-18,131.3
2016-02-19,138.4
2016-02-22,135.5
2016-02-23,132.65
2016-02-24,132.45
2016-02-25,126.4
2016-02-26,132.5
2016-02-29,130.2
2016-03-01,135.05
2016-03-02,149.05
2016-03-03,152.85
2016-03-04,158.35
2016-03-08,164.4
2016-03-09,166.0
2016-03-10,164.2
2016-03-11,163.8
2016-03-14,166.6
2016-03-15,167.1
2016-03-16,165.75
2016-03-17,163.5
2016-03-18,161.8
2016-03-21,162.15
2016-03-22,163.15
2016-03-23,156.25
2016-03-28,149.0
2016-03-29,146.85
2016-03-30,157.7
2016-03-31,160.9
2016-04-01,161.7
2016-04-04,163.3
2016-04-05,158.85
2016-04-06,158.4
2016-04-07,167.45
2016-04-08,163.3
2016-04-11,164.45
2016-04-12,165.55
2016-04-13,166.4
2016-04-18,164.8
2016-04-20,165.8
2016-04-21,173.2
2016-04-22,175.05
2016-04-25,177.75
2016-04-26,180.0
2016-04-27,188.6
2016-04-28,194.15
2016-04-29,190.85
2016-05-02,183.15
2016-05-03,180.6
2016-05-04,179.8
2016-05-05,179.3
2016-05-06,178.2
2016-05-09,183.3
2016-05-10,183.15
2016-05-11,179.6
2016-05-26,94.9
2016-05-27,100.9
2016-05-30,93.95
2016-05-31,86.55
2016-06-01,87.25
2016-06-02,84.35
2016-06-03,82.65
2016-06-06,83.25
2016-06-07,86.15
2016-06-08,87.7
2016-06-09,87.85
2016-06-10,89.1
2016-06-13,86.95
2016-06-14,87.5
2016-06-15,87.5
2016-06-16,86.0
2016-06-17,84.6
2016-06-20,83.95
2016-06-21,83.1
2016-06-22,83.5
2016-06-23,81.85
2016-06-24,80.35
2016-06-27,81.3
2016-06-28,80.65
2016-06-29,81.3
2016-06-30,83.4
2016-07-01,85.4
2016-07-04,86.8
2016-07-05,104.15
2016-07-07,98.5
2016-07-08,93.6
2016-07-11,93.9
2016-07-12,91.55
2016-07-13,90.15
2016-07-14,90.25
2016-07-15,89.0
2016-07-18,91.8
2016-07-19,90.25
2016-07-20,90.95
2016-07-21,89.75
2016-07-22,90.3
2016-07-25,90.0
2016-07-26,89.0
2016-07-27,88.35
2016-07-28,91.65
2016-07-29,91.5
2016-08-01,89.55
2016-08-02,88.45
2016-08-03,86.0
2016-08-04,89.1
2016-08-05,89.25
2016-08-08,88.15
2016-08-09,86.9
2016-08-10,85.2
2016-08-11,84.65
2016-08-12,87.05
2016-08-16,86.15
2016-08-17,86.0
2016-08-18,86.05
2016-08-19,88.2
2016-08-22,87.35
2016-08-23,86.35
2016-08-24,86.6
2016-08-25,86.1
2016-08-26,84.65
2016-08-29,84.0
2016-08-30,84.05
2016-08-31,83.5
2016-09-01,82.45
2016-09-02,82.9
2016-09-06,83.85
2016-09-07,83.05
2016-09-08,83.05
2016-09-09,84.5
2016-09-12,82.75
2016-09-14,83.3
2016-09-15,82.7
2016-09-16,81.95
2016-09-19,91.2
2016-09-20,86.0
2016-09-21,85.05
2016-09-22,85.1
2016-09-23,84.75
2016-09-26,84.45
2016-09-27,83.3
2016-09-28,83.45
2016-09-29,77.45
2016-09-30,78.3
2016-10-03,82.15
2016-10-04,86.75
2016-10-05,84.95
2016-10-06,85.75
2016-10-07,85.3
2016-10-10,85.75
2016-10-13,83.55
2016-10-14,83.65
2016-10-17,83.0
2016-10-18,86.3
2016-10-19,90.4
2016-10-20,90.65
2016-10-21,90.05
2016-10-24,89.8
2016-10-25,88.9
2016-10-26,86.6
2016-10-27,85.3
2016-10-28,85.85
2016-10-30,86.35
2016-11-01,87.2
2016-11-02,83.3
2016-11-03,86.55
2016-11-04,83.65
2016-11-07,85.85
2016-11-08,83.6
2016-11-09,80.8
2016-11-10,83.85
2016-11-11,81.2
2016-11-15,77.8
2016-11-16,77.25
2016-11-17,75.9
2016-11-18,74.75
2016-11-21,72.4
2016-11-22,72.9
2016-11-23,74.5
2016-11-24,74.45
2016-11-25,77.25
2016-11-28,76.3
2016-11-29,77.1
2016-11-30,76.25
2016-12-01,77.9
2016-12-02,76.7
2016-12-05,76.45
2016-12-06,80.45
2016-12-07,80.0
2016-12-08,81.35
2016-12-09,80.5
2016-12-12,79.4
2016-12-13,81.1
2016-12-14,83.4
2016-12-15,83.1
2016-12-16,81.8
2016-12-19,81.8
2016-12-20,82.1
2016-12-21,80.75
2016-12-22,78.8
2016-12-23,78.75
2016-12-26,77.15
2016-12-27,77.45
2016-12-28,78.4
2016-12-29,77.8
2016-12-30,77.7
