Date,VINYLINDIA
2016-01-01,66.2
2016-01-04,63.65
2016-01-05,63.0
2016-01-06,62.3
2016-01-07,58.6
2016-01-08,59.35
2016-01-11,58.65
2016-01-12,57.95
2016-01-13,54.55
2016-01-14,53.75
2016-01-15,52.7
2016-01-18,49.4
2016-01-19,51.15
2016-01-20,49.3
2016-01-21,49.5
2016-01-22,51.15
2016-01-25,53.35
2016-01-27,55.2
2016-01-28,56.9
2016-01-29,55.1
2016-02-01,56.5
2016-02-02,55.4
2016-02-03,53.05
2016-02-04,51.75
2016-02-05,53.1
2016-02-08,49.8
2016-02-09,50.6
2016-02-10,49.25
2016-02-11,46.2
2016-02-12,45.6
2016-02-15,47.8
2016-02-16,46.6
2016-02-17,45.85
2016-02-18,47.4
2016-02-19,47.75
2016-02-22,47.2
2016-02-23,45.25
2016-02-24,51.9
2016-02-25,50.3
2016-02-26,49.85
2016-02-29,48.1
2016-03-01,49.0
2016-03-02,50.25
2016-03-03,52.65
2016-03-04,51.3
2016-03-08,50.75
2016-03-09,50.65
2016-03-10,49.65
2016-03-11,49.35
2016-03-14,49.15
2016-03-15,48.65
2016-03-16,48.55
2016-03-17,49.4
2016-03-18,48.75
2016-03-21,49.0
2016-03-22,49.1
2016-03-23,50.1
2016-03-28,48.85
2016-03-29,49.85
2016-03-30,49.95
2016-03-31,50.15
2016-04-01,50.3
2016-04-04,50.6
2016-04-05,51.2
2016-04-06,53.55
2016-04-07,54.9
2016-04-08,54.55
2016-04-11,56.55
2016-04-12,55.15
2016-04-13,57.6
2016-04-18,58.6
2016-04-20,57.85
2016-04-21,56.45
2016-04-22,56.1
2016-04-25,54.8
2016-04-26,61.85
2016-04-27,60.1
2016-04-28,58.3
2016-04-29,57.8
2016-05-02,57.65
2016-05-03,57.75
2016-05-04,56.3
2016-05-05,55.7
2016-05-06,56.1
2016-05-09,56.95
2016-05-10,56.3
2016-05-11,57.0
2016-05-12,56.75
2016-05-13,56.55
2016-05-16,57.65
2016-05-17,57.5
2016-05-18,60.4
2016-05-19,59.5
2016-05-20,61.85
2016-05-23,64.8
2016-05-24,63.1
2016-05-25,62.25
2016-05-26,62.35
2016-05-27,66.0
2016-05-30,68.0
2016-05-31,66.5
2016-06-01,66.2
2016-06-02,65.6
2016-06-03,65.45
2016-06-06,66.2
2016-06-07,67.2
2016-06-08,67.0
2016-06-09,66.35
2016-06-10,65.6
2016-06-13,63.7
2016-06-14,65.2
2016-06-15,72.4
2016-06-16,69.9
2016-06-17,71.8
2016-06-20,71.2
2016-06-21,70.75
2016-06-22,68.3
2016-06-23,67.1
2016-06-24,67.1
2016-06-27,67.75
2016-06-28,68.9
2016-06-29,69.9
2016-06-30,72.75
2016-07-01,74.15
2016-07-04,74.45
2016-07-05,72.2
2016-07-07,78.65
2016-07-08,75.75
2016-07-11,75.35
2016-07-12,73.6
2016-07-13,71.9
2016-07-14,72.45
2016-07-15,73.1
2016-07-18,73.4
2016-07-19,72.45
2016-07-20,77.55
2016-07-21,76.85
2016-07-22,77.25
2016-07-25,77.55
2016-07-26,68.9
2016-07-27,68.4
2016-07-28,70.35
2016-07-29,69.7
2016-08-01,67.75
2016-08-02,65.1
2016-08-03,64.4
2016-08-04,64.95
2016-08-05,65.15
2016-08-08,65.95
2016-08-09,66.05
2016-08-10,64.6
2016-08-11,64.2
2016-08-12,64.95
2016-08-16,63.9
2016-08-17,62.65
2016-08-18,64.75
2016-08-19,65.25
2016-08-22,64.95
2016-08-23,64.95
2016-08-24,64.1
2016-08-25,64.2
2016-08-26,64.6
2016-08-29,64.15
2016-08-30,64.65
2016-08-31,63.85
2016-09-01,63.25
2016-09-02,63.1
2016-09-06,62.85
2016-09-07,63.2
2016-09-08,63.25
2016-09-09,61.65
2016-09-12,60.75
2016-09-14,61.5
2016-09-15,62.5
2016-09-16,61.8
2016-09-19,62.0
2016-09-20,61.9
2016-09-21,63.1
2016-09-22,63.3
2016-09-23,65.65
2016-09-26,65.95
2016-09-27,65.4
2016-09-28,66.45
2016-09-29,61.95
2016-09-30,66.0
2016-10-03,65.85
2016-10-04,65.75
2016-10-05,65.6
2016-10-06,65.2
2016-10-07,65.65
2016-10-10,65.8
2016-10-13,65.8
2016-10-14,65.5
2016-10-17,65.7
2016-10-18,73.05
2016-10-19,70.45
2016-10-20,69.7
2016-10-21,69.7
2016-10-24,70.8
2016-10-25,71.15
2016-10-26,70.35
2016-10-27,69.25
2016-10-28,70.15
2016-10-30,70.5
2016-11-01,73.7
2016-11-02,71.45
2016-11-03,70.95
2016-11-04,68.75
2016-11-07,70.0
2016-11-08,69.1
2016-11-09,65.65
2016-11-10,68.15
2016-11-11,64.9
2016-11-15,60.35
2016-11-16,58.85
2016-11-17,58.55
2016-11-18,57.9
2016-11-21,56.5
2016-11-22,56.15
2016-11-23,57.7
2016-11-24,58.95
2016-11-25,59.7
2016-11-28,60.8
2016-11-29,61.3
2016-11-30,61.8
2016-12-01,61.4
2016-12-02,60.15
2016-12-05,61.7
2016-12-06,63.0
2016-12-07,62.6
2016-12-08,62.85
2016-12-09,61.7
2016-12-12,60.35
2016-12-13,60.4
2016-12-14,59.95
2016-12-15,60.95
2016-12-16,60.45
2016-12-19,60.2
2016-12-20,59.95
2016-12-21,60.0
2016-12-22,59.0
2016-12-23,59.0
2016-12-26,56.95
2016-12-27,57.8
2016-12-28,57.3
2016-12-29,58.15
2016-12-30,58.6
