Date,SHRIRAMEPC
2016-01-01,35.35
2016-01-04,35.65
2016-01-05,35.35
2016-01-06,36.35
2016-01-07,34.05
2016-01-08,33.9
2016-01-11,32.85
2016-01-12,31.25
2016-01-13,29.05
2016-01-14,28.35
2016-01-15,27.55
2016-01-18,25.6
2016-01-19,26.0
2016-01-20,24.5
2016-01-21,24.45
2016-01-22,25.95
2016-01-25,26.15
2016-01-27,26.6
2016-01-28,26.5
2016-01-29,27.4
2016-02-01,29.15
2016-02-02,27.5
2016-02-03,26.35
2016-02-04,26.25
2016-02-05,26.75
2016-02-08,25.95
2016-02-09,25.7
2016-02-10,25.7
2016-02-11,25.05
2016-02-12,23.85
2016-02-15,25.3
2016-02-16,24.85
2016-02-17,25.0
2016-02-18,24.65
2016-02-19,28.7
2016-02-22,27.25
2016-02-23,26.0
2016-02-24,25.15
2016-02-25,25.1
2016-02-26,23.35
2016-02-29,23.85
2016-03-01,24.65
2016-03-02,26.0
2016-03-03,25.55
2016-03-04,25.9
2016-03-08,26.15
2016-03-09,26.9
2016-03-10,26.5
2016-03-11,26.1
2016-03-14,26.25
2016-03-15,26.15
2016-03-16,26.2
2016-03-17,26.05
2016-03-18,26.0
2016-03-21,25.75
2016-03-22,26.3
2016-03-23,26.05
2016-03-28,25.85
2016-03-29,25.15
2016-03-30,25.7
2016-03-31,25.65
2016-04-01,26.05
2016-04-04,25.5
2016-04-05,25.25
2016-04-06,25.6
2016-04-07,25.55
2016-04-08,25.8
2016-04-11,25.95
2016-04-12,25.85
2016-04-13,25.95
2016-04-18,25.7
2016-04-20,25.85
2016-04-21,25.95
2016-04-22,25.85
2016-04-25,25.6
2016-04-26,25.8
2016-04-27,25.8
2016-04-28,25.85
2016-04-29,25.5
2016-05-02,25.8
2016-05-03,25.4
2016-05-04,25.9
2016-05-05,25.15
2016-05-06,24.65
2016-05-09,24.95
2016-05-10,25.15
2016-05-11,24.8
2016-05-12,24.75
2016-05-13,24.6
2016-05-16,25.0
2016-05-17,25.15
2016-05-18,24.9
2016-05-19,24.9
2016-05-20,24.85
2016-05-23,24.85
2016-05-24,23.55
2016-05-25,23.45
2016-05-26,23.55
2016-05-27,23.55
2016-05-30,23.55
2016-05-31,23.2
2016-06-01,21.6
2016-06-02,21.1
2016-06-03,20.3
2016-06-06,20.55
2016-06-07,20.7
2016-06-08,21.5
2016-06-09,22.65
2016-06-10,23.6
2016-06-13,21.95
2016-06-14,23.05
2016-06-15,23.4
2016-06-16,22.85
2016-06-17,22.8
2016-06-20,22.65
2016-06-21,23.05
2016-06-22,22.55
2016-06-23,22.3
2016-06-24,21.35
2016-06-27,21.7
2016-06-28,22.3
2016-06-29,22.25
2016-06-30,22.75
2016-07-01,22.95
2016-07-04,23.1
2016-07-05,22.8
2016-07-07,24.6
2016-07-08,25.0
2016-07-11,25.5
2016-07-12,27.95
2016-07-13,25.7
2016-07-14,25.5
2016-07-15,24.65
2016-07-18,23.8
2016-07-19,23.95
2016-07-20,23.6
2016-07-21,23.4
2016-07-22,23.05
2016-07-25,23.4
2016-07-26,24.4
2016-07-27,24.2
2016-07-28,23.65
2016-07-29,23.55
2016-08-01,22.95
2016-08-02,22.7
2016-08-03,22.35
2016-08-04,22.45
2016-08-05,22.75
2016-08-08,22.8
2016-08-09,22.65
2016-08-10,21.75
2016-08-11,22.45
2016-08-12,22.0
2016-08-16,22.1
2016-08-17,21.7
2016-08-18,21.8
2016-08-19,21.75
2016-08-22,21.65
2016-08-23,24.6
2016-08-24,23.9
2016-08-25,24.65
2016-08-26,24.0
2016-08-29,23.7
2016-08-30,23.2
2016-08-31,22.9
2016-09-01,22.35
2016-09-02,22.85
2016-09-06,22.85
2016-09-07,23.25
2016-09-08,23.9
2016-09-09,23.75
2016-09-12,22.9
2016-09-14,22.95
2016-09-15,22.8
2016-09-16,22.8
2016-09-19,23.45
2016-09-20,23.15
2016-09-21,25.4
2016-09-22,24.95
2016-09-23,24.35
2016-09-26,26.25
2016-09-27,25.75
2016-09-28,25.3
2016-09-29,23.45
2016-09-30,23.9
2016-10-03,24.5
2016-10-04,24.5
2016-10-05,24.45
2016-10-06,24.2
2016-10-07,24.1
2016-10-10,24.05
2016-10-13,23.75
2016-10-14,23.9
2016-10-17,23.7
2016-10-18,26.7
2016-10-19,25.15
2016-10-20,25.2
2016-10-21,24.75
2016-10-24,24.45
2016-10-25,24.85
2016-10-26,26.15
2016-10-27,26.4
2016-10-28,26.05
2016-10-30,26.55
2016-11-01,26.35
2016-11-02,25.95
2016-11-03,31.1
2016-11-04,37.3
2016-11-07,40.3
2016-11-08,37.15
2016-11-09,37.6
2016-11-10,35.85
2016-11-11,34.15
2016-11-15,31.5
2016-11-16,32.95
2016-11-17,31.95
2016-11-18,31.75
2016-11-21,31.45
2016-11-22,31.25
2016-11-23,32.75
2016-11-24,34.05
2016-11-25,34.2
2016-11-28,33.9
2016-11-29,33.65
2016-11-30,33.9
2016-12-01,33.95
2016-12-02,32.45
2016-12-05,32.3
2016-12-06,32.0
2016-12-07,32.05
2016-12-08,32.45
2016-12-09,32.35
2016-12-12,31.6
2016-12-13,31.25
2016-12-14,30.45
2016-12-15,30.95
2016-12-16,30.35
2016-12-19,30.1
2016-12-20,29.7
2016-12-21,29.6
2016-12-22,29.25
2016-12-23,29.45
2016-12-26,28.55
2016-12-27,28.4
2016-12-28,28.5
2016-12-29,28.55
2016-12-30,29.6
