Date,GET&D
2016-01-01,471.9
2016-01-04,459.35
2016-01-05,450.4
2016-01-06,443.5
2016-01-07,455.2
2016-01-08,449.1
2016-01-11,450.0
2016-01-12,440.2
2016-01-13,443.3
2016-01-14,439.3
2016-01-15,420.35
2016-01-18,421.7
2016-01-19,425.85
2016-01-20,422.0
2016-01-21,423.3
2016-01-22,419.55
2016-01-25,435.2
2016-01-27,445.65
2016-01-28,433.2
2016-01-29,448.25
2016-02-01,440.8
2016-02-02,436.8
2016-02-03,440.3
2016-02-04,434.95
2016-02-05,445.15
2016-02-08,439.75
2016-02-09,435.4
2016-02-10,423.1
2016-02-11,395.35
2016-02-12,395.85
2016-02-15,411.05
2016-02-16,406.25
2016-02-17,391.4
2016-02-18,402.1
2016-02-19,392.95
2016-02-22,390.15
2016-02-23,374.9
2016-02-24,366.0
2016-02-25,361.4
2016-02-26,359.95
2016-02-29,359.4
2016-03-01,365.75
2016-03-02,384.5
2016-03-03,398.85
2016-03-04,400.35
2016-03-08,394.8
2016-03-09,390.8
2016-03-10,383.9
2016-03-11,397.3
2016-03-14,393.45
2016-03-15,398.3
2016-03-16,408.1
2016-03-17,396.65
2016-03-18,384.35
2016-03-21,375.75
2016-03-22,391.15
2016-03-23,400.25
2016-03-28,410.2
2016-03-29,400.75
2016-03-30,432.85
2016-03-31,438.55
2016-04-01,438.0
2016-04-04,440.05
2016-04-05,422.9
2016-04-06,422.7
2016-04-07,426.45
2016-04-08,425.75
2016-04-11,422.9
2016-04-12,413.5
2016-04-13,415.8
2016-04-18,404.2
2016-04-20,408.75
2016-04-21,398.5
2016-04-22,400.85
2016-04-25,387.75
2016-04-26,379.3
2016-04-27,376.05
2016-04-28,379.05
2016-04-29,380.7
2016-05-02,379.75
2016-05-03,378.55
2016-05-04,354.1
2016-05-05,350.4
2016-05-06,342.05
2016-05-09,351.65
2016-05-10,345.75
2016-05-11,343.3
2016-05-12,352.8
2016-05-13,355.0
2016-05-16,351.0
2016-05-17,353.5
2016-05-18,351.65
2016-05-19,348.8
2016-05-20,338.75
2016-05-23,334.75
2016-05-24,327.2
2016-05-25,330.3
2016-05-26,344.65
2016-05-27,338.85
2016-05-30,338.2
2016-05-31,331.9
2016-06-01,333.1
2016-06-02,327.75
2016-06-03,342.6
2016-06-06,360.2
2016-06-07,368.1
2016-06-08,375.1
2016-06-09,372.15
2016-06-10,363.6
2016-06-13,368.55
2016-06-14,368.7
2016-06-15,369.2
2016-06-16,364.8
2016-06-17,357.6
2016-06-20,349.1
2016-06-21,352.05
2016-06-22,352.0
2016-06-23,352.45
2016-06-24,350.05
2016-06-27,347.0
2016-06-28,345.25
2016-06-29,353.85
2016-06-30,355.4
2016-07-01,360.1
2016-07-04,352.5
2016-07-05,357.35
2016-07-07,358.15
2016-07-08,358.95
2016-07-11,367.7
2016-07-12,364.5
2016-07-13,363.6
2016-07-14,366.75
2016-07-15,360.65
2016-07-18,361.1
2016-07-19,360.5
2016-07-20,359.75
2016-07-21,355.55
2016-07-22,359.95
2016-07-25,362.85
2016-07-26,356.2
2016-07-27,356.7
2016-07-28,349.95
2016-07-29,345.45
2016-08-01,349.9
2016-08-02,344.65
2016-08-03,341.0
2016-08-04,341.95
2016-08-05,348.35
2016-08-08,344.85
2016-08-09,340.0
2016-08-10,333.85
2016-08-11,335.25
2016-08-12,332.25
2016-08-16,331.95
2016-08-17,329.35
2016-08-18,328.15
2016-08-19,326.0
2016-08-22,323.2
2016-08-23,319.9
2016-08-24,319.9
2016-08-25,322.0
2016-08-26,319.7
2016-08-29,319.15
2016-08-30,322.95
2016-08-31,319.55
2016-09-01,314.7
2016-09-02,317.5
2016-09-06,320.25
2016-09-07,334.6
2016-09-08,321.9
2016-09-09,329.45
2016-09-12,322.6
2016-09-14,325.55
2016-09-15,324.6
2016-09-16,347.15
2016-09-19,344.8
2016-09-20,340.95
2016-09-21,343.6
2016-09-22,347.05
2016-09-23,350.15
2016-09-26,348.7
2016-09-27,342.85
2016-09-28,335.3
2016-09-29,322.9
2016-09-30,334.95
2016-10-03,341.95
2016-10-04,344.9
2016-10-05,346.85
2016-10-06,354.65
2016-10-07,351.3
2016-10-10,348.85
2016-10-13,345.55
2016-10-14,347.75
2016-10-17,341.45
2016-10-18,346.05
2016-10-19,343.6
2016-10-20,341.65
2016-10-21,348.25
2016-10-24,346.5
2016-10-25,341.65
2016-10-26,343.25
2016-10-27,345.25
2016-10-28,342.55
2016-10-30,343.05
2016-11-01,332.0
2016-11-02,328.7
2016-11-03,323.4
2016-11-04,322.9
2016-11-07,323.45
2016-11-08,328.15
2016-11-09,323.65
2016-11-10,331.0
2016-11-11,345.1
2016-11-15,342.45
2016-11-16,339.95
2016-11-17,339.4
2016-11-18,334.25
2016-11-21,332.9
2016-11-22,332.5
2016-11-23,328.2
2016-11-24,321.65
2016-11-25,315.15
2016-11-28,312.05
2016-11-29,311.4
2016-11-30,324.75
2016-12-01,319.7
2016-12-02,319.65
2016-12-05,310.65
2016-12-06,311.7
2016-12-07,311.6
2016-12-08,323.3
2016-12-09,319.3
2016-12-12,316.5
2016-12-13,314.3
2016-12-14,309.65
2016-12-15,311.15
2016-12-16,312.45
2016-12-19,310.7
2016-12-20,305.2
2016-12-21,300.05
2016-12-22,297.15
2016-12-23,296.45
2016-12-26,287.35
2016-12-27,288.5
2016-12-28,295.3
2016-12-29,298.7
2016-12-30,298.8
