Date,DRREDDY
2016-01-01,3108.6
2016-01-04,3056.0
2016-01-05,3070.65
2016-01-06,3046.25
2016-01-07,2991.8
2016-01-08,3010.7
2016-01-11,2931.5
2016-01-12,2923.25
2016-01-13,2890.95
2016-01-14,2915.0
2016-01-15,2935.9
2016-01-18,2874.9
2016-01-19,2915.5
2016-01-20,2870.1
2016-01-21,2757.1
2016-01-22,2882.35
2016-01-25,2903.25
2016-01-27,2973.0
2016-01-28,3011.2
2016-01-29,3105.4
2016-02-01,3050.5
2016-02-02,3048.5
2016-02-03,3008.3
2016-02-04,3008.65
2016-02-05,3109.1
2016-02-08,3070.35
2016-02-09,2959.6
2016-02-10,2885.05
2016-02-11,2885.35
2016-02-12,2847.45
2016-02-15,2859.05
2016-02-16,2855.65
2016-02-17,2960.7
2016-02-18,3103.6
2016-02-19,3058.8
2016-02-22,3108.0
2016-02-23,3080.9
2016-02-24,3013.2
2016-02-25,2994.45
2016-02-26,2994.05
2016-02-29,3036.25
2016-03-01,3024.55
2016-03-02,3015.25
2016-03-03,3188.15
2016-03-04,3252.75
2016-03-08,3219.55
2016-03-09,3219.95
2016-03-10,3184.25
2016-03-11,3210.85
2016-03-14,3233.65
2016-03-15,3133.35
2016-03-16,3154.3
2016-03-17,3125.5
2016-03-18,3171.3
2016-03-21,3182.25
2016-03-22,3057.95
2016-03-23,3047.9
2016-03-28,3035.65
2016-03-29,2941.3
2016-03-30,3015.65
2016-03-31,3035.2
2016-04-01,2979.95
2016-04-04,3011.75
2016-04-05,2999.9
2016-04-06,3001.45
2016-04-07,3035.75
2016-04-08,3039.15
2016-04-11,3029.25
2016-04-12,3082.75
2016-04-13,3099.5
2016-04-18,3091.05
2016-04-20,3108.75
2016-04-21,3131.2
2016-04-22,3141.95
2016-04-25,3116.15
2016-04-26,3120.25
2016-04-27,3130.75
2016-04-28,3083.35
2016-04-29,3088.7
2016-05-02,3011.8
2016-05-03,2959.35
2016-05-04,2933.3
2016-05-05,2929.55
2016-05-06,2866.3
2016-05-09,2840.05
2016-05-10,2924.45
2016-05-11,2868.7
2016-05-12,2971.45
2016-05-13,2917.2
2016-05-16,3002.4
2016-05-17,3017.75
2016-05-18,3025.3
2016-05-19,3025.6
2016-05-20,3033.8
2016-05-23,3029.8
2016-05-24,3025.15
2016-05-25,3051.55
2016-05-26,3090.7
2016-05-27,3116.05
2016-05-30,3170.25
2016-05-31,3183.1
2016-06-01,3183.15
2016-06-02,3177.05
2016-06-03,3160.1
2016-06-06,3151.2
2016-06-07,3155.95
2016-06-08,3137.95
2016-06-09,3070.95
2016-06-10,3065.8
2016-06-13,3088.25
2016-06-14,3097.3
2016-06-15,3086.75
2016-06-16,3048.25
2016-06-17,3002.95
2016-06-20,3056.95
2016-06-21,3049.05
2016-06-22,3105.1
2016-06-23,3171.55
2016-06-24,3153.25
2016-06-27,3246.6
2016-06-28,3273.05
2016-06-29,3274.7
2016-06-30,3381.7
2016-07-01,3484.1
2016-07-04,3435.0
2016-07-05,3450.55
2016-07-07,3524.8
2016-07-08,3561.25
2016-07-11,3626.45
2016-07-12,3596.35
2016-07-13,3615.6
2016-07-14,3583.2
2016-07-15,3588.0
2016-07-18,3567.75
2016-07-19,3585.9
2016-07-20,3676.65
2016-07-21,3617.0
2016-07-22,3599.85
2016-07-25,3482.35
2016-07-26,3319.65
2016-07-27,2980.2
2016-07-28,2959.75
2016-07-29,2935.35
2016-08-01,2980.5
2016-08-02,2977.35
2016-08-03,2939.15
2016-08-04,2962.45
2016-08-05,3008.7
2016-08-08,3036.2
2016-08-09,3038.3
2016-08-10,2999.65
2016-08-11,3010.85
2016-08-12,3011.15
2016-08-16,3006.85
2016-08-17,3004.65
2016-08-18,3027.2
2016-08-19,3010.15
2016-08-22,3013.0
2016-08-23,3009.2
2016-08-24,3039.8
2016-08-25,3050.3
2016-08-26,3040.4
2016-08-29,3052.15
2016-08-30,3090.75
2016-08-31,3089.85
2016-09-01,3097.65
2016-09-02,3123.05
2016-09-06,3133.05
2016-09-07,3138.85
2016-09-08,3188.45
2016-09-09,3193.3
2016-09-12,3137.6
2016-09-14,3157.8
2016-09-15,3139.45
2016-09-16,3150.15
2016-09-19,3157.35
2016-09-20,3157.8
2016-09-21,3153.0
2016-09-22,3149.3
2016-09-23,3182.2
2016-09-26,3199.65
2016-09-27,3190.7
2016-09-28,3200.35
2016-09-29,3135.4
2016-09-30,3107.4
2016-10-03,3160.55
2016-10-04,3148.35
2016-10-05,3123.15
2016-10-06,3077.15
2016-10-07,3054.3
2016-10-10,3078.65
2016-10-13,3050.15
2016-10-14,3031.25
2016-10-17,3028.95
2016-10-18,3045.35
2016-10-19,3065.5
2016-10-20,3078.8
2016-10-21,3113.6
2016-10-24,3089.25
2016-10-25,3200.6
2016-10-26,3242.3
2016-10-27,3324.8
2016-10-28,3363.45
2016-10-30,3324.8
2016-11-01,3326.6
2016-11-02,3260.8
2016-11-03,3262.35
2016-11-04,3079.7
2016-11-07,3106.65
2016-11-08,3119.0
2016-11-09,3282.55
2016-11-10,3278.25
2016-11-11,3256.25
2016-11-15,3310.7
2016-11-16,3210.95
2016-11-17,3207.15
2016-11-18,3214.85
2016-11-21,3134.4
2016-11-22,3121.65
2016-11-23,3128.6
2016-11-24,3111.7
2016-11-25,3168.45
2016-11-28,3172.9
2016-11-29,3188.25
2016-11-30,3196.9
2016-12-01,3238.75
2016-12-02,3180.5
2016-12-05,3168.15
2016-12-06,3195.9
2016-12-07,3183.8
2016-12-08,3211.7
2016-12-09,3186.4
2016-12-12,3147.9
2016-12-13,3166.85
2016-12-14,3147.7
2016-12-15,3107.5
2016-12-16,3107.8
2016-12-19,3068.85
2016-12-20,3046.5
2016-12-21,3036.85
2016-12-22,3012.35
2016-12-23,2998.55
2016-12-26,2986.0
2016-12-27,3034.95
2016-12-28,3069.55
2016-12-29,3066.25
2016-12-30,3060.4
