Date,DECCANCE
2016-01-01,740.9
2016-01-04,736.25
2016-01-05,751.1
2016-01-06,736.15
2016-01-07,708.35
2016-01-08,705.55
2016-01-11,684.85
2016-01-12,690.2
2016-01-13,652.35
2016-01-14,635.95
2016-01-15,618.1
2016-01-18,597.65
2016-01-19,609.05
2016-01-20,587.75
2016-01-21,593.4
2016-01-22,631.9
2016-01-25,645.3
2016-01-27,645.8
2016-01-28,618.05
2016-01-29,613.45
2016-02-01,588.65
2016-02-02,569.15
2016-02-03,559.85
2016-02-04,567.3
2016-02-05,575.7
2016-02-08,597.2
2016-02-09,574.3
2016-02-10,554.4
2016-02-11,525.5
2016-02-12,522.4
2016-02-15,540.2
2016-02-16,521.6
2016-02-17,507.9
2016-02-18,517.95
2016-02-19,530.6
2016-02-22,528.65
2016-02-23,517.4
2016-02-24,515.75
2016-02-25,505.95
2016-02-26,509.45
2016-02-29,506.15
2016-03-01,525.35
2016-03-02,561.55
2016-03-03,561.6
2016-03-04,574.5
2016-03-08,558.4
2016-03-09,553.05
2016-03-10,555.3
2016-03-11,553.5
2016-03-14,553.55
2016-03-15,557.75
2016-03-16,541.3
2016-03-17,565.75
2016-03-18,579.9
2016-03-21,613.4
2016-03-22,593.5
2016-03-23,608.3
2016-03-28,586.55
2016-03-29,573.85
2016-03-30,596.95
2016-03-31,585.0
2016-04-01,581.45
2016-04-04,588.7
2016-04-05,578.9
2016-04-06,628.55
2016-04-07,612.15
2016-04-08,693.75
2016-04-11,699.2
2016-04-12,677.85
2016-04-13,677.2
2016-04-18,684.45
2016-04-20,697.95
2016-04-21,679.5
2016-04-22,702.0
2016-04-25,686.65
2016-04-26,689.9
2016-04-27,685.45
2016-04-28,668.65
2016-04-29,658.2
2016-05-02,665.15
2016-05-03,685.05
2016-05-04,672.5
2016-05-05,678.8
2016-05-06,702.65
2016-05-09,730.65
2016-05-10,744.55
2016-05-11,729.4
2016-05-12,767.35
2016-05-13,758.9
2016-05-16,756.85
2016-05-17,767.55
2016-05-18,791.8
2016-05-19,764.55
2016-05-20,738.55
2016-05-23,733.65
2016-05-24,691.4
2016-05-25,773.55
2016-05-26,765.5
2016-05-27,760.55
2016-05-30,768.5
2016-05-31,756.2
2016-06-01,770.45
2016-06-02,771.05
2016-06-03,779.1
2016-06-06,807.35
2016-06-07,813.15
2016-06-08,823.1
2016-06-09,813.0
2016-06-10,831.25
2016-06-13,826.3
2016-06-14,828.2
2016-06-15,831.5
2016-06-16,877.65
2016-06-17,925.75
2016-06-20,947.75
2016-06-21,943.65
2016-06-22,932.55
2016-06-23,904.75
2016-06-24,888.2
2016-06-27,915.45
2016-06-28,979.3
2016-06-29,985.3
2016-06-30,1009.45
2016-07-01,1023.15
2016-07-04,1025.05
2016-07-05,1050.75
2016-07-07,1086.2
2016-07-08,1066.7
2016-07-11,1080.7
2016-07-12,1057.25
2016-07-13,1007.45
2016-07-14,1014.25
2016-07-15,1017.5
2016-07-18,958.55
2016-07-19,934.1
2016-07-20,1052.5
2016-07-21,1021.35
2016-07-22,1049.8
2016-07-25,1040.85
2016-07-26,1005.85
2016-07-27,1003.25
2016-07-28,975.4
2016-07-29,992.0
2016-08-01,971.65
2016-08-02,946.95
2016-08-03,962.75
2016-08-04,975.45
2016-08-05,987.75
2016-08-08,997.55
2016-08-09,920.4
2016-08-10,903.9
2016-08-11,910.05
2016-08-12,889.8
2016-08-16,889.1
2016-08-17,919.5
2016-08-18,938.05
2016-08-19,923.8
2016-08-22,947.8
2016-08-23,936.7
2016-08-24,930.4
2016-08-25,933.0
2016-08-26,915.85
2016-08-29,920.3
2016-08-30,936.05
2016-08-31,942.45
2016-09-01,930.6
2016-09-02,921.65
2016-09-06,928.2
2016-09-07,925.45
2016-09-08,928.85
2016-09-09,955.4
2016-09-12,933.3
2016-09-14,931.15
2016-09-15,939.0
2016-09-16,936.75
2016-09-19,958.1
2016-09-20,958.8
2016-09-21,979.4
2016-09-22,997.55
2016-09-23,996.8
2016-09-26,960.9
2016-09-27,953.75
2016-09-28,953.1
2016-09-29,931.5
2016-09-30,980.9
2016-10-03,1032.05
2016-10-04,1055.85
2016-10-05,1051.55
2016-10-06,1052.7
2016-10-07,1049.05
2016-10-10,1070.8
2016-10-13,1062.45
2016-10-14,1101.1
2016-10-17,1146.9
2016-10-18,1162.2
2016-10-19,1156.55
2016-10-20,1141.5
2016-10-21,1151.5
2016-10-24,1151.05
2016-10-25,1173.5
2016-10-26,1170.1
2016-10-27,1151.5
2016-10-28,1155.25
2016-10-30,1165.65
2016-11-01,1200.9
2016-11-02,1180.1
2016-11-03,1143.2
2016-11-04,1105.1
2016-11-07,1094.4
2016-11-08,1047.85
2016-11-09,987.7
2016-11-10,1023.75
2016-11-11,975.9
2016-11-15,844.6
2016-11-16,811.6
2016-11-17,802.45
2016-11-18,824.75
2016-11-21,790.0
2016-11-22,796.85
2016-11-23,817.15
2016-11-24,821.7
2016-11-25,831.8
2016-11-28,917.45
2016-11-29,912.35
2016-11-30,942.3
2016-12-01,916.05
2016-12-02,911.5
2016-12-05,934.45
2016-12-06,940.7
2016-12-07,928.35
2016-12-08,968.25
2016-12-09,964.1
2016-12-12,946.15
2016-12-13,944.25
2016-12-14,936.95
2016-12-15,936.7
2016-12-16,921.6
2016-12-19,946.55
2016-12-20,925.9
2016-12-21,928.15
2016-12-22,923.05
2016-12-23,917.8
2016-12-26,887.85
2016-12-27,924.4
2016-12-28,925.05
2016-12-29,937.45
2016-12-30,941.55
