Date,AMARAJABAT
2016-01-01,867.45
2016-01-04,870.6
2016-01-05,871.0
2016-01-06,861.8
2016-01-07,838.25
2016-01-08,845.35
2016-01-11,841.25
2016-01-12,834.8
2016-01-13,835.05
2016-01-14,816.7
2016-01-15,813.65
2016-01-18,787.95
2016-01-19,808.95
2016-01-20,794.9
2016-01-21,804.95
2016-01-22,820.85
2016-01-25,838.45
2016-01-27,821.95
2016-01-28,816.55
2016-01-29,838.25
2016-02-01,876.3
2016-02-02,862.3
2016-02-03,864.2
2016-02-04,852.9
2016-02-05,883.3
2016-02-08,870.45
2016-02-09,867.05
2016-02-10,872.25
2016-02-11,861.0
2016-02-12,824.05
2016-02-15,875.7
2016-02-16,842.5
2016-02-17,838.95
2016-02-18,870.45
2016-02-19,885.1
2016-02-22,890.45
2016-02-23,879.45
2016-02-24,881.85
2016-02-25,863.0
2016-02-26,858.7
2016-02-29,850.55
2016-03-01,864.65
2016-03-02,875.65
2016-03-03,869.15
2016-03-04,864.9
2016-03-08,891.85
2016-03-09,903.4
2016-03-10,907.2
2016-03-11,894.15
2016-03-14,913.6
2016-03-15,907.65
2016-03-16,901.5
2016-03-17,903.6
2016-03-18,896.3
2016-03-21,905.8
2016-03-22,903.4
2016-03-23,904.7
2016-03-28,885.45
2016-03-29,886.0
2016-03-30,888.8
2016-03-31,877.6
2016-04-01,887.05
2016-04-04,903.7
2016-04-05,891.15
2016-04-06,877.7
2016-04-07,867.45
2016-04-08,861.65
2016-04-11,890.75
2016-04-12,894.65
2016-04-13,900.2
2016-04-18,939.0
2016-04-20,923.75
2016-04-21,928.2
2016-04-22,928.8
2016-04-25,930.0
2016-04-26,949.2
2016-04-27,941.1
2016-04-28,938.15
2016-04-29,955.85
2016-05-02,958.7
2016-05-03,956.95
2016-05-04,942.3
2016-05-05,930.95
2016-05-06,941.15
2016-05-09,948.0
2016-05-10,954.25
2016-05-11,952.85
2016-05-12,950.1
2016-05-13,944.65
2016-05-16,943.0
2016-05-17,951.15
2016-05-18,949.6
2016-05-19,941.95
2016-05-20,947.75
2016-05-23,921.8
2016-05-24,894.35
2016-05-25,850.6
2016-05-26,856.85
2016-05-27,861.2
2016-05-30,849.85
2016-05-31,839.6
2016-06-01,845.2
2016-06-02,841.4
2016-06-03,837.05
2016-06-06,837.45
2016-06-07,835.0
2016-06-08,843.0
2016-06-09,841.05
2016-06-10,847.9
2016-06-13,853.15
2016-06-14,854.95
2016-06-15,876.45
2016-06-16,865.0
2016-06-17,865.15
2016-06-20,858.2
2016-06-21,860.85
2016-06-22,865.0
2016-06-23,866.05
2016-06-24,850.25
2016-06-27,851.25
2016-06-28,864.8
2016-06-29,876.0
2016-06-30,868.55
2016-07-01,861.1
2016-07-04,864.65
2016-07-05,856.35
2016-07-07,835.95
2016-07-08,845.45
2016-07-11,852.15
2016-07-12,860.15
2016-07-13,870.05
2016-07-14,877.8
2016-07-15,876.1
2016-07-18,858.0
2016-07-19,872.7
2016-07-20,874.1
2016-07-21,879.2
2016-07-22,903.55
2016-07-25,907.95
2016-07-26,891.75
2016-07-27,896.7
2016-07-28,894.6
2016-07-29,937.1
2016-08-01,923.65
2016-08-02,921.95
2016-08-03,913.85
2016-08-04,877.4
2016-08-05,901.8
2016-08-08,930.6
2016-08-09,919.15
2016-08-10,908.0
2016-08-11,907.45
2016-08-12,911.0
2016-08-16,904.0
2016-08-17,928.65
2016-08-18,918.8
2016-08-19,920.7
2016-08-22,894.0
2016-08-23,887.9
2016-08-24,891.6
2016-08-25,883.25
2016-08-26,903.2
2016-08-29,920.85
2016-08-30,926.05
2016-08-31,956.35
2016-09-01,969.8
2016-09-02,998.0
2016-09-06,1037.2
2016-09-07,1017.1
2016-09-08,1026.7
2016-09-09,1019.2
2016-09-12,985.2
2016-09-14,1000.0
2016-09-15,1038.8
2016-09-16,1003.4
2016-09-19,1003.4
2016-09-20,991.6
2016-09-21,990.65
2016-09-22,1032.65
2016-09-23,1023.3
2016-09-26,1017.2
2016-09-27,1010.65
2016-09-28,1028.0
2016-09-29,998.45
2016-09-30,1010.8
2016-10-03,1029.8
2016-10-04,1063.7
2016-10-05,1054.95
2016-10-06,1040.6
2016-10-07,1047.8
2016-10-10,1052.75
2016-10-13,1034.65
2016-10-14,1040.8
2016-10-17,1018.45
2016-10-18,1043.0
2016-10-19,1039.4
2016-10-20,1034.6
2016-10-21,1025.45
2016-10-24,1038.1
2016-10-25,1032.3
2016-10-26,1018.4
2016-10-27,998.85
2016-10-28,1012.35
2016-10-30,1026.45
2016-11-01,1038.65
2016-11-02,1030.35
2016-11-03,1024.25
2016-11-04,1007.45
2016-11-07,1013.65
2016-11-08,1014.35
2016-11-09,993.9
2016-11-10,1007.55
2016-11-11,962.0
2016-11-15,874.35
2016-11-16,933.35
2016-11-17,929.55
2016-11-18,936.5
2016-11-21,909.05
2016-11-22,926.95
2016-11-23,938.35
2016-11-24,919.15
2016-11-25,927.65
2016-11-28,924.6
2016-11-29,926.75
2016-11-30,939.05
2016-12-01,944.6
2016-12-02,924.35
2016-12-05,915.95
2016-12-06,922.4
2016-12-07,916.75
2016-12-08,930.4
2016-12-09,927.65
2016-12-12,900.3
2016-12-13,906.85
2016-12-14,900.45
2016-12-15,909.8
2016-12-16,904.0
2016-12-19,900.9
2016-12-20,879.0
2016-12-21,887.1
2016-12-22,869.55
2016-12-23,887.05
2016-12-26,873.0
2016-12-27,869.6
2016-12-28,870.6
2016-12-29,873.75
2016-12-30,870.3
