Date,NUCLEUS
2016-01-01,259.3
2016-01-04,254.65
2016-01-05,256.95
2016-01-06,256.7
2016-01-07,246.7
2016-01-08,248.3
2016-01-11,261.65
2016-01-12,257.9
2016-01-13,252.45
2016-01-14,247.85
2016-01-15,240.75
2016-01-18,233.35
2016-01-19,238.35
2016-01-20,232.05
2016-01-21,230.95
2016-01-22,231.85
2016-01-25,224.4
2016-01-27,222.95
2016-01-28,218.55
2016-01-29,219.25
2016-02-01,219.65
2016-02-02,216.45
2016-02-03,208.5
2016-02-04,199.4
2016-02-05,198.7
2016-02-08,201.85
2016-02-09,199.0
2016-02-10,195.85
2016-02-11,182.6
2016-02-12,182.1
2016-02-15,186.4
2016-02-16,173.95
2016-02-17,168.75
2016-02-18,168.7
2016-02-19,170.7
2016-02-22,171.35
2016-02-23,170.9
2016-02-24,166.2
2016-02-25,159.85
2016-02-26,156.05
2016-02-29,151.5
2016-03-01,181.8
2016-03-02,196.85
2016-03-03,195.15
2016-03-04,195.3
2016-03-08,193.2
2016-03-09,200.6
2016-03-10,196.45
2016-03-11,196.95
2016-03-14,199.65
2016-03-15,194.3
2016-03-16,194.45
2016-03-17,195.45
2016-03-18,194.85
2016-03-21,193.9
2016-03-22,194.65
2016-03-23,192.55
2016-03-28,189.7
2016-03-29,183.1
2016-03-30,194.4
2016-03-31,193.35
2016-04-01,193.5
2016-04-04,204.0
2016-04-05,197.0
2016-04-06,198.1
2016-04-07,195.65
2016-04-08,193.7
2016-04-11,193.95
2016-04-12,194.55
2016-04-13,197.6
2016-04-18,202.65
2016-04-20,208.75
2016-04-21,207.5
2016-04-22,207.9
2016-04-25,208.55
2016-04-26,208.35
2016-04-27,208.95
2016-04-28,204.55
2016-04-29,200.6
2016-05-02,202.75
2016-05-03,206.0
2016-05-04,198.65
2016-05-05,212.6
2016-05-06,207.95
2016-05-09,212.95
2016-05-10,209.5
2016-05-11,206.9
2016-05-12,208.6
2016-05-13,206.75
2016-05-16,204.3
2016-05-17,204.55
2016-05-18,207.05
2016-05-19,205.7
2016-05-20,203.1
2016-05-23,202.75
2016-05-24,200.8
2016-05-25,202.55
2016-05-26,202.65
2016-05-27,204.95
2016-05-30,205.3
2016-05-31,202.95
2016-06-01,211.45
2016-06-02,210.0
2016-06-03,209.2
2016-06-06,210.1
2016-06-07,209.65
2016-06-08,210.55
2016-06-09,210.65
2016-06-10,208.95
2016-06-13,205.3
2016-06-14,206.2
2016-06-15,210.0
2016-06-16,207.85
2016-06-17,205.7
2016-06-20,207.75
2016-06-21,218.3
2016-06-22,219.9
2016-06-23,216.8
2016-06-24,212.75
2016-06-27,214.7
2016-06-28,217.5
2016-06-29,219.2
2016-06-30,225.6
2016-07-01,226.8
2016-07-04,225.3
2016-07-05,221.6
2016-07-07,221.5
2016-07-08,218.15
2016-07-11,217.5
2016-07-12,216.85
2016-07-13,216.2
2016-07-14,215.0
2016-07-15,213.95
2016-07-18,210.25
2016-07-19,209.95
2016-07-20,212.65
2016-07-21,197.35
2016-07-22,197.6
2016-07-25,196.75
2016-07-26,195.3
2016-07-27,195.4
2016-07-28,196.05
2016-07-29,194.05
2016-08-01,193.55
2016-08-02,192.05
2016-08-03,190.65
2016-08-04,194.35
2016-08-05,194.6
2016-08-08,193.8
2016-08-09,192.35
2016-08-10,188.45
2016-08-11,182.75
2016-08-12,184.75
2016-08-16,184.4
2016-08-17,183.4
2016-08-18,183.2
2016-08-19,186.05
2016-08-22,193.9
2016-08-23,190.7
2016-08-24,195.0
2016-08-25,188.9
2016-08-26,185.45
2016-08-29,181.6
2016-08-30,181.9
2016-08-31,190.45
2016-09-01,189.4
2016-09-02,184.1
2016-09-06,183.45
2016-09-07,184.7
2016-09-08,184.4
2016-09-09,184.5
2016-09-12,182.75
2016-09-14,182.25
2016-09-15,184.8
2016-09-16,185.8
2016-09-19,184.3
2016-09-20,185.75
2016-09-21,186.1
2016-09-22,186.95
2016-09-23,184.85
2016-09-26,182.1
2016-09-27,181.45
2016-09-28,181.25
2016-09-29,174.6
2016-09-30,175.55
2016-10-03,179.0
2016-10-04,180.7
2016-10-05,184.35
2016-10-06,182.65
2016-10-07,183.25
2016-10-10,183.5
2016-10-13,182.3
2016-10-14,183.3
2016-10-17,181.85
2016-10-18,183.55
2016-10-19,185.0
2016-10-20,190.75
2016-10-21,221.8
2016-10-24,222.55
2016-10-25,219.85
2016-10-26,219.75
2016-10-27,216.05
2016-10-28,216.6
2016-10-30,216.6
2016-11-01,215.55
2016-11-02,204.8
2016-11-03,204.95
2016-11-04,199.45
2016-11-07,204.65
2016-11-08,203.9
2016-11-09,197.5
2016-11-10,211.05
2016-11-11,205.0
2016-11-15,204.1
2016-11-16,207.8
2016-11-17,204.45
2016-11-18,200.9
2016-11-21,191.3
2016-11-22,195.5
2016-11-23,203.05
2016-11-24,224.4
2016-11-25,225.05
2016-11-28,229.65
2016-11-29,224.9
2016-11-30,269.85
2016-12-01,256.8
2016-12-02,272.95
2016-12-05,271.4
2016-12-06,280.9
2016-12-07,273.25
2016-12-08,289.05
2016-12-09,292.3
2016-12-12,287.7
2016-12-13,286.85
2016-12-14,276.0
2016-12-15,274.7
2016-12-16,270.75
2016-12-19,270.3
2016-12-20,261.75
2016-12-21,266.05
2016-12-22,254.85
2016-12-23,256.4
2016-12-26,239.15
2016-12-27,247.3
2016-12-28,246.9
2016-12-29,248.85
2016-12-30,256.1
