Date,HATHWAY
2016-01-01,44.55
2016-01-04,43.2
2016-01-05,44.0
2016-01-06,43.7
2016-01-07,42.25
2016-01-08,42.8
2016-01-11,42.4
2016-01-12,41.6
2016-01-13,42.15
2016-01-14,41.65
2016-01-15,40.45
2016-01-18,40.15
2016-01-19,41.0
2016-01-20,39.0
2016-01-21,37.4
2016-01-22,36.95
2016-01-25,36.4
2016-01-27,37.35
2016-01-28,37.55
2016-01-29,38.15
2016-02-01,37.9
2016-02-02,37.7
2016-02-03,36.8
2016-02-04,36.4
2016-02-05,36.75
2016-02-08,37.3
2016-02-09,35.8
2016-02-10,36.7
2016-02-11,35.6
2016-02-12,35.65
2016-02-15,35.4
2016-02-16,35.35
2016-02-17,35.25
2016-02-18,35.25
2016-02-19,34.6
2016-02-22,34.9
2016-02-23,33.55
2016-02-24,32.85
2016-02-25,32.0
2016-02-26,31.05
2016-02-29,29.95
2016-03-01,33.6
2016-03-02,37.65
2016-03-03,38.05
2016-03-04,36.05
2016-03-08,38.15
2016-03-09,37.05
2016-03-10,36.3
2016-03-11,37.4
2016-03-14,37.0
2016-03-15,36.8
2016-03-16,37.65
2016-03-17,36.25
2016-03-18,35.65
2016-03-21,35.7
2016-03-22,35.15
2016-03-23,36.3
2016-03-28,36.65
2016-03-29,36.6
2016-03-30,36.55
2016-03-31,38.75
2016-04-01,38.3
2016-04-04,38.75
2016-04-05,37.85
2016-04-06,37.45
2016-04-07,36.6
2016-04-08,36.85
2016-04-11,37.0
2016-04-12,36.55
2016-04-13,36.35
2016-04-18,36.75
2016-04-20,36.4
2016-04-21,36.45
2016-04-22,36.1
2016-04-25,36.15
2016-04-26,36.25
2016-04-27,36.05
2016-04-28,36.6
2016-04-29,36.85
2016-05-02,36.2
2016-05-03,36.25
2016-05-04,36.35
2016-05-05,36.75
2016-05-06,36.65
2016-05-09,36.6
2016-05-10,36.6
2016-05-11,36.3
2016-05-12,36.15
2016-05-13,35.75
2016-05-16,35.4
2016-05-17,35.45
2016-05-18,33.4
2016-05-19,31.65
2016-05-20,32.05
2016-05-23,31.5
2016-05-24,32.4
2016-05-25,33.0
2016-05-26,33.6
2016-05-27,33.8
2016-05-30,34.05
2016-05-31,34.85
2016-06-01,34.5
2016-06-02,34.6
2016-06-03,34.0
2016-06-06,33.8
2016-06-07,33.9
2016-06-08,34.0
2016-06-09,33.95
2016-06-10,33.5
2016-06-13,33.45
2016-06-14,33.5
2016-06-15,33.65
2016-06-16,33.5
2016-06-17,33.25
2016-06-20,33.3
2016-06-21,33.15
2016-06-22,33.05
2016-06-23,33.05
2016-06-24,32.7
2016-06-27,32.7
2016-06-28,32.95
2016-06-29,32.95
2016-06-30,33.35
2016-07-01,33.3
2016-07-04,33.95
2016-07-05,34.0
2016-07-07,33.45
2016-07-08,33.3
2016-07-11,33.5
2016-07-12,33.75
2016-07-13,33.4
2016-07-14,33.35
2016-07-15,32.65
2016-07-18,32.55
2016-07-19,32.8
2016-07-20,32.1
2016-07-21,31.65
2016-07-22,32.25
2016-07-25,31.95
2016-07-26,32.05
2016-07-27,31.45
2016-07-28,31.55
2016-07-29,31.65
2016-08-01,31.55
2016-08-02,32.0
2016-08-03,32.55
2016-08-04,32.25
2016-08-05,32.1
2016-08-08,32.2
2016-08-09,31.6
2016-08-10,31.15
2016-08-11,31.05
2016-08-12,30.85
2016-08-16,30.65
2016-08-17,30.85
2016-08-18,30.75
2016-08-19,30.6
2016-08-22,30.6
2016-08-23,30.15
2016-08-24,29.95
2016-08-25,29.85
2016-08-26,29.8
2016-08-29,30.85
2016-08-30,30.6
2016-08-31,30.1
2016-09-01,28.25
2016-09-02,27.45
2016-09-06,27.55
2016-09-07,28.3
2016-09-08,27.8
2016-09-09,27.35
2016-09-12,26.0
2016-09-14,25.35
2016-09-15,25.75
2016-09-16,25.75
2016-09-19,25.8
2016-09-20,25.7
2016-09-21,25.75
2016-09-22,25.6
2016-09-23,25.55
2016-09-26,24.9
2016-09-27,24.85
2016-09-28,24.9
2016-09-29,24.65
2016-09-30,26.15
2016-10-03,31.35
2016-10-04,30.45
2016-10-05,30.5
2016-10-06,30.55
2016-10-07,31.1
2016-10-10,30.25
2016-10-13,30.45
2016-10-14,31.75
2016-10-17,31.7
2016-10-18,31.45
2016-10-19,31.35
2016-10-20,31.1
2016-10-21,31.25
2016-10-24,31.15
2016-10-25,31.05
2016-10-26,31.0
2016-10-27,30.7
2016-10-28,30.85
2016-10-30,30.8
2016-11-01,30.3
2016-11-02,30.4
2016-11-03,30.15
2016-11-04,30.05
2016-11-07,30.35
2016-11-08,30.95
2016-11-09,30.65
2016-11-10,30.5
2016-11-11,30.9
2016-11-15,30.2
2016-11-16,30.9
2016-11-17,30.3
2016-11-18,31.6
2016-11-21,31.65
2016-11-22,31.65
2016-11-23,33.65
2016-11-24,34.15
2016-11-25,34.6
2016-11-28,34.15
2016-11-29,33.9
2016-11-30,34.3
2016-12-01,36.55
2016-12-02,35.65
2016-12-05,36.15
2016-12-06,35.15
2016-12-07,34.35
2016-12-08,33.95
2016-12-09,34.05
2016-12-12,33.75
2016-12-13,34.3
2016-12-14,34.3
2016-12-15,36.45
2016-12-16,35.45
2016-12-19,34.7
2016-12-20,34.6
2016-12-21,34.35
2016-12-22,34.1
2016-12-23,33.75
2016-12-26,34.45
2016-12-27,34.35
2016-12-28,34.3
2016-12-29,34.15
2016-12-30,34.5
