Date,QGOLDHALF
2016-01-01,1152.0
2016-01-04,1158.4
2016-01-05,1163.85
2016-01-06,1172.45
2016-01-07,1185.95
2016-01-08,1187.95
2016-01-11,1191.1
2016-01-12,1185.05
2016-01-13,1175.0
2016-01-14,1189.0
2016-01-15,1189.45
2016-01-18,1191.75
2016-01-19,1190.0
2016-01-20,1196.85
2016-01-21,1195.15
2016-01-22,1190.3
2016-01-25,1199.95
2016-01-27,1213.2
2016-01-28,1219.35
2016-01-29,1213.4
2016-02-01,1216.9
2016-02-02,1226.55
2016-02-03,1231.1
2016-02-04,1234.65
2016-02-05,1244.9
2016-02-08,1269.45
2016-02-09,1282.55
2016-02-10,1270.35
2016-02-11,1300.4
2016-02-12,1309.65
2016-02-15,1290.05
2016-02-16,1301.45
2016-02-17,1287.95
2016-02-18,1287.65
2016-02-19,1299.1
2016-02-22,1293.65
2016-02-23,1303.4
2016-02-24,1305.5
2016-02-25,1319.95
2016-02-26,1314.2
2016-02-29,1318.2
2016-03-01,1322.8
2016-03-02,1301.55
2016-03-03,1309.6
2016-03-04,1328.85
2016-03-08,1336.35
2016-03-09,1322.9
2016-03-10,1314.8
2016-03-11,1311.15
2016-03-14,1300.0
2016-03-15,1298.95
2016-03-16,1300.0
2016-03-17,1316.9
2016-03-18,1304.15
2016-03-21,1294.75
2016-03-22,1300.5
2016-03-23,1282.0
2016-03-28,1261.7
2016-03-29,1263.8
2016-03-30,1280.05
2016-03-31,1277.35
2016-04-01,1285.0
2016-04-04,1267.45
2016-04-05,1290.05
2016-04-06,1289.4
2016-04-07,1300.0
2016-04-08,1303.45
2016-04-11,1308.75
2016-04-12,1314.4
2016-04-13,1309.45
2016-04-18,1311.75
2016-04-20,1315.8
2016-04-21,1327.5
2016-04-22,1324.7
2016-04-25,1315.0
2016-04-26,1316.6
2016-04-27,1324.45
2016-04-28,1333.1
2016-04-29,1351.0
2016-05-02,1363.85
2016-05-03,1364.05
2016-05-04,1351.2
2016-05-05,1350.8
2016-05-06,1354.9
2016-05-09,1353.1
2016-05-10,1343.65
2016-05-11,1351.25
2016-05-12,1344.4
2016-05-13,1352.35
2016-05-16,1359.45
2016-05-17,1351.35
2016-05-18,1351.6
2016-05-19,1351.6
2016-05-20,1350.7
2016-05-23,1349.0
2016-05-24,1345.05
2016-05-25,1330.1
2016-05-26,1334.55
2016-05-27,1326.15
2016-05-30,1317.25
2016-05-31,1317.85
2016-06-01,1319.3
2016-06-02,1315.0
2016-06-03,1310.0
2016-06-06,1323.45
2016-06-07,1319.5
2016-06-08,1320.05
2016-06-09,1324.9
2016-06-10,1331.85
2016-06-13,1340.45
2016-06-14,1343.0
2016-06-15,1340.95
2016-06-16,1356.9
2016-06-17,1339.75
2016-06-20,1346.0
2016-06-21,1344.75
2016-06-22,1335.95
2016-06-23,1331.5
2016-06-24,1370.9
2016-06-27,1384.75
2016-06-28,1381.45
2016-06-29,1378.65
2016-06-30,1374.8
2016-07-01,1387.0
2016-07-04,1390.1
2016-07-05,1388.0
2016-07-07,1400.0
2016-07-08,1402.0
2016-07-11,1403.25
2016-07-12,1404.95
2016-07-13,1396.0
2016-07-14,1388.0
2016-07-15,1385.75
2016-07-18,1381.9
2016-07-19,1384.0
2016-07-20,1383.6
2016-07-21,1383.9
2016-07-22,1382.95
2016-07-25,1380.3
2016-07-26,1386.95
2016-07-27,1384.95
2016-07-28,1396.15
2016-07-29,1391.45
2016-08-01,1405.15
2016-08-02,1412.9
2016-08-03,1415.0
2016-08-04,1410.9
2016-08-05,1412.0
2016-08-08,1394.5
2016-08-09,1393.8
2016-08-10,1412.55
2016-08-11,1414.8
2016-08-12,1407.8
2016-08-16,1419.25
2016-08-17,1418.6
2016-08-18,1419.35
2016-08-19,1426.0
2016-08-22,1418.0
2016-08-23,1418.95
2016-08-24,1412.8
2016-08-25,1410.45
2016-08-26,1408.4
2016-08-29,1401.8
2016-08-30,1405.0
2016-08-31,1403.2
2016-09-01,1399.1
2016-09-02,1393.75
2016-09-06,1397.2
2016-09-07,1407.35
2016-09-08,1407.25
2016-09-09,1396.8
2016-09-12,1410.35
2016-09-14,1404.05
2016-09-15,1403.7
2016-09-16,1395.15
2016-09-19,1402.8
2016-09-20,1406.0
2016-09-21,1409.0
2016-09-22,1412.05
2016-09-23,1410.9
2016-09-26,1409.45
2016-09-27,1410.05
2016-09-28,1401.4
2016-09-29,1411.7
2016-09-30,1408.95
2016-10-03,1404.1
2016-10-04,1402.45
2016-10-05,1387.45
2016-10-06,1381.85
2016-10-07,1380.0
2016-10-10,1390.9
2016-10-13,1382.95
2016-10-14,1381.55
2016-10-17,1378.0
2016-10-18,1375.65
2016-10-19,1371.9
2016-10-20,1374.75
2016-10-21,1380.05
2016-10-24,1374.95
2016-10-25,1379.05
2016-10-26,1382.7
2016-10-27,1379.8
2016-10-28,1386.6
2016-10-30,1390.9
2016-11-01,1390.9
2016-11-02,1397.55
2016-11-03,1398.4
2016-11-04,1405.0
2016-11-07,1398.95
2016-11-08,1396.95
2016-11-09,1401.85
2016-11-10,1391.45
2016-11-11,1381.8
2016-11-15,1367.75
2016-11-16,1363.6
2016-11-17,1365.2
2016-11-18,1346.0
2016-11-21,1345.7
2016-11-22,1343.35
2016-11-23,1345.0
2016-11-24,1325.3
2016-11-25,1311.45
2016-11-28,1316.8
2016-11-29,1313.35
2016-11-30,1307.65
2016-12-01,1300.2
2016-12-02,1301.05
2016-12-05,1298.45
2016-12-06,1299.6
2016-12-07,1293.0
2016-12-08,1292.9
2016-12-09,1285.8
2016-12-12,1278.25
2016-12-13,1273.15
2016-12-14,1275.8
2016-12-15,1257.6
2016-12-16,1254.5
2016-12-19,1255.95
2016-12-20,1255.0
2016-12-21,1254.0
2016-12-22,1261.35
2016-12-23,1244.05
2016-12-26,1243.9
2016-12-27,1256.05
2016-12-28,1261.1
2016-12-29,1270.0
2016-12-30,1274.85
