Date,GOLDSHARE
2016-01-01,2276.55
2016-01-04,2287.85
2016-01-05,2307.05
2016-01-06,2315.3
2016-01-07,2359.5
2016-01-08,2356.45
2016-01-11,2349.5
2016-01-12,2344.3
2016-01-13,2309.45
2016-01-14,2357.25
2016-01-15,2352.9
2016-01-18,2370.75
2016-01-19,2351.5
2016-01-20,2365.1
2016-01-21,2362.1
2016-01-22,2379.7
2016-01-25,2385.85
2016-01-27,2412.95
2016-01-28,2417.5
2016-01-29,2416.85
2016-02-01,2430.6
2016-02-02,2446.3
2016-02-03,2444.1
2016-02-04,2468.95
2016-02-05,2479.5
2016-02-08,2505.7
2016-02-09,2546.0
2016-02-10,2523.75
2016-02-11,2579.65
2016-02-12,2601.5
2016-02-15,2570.05
2016-02-16,2577.2
2016-02-17,2553.1
2016-02-18,2561.1
2016-02-19,2580.8
2016-02-22,2562.65
2016-02-23,2589.6
2016-02-24,2590.85
2016-02-25,2594.7
2016-02-26,2605.55
2016-02-29,2623.6
2016-03-01,2631.7
2016-03-02,2596.95
2016-03-03,2615.15
2016-03-04,2642.8
2016-03-08,2648.35
2016-03-09,2627.5
2016-03-10,2627.4
2016-03-11,2652.2
2016-03-14,2638.8
2016-03-15,2613.55
2016-03-16,2616.9
2016-03-17,2633.15
2016-03-18,2610.75
2016-03-21,2609.7
2016-03-22,2615.2
2016-03-23,2581.95
2016-03-28,2550.6
2016-03-29,2551.25
2016-03-30,2577.4
2016-03-31,2579.6
2016-04-01,2585.8
2016-04-04,2563.15
2016-04-05,2593.7
2016-04-06,2595.1
2016-04-07,2609.25
2016-04-08,2615.9
2016-04-11,2621.9
2016-04-12,2649.7
2016-04-13,2631.75
2016-04-18,2625.85
2016-04-20,2648.45
2016-04-21,2671.2
2016-04-22,2662.7
2016-04-25,2640.85
2016-04-26,2633.5
2016-04-27,2656.15
2016-04-28,2673.65
2016-04-29,2702.85
2016-05-02,2720.7
2016-05-03,2718.85
2016-05-04,2706.05
2016-05-05,2705.25
2016-05-06,2713.65
2016-05-09,2702.0
2016-05-10,2692.45
2016-05-11,2705.2
2016-05-12,2697.65
2016-05-13,2709.7
2016-05-16,2712.1
2016-05-17,2711.85
2016-05-18,2708.7
2016-05-19,2698.8
2016-05-20,2712.35
2016-05-23,2697.6
2016-05-24,2691.2
2016-05-25,2654.2
2016-05-26,2644.1
2016-05-27,2622.5
2016-05-30,2609.2
2016-05-31,2610.9
2016-06-01,2623.65
2016-06-02,2607.05
2016-06-03,2608.2
2016-06-06,2646.65
2016-06-07,2633.2
2016-06-08,2636.35
2016-06-09,2650.65
2016-06-10,2660.65
2016-06-13,2689.55
2016-06-14,2687.8
2016-06-15,2684.95
2016-06-16,2702.6
2016-06-17,2680.45
2016-06-20,2682.15
2016-06-21,2686.6
2016-06-22,2669.65
2016-06-23,2664.0
2016-06-24,2697.1
2016-06-27,2727.45
2016-06-28,2727.4
2016-06-29,2734.0
2016-06-30,2721.2
2016-07-01,2729.8
2016-07-04,2755.45
2016-07-05,2748.8
2016-07-07,2823.9
2016-07-08,2838.95
2016-07-11,2847.7
2016-07-12,2838.15
2016-07-13,2831.8
2016-07-14,2808.25
2016-07-15,2800.65
2016-07-18,2813.95
2016-07-19,2800.3
2016-07-20,2791.8
2016-07-21,2792.95
2016-07-22,2802.7
2016-07-25,2799.8
2016-07-26,2804.85
2016-07-27,2802.45
2016-07-28,2806.85
2016-07-29,2806.6
2016-08-01,2821.7
2016-08-02,2830.15
2016-08-03,2857.0
2016-08-04,2838.3
2016-08-05,2840.65
2016-08-08,2806.25
2016-08-09,2810.05
2016-08-10,2847.65
2016-08-11,2841.35
2016-08-12,2833.9
2016-08-16,2838.1
2016-08-17,2841.65
2016-08-18,2865.7
2016-08-19,2908.85
2016-08-22,2847.95
2016-08-23,2843.05
2016-08-24,2847.05
2016-08-25,2832.15
2016-08-26,2836.95
2016-08-29,2814.4
2016-08-30,2827.6
2016-08-31,2814.7
2016-09-01,2799.25
2016-09-02,2797.15
2016-09-06,2794.45
2016-09-07,2822.15
2016-09-08,2807.3
2016-09-09,2807.0
2016-09-12,2813.25
2016-09-14,2811.55
2016-09-15,2851.2
2016-09-16,2816.65
2016-09-19,2829.05
2016-09-20,2833.35
2016-09-21,2839.35
2016-09-22,2848.7
2016-09-23,2843.35
2016-09-26,2840.65
2016-09-27,2831.8
2016-09-28,2814.75
2016-09-29,2841.9
2016-09-30,2830.15
2016-10-03,2823.4
2016-10-04,2816.3
2016-10-05,2787.85
2016-10-06,2783.75
2016-10-07,2762.85
2016-10-10,2770.75
2016-10-13,2764.1
2016-10-14,2755.25
2016-10-17,2745.25
2016-10-18,2741.05
2016-10-19,2740.3
2016-10-20,2746.8
2016-10-21,2739.45
2016-10-24,2714.35
2016-10-25,2701.0
2016-10-26,2697.85
2016-10-27,2714.0
2016-10-28,2709.8
2016-10-30,2745.55
2016-11-01,2714.7
2016-11-02,2734.25
2016-11-03,2730.75
2016-11-04,2744.7
2016-11-07,2733.35
2016-11-08,2748.2
2016-11-09,2788.7
2016-11-10,2775.0
2016-11-11,2739.15
2016-11-15,2708.2
2016-11-16,2690.35
2016-11-17,2677.2
2016-11-18,2623.3
2016-11-21,2635.05
2016-11-22,2660.7
2016-11-23,2650.8
2016-11-24,2627.5
2016-11-25,2602.5
2016-11-28,2628.95
2016-11-29,2626.9
2016-11-30,2619.75
2016-12-01,2584.85
2016-12-02,2574.35
2016-12-05,2563.4
2016-12-06,2564.75
2016-12-07,2559.5
2016-12-08,2552.8
2016-12-09,2549.25
2016-12-12,2540.5
2016-12-13,2537.95
2016-12-14,2543.6
2016-12-15,2512.95
2016-12-16,2499.6
2016-12-19,2498.1
2016-12-20,2491.0
2016-12-21,2493.4
2016-12-22,2485.5
2016-12-23,2484.4
2016-12-26,2483.7
2016-12-27,2487.1
2016-12-28,2488.9
2016-12-29,2495.3
2016-12-30,2498.4
