Date,GEECEE
2016-01-01,136.55
2016-01-04,134.4
2016-01-05,139.55
2016-01-06,137.9
2016-01-07,132.2
2016-01-08,133.05
2016-01-11,130.35
2016-01-12,129.25
2016-01-13,123.05
2016-01-14,131.75
2016-01-15,124.95
2016-01-18,113.35
2016-01-19,122.15
2016-01-20,119.9
2016-01-21,106.65
2016-01-22,113.75
2016-01-25,118.35
2016-01-27,113.75
2016-01-28,113.65
2016-01-29,113.75
2016-02-01,112.1
2016-02-02,109.4
2016-02-03,106.75
2016-02-04,101.75
2016-02-05,103.85
2016-02-08,101.35
2016-02-09,100.95
2016-02-10,97.35
2016-02-11,94.05
2016-02-12,91.2
2016-02-15,94.15
2016-02-16,93.1
2016-02-17,90.9
2016-02-18,92.35
2016-02-19,90.85
2016-02-22,92.7
2016-02-23,94.1
2016-02-24,92.55
2016-02-25,94.65
2016-02-26,95.2
2016-02-29,91.35
2016-03-01,98.0
2016-03-02,103.15
2016-03-03,106.55
2016-03-04,103.4
2016-03-08,103.95
2016-03-09,101.95
2016-03-10,106.9
2016-03-11,105.9
2016-03-14,107.4
2016-03-15,110.55
2016-03-16,107.35
2016-03-17,108.15
2016-03-18,108.75
2016-03-21,105.9
2016-03-22,107.1
2016-03-23,108.5
2016-03-28,101.65
2016-03-29,102.25
2016-03-30,103.25
2016-03-31,103.75
2016-04-01,103.45
2016-04-04,105.1
2016-04-05,102.25
2016-04-06,102.9
2016-04-07,103.85
2016-04-08,107.75
2016-04-11,106.95
2016-04-12,114.85
2016-04-13,126.15
2016-04-18,141.85
2016-04-20,138.45
2016-04-21,135.65
2016-04-22,135.3
2016-04-25,132.5
2016-04-26,130.95
2016-04-27,134.8
2016-04-28,130.15
2016-04-29,129.95
2016-05-02,130.6
2016-05-03,132.95
2016-05-04,131.4
2016-05-05,133.65
2016-05-06,132.6
2016-05-09,130.6
2016-05-10,130.15
2016-05-11,129.15
2016-05-12,128.25
2016-05-13,126.55
2016-05-16,124.7
2016-05-17,121.55
2016-05-18,127.0
2016-05-19,129.6
2016-05-20,128.6
2016-05-23,123.7
2016-05-24,120.1
2016-05-25,122.75
2016-05-26,122.2
2016-05-27,131.7
2016-05-30,137.45
2016-05-31,139.6
2016-06-01,136.35
2016-06-02,132.15
2016-06-03,131.05
2016-06-06,129.6
2016-06-07,131.45
2016-06-08,136.55
2016-06-09,135.85
2016-06-10,132.8
2016-06-13,130.65
2016-06-14,138.9
2016-06-15,142.4
2016-06-16,143.5
2016-06-17,140.9
2016-06-20,140.05
2016-06-21,153.55
2016-06-22,147.15
2016-06-23,142.0
2016-06-24,136.85
2016-06-27,164.05
2016-06-28,168.5
2016-06-29,169.2
2016-06-30,174.45
2016-07-01,173.7
2016-07-04,195.75
2016-07-05,206.5
2016-07-07,204.65
2016-07-08,204.8
2016-07-11,199.3
2016-07-12,193.9
2016-07-13,183.9
2016-07-14,188.75
2016-07-15,202.8
2016-07-18,202.75
2016-07-19,198.15
2016-07-20,199.2
2016-07-21,196.35
2016-07-22,195.1
2016-07-25,195.55
2016-07-26,189.15
2016-07-27,192.0
2016-07-28,211.3
2016-07-29,172.9
2016-08-01,157.45
2016-08-02,157.35
2016-08-03,150.15
2016-08-04,152.8
2016-08-05,154.3
2016-08-08,157.7
2016-08-09,153.0
2016-08-10,148.45
2016-08-11,146.0
2016-08-12,145.25
2016-08-16,142.95
2016-08-17,161.6
2016-08-18,169.2
2016-08-19,166.6
2016-08-22,167.9
2016-08-23,168.0
2016-08-24,166.6
2016-08-25,163.4
2016-08-26,156.85
2016-08-29,159.85
2016-08-30,161.1
2016-08-31,157.35
2016-09-01,154.95
2016-09-02,160.1
2016-09-06,159.15
2016-09-07,156.55
2016-09-08,155.95
2016-09-09,154.8
2016-09-12,152.5
2016-09-14,152.05
2016-09-15,152.7
2016-09-16,153.65
2016-09-19,165.6
2016-09-20,163.3
2016-09-21,159.6
2016-09-22,157.95
2016-09-23,157.65
2016-09-26,154.85
2016-09-27,156.9
2016-09-28,155.65
2016-09-29,143.85
2016-09-30,146.15
2016-10-03,157.5
2016-10-04,154.85
2016-10-05,156.8
2016-10-06,154.6
2016-10-07,152.35
2016-10-10,155.2
2016-10-13,151.9
2016-10-14,152.5
2016-10-17,155.5
2016-10-18,159.05
2016-10-19,158.55
2016-10-20,162.4
2016-10-21,163.3
2016-10-24,164.95
2016-10-25,143.05
2016-10-26,145.3
2016-10-27,143.05
2016-10-28,137.55
2016-10-30,142.05
2016-11-01,139.75
2016-11-02,136.15
2016-11-03,138.75
2016-11-04,134.55
2016-11-07,136.4
2016-11-08,132.1
2016-11-09,126.15
2016-11-10,129.55
2016-11-11,123.9
2016-11-15,114.1
2016-11-16,112.2
2016-11-17,117.2
2016-11-18,116.9
2016-11-21,112.7
2016-11-22,110.15
2016-11-23,112.45
2016-11-24,110.65
2016-11-25,112.4
2016-11-28,117.65
2016-11-29,128.6
2016-11-30,127.4
2016-12-01,123.35
2016-12-02,121.55
2016-12-05,122.3
2016-12-06,123.55
2016-12-07,121.95
2016-12-08,122.65
2016-12-09,122.45
2016-12-12,123.4
2016-12-13,128.7
2016-12-14,126.6
2016-12-15,125.05
2016-12-16,125.05
2016-12-19,124.3
2016-12-20,123.3
2016-12-21,122.5
2016-12-22,119.6
2016-12-23,119.0
2016-12-26,117.8
2016-12-27,117.4
2016-12-28,117.25
2016-12-29,114.75
2016-12-30,118.35
