Date,HOTELEELA
2016-01-01,22.0
2016-01-04,21.95
2016-01-05,22.4
2016-01-06,21.65
2016-01-07,21.0
2016-01-08,21.75
2016-01-11,21.1
2016-01-12,20.65
2016-01-13,20.1
2016-01-14,19.85
2016-01-15,19.4
2016-01-18,18.7
2016-01-19,19.0
2016-01-20,18.4
2016-01-21,18.35
2016-01-22,18.7
2016-01-25,18.65
2016-01-27,18.65
2016-01-28,18.85
2016-01-29,19.0
2016-02-01,18.8
2016-02-02,18.8
2016-02-03,18.2
2016-02-04,18.15
2016-02-05,18.25
2016-02-08,18.2
2016-02-09,17.65
2016-02-10,18.55
2016-02-11,17.5
2016-02-12,16.9
2016-02-15,17.45
2016-02-16,17.3
2016-02-17,17.2
2016-02-18,17.35
2016-02-19,17.35
2016-02-22,17.45
2016-02-23,17.15
2016-02-24,17.0
2016-02-25,17.0
2016-02-26,16.75
2016-02-29,16.6
2016-03-01,17.0
2016-03-02,17.35
2016-03-03,17.45
2016-03-04,17.85
2016-03-08,17.7
2016-03-09,17.55
2016-03-10,17.7
2016-03-11,17.65
2016-03-14,17.6
2016-03-15,17.3
2016-03-16,17.3
2016-03-17,17.65
2016-03-18,17.65
2016-03-21,17.65
2016-03-22,18.0
2016-03-23,17.95
2016-03-28,17.9
2016-03-29,17.4
2016-03-30,17.9
2016-03-31,18.0
2016-04-01,18.15
2016-04-04,18.9
2016-04-05,18.9
2016-04-06,19.2
2016-04-07,18.8
2016-04-08,19.2
2016-04-11,18.8
2016-04-12,18.8
2016-04-13,19.55
2016-04-18,19.15
2016-04-20,18.8
2016-04-21,18.65
2016-04-22,18.65
2016-04-25,18.35
2016-04-26,18.3
2016-04-27,18.35
2016-04-28,18.0
2016-04-29,17.65
2016-05-02,17.8
2016-05-03,18.0
2016-05-04,17.8
2016-05-05,17.85
2016-05-06,17.75
2016-05-09,17.85
2016-05-10,17.7
2016-05-11,18.0
2016-05-12,17.7
2016-05-13,17.45
2016-05-16,17.5
2016-05-17,17.9
2016-05-18,18.0
2016-05-19,17.55
2016-05-20,17.35
2016-05-23,17.3
2016-05-24,17.25
2016-05-25,17.85
2016-05-26,17.7
2016-05-27,17.6
2016-05-30,17.35
2016-05-31,17.15
2016-06-01,17.1
2016-06-02,17.4
2016-06-03,17.15
2016-06-06,17.7
2016-06-07,17.7
2016-06-08,17.45
2016-06-09,17.3
2016-06-10,17.25
2016-06-13,17.05
2016-06-14,17.35
2016-06-15,17.5
2016-06-16,17.55
2016-06-17,18.25
2016-06-20,17.9
2016-06-21,17.75
2016-06-22,17.4
2016-06-23,17.55
2016-06-24,17.3
2016-06-27,17.55
2016-06-28,17.85
2016-06-29,17.9
2016-06-30,17.95
2016-07-01,18.0
2016-07-04,18.05
2016-07-05,18.1
2016-07-07,18.3
2016-07-08,18.15
2016-07-11,18.2
2016-07-12,18.3
2016-07-13,18.05
2016-07-14,18.25
2016-07-15,18.45
2016-07-18,18.25
2016-07-19,18.25
2016-07-20,18.1
2016-07-21,18.1
2016-07-22,18.05
2016-07-25,18.05
2016-07-26,18.05
2016-07-27,17.95
2016-07-28,18.75
2016-07-29,18.8
2016-08-01,18.6
2016-08-02,18.35
2016-08-03,18.05
2016-08-04,18.0
2016-08-05,18.1
2016-08-08,18.05
2016-08-09,17.85
2016-08-10,17.75
2016-08-11,17.55
2016-08-12,17.55
2016-08-16,17.2
2016-08-17,17.25
2016-08-18,17.4
2016-08-19,18.15
2016-08-22,17.75
2016-08-23,18.25
2016-08-24,18.1
2016-08-25,17.9
2016-08-26,17.75
2016-08-29,17.75
2016-08-30,17.7
2016-08-31,18.1
2016-09-01,17.95
2016-09-02,17.8
2016-09-06,17.85
2016-09-07,17.85
2016-09-08,17.9
2016-09-09,17.95
2016-09-12,17.75
2016-09-14,17.65
2016-09-15,18.15
2016-09-16,17.95
2016-09-19,18.05
2016-09-20,18.35
2016-09-21,18.25
2016-09-22,18.1
2016-09-23,18.6
2016-09-26,18.05
2016-09-27,18.05
2016-09-28,18.2
2016-09-29,17.25
2016-09-30,17.55
2016-10-03,17.7
2016-10-04,17.8
2016-10-05,17.7
2016-10-06,17.9
2016-10-07,17.85
2016-10-10,18.0
2016-10-13,17.85
2016-10-14,18.25
2016-10-17,17.85
2016-10-18,18.1
2016-10-19,18.1
2016-10-20,18.0
2016-10-21,17.95
2016-10-24,18.2
2016-10-25,18.2
2016-10-26,18.05
2016-10-27,18.1
2016-10-28,18.25
2016-10-30,18.2
2016-11-01,18.2
2016-11-02,17.9
2016-11-03,17.85
2016-11-04,17.45
2016-11-07,17.75
2016-11-08,17.55
2016-11-09,16.9
2016-11-10,17.15
2016-11-11,16.8
2016-11-15,16.3
2016-11-16,16.25
2016-11-17,16.2
2016-11-18,16.15
2016-11-21,15.35
2016-11-22,15.55
2016-11-23,15.3
2016-11-24,15.35
2016-11-25,15.2
2016-11-28,15.5
2016-11-29,16.75
2016-11-30,17.0
2016-12-01,16.8
2016-12-02,16.65
2016-12-05,16.65
2016-12-06,16.5
2016-12-07,16.75
2016-12-08,16.95
2016-12-09,16.9
2016-12-12,16.55
2016-12-13,16.95
2016-12-14,17.05
2016-12-15,16.9
2016-12-16,16.7
2016-12-19,16.55
2016-12-20,16.55
2016-12-21,16.5
2016-12-22,16.05
2016-12-23,16.05
2016-12-26,15.8
2016-12-27,15.8
2016-12-28,16.15
2016-12-29,16.0
2016-12-30,15.95
