Date,BROOKS
2016-01-01,92.0
2016-01-04,99.45
2016-01-05,109.35
2016-01-06,106.55
2016-01-07,101.85
2016-01-08,112.0
2016-01-11,118.6
2016-01-12,120.6
2016-01-13,109.7
2016-01-14,104.7
2016-01-15,96.05
2016-01-18,86.45
2016-01-19,86.25
2016-01-20,81.95
2016-01-21,78.0
2016-01-22,81.9
2016-01-25,85.95
2016-01-27,90.2
2016-01-28,94.7
2016-01-29,96.25
2016-02-01,95.9
2016-02-02,91.55
2016-02-03,87.0
2016-02-04,83.85
2016-02-05,84.2
2016-02-08,87.9
2016-02-09,88.4
2016-02-10,85.65
2016-02-11,77.1
2016-02-12,75.9
2016-02-15,83.45
2016-02-16,85.0
2016-02-17,81.7
2016-02-18,80.4
2016-02-19,81.7
2016-02-22,80.9
2016-02-23,77.9
2016-02-24,74.9
2016-02-25,76.05
2016-02-26,74.0
2016-02-29,71.25
2016-03-01,78.35
2016-03-02,86.05
2016-03-03,84.35
2016-03-04,89.6
2016-03-08,87.8
2016-03-09,88.6
2016-03-10,96.1
2016-03-11,94.55
2016-03-14,93.35
2016-03-15,89.5
2016-03-16,88.1
2016-03-17,89.35
2016-03-18,87.85
2016-03-21,86.85
2016-03-22,91.5
2016-03-23,91.15
2016-03-28,87.5
2016-03-29,83.95
2016-03-30,85.6
2016-03-31,86.4
2016-04-01,86.45
2016-04-04,86.9
2016-04-05,83.45
2016-04-06,87.6
2016-04-07,85.85
2016-04-08,86.85
2016-04-11,86.75
2016-04-12,86.7
2016-04-13,87.6
2016-04-18,85.4
2016-04-20,85.6
2016-04-21,84.25
2016-04-22,82.85
2016-04-25,82.7
2016-04-26,82.25
2016-04-27,81.6
2016-04-28,80.85
2016-04-29,80.6
2016-05-02,82.8
2016-05-03,82.6
2016-05-04,80.95
2016-05-05,80.8
2016-05-06,79.65
2016-05-09,79.9
2016-05-10,81.5
2016-05-11,80.3
2016-05-12,80.7
2016-05-13,79.95
2016-05-16,80.1
2016-05-17,80.55
2016-05-18,80.45
2016-05-19,80.55
2016-05-20,78.4
2016-05-23,76.3
2016-05-24,77.5
2016-05-25,77.9
2016-05-26,81.15
2016-05-27,80.25
2016-05-30,81.5
2016-05-31,80.15
2016-06-01,79.95
2016-06-02,79.35
2016-06-03,81.55
2016-06-06,81.6
2016-06-07,82.5
2016-06-08,82.35
2016-06-09,81.7
2016-06-10,80.6
2016-06-13,80.55
2016-06-14,82.0
2016-06-15,83.2
2016-06-16,82.6
2016-06-17,82.25
2016-06-20,82.15
2016-06-21,81.15
2016-06-22,79.5
2016-06-23,79.7
2016-06-24,80.9
2016-06-27,80.9
2016-06-28,81.0
2016-06-29,83.3
2016-06-30,87.2
2016-07-01,84.7
2016-07-04,85.35
2016-07-05,84.55
2016-07-07,85.45
2016-07-08,101.65
2016-07-11,104.5
2016-07-12,101.0
2016-07-13,107.2
2016-07-14,112.55
2016-07-15,111.25
2016-07-18,110.6
2016-07-19,119.8
2016-07-20,120.25
2016-07-21,117.2
2016-07-22,112.95
2016-07-25,122.5
2016-07-26,122.9
2016-07-27,126.2
2016-07-28,124.8
2016-07-29,123.25
2016-08-01,119.25
2016-08-02,112.65
2016-08-03,109.15
2016-08-04,116.3
2016-08-05,119.2
2016-08-08,116.1
2016-08-09,113.4
2016-08-10,112.95
2016-08-11,112.1
2016-08-12,110.6
2016-08-16,99.15
2016-08-17,107.25
2016-08-18,105.45
2016-08-19,104.15
2016-08-22,104.3
2016-08-23,106.65
2016-08-24,104.4
2016-08-25,106.25
2016-08-26,102.55
2016-08-29,101.45
2016-08-30,103.2
2016-08-31,101.95
2016-09-01,102.05
2016-09-02,122.45
2016-09-06,119.0
2016-09-07,118.95
2016-09-08,118.05
2016-09-09,114.35
2016-09-12,114.15
2016-09-14,115.7
2016-09-15,118.55
2016-09-16,114.9
2016-09-19,116.5
2016-09-20,118.15
2016-09-21,117.0
2016-09-22,115.75
2016-09-23,114.15
2016-09-26,114.35
2016-09-27,116.75
2016-09-28,116.85
2016-09-29,105.65
2016-09-30,110.15
2016-10-03,114.15
2016-10-04,118.0
2016-10-05,116.15
2016-10-06,114.55
2016-10-07,112.9
2016-10-10,122.7
2016-10-13,118.55
2016-10-14,127.95
2016-10-17,135.4
2016-10-18,153.4
2016-10-19,158.25
2016-10-20,152.1
2016-10-21,169.4
2016-10-24,182.65
2016-10-25,184.45
2016-10-26,178.5
2016-10-27,170.6
2016-10-28,177.05
2016-10-30,177.0
2016-11-01,186.55
2016-11-02,179.55
2016-11-03,177.0
2016-11-04,163.85
2016-11-07,173.4
2016-11-08,171.9
2016-11-09,160.9
2016-11-10,166.5
2016-11-11,156.15
2016-11-15,140.55
2016-11-16,128.9
2016-11-17,130.5
2016-11-18,129.7
2016-11-21,123.25
2016-11-22,121.75
2016-11-23,127.6
2016-11-24,124.1
2016-11-25,130.3
2016-11-28,136.8
2016-11-29,143.6
2016-11-30,149.2
2016-12-01,145.65
2016-12-02,141.95
2016-12-05,143.4
2016-12-06,143.4
2016-12-07,139.95
2016-12-08,141.2
2016-12-09,140.1
2016-12-12,141.3
2016-12-13,143.3
2016-12-14,139.35
2016-12-15,140.45
2016-12-16,143.45
2016-12-19,141.4
2016-12-20,138.5
2016-12-21,140.95
2016-12-22,138.55
2016-12-23,138.5
2016-12-26,134.15
2016-12-27,136.45
2016-12-28,136.75
2016-12-29,135.55
2016-12-30,132.5
