Date,NFL
2016-01-01,30.0
2016-01-04,29.85
2016-01-05,29.9
2016-01-06,30.2
2016-01-07,28.35
2016-01-08,29.55
2016-01-11,29.95
2016-01-12,30.3
2016-01-13,31.35
2016-01-14,29.35
2016-01-15,28.4
2016-01-18,26.65
2016-01-19,27.45
2016-01-20,26.8
2016-01-21,26.55
2016-01-22,26.9
2016-01-25,27.15
2016-01-27,26.95
2016-01-28,27.5
2016-01-29,28.35
2016-02-01,28.0
2016-02-02,27.35
2016-02-03,26.6
2016-02-04,25.45
2016-02-05,27.0
2016-02-08,27.45
2016-02-09,28.8
2016-02-10,28.35
2016-02-11,26.65
2016-02-12,25.55
2016-02-15,26.95
2016-02-16,26.2
2016-02-17,26.2
2016-02-18,26.2
2016-02-19,28.35
2016-02-22,29.85
2016-02-23,28.35
2016-02-24,27.35
2016-02-25,27.35
2016-02-26,28.1
2016-02-29,26.85
2016-03-01,26.7
2016-03-02,27.95
2016-03-03,28.5
2016-03-04,27.95
2016-03-08,27.6
2016-03-09,27.65
2016-03-10,27.75
2016-03-11,27.3
2016-03-14,27.45
2016-03-15,27.05
2016-03-16,27.0
2016-03-17,26.85
2016-03-18,26.8
2016-03-21,27.2
2016-03-22,28.35
2016-03-23,28.05
2016-03-28,27.5
2016-03-29,27.9
2016-03-30,28.3
2016-03-31,28.3
2016-04-01,29.6
2016-04-04,29.7
2016-04-05,28.8
2016-04-06,28.95
2016-04-07,28.6
2016-04-08,29.2
2016-04-11,29.55
2016-04-12,30.45
2016-04-13,31.0
2016-04-18,30.9
2016-04-20,32.55
2016-04-21,31.4
2016-04-22,31.75
2016-04-25,31.9
2016-04-26,31.85
2016-04-27,31.9
2016-04-28,31.1
2016-04-29,29.85
2016-05-02,30.8
2016-05-03,31.25
2016-05-04,31.15
2016-05-05,30.1
2016-05-06,30.4
2016-05-09,30.35
2016-05-10,30.3
2016-05-11,30.25
2016-05-12,31.65
2016-05-13,32.95
2016-05-16,33.5
2016-05-17,33.8
2016-05-18,34.0
2016-05-19,33.4
2016-05-20,32.95
2016-05-23,33.4
2016-05-24,34.4
2016-05-25,33.95
2016-05-26,33.1
2016-05-27,33.3
2016-05-30,33.4
2016-05-31,32.85
2016-06-01,33.45
2016-06-02,33.4
2016-06-03,32.9
2016-06-06,33.2
2016-06-07,33.15
2016-06-08,34.1
2016-06-09,34.05
2016-06-10,34.35
2016-06-13,33.55
2016-06-14,35.6
2016-06-15,35.3
2016-06-16,34.7
2016-06-17,34.45
2016-06-20,35.2
2016-06-21,34.8
2016-06-22,34.2
2016-06-23,34.05
2016-06-24,32.95
2016-06-27,34.05
2016-06-28,34.45
2016-06-29,35.0
2016-06-30,36.7
2016-07-01,36.7
2016-07-04,36.7
2016-07-05,36.0
2016-07-07,36.65
2016-07-08,36.3
2016-07-11,36.2
2016-07-12,36.2
2016-07-13,35.75
2016-07-14,35.5
2016-07-15,35.05
2016-07-18,34.75
2016-07-19,34.45
2016-07-20,34.15
2016-07-21,34.8
2016-07-22,35.1
2016-07-25,35.35
2016-07-26,34.65
2016-07-27,34.3
2016-07-28,34.5
2016-07-29,34.05
2016-08-01,33.55
2016-08-02,32.7
2016-08-03,31.8
2016-08-04,32.25
2016-08-05,32.75
2016-08-08,33.4
2016-08-09,34.0
2016-08-10,34.5
2016-08-11,33.45
2016-08-12,32.95
2016-08-16,32.9
2016-08-17,33.55
2016-08-18,33.6
2016-08-19,33.9
2016-08-22,34.05
2016-08-23,33.6
2016-08-24,34.1
2016-08-25,34.0
2016-08-26,33.45
2016-08-29,33.2
2016-08-30,33.3
2016-08-31,33.45
2016-09-01,32.8
2016-09-02,32.45
2016-09-06,33.15
2016-09-07,33.3
2016-09-08,34.2
2016-09-09,35.15
2016-09-12,34.0
2016-09-14,34.1
2016-09-15,35.05
2016-09-16,34.75
2016-09-19,33.85
2016-09-20,33.2
2016-09-21,32.85
2016-09-22,33.15
2016-09-23,33.3
2016-09-26,32.9
2016-09-27,32.25
2016-09-28,33.1
2016-09-29,31.25
2016-09-30,33.05
2016-10-03,33.35
2016-10-04,32.95
2016-10-05,33.2
2016-10-06,33.45
2016-10-07,33.9
2016-10-10,33.5
2016-10-13,32.85
2016-10-14,32.7
2016-10-17,33.2
2016-10-18,33.55
2016-10-19,36.35
2016-10-20,34.7
2016-10-21,33.65
2016-10-24,34.25
2016-10-25,35.0
2016-10-26,35.15
2016-10-27,34.95
2016-10-28,34.9
2016-10-30,35.2
2016-11-01,35.9
2016-11-02,35.05
2016-11-03,34.5
2016-11-04,33.75
2016-11-07,34.35
2016-11-08,34.8
2016-11-09,32.95
2016-11-10,33.75
2016-11-11,33.85
2016-11-15,32.1
2016-11-16,32.05
2016-11-17,31.8
2016-11-18,31.25
2016-11-21,29.65
2016-11-22,29.8
2016-11-23,29.9
2016-11-24,30.25
2016-11-25,31.05
2016-11-28,31.9
2016-11-29,32.65
2016-11-30,32.95
2016-12-01,32.7
2016-12-02,32.75
2016-12-05,33.1
2016-12-06,32.7
2016-12-07,34.35
2016-12-08,36.75
2016-12-09,35.65
2016-12-12,34.25
2016-12-13,35.1
2016-12-14,34.65
2016-12-15,34.75
2016-12-16,33.95
2016-12-19,34.55
2016-12-20,34.25
2016-12-21,34.1
2016-12-22,34.05
2016-12-23,34.7
2016-12-26,33.4
2016-12-27,33.95
2016-12-28,33.95
2016-12-29,35.25
2016-12-30,35.2
