Date,KOHINOOR
2016-01-01,52.4
2016-01-04,52.7
2016-01-05,54.4
2016-01-06,54.6
2016-01-07,51.85
2016-01-08,52.75
2016-01-11,52.3
2016-01-12,51.95
2016-01-13,49.7
2016-01-14,47.95
2016-01-15,46.2
2016-01-18,46.2
2016-01-19,46.3
2016-01-20,44.65
2016-01-21,43.65
2016-01-22,46.1
2016-01-25,47.2
2016-01-27,47.45
2016-01-28,46.2
2016-01-29,46.45
2016-02-01,46.6
2016-02-02,45.65
2016-02-03,43.95
2016-02-04,43.45
2016-02-05,43.9
2016-02-08,43.55
2016-02-09,43.0
2016-02-10,41.15
2016-02-11,39.2
2016-02-12,37.55
2016-02-15,41.9
2016-02-16,39.95
2016-02-17,39.45
2016-02-18,38.9
2016-02-19,39.2
2016-02-22,39.0
2016-02-23,37.95
2016-02-24,36.95
2016-02-25,36.85
2016-02-26,35.9
2016-02-29,36.45
2016-03-01,37.75
2016-03-02,39.5
2016-03-03,41.3
2016-03-04,40.35
2016-03-08,41.2
2016-03-09,42.8
2016-03-10,43.0
2016-03-11,43.3
2016-03-14,43.8
2016-03-15,43.0
2016-03-16,42.15
2016-03-17,41.6
2016-03-18,44.9
2016-03-21,44.65
2016-03-22,44.25
2016-03-23,44.0
2016-03-28,42.2
2016-03-29,41.3
2016-03-30,43.1
2016-03-31,43.3
2016-04-01,44.25
2016-04-04,44.9
2016-04-05,44.0
2016-04-06,44.15
2016-04-07,45.0
2016-04-08,45.1
2016-04-11,45.65
2016-04-12,45.45
2016-04-13,46.1
2016-04-18,50.45
2016-04-20,49.85
2016-04-21,48.85
2016-04-22,48.7
2016-04-25,47.65
2016-04-26,48.3
2016-04-27,54.2
2016-04-28,50.45
2016-04-29,52.85
2016-05-02,51.45
2016-05-03,52.55
2016-05-04,52.35
2016-05-05,52.95
2016-05-06,52.5
2016-05-09,52.2
2016-05-10,54.65
2016-05-11,53.5
2016-05-12,53.65
2016-05-13,52.5
2016-05-16,51.9
2016-05-17,52.3
2016-05-18,58.95
2016-05-19,60.3
2016-05-20,57.6
2016-05-23,62.0
2016-05-24,61.85
2016-05-25,61.6
2016-05-26,61.0
2016-05-27,61.6
2016-05-30,60.1
2016-05-31,71.0
2016-06-01,71.8
2016-06-02,71.5
2016-06-03,70.05
2016-06-06,68.15
2016-06-07,68.8
2016-06-08,69.85
2016-06-09,68.6
2016-06-10,68.75
2016-06-13,70.6
2016-06-14,73.85
2016-06-15,80.15
2016-06-16,77.55
2016-06-17,78.2
2016-06-20,76.5
2016-06-21,75.55
2016-06-22,74.0
2016-06-23,72.6
2016-06-24,68.45
2016-06-27,69.5
2016-06-28,71.95
2016-06-29,71.8
2016-06-30,74.9
2016-07-01,73.7
2016-07-04,72.15
2016-07-05,72.25
2016-07-07,71.45
2016-07-08,70.3
2016-07-11,75.0
2016-07-12,73.75
2016-07-13,70.9
2016-07-14,71.45
2016-07-15,70.45
2016-07-18,72.75
2016-07-19,71.6
2016-07-20,72.25
2016-07-21,71.55
2016-07-22,71.4
2016-07-25,71.4
2016-07-26,70.6
2016-07-27,71.75
2016-07-28,74.05
2016-07-29,75.95
2016-08-01,73.8
2016-08-02,72.35
2016-08-03,69.7
2016-08-04,68.65
2016-08-05,69.2
2016-08-08,69.35
2016-08-09,70.65
2016-08-10,69.75
2016-08-11,69.15
2016-08-12,68.55
2016-08-16,63.4
2016-08-17,62.55
2016-08-18,63.4
2016-08-19,63.8
2016-08-22,66.5
2016-08-23,64.65
2016-08-24,65.15
2016-08-25,64.0
2016-08-26,63.75
2016-08-29,64.85
2016-08-30,63.85
2016-08-31,63.2
2016-09-01,61.8
2016-09-02,62.3
2016-09-06,62.95
2016-09-07,62.0
2016-09-08,62.2
2016-09-09,61.4
2016-09-12,59.75
2016-09-14,58.75
2016-09-15,58.75
2016-09-16,58.65
2016-09-19,58.2
2016-09-20,57.05
2016-09-21,56.9
2016-09-22,56.8
2016-09-23,56.0
2016-09-26,57.75
2016-09-27,56.8
2016-09-28,57.8
2016-09-29,52.9
2016-09-30,53.9
2016-10-03,55.6
2016-10-04,55.45
2016-10-05,56.3
2016-10-06,55.7
2016-10-07,55.65
2016-10-10,55.4
2016-10-13,54.75
2016-10-14,54.8
2016-10-17,54.25
2016-10-18,58.9
2016-10-19,60.95
2016-10-20,59.5
2016-10-21,57.65
2016-10-24,56.8
2016-10-25,56.95
2016-10-26,56.85
2016-10-27,57.65
2016-10-28,56.95
2016-10-30,57.95
2016-11-01,56.75
2016-11-02,56.1
2016-11-03,54.55
2016-11-04,52.6
2016-11-07,53.6
2016-11-08,52.45
2016-11-09,50.6
2016-11-10,51.35
2016-11-11,49.3
2016-11-15,46.65
2016-11-16,45.7
2016-11-17,45.3
2016-11-18,45.9
2016-11-21,45.05
2016-11-22,45.05
2016-11-23,45.6
2016-11-24,54.7
2016-11-25,60.4
2016-11-28,57.65
2016-11-29,56.9
2016-11-30,56.3
2016-12-01,61.7
2016-12-02,58.4
2016-12-05,58.5
2016-12-06,58.3
2016-12-07,63.65
2016-12-08,63.8
2016-12-09,62.6
2016-12-12,63.25
2016-12-13,63.4
2016-12-14,72.95
2016-12-15,75.7
2016-12-16,73.5
2016-12-19,70.95
2016-12-20,68.55
2016-12-21,67.7
2016-12-22,66.5
2016-12-23,66.15
2016-12-26,61.0
2016-12-27,62.6
2016-12-28,64.3
2016-12-29,71.05
2016-12-30,71.0
