Date,IOB
2016-01-01,31.35
2016-01-04,30.65
2016-01-05,30.9
2016-01-06,30.7
2016-01-07,29.5
2016-01-08,29.7
2016-01-11,29.55
2016-01-12,29.0
2016-01-13,28.2
2016-01-14,27.95
2016-01-15,26.55
2016-01-18,25.9
2016-01-19,26.0
2016-01-20,25.1
2016-01-21,25.0
2016-01-22,25.95
2016-01-25,25.85
2016-01-27,26.0
2016-01-28,25.4
2016-01-29,25.3
2016-02-01,24.9
2016-02-02,24.8
2016-02-03,24.2
2016-02-04,24.3
2016-02-05,25.25
2016-02-08,25.7
2016-02-09,25.0
2016-02-10,23.45
2016-02-11,23.0
2016-02-12,22.7
2016-02-15,23.65
2016-02-16,23.9
2016-02-17,23.85
2016-02-18,23.9
2016-02-19,24.05
2016-02-22,23.9
2016-02-23,23.5
2016-02-24,23.65
2016-02-25,24.2
2016-02-26,24.0
2016-02-29,24.25
2016-03-01,24.95
2016-03-02,26.2
2016-03-03,26.05
2016-03-04,27.0
2016-03-08,27.45
2016-03-09,27.05
2016-03-10,26.85
2016-03-11,26.35
2016-03-14,27.05
2016-03-15,27.05
2016-03-16,27.45
2016-03-17,27.5
2016-03-18,27.9
2016-03-21,28.65
2016-03-22,28.75
2016-03-23,28.3
2016-03-28,28.15
2016-03-29,27.6
2016-03-30,29.3
2016-03-31,30.25
2016-04-01,31.25
2016-04-04,31.05
2016-04-05,30.4
2016-04-06,30.1
2016-04-07,29.9
2016-04-08,30.0
2016-04-11,30.95
2016-04-12,30.55
2016-04-13,30.8
2016-04-18,30.45
2016-04-20,31.55
2016-04-21,31.7
2016-04-22,31.95
2016-04-25,31.75
2016-04-26,31.9
2016-04-27,31.6
2016-04-28,31.25
2016-04-29,31.3
2016-05-02,31.5
2016-05-03,31.0
2016-05-04,29.85
2016-05-05,29.7
2016-05-06,29.75
2016-05-09,30.25
2016-05-10,30.15
2016-05-11,29.65
2016-05-12,29.6
2016-05-13,29.3
2016-05-16,29.25
2016-05-17,29.65
2016-05-18,30.05
2016-05-19,29.15
2016-05-20,28.8
2016-05-23,28.35
2016-05-24,27.8
2016-05-25,29.05
2016-05-26,28.0
2016-05-27,27.55
2016-05-30,27.25
2016-05-31,27.0
2016-06-01,26.15
2016-06-02,26.0
2016-06-03,25.9
2016-06-06,26.05
2016-06-07,26.15
2016-06-08,26.25
2016-06-09,26.7
2016-06-10,26.55
2016-06-13,25.8
2016-06-14,26.35
2016-06-15,26.05
2016-06-16,26.3
2016-06-17,27.3
2016-06-20,27.45
2016-06-21,27.1
2016-06-22,26.9
2016-06-23,27.0
2016-06-24,25.75
2016-06-27,26.5
2016-06-28,26.8
2016-06-29,27.05
2016-06-30,27.3
2016-07-01,27.15
2016-07-04,27.9
2016-07-05,27.9
2016-07-07,28.0
2016-07-08,27.85
2016-07-11,28.45
2016-07-12,28.15
2016-07-13,27.75
2016-07-14,28.1
2016-07-15,27.9
2016-07-18,27.65
2016-07-19,28.0
2016-07-20,28.0
2016-07-21,27.55
2016-07-22,27.1
2016-07-25,27.35
2016-07-26,27.35
2016-07-27,27.25
2016-07-28,27.25
2016-07-29,27.4
2016-08-01,27.0
2016-08-02,26.9
2016-08-03,26.65
2016-08-04,26.75
2016-08-05,27.55
2016-08-08,27.5
2016-08-09,27.25
2016-08-10,26.45
2016-08-11,26.2
2016-08-12,26.3
2016-08-16,26.25
2016-08-17,26.3
2016-08-18,26.4
2016-08-19,26.65
2016-08-22,26.7
2016-08-23,26.5
2016-08-24,26.55
2016-08-25,26.35
2016-08-26,26.4
2016-08-29,26.4
2016-08-30,26.75
2016-08-31,26.6
2016-09-01,26.25
2016-09-02,26.4
2016-09-06,26.4
2016-09-07,26.9
2016-09-08,28.4
2016-09-09,28.0
2016-09-12,27.05
2016-09-14,27.5
2016-09-15,27.4
2016-09-16,27.35
2016-09-19,27.1
2016-09-20,27.0
2016-09-21,26.95
2016-09-22,27.2
2016-09-23,26.75
2016-09-26,26.5
2016-09-27,26.3
2016-09-28,26.8
2016-09-29,25.25
2016-09-30,25.45
2016-10-03,25.9
2016-10-04,26.1
2016-10-05,26.0
2016-10-06,25.7
2016-10-07,25.75
2016-10-10,25.75
2016-10-13,25.35
2016-10-14,25.25
2016-10-17,25.15
2016-10-18,25.3
2016-10-19,25.3
2016-10-20,25.85
2016-10-21,25.6
2016-10-24,25.7
2016-10-25,25.7
2016-10-26,25.9
2016-10-27,25.65
2016-10-28,26.65
2016-10-30,26.55
2016-11-01,26.65
2016-11-02,26.2
2016-11-03,25.85
2016-11-04,25.35
2016-11-07,25.5
2016-11-08,25.45
2016-11-09,24.55
2016-11-10,26.7
2016-11-11,25.85
2016-11-15,26.15
2016-11-16,25.9
2016-11-17,25.75
2016-11-18,25.75
2016-11-21,25.25
2016-11-22,25.05
2016-11-23,24.65
2016-11-24,24.65
2016-11-25,25.0
2016-11-28,24.9
2016-11-29,25.1
2016-11-30,25.25
2016-12-01,25.05
2016-12-02,24.9
2016-12-05,24.9
2016-12-06,25.2
2016-12-07,24.85
2016-12-08,24.3
2016-12-09,24.65
2016-12-12,24.85
2016-12-13,25.15
2016-12-14,25.1
2016-12-15,25.2
2016-12-16,25.15
2016-12-19,24.85
2016-12-20,24.9
2016-12-21,25.05
2016-12-22,24.9
2016-12-23,24.9
2016-12-26,24.15
2016-12-27,24.1
2016-12-28,24.05
2016-12-29,24.05
2016-12-30,24.25
