Date,APARINDS
2016-01-01,516.85
2016-01-04,518.1
2016-01-05,514.0
2016-01-06,516.3
2016-01-07,503.1
2016-01-08,514.3
2016-01-11,515.2
2016-01-12,504.35
2016-01-13,487.55
2016-01-14,504.35
2016-01-15,485.1
2016-01-18,468.1
2016-01-19,472.9
2016-01-20,456.4
2016-01-21,442.75
2016-01-22,453.45
2016-01-25,459.7
2016-01-27,483.45
2016-01-28,499.7
2016-01-29,498.5
2016-02-01,501.3
2016-02-02,491.05
2016-02-03,485.45
2016-02-04,489.1
2016-02-05,496.45
2016-02-08,496.0
2016-02-09,486.5
2016-02-10,483.4
2016-02-11,448.5
2016-02-12,443.2
2016-02-15,445.3
2016-02-16,440.0
2016-02-17,430.35
2016-02-18,436.25
2016-02-19,438.45
2016-02-22,437.45
2016-02-23,431.15
2016-02-24,433.75
2016-02-25,424.0
2016-02-26,418.65
2016-02-29,416.1
2016-03-01,430.1
2016-03-02,448.2
2016-03-03,450.75
2016-03-04,439.55
2016-03-08,451.5
2016-03-09,459.85
2016-03-10,459.45
2016-03-11,455.25
2016-03-14,462.15
2016-03-15,459.15
2016-03-16,455.6
2016-03-17,465.25
2016-03-18,461.05
2016-03-21,473.35
2016-03-22,474.65
2016-03-23,486.55
2016-03-28,475.3
2016-03-29,462.8
2016-03-30,471.4
2016-03-31,460.95
2016-04-01,458.7
2016-04-04,464.1
2016-04-05,461.1
2016-04-06,459.9
2016-04-07,458.85
2016-04-08,459.15
2016-04-11,460.15
2016-04-12,467.55
2016-04-13,476.1
2016-04-18,480.5
2016-04-20,483.0
2016-04-21,489.85
2016-04-22,485.2
2016-04-25,481.9
2016-04-26,480.75
2016-04-27,479.0
2016-04-28,480.0
2016-04-29,478.0
2016-05-02,478.8
2016-05-03,474.5
2016-05-04,473.1
2016-05-05,472.85
2016-05-06,472.05
2016-05-09,475.6
2016-05-10,473.55
2016-05-11,470.5
2016-05-12,474.95
2016-05-13,472.0
2016-05-16,474.0
2016-05-17,475.3
2016-05-18,508.5
2016-05-19,491.7
2016-05-20,486.25
2016-05-23,487.25
2016-05-24,496.55
2016-05-25,490.95
2016-05-26,492.5
2016-05-27,488.7
2016-05-30,482.5
2016-05-31,486.9
2016-06-01,507.05
2016-06-02,506.5
2016-06-03,503.1
2016-06-06,513.85
2016-06-07,515.85
2016-06-08,510.6
2016-06-09,514.7
2016-06-10,518.35
2016-06-13,514.5
2016-06-14,519.8
2016-06-15,517.8
2016-06-16,519.35
2016-06-17,518.7
2016-06-20,519.65
2016-06-21,517.0
2016-06-22,517.65
2016-06-23,513.3
2016-06-24,498.15
2016-06-27,526.75
2016-06-28,523.1
2016-06-29,544.5
2016-06-30,536.25
2016-07-01,530.8
2016-07-04,530.3
2016-07-05,518.95
2016-07-07,516.1
2016-07-08,522.0
2016-07-11,527.45
2016-07-12,519.35
2016-07-13,514.0
2016-07-14,517.75
2016-07-15,521.95
2016-07-18,518.3
2016-07-19,520.25
2016-07-20,531.35
2016-07-21,526.1
2016-07-22,524.45
2016-07-25,537.95
2016-07-26,545.3
2016-07-27,547.2
2016-07-28,562.15
2016-07-29,583.95
2016-08-01,597.3
2016-08-02,586.1
2016-08-03,590.2
2016-08-04,589.85
2016-08-05,567.15
2016-08-08,550.9
2016-08-09,534.55
2016-08-10,560.15
2016-08-11,543.6
2016-08-12,535.8
2016-08-16,540.3
2016-08-17,541.2
2016-08-18,552.95
2016-08-19,557.6
2016-08-22,578.55
2016-08-23,569.1
2016-08-24,571.5
2016-08-25,564.95
2016-08-26,554.25
2016-08-29,550.55
2016-08-30,558.25
2016-08-31,554.8
2016-09-01,560.25
2016-09-02,560.3
2016-09-06,564.7
2016-09-07,573.45
2016-09-08,578.7
2016-09-09,560.5
2016-09-12,539.9
2016-09-14,555.85
2016-09-15,563.35
2016-09-16,566.15
2016-09-19,559.4
2016-09-20,565.6
2016-09-21,566.35
2016-09-22,582.9
2016-09-23,583.85
2016-09-26,563.4
2016-09-27,563.25
2016-09-28,567.45
2016-09-29,527.0
2016-09-30,543.05
2016-10-03,561.05
2016-10-04,560.75
2016-10-05,557.55
2016-10-06,554.7
2016-10-07,553.4
2016-10-10,562.75
2016-10-13,553.55
2016-10-14,561.3
2016-10-17,576.15
2016-10-18,580.5
2016-10-19,581.15
2016-10-20,588.35
2016-10-21,585.55
2016-10-24,592.35
2016-10-25,594.2
2016-10-26,584.75
2016-10-27,580.05
2016-10-28,584.7
2016-10-30,589.65
2016-11-01,589.25
2016-11-02,575.9
2016-11-03,572.1
2016-11-04,557.35
2016-11-07,564.45
2016-11-08,575.7
2016-11-09,563.95
2016-11-10,574.95
2016-11-11,570.45
2016-11-15,555.6
2016-11-16,564.65
2016-11-17,563.7
2016-11-18,570.45
2016-11-21,561.2
2016-11-22,554.9
2016-11-23,559.3
2016-11-24,576.4
2016-11-25,582.5
2016-11-28,585.4
2016-11-29,589.3
2016-11-30,587.0
2016-12-01,575.5
2016-12-02,571.7
2016-12-05,578.1
2016-12-06,572.05
2016-12-07,572.15
2016-12-08,583.25
2016-12-09,583.35
2016-12-12,579.3
2016-12-13,578.65
2016-12-14,573.9
2016-12-15,565.9
2016-12-16,571.4
2016-12-19,579.0
2016-12-20,568.55
2016-12-21,572.95
2016-12-22,566.2
2016-12-23,571.15
2016-12-26,565.3
2016-12-27,567.15
2016-12-28,570.95
2016-12-29,570.6
2016-12-30,574.9
