Date,MUNJALSHOW
2016-01-01,207.0
2016-01-04,201.75
2016-01-05,206.05
2016-01-06,203.8
2016-01-07,197.45
2016-01-08,197.7
2016-01-11,199.45
2016-01-12,197.0
2016-01-13,189.85
2016-01-14,187.85
2016-01-15,183.75
2016-01-18,172.85
2016-01-19,177.9
2016-01-20,174.6
2016-01-21,171.85
2016-01-22,176.7
2016-01-25,179.05
2016-01-27,177.2
2016-01-28,175.25
2016-01-29,180.75
2016-02-01,180.0
2016-02-02,177.9
2016-02-03,171.35
2016-02-04,170.3
2016-02-05,174.4
2016-02-08,171.2
2016-02-09,168.95
2016-02-10,166.05
2016-02-11,168.0
2016-02-12,166.9
2016-02-15,169.35
2016-02-16,164.3
2016-02-17,159.4
2016-02-18,158.55
2016-02-19,162.55
2016-02-22,158.7
2016-02-23,155.55
2016-02-24,154.15
2016-02-25,151.8
2016-02-26,151.9
2016-02-29,150.5
2016-03-01,160.75
2016-03-02,165.75
2016-03-03,172.45
2016-03-04,173.75
2016-03-08,168.85
2016-03-09,174.4
2016-03-10,171.7
2016-03-11,173.4
2016-03-14,172.65
2016-03-15,174.45
2016-03-16,171.05
2016-03-17,169.65
2016-03-18,171.55
2016-03-21,169.95
2016-03-22,171.8
2016-03-23,171.35
2016-03-28,169.5
2016-03-29,164.3
2016-03-30,165.8
2016-03-31,163.4
2016-04-01,165.55
2016-04-04,173.15
2016-04-05,170.0
2016-04-06,171.2
2016-04-07,171.2
2016-04-08,170.15
2016-04-11,169.85
2016-04-12,174.6
2016-04-13,180.7
2016-04-18,181.4
2016-04-20,180.8
2016-04-21,180.45
2016-04-22,182.35
2016-04-25,181.2
2016-04-26,182.95
2016-04-27,184.65
2016-04-28,183.85
2016-04-29,181.6
2016-05-02,182.35
2016-05-03,182.3
2016-05-04,179.45
2016-05-05,181.65
2016-05-06,182.65
2016-05-09,184.4
2016-05-10,179.8
2016-05-11,180.3
2016-05-12,180.0
2016-05-13,185.15
2016-05-16,194.7
2016-05-17,196.3
2016-05-18,196.6
2016-05-19,191.55
2016-05-20,180.15
2016-05-23,180.85
2016-05-24,177.35
2016-05-25,179.55
2016-05-26,178.35
2016-05-27,177.9
2016-05-30,179.45
2016-05-31,179.95
2016-06-01,180.35
2016-06-02,179.65
2016-06-03,177.9
2016-06-06,179.85
2016-06-07,178.2
2016-06-08,181.55
2016-06-09,179.3
2016-06-10,179.6
2016-06-13,179.4
2016-06-14,179.5
2016-06-15,178.55
2016-06-16,177.9
2016-06-17,176.95
2016-06-20,178.75
2016-06-21,176.85
2016-06-22,178.05
2016-06-23,176.75
2016-06-24,178.15
2016-06-27,180.45
2016-06-28,180.5
2016-06-29,186.3
2016-06-30,187.15
2016-07-01,188.15
2016-07-04,188.95
2016-07-05,183.25
2016-07-07,179.95
2016-07-08,178.05
2016-07-11,181.3
2016-07-12,179.75
2016-07-13,178.45
2016-07-14,181.35
2016-07-15,178.85
2016-07-18,179.0
2016-07-19,180.7
2016-07-20,178.05
2016-07-21,179.45
2016-07-22,180.3
2016-07-25,182.4
2016-07-26,181.35
2016-07-27,180.95
2016-07-28,184.35
2016-07-29,184.9
2016-08-01,183.65
2016-08-02,181.25
2016-08-03,178.15
2016-08-04,181.35
2016-08-05,180.85
2016-08-08,179.9
2016-08-09,178.2
2016-08-10,175.05
2016-08-11,175.8
2016-08-12,176.85
2016-08-16,175.65
2016-08-17,176.6
2016-08-18,181.05
2016-08-19,180.95
2016-08-22,180.7
2016-08-23,179.2
2016-08-24,181.6
2016-08-25,180.7
2016-08-26,178.5
2016-08-29,178.65
2016-08-30,178.65
2016-08-31,179.1
2016-09-01,179.85
2016-09-02,189.25
2016-09-06,198.5
2016-09-07,206.15
2016-09-08,210.95
2016-09-09,207.45
2016-09-12,194.4
2016-09-14,205.8
2016-09-15,211.05
2016-09-16,204.5
2016-09-19,216.0
2016-09-20,208.9
2016-09-21,208.05
2016-09-22,215.4
2016-09-23,211.45
2016-09-26,207.7
2016-09-27,206.05
2016-09-28,208.45
2016-09-29,196.35
2016-09-30,201.8
2016-10-03,206.65
2016-10-04,206.95
2016-10-05,211.3
2016-10-06,210.2
2016-10-07,210.65
2016-10-10,212.75
2016-10-13,207.4
2016-10-14,214.5
2016-10-17,233.85
2016-10-18,234.55
2016-10-19,234.45
2016-10-20,228.75
2016-10-21,233.0
2016-10-24,244.15
2016-10-25,251.55
2016-10-26,236.15
2016-10-27,228.4
2016-10-28,236.6
2016-10-30,237.55
2016-11-01,232.2
2016-11-02,231.45
2016-11-03,229.25
2016-11-04,218.1
2016-11-07,224.7
2016-11-08,225.35
2016-11-09,212.95
2016-11-10,232.4
2016-11-11,219.55
2016-11-15,195.85
2016-11-16,195.65
2016-11-17,195.7
2016-11-18,193.35
2016-11-21,179.75
2016-11-22,183.3
2016-11-23,190.85
2016-11-24,185.2
2016-11-25,188.7
2016-11-28,199.85
2016-11-29,195.95
2016-11-30,197.05
2016-12-01,193.45
2016-12-02,190.65
2016-12-05,190.85
2016-12-06,191.65
2016-12-07,191.2
2016-12-08,190.5
2016-12-09,191.5
2016-12-12,190.7
2016-12-13,190.05
2016-12-14,190.0
2016-12-15,189.35
2016-12-16,189.65
2016-12-19,191.35
2016-12-20,189.6
2016-12-21,188.3
2016-12-22,186.7
2016-12-23,188.6
2016-12-26,180.3
2016-12-27,179.75
2016-12-28,181.15
2016-12-29,184.05
2016-12-30,187.4
