Date,INDIANHUME
2016-01-01,437.65
2016-01-04,426.75
2016-01-05,425.95
2016-01-06,421.35
2016-01-07,410.2
2016-01-08,420.45
2016-01-11,415.8
2016-01-12,420.0
2016-01-13,408.6
2016-01-14,399.95
2016-01-15,397.2
2016-01-18,394.05
2016-01-19,399.95
2016-01-20,392.1
2016-01-21,376.35
2016-01-22,382.15
2016-01-25,384.7
2016-01-27,381.25
2016-01-28,380.25
2016-01-29,375.8
2016-02-01,355.75
2016-02-02,354.1
2016-02-03,355.1
2016-02-04,364.5
2016-02-05,353.8
2016-02-08,352.5
2016-02-09,344.6
2016-02-10,341.15
2016-02-11,335.85
2016-02-12,316.95
2016-02-15,314.4
2016-02-16,302.0
2016-02-17,299.3
2016-02-18,298.95
2016-02-19,299.35
2016-02-22,303.4
2016-02-23,296.5
2016-02-24,287.55
2016-02-25,285.1
2016-02-26,282.65
2016-02-29,271.85
2016-03-01,288.05
2016-03-02,296.45
2016-03-03,291.95
2016-03-04,292.9
2016-03-08,292.45
2016-03-09,292.2
2016-03-10,316.3
2016-03-11,331.75
2016-03-14,333.85
2016-03-15,342.65
2016-03-16,334.35
2016-03-17,321.9
2016-03-18,328.05
2016-03-21,330.95
2016-03-22,325.0
2016-03-23,323.4
2016-03-28,319.05
2016-03-29,315.45
2016-03-30,317.45
2016-03-31,320.75
2016-04-01,324.45
2016-04-04,317.85
2016-04-05,315.65
2016-04-06,315.6
2016-04-07,320.3
2016-04-08,325.95
2016-04-11,329.25
2016-04-12,338.5
2016-04-13,339.7
2016-04-18,338.1
2016-04-20,336.7
2016-04-21,339.65
2016-04-22,341.4
2016-04-25,334.1
2016-04-26,337.05
2016-04-27,344.6
2016-04-28,350.15
2016-04-29,355.5
2016-05-02,358.65
2016-05-03,353.75
2016-05-04,342.75
2016-05-05,346.35
2016-05-06,336.2
2016-05-09,335.85
2016-05-10,335.65
2016-05-11,345.85
2016-05-12,348.95
2016-05-13,348.65
2016-05-16,346.15
2016-05-17,348.05
2016-05-18,344.7
2016-05-19,350.25
2016-05-20,331.9
2016-05-23,324.8
2016-05-24,321.1
2016-05-25,327.25
2016-05-26,331.55
2016-05-27,330.25
2016-05-30,333.35
2016-05-31,332.05
2016-06-01,334.35
2016-06-02,339.7
2016-06-03,335.35
2016-06-06,335.55
2016-06-07,335.0
2016-06-08,335.05
2016-06-09,351.05
2016-06-10,356.55
2016-06-13,345.9
2016-06-14,357.6
2016-06-15,358.0
2016-06-16,349.3
2016-06-17,352.8
2016-06-20,342.95
2016-06-21,343.8
2016-06-22,350.7
2016-06-23,350.65
2016-06-24,331.85
2016-06-27,345.1
2016-06-28,345.05
2016-06-29,352.35
2016-06-30,347.75
2016-07-01,349.75
2016-07-04,354.5
2016-07-05,372.2
2016-07-07,377.95
2016-07-08,378.0
2016-07-11,376.75
2016-07-12,376.1
2016-07-13,378.05
2016-07-14,373.0
2016-07-15,370.85
2016-07-18,379.95
2016-07-19,390.05
2016-07-20,394.85
2016-07-21,390.2
2016-07-22,390.6
2016-07-25,398.25
2016-07-26,420.15
2016-07-27,453.55
2016-07-28,544.25
2016-07-29,537.2
2016-08-01,518.45
2016-08-02,533.0
2016-08-03,529.35
2016-08-04,513.15
2016-08-05,541.2
2016-08-08,544.8
2016-08-09,537.75
2016-08-10,521.6
2016-08-11,520.2
2016-08-12,525.1
2016-08-16,585.5
2016-08-17,607.1
2016-08-18,614.85
2016-08-19,619.05
2016-08-22,620.15
2016-08-23,596.55
2016-08-24,600.3
2016-08-25,599.85
2016-08-26,607.9
2016-08-29,610.65
2016-08-30,614.8
2016-08-31,600.7
2016-09-01,609.5
2016-09-02,610.5
2016-09-06,644.5
2016-09-07,656.65
2016-09-08,665.65
2016-09-09,660.3
2016-09-12,625.15
2016-09-14,650.4
2016-09-15,652.65
2016-09-16,650.25
2016-09-19,650.85
2016-09-20,639.05
2016-09-21,644.05
2016-09-22,648.6
2016-09-23,644.3
2016-09-26,632.4
2016-09-27,650.8
2016-09-28,688.05
2016-09-29,633.7
2016-09-30,655.2
2016-10-03,717.7
2016-10-04,712.0
2016-10-05,706.1
2016-10-06,695.35
2016-10-07,695.7
2016-10-10,696.25
2016-10-13,686.45
2016-10-14,679.7
2016-10-17,670.0
2016-10-18,804.0
2016-10-19,844.9
2016-10-20,834.3
2016-10-21,844.2
2016-10-24,861.6
2016-10-25,862.0
2016-10-26,845.1
2016-10-27,847.1
2016-10-28,826.8
2016-10-30,842.0
2016-11-01,830.9
2016-11-02,809.2
2016-11-03,804.05
2016-11-04,763.9
2016-11-07,816.85
2016-11-08,818.3
2016-11-09,803.3
2016-11-10,787.1
2016-11-11,737.35
2016-11-15,689.25
2016-11-16,699.2
2016-11-17,712.7
2016-11-18,740.25
2016-11-21,712.65
2016-11-22,739.85
2016-11-23,750.0
2016-11-24,755.2
2016-11-25,768.8
2016-11-28,789.8
2016-11-29,824.65
2016-11-30,859.25
2016-12-01,852.0
2016-12-02,836.15
2016-12-05,838.35
2016-12-06,831.95
2016-12-07,835.05
2016-12-08,823.75
2016-12-09,400.4
2016-12-12,401.35
2016-12-13,406.85
2016-12-14,394.0
2016-12-15,397.2
2016-12-16,391.6
2016-12-19,386.65
2016-12-20,378.75
2016-12-21,367.7
2016-12-22,348.2
2016-12-23,363.0
2016-12-26,366.45
2016-12-27,375.75
2016-12-28,377.65
2016-12-29,380.0
2016-12-30,378.3
