Date,PNCINFRA
2016-01-01,538.3
2016-01-04,541.0
2016-01-05,535.05
2016-01-06,539.05
2016-01-07,523.4
2016-01-08,529.85
2016-01-11,534.95
2016-01-12,531.95
2016-01-13,525.8
2016-01-14,514.85
2016-01-15,508.25
2016-01-18,466.65
2016-01-19,486.75
2016-01-20,461.8
2016-01-21,474.45
2016-01-22,482.65
2016-01-25,485.35
2016-01-27,508.45
2016-01-28,505.85
2016-01-29,506.55
2016-02-01,512.9
2016-02-02,505.35
2016-02-03,500.75
2016-02-04,495.8
2016-02-05,506.6
2016-02-08,513.95
2016-02-09,517.8
2016-02-10,520.3
2016-02-11,495.6
2016-02-12,498.2
2016-02-15,529.2
2016-02-16,517.75
2016-02-17,518.1
2016-02-18,514.95
2016-02-19,502.55
2016-02-22,512.65
2016-02-23,495.05
2016-02-24,493.7
2016-02-25,490.05
2016-02-26,471.75
2016-02-29,476.9
2016-03-01,480.8
2016-03-02,484.0
2016-03-03,480.9
2016-03-04,503.7
2016-03-08,491.0
2016-03-09,489.5
2016-03-10,489.55
2016-03-11,489.75
2016-03-14,489.15
2016-03-15,488.1
2016-03-16,489.25
2016-03-17,489.6
2016-03-18,489.2
2016-03-21,489.55
2016-03-22,498.25
2016-03-23,507.6
2016-03-28,489.25
2016-03-29,496.05
2016-03-30,502.95
2016-03-31,528.6
2016-04-01,527.0
2016-04-04,529.3
2016-04-05,528.65
2016-04-06,520.1
2016-04-07,527.0
2016-04-08,526.6
2016-04-11,527.95
2016-04-12,527.55
2016-04-13,534.4
2016-04-18,531.4
2016-04-20,533.4
2016-04-21,529.7
2016-04-22,524.85
2016-04-25,519.35
2016-04-26,528.1
2016-04-27,530.0
2016-04-28,520.3
2016-04-29,522.3
2016-05-02,530.45
2016-05-03,535.25
2016-05-04,533.2
2016-05-05,536.6
2016-05-06,541.65
2016-05-09,530.9
2016-05-10,543.2
2016-05-11,532.15
2016-05-12,534.45
2016-05-13,544.25
2016-05-16,543.65
2016-05-17,555.0
2016-05-18,559.75
2016-05-19,567.7
2016-05-20,563.55
2016-05-23,566.15
2016-05-24,574.7
2016-05-25,573.55
2016-05-26,579.8
2016-05-27,567.1
2016-05-30,573.25
2016-05-31,567.95
2016-06-01,564.0
2016-06-02,564.65
2016-06-03,554.2
2016-06-06,561.5
2016-06-07,564.95
2016-06-08,566.35
2016-06-09,562.6
2016-06-10,555.7
2016-06-13,551.65
2016-06-14,557.35
2016-06-15,558.95
2016-06-16,554.95
2016-06-17,557.6
2016-06-20,552.8
2016-06-21,556.8
2016-06-22,551.1
2016-06-23,555.6
2016-06-24,548.75
2016-06-27,557.5
2016-06-28,546.75
2016-06-29,558.65
2016-06-30,576.05
2016-07-01,569.25
2016-07-04,576.3
2016-07-05,572.55
2016-07-07,575.3
2016-07-08,574.9
2016-07-11,568.45
2016-07-12,566.7
2016-07-13,558.55
2016-07-14,574.95
2016-07-15,562.85
2016-07-18,569.55
2016-07-19,560.45
2016-07-20,567.0
2016-07-21,570.05
2016-07-22,567.55
2016-07-25,564.3
2016-07-26,556.65
2016-07-27,555.75
2016-07-28,560.45
2016-07-29,575.0
2016-08-01,571.25
2016-08-02,566.3
2016-08-03,552.85
2016-08-04,557.5
2016-08-05,562.4
2016-08-08,567.2
2016-08-09,568.8
2016-08-10,569.25
2016-08-11,565.35
2016-08-12,111.2
2016-08-16,114.5
2016-08-17,115.8
2016-08-18,116.6
2016-08-19,117.4
2016-08-22,117.4
2016-08-23,118.75
2016-08-24,120.95
2016-08-25,121.5
2016-08-26,121.8
2016-08-29,121.1
2016-08-30,120.4
2016-08-31,121.5
2016-09-01,120.2
2016-09-02,121.05
2016-09-06,121.95
2016-09-07,122.0
2016-09-08,126.7
2016-09-09,125.5
2016-09-12,122.05
2016-09-14,121.7
2016-09-15,121.95
2016-09-16,120.35
2016-09-19,122.9
2016-09-20,121.35
2016-09-21,121.85
2016-09-22,121.9
2016-09-23,120.65
2016-09-26,121.0
2016-09-27,120.1
2016-09-28,120.15
2016-09-29,115.55
2016-09-30,116.45
2016-10-03,116.15
2016-10-04,117.0
2016-10-05,128.9
2016-10-06,129.7
2016-10-07,127.1
2016-10-10,126.25
2016-10-13,124.75
2016-10-14,123.65
2016-10-17,123.4
2016-10-18,124.85
2016-10-19,123.85
2016-10-20,125.15
2016-10-21,122.65
2016-10-24,123.65
2016-10-25,122.85
2016-10-26,122.35
2016-10-27,121.1
2016-10-28,120.25
2016-10-30,124.05
2016-11-01,122.45
2016-11-02,120.45
2016-11-03,117.1
2016-11-04,114.55
2016-11-07,116.85
2016-11-08,115.9
2016-11-09,116.2
2016-11-10,117.3
2016-11-11,114.75
2016-11-15,111.2
2016-11-16,113.45
2016-11-17,113.0
2016-11-18,114.1
2016-11-21,110.55
2016-11-22,112.95
2016-11-23,113.95
2016-11-24,113.6
2016-11-25,113.8
2016-11-28,111.0
2016-11-29,109.85
2016-11-30,109.95
2016-12-01,107.75
2016-12-02,106.95
2016-12-05,110.05
2016-12-06,111.1
2016-12-07,111.35
2016-12-08,107.0
2016-12-09,106.55
2016-12-12,104.65
2016-12-13,104.85
2016-12-14,104.35
2016-12-15,105.75
2016-12-16,105.65
2016-12-19,105.0
2016-12-20,104.3
2016-12-21,105.4
2016-12-22,104.0
2016-12-23,103.55
2016-12-26,102.7
2016-12-27,101.2
2016-12-28,104.95
2016-12-29,104.85
2016-12-30,103.55
