Date,ROHLTD
2016-01-01,76.3
2016-01-04,91.55
2016-01-05,100.7
2016-01-06,100.8
2016-01-07,100.9
2016-01-08,110.95
2016-01-11,107.1
2016-01-12,104.4
2016-01-13,98.4
2016-01-14,93.25
2016-01-15,84.8
2016-01-18,80.6
2016-01-19,80.5
2016-01-20,84.5
2016-01-21,88.45
2016-01-22,84.8
2016-01-25,86.75
2016-01-27,85.8
2016-01-28,82.4
2016-01-29,81.65
2016-02-01,79.25
2016-02-02,82.7
2016-02-03,78.7
2016-02-04,74.8
2016-02-05,70.1
2016-02-08,74.7
2016-02-09,74.4
2016-02-10,72.6
2016-02-11,65.35
2016-02-12,64.4
2016-02-15,65.65
2016-02-16,60.55
2016-02-17,62.85
2016-02-18,64.3
2016-02-19,64.8
2016-02-22,63.6
2016-02-23,60.05
2016-02-24,61.55
2016-02-25,62.2
2016-02-26,60.6
2016-02-29,58.35
2016-03-01,64.15
2016-03-02,70.55
2016-03-03,69.05
2016-03-04,71.4
2016-03-08,74.1
2016-03-09,70.3
2016-03-10,70.55
2016-03-11,71.85
2016-03-14,71.0
2016-03-15,67.75
2016-03-16,67.55
2016-03-17,74.0
2016-03-18,73.5
2016-03-21,75.05
2016-03-22,75.8
2016-03-23,76.3
2016-03-28,72.0
2016-03-29,70.15
2016-03-30,69.6
2016-03-31,70.6
2016-04-01,74.1
2016-04-04,78.2
2016-04-05,73.25
2016-04-06,74.25
2016-04-07,72.2
2016-04-08,73.05
2016-04-11,73.3
2016-04-12,77.95
2016-04-13,80.85
2016-04-18,79.4
2016-04-20,77.45
2016-04-21,76.4
2016-04-22,85.5
2016-04-25,81.85
2016-04-26,82.0
2016-04-27,81.35
2016-04-28,77.65
2016-04-29,77.45
2016-05-02,79.15
2016-05-03,78.75
2016-05-04,77.7
2016-05-05,76.5
2016-05-06,76.15
2016-05-09,80.05
2016-05-10,80.05
2016-05-11,78.4
2016-05-12,78.2
2016-05-13,77.2
2016-05-16,81.9
2016-05-17,84.7
2016-05-18,84.1
2016-05-19,80.35
2016-05-20,77.9
2016-05-23,79.1
2016-05-24,76.9
2016-05-25,78.8
2016-05-26,80.05
2016-05-27,80.85
2016-05-30,81.55
2016-05-31,74.95
2016-06-01,76.8
2016-06-02,76.6
2016-06-03,74.55
2016-06-06,73.25
2016-06-07,73.85
2016-06-08,78.5
2016-06-09,79.55
2016-06-10,79.95
2016-06-13,79.55
2016-06-14,81.35
2016-06-15,79.95
2016-06-16,79.55
2016-06-17,82.2
2016-06-20,79.95
2016-06-21,78.85
2016-06-22,77.35
2016-06-23,76.65
2016-06-24,75.0
2016-06-27,78.25
2016-06-28,79.0
2016-06-29,78.55
2016-06-30,80.2
2016-07-01,79.5
2016-07-04,80.3
2016-07-05,80.05
2016-07-07,80.1
2016-07-08,79.75
2016-07-11,80.3
2016-07-12,84.75
2016-07-13,82.05
2016-07-14,82.55
2016-07-15,83.0
2016-07-18,80.3
2016-07-19,82.2
2016-07-20,82.3
2016-07-21,80.05
2016-07-22,81.4
2016-07-25,82.55
2016-07-26,78.1
2016-07-27,79.55
2016-07-28,79.65
2016-07-29,79.45
2016-08-01,82.7
2016-08-02,78.75
2016-08-03,78.65
2016-08-04,78.4
2016-08-05,78.85
2016-08-08,79.05
2016-08-09,78.7
2016-08-10,77.0
2016-08-11,77.25
2016-08-12,78.85
2016-08-16,70.65
2016-08-17,71.35
2016-08-18,72.55
2016-08-19,73.55
2016-08-22,68.75
2016-08-23,68.5
2016-08-24,68.15
2016-08-25,66.9
2016-08-26,66.55
2016-08-29,67.4
2016-08-30,67.95
2016-08-31,66.35
2016-09-01,65.75
2016-09-02,67.55
2016-09-06,67.35
2016-09-07,65.8
2016-09-08,64.1
2016-09-09,63.55
2016-09-12,61.25
2016-09-14,64.3
2016-09-15,65.4
2016-09-16,66.55
2016-09-19,69.75
2016-09-20,67.2
2016-09-21,66.6
2016-09-22,69.75
2016-09-23,71.3
2016-09-26,67.45
2016-09-27,65.7
2016-09-28,68.0
2016-09-29,62.5
2016-09-30,63.85
2016-10-03,66.05
2016-10-04,66.0
2016-10-05,65.15
2016-10-06,65.9
2016-10-07,65.7
2016-10-10,66.5
2016-10-13,64.9
2016-10-14,65.4
2016-10-17,66.3
2016-10-18,68.4
2016-10-19,70.9
2016-10-20,70.45
2016-10-21,71.6
2016-10-24,71.65
2016-10-25,71.35
2016-10-26,72.4
2016-10-27,71.7
2016-10-28,72.5
2016-10-30,74.2
2016-11-01,82.35
2016-11-02,85.0
2016-11-03,82.35
2016-11-04,78.3
2016-11-07,79.9
2016-11-08,82.1
2016-11-09,76.6
2016-11-10,78.8
2016-11-11,73.2
2016-11-15,69.0
2016-11-16,72.05
2016-11-17,70.05
2016-11-18,69.4
2016-11-21,69.7
2016-11-22,68.95
2016-11-23,69.9
2016-11-24,69.35
2016-11-25,71.05
2016-11-28,68.65
2016-11-29,70.95
2016-11-30,75.2
2016-12-01,72.8
2016-12-02,72.65
2016-12-05,71.05
2016-12-06,72.55
2016-12-07,74.4
2016-12-08,75.1
2016-12-09,76.65
2016-12-12,73.4
2016-12-13,73.65
2016-12-14,74.75
2016-12-15,75.2
2016-12-16,73.0
2016-12-19,75.1
2016-12-20,74.55
2016-12-21,74.1
2016-12-22,72.5
2016-12-23,71.85
2016-12-26,72.4
2016-12-27,74.3
2016-12-28,74.85
2016-12-29,73.65
2016-12-30,74.25
