Date,CENTURYPLY
2016-01-01,173.75
2016-01-04,172.4
2016-01-05,175.05
2016-01-06,173.2
2016-01-07,167.7
2016-01-08,167.3
2016-01-11,172.4
2016-01-12,170.05
2016-01-13,166.3
2016-01-14,164.9
2016-01-15,159.9
2016-01-18,155.05
2016-01-19,163.4
2016-01-20,155.2
2016-01-21,153.3
2016-01-22,158.3
2016-01-25,163.85
2016-01-27,163.3
2016-01-28,152.05
2016-01-29,149.5
2016-02-01,152.65
2016-02-02,147.35
2016-02-03,142.1
2016-02-04,141.6
2016-02-05,143.45
2016-02-08,144.35
2016-02-09,146.1
2016-02-10,145.1
2016-02-11,142.0
2016-02-12,140.1
2016-02-15,149.65
2016-02-16,147.25
2016-02-17,148.1
2016-02-18,148.8
2016-02-19,147.65
2016-02-22,147.65
2016-02-23,147.05
2016-02-24,146.4
2016-02-25,148.1
2016-02-26,148.5
2016-02-29,149.0
2016-03-01,154.0
2016-03-02,167.3
2016-03-03,165.8
2016-03-04,168.55
2016-03-08,165.6
2016-03-09,164.5
2016-03-10,167.05
2016-03-11,167.05
2016-03-14,167.2
2016-03-15,166.25
2016-03-16,165.35
2016-03-17,163.4
2016-03-18,165.65
2016-03-21,167.2
2016-03-22,167.0
2016-03-23,168.1
2016-03-28,161.3
2016-03-29,163.1
2016-03-30,169.75
2016-03-31,170.85
2016-04-01,171.85
2016-04-04,169.85
2016-04-05,169.3
2016-04-06,169.65
2016-04-07,170.1
2016-04-08,171.2
2016-04-11,173.1
2016-04-12,180.6
2016-04-13,183.05
2016-04-18,182.1
2016-04-20,186.05
2016-04-21,185.95
2016-04-22,180.85
2016-04-25,178.55
2016-04-26,184.7
2016-04-27,183.25
2016-04-28,181.8
2016-04-29,184.05
2016-05-02,189.75
2016-05-03,188.65
2016-05-04,187.3
2016-05-05,190.65
2016-05-06,189.7
2016-05-09,188.4
2016-05-10,182.95
2016-05-11,177.5
2016-05-12,173.4
2016-05-13,171.6
2016-05-16,168.9
2016-05-17,167.0
2016-05-18,165.8
2016-05-19,165.2
2016-05-20,162.05
2016-05-23,158.85
2016-05-24,159.05
2016-05-25,161.8
2016-05-26,162.0
2016-05-27,161.25
2016-05-30,161.9
2016-05-31,163.0
2016-06-01,169.05
2016-06-02,168.1
2016-06-03,167.0
2016-06-06,163.9
2016-06-07,164.5
2016-06-08,179.0
2016-06-09,181.9
2016-06-10,178.0
2016-06-13,175.2
2016-06-14,186.3
2016-06-15,191.95
2016-06-16,197.95
2016-06-17,202.75
2016-06-20,196.75
2016-06-21,201.2
2016-06-22,199.65
2016-06-23,194.1
2016-06-24,193.95
2016-06-27,189.4
2016-06-28,190.6
2016-06-29,191.2
2016-06-30,195.55
2016-07-01,204.3
2016-07-04,213.2
2016-07-05,207.3
2016-07-07,206.7
2016-07-08,207.05
2016-07-11,210.3
2016-07-12,217.5
2016-07-13,218.5
2016-07-14,218.4
2016-07-15,224.8
2016-07-18,220.55
2016-07-19,222.25
2016-07-20,228.5
2016-07-21,229.75
2016-07-22,228.35
2016-07-25,234.2
2016-07-26,233.8
2016-07-27,228.45
2016-07-28,233.85
2016-07-29,235.35
2016-08-01,229.95
2016-08-02,224.7
2016-08-03,219.55
2016-08-04,213.2
2016-08-05,224.3
2016-08-08,217.7
2016-08-09,217.75
2016-08-10,210.7
2016-08-11,208.4
2016-08-12,210.65
2016-08-16,212.6
2016-08-17,217.75
2016-08-18,218.1
2016-08-19,214.8
2016-08-22,213.8
2016-08-23,220.55
2016-08-24,221.45
2016-08-25,222.55
2016-08-26,222.3
2016-08-29,218.9
2016-08-30,218.65
2016-08-31,217.0
2016-09-01,225.45
2016-09-02,226.4
2016-09-06,233.2
2016-09-07,232.55
2016-09-08,233.2
2016-09-09,227.25
2016-09-12,221.6
2016-09-14,224.95
2016-09-15,228.55
2016-09-16,229.4
2016-09-19,238.15
2016-09-20,235.9
2016-09-21,238.75
2016-09-22,244.35
2016-09-23,252.6
2016-09-26,253.85
2016-09-27,254.8
2016-09-28,259.6
2016-09-29,245.55
2016-09-30,250.55
2016-10-03,260.9
2016-10-04,259.55
2016-10-05,257.15
2016-10-06,252.95
2016-10-07,250.5
2016-10-10,250.95
2016-10-13,256.25
2016-10-14,254.35
2016-10-17,254.35
2016-10-18,256.1
2016-10-19,262.55
2016-10-20,255.0
2016-10-21,252.0
2016-10-24,249.15
2016-10-25,251.85
2016-10-26,247.1
2016-10-27,240.95
2016-10-28,246.5
2016-10-30,250.0
2016-11-01,251.15
2016-11-02,240.9
2016-11-03,237.5
2016-11-04,229.7
2016-11-07,232.5
2016-11-08,227.2
2016-11-09,212.1
2016-11-10,220.35
2016-11-11,204.6
2016-11-15,184.8
2016-11-16,182.2
2016-11-17,178.3
2016-11-18,179.4
2016-11-21,175.8
2016-11-22,175.9
2016-11-23,175.6
2016-11-24,177.6
2016-11-25,181.55
2016-11-28,185.1
2016-11-29,183.8
2016-11-30,181.7
2016-12-01,178.3
2016-12-02,172.95
2016-12-05,169.35
2016-12-06,167.75
2016-12-07,164.15
2016-12-08,170.65
2016-12-09,172.8
2016-12-12,169.65
2016-12-13,167.5
2016-12-14,164.6
2016-12-15,163.55
2016-12-16,167.4
2016-12-19,163.15
2016-12-20,164.05
2016-12-21,160.9
2016-12-22,155.1
2016-12-23,163.7
2016-12-26,162.0
2016-12-27,161.1
2016-12-28,161.95
2016-12-29,164.15
2016-12-30,168.55
