Date,RBL
2016-01-01,351.6
2016-01-04,346.65
2016-01-05,350.0
2016-01-06,345.0
2016-01-07,338.6
2016-01-08,334.65
2016-01-11,343.35
2016-01-12,329.85
2016-01-13,320.45
2016-01-14,320.1
2016-01-15,312.95
2016-01-18,300.4
2016-01-19,304.85
2016-01-20,290.8
2016-01-21,295.85
2016-01-22,310.0
2016-01-25,309.5
2016-01-27,323.15
2016-01-28,387.75
2016-01-29,398.2
2016-02-01,403.05
2016-02-02,384.3
2016-02-03,371.85
2016-02-04,369.45
2016-02-05,393.8
2016-02-08,377.95
2016-02-09,379.05
2016-02-10,376.9
2016-02-11,343.6
2016-02-12,342.85
2016-02-15,350.75
2016-02-16,339.35
2016-02-17,339.65
2016-02-18,346.6
2016-02-19,347.0
2016-02-22,374.2
2016-02-23,365.15
2016-02-24,350.5
2016-02-25,348.0
2016-02-26,345.0
2016-02-29,340.0
2016-03-01,365.75
2016-03-02,376.05
2016-03-03,373.0
2016-03-04,365.3
2016-03-08,364.2
2016-03-09,361.6
2016-03-10,364.65
2016-03-11,377.7
2016-03-14,378.5
2016-03-15,374.85
2016-03-16,367.25
2016-03-17,364.1
2016-03-18,357.95
2016-03-21,365.35
2016-03-22,366.0
2016-03-23,362.7
2016-03-28,352.45
2016-03-29,370.25
2016-03-30,370.05
2016-03-31,381.3
2016-04-01,379.55
2016-04-04,373.3
2016-04-05,373.55
2016-04-06,377.55
2016-04-07,376.05
2016-04-08,375.5
2016-04-11,376.4
2016-04-12,378.0
2016-04-13,380.8
2016-04-18,378.35
2016-04-20,379.5
2016-04-21,373.9
2016-04-22,374.7
2016-04-25,380.35
2016-04-26,382.9
2016-04-27,376.0
2016-04-28,377.9
2016-04-29,374.1
2016-05-02,374.2
2016-05-03,375.0
2016-05-04,374.2
2016-05-05,371.9
2016-05-06,375.1
2016-05-09,375.9
2016-05-10,374.6
2016-05-11,373.5
2016-05-12,375.0
2016-05-13,378.35
2016-05-16,381.8
2016-05-17,376.0
2016-05-18,381.25
2016-05-19,377.8
2016-05-20,365.85
2016-05-23,388.8
2016-05-24,383.85
2016-05-25,387.65
2016-05-26,381.05
2016-05-27,379.0
2016-05-30,381.7
2016-05-31,371.2
2016-06-01,383.0
2016-06-02,381.85
2016-06-03,377.9
2016-06-06,380.55
2016-06-07,382.5
2016-06-08,375.3
2016-06-09,376.95
2016-06-10,377.55
2016-06-13,376.5
2016-06-14,376.75
2016-06-15,378.2
2016-06-16,374.5
2016-06-17,369.55
2016-06-20,378.45
2016-06-21,371.65
2016-06-22,375.05
2016-06-23,372.9
2016-06-24,364.85
2016-06-27,374.95
2016-06-28,374.7
2016-06-29,384.05
2016-06-30,384.75
2016-07-01,396.95
2016-07-04,415.6
2016-07-05,416.15
2016-07-07,413.15
2016-07-08,415.55
2016-07-11,417.35
2016-07-12,398.1
2016-07-13,411.5
2016-07-14,428.7
2016-07-15,452.8
2016-07-18,449.2
2016-07-19,461.65
2016-07-20,475.95
2016-07-21,568.65
2016-07-22,638.85
2016-07-25,626.5
2016-07-26,599.85
2016-07-27,606.55
2016-07-28,592.55
2016-07-29,587.0
2016-08-01,586.35
2016-08-02,583.8
2016-08-03,574.05
2016-08-04,610.15
2016-08-05,649.5
2016-08-08,688.45
2016-08-09,687.8
2016-08-10,665.15
2016-08-11,659.85
2016-08-12,662.6
2016-08-16,645.75
2016-08-17,646.1
2016-08-18,646.7
2016-08-19,653.15
2016-08-22,666.8
2016-08-23,663.8
2016-08-24,657.15
2016-08-25,668.4
2016-08-26,664.1
2016-08-29,662.55
2016-08-30,728.8
2016-08-31,797.7
2016-09-01,820.6
2016-09-02,780.3
2016-09-06,936.35
2016-09-07,1044.9
2016-09-08,1050.05
2016-09-09,1033.8
2016-09-12,1230.55
2016-09-14,1272.65
2016-09-15,1295.5
2016-09-16,1310.7
2016-09-19,1264.1
2016-09-20,1233.75
2016-09-21,1280.75
2016-09-22,1297.5
2016-09-23,1268.95
2016-09-26,1248.15
2016-09-27,1227.45
2016-09-28,1244.25
2016-09-29,1135.05
2016-09-30,1166.05
2016-10-03,1189.9
2016-10-04,1170.95
2016-10-05,1160.6
2016-10-06,1138.45
2016-10-07,1251.25
2016-10-10,1279.3
2016-10-13,1237.25
2016-10-14,1232.2
2016-10-17,1257.1
2016-10-18,1256.1
2016-10-19,1267.8
2016-10-20,1251.35
2016-10-21,1264.2
2016-10-24,1279.75
2016-10-25,1269.4
2016-10-26,1204.4
2016-10-27,1155.45
2016-10-28,1161.7
2016-10-30,1171.6
2016-11-01,1133.7
2016-11-02,1083.75
2016-11-03,1013.35
2016-11-04,966.6
2016-11-07,1001.7
2016-11-08,990.75
2016-11-09,1000.25
2016-11-10,1013.3
2016-11-11,970.9
2016-11-15,868.0
2016-11-16,862.45
2016-11-17,833.95
2016-11-18,848.95
2016-11-21,790.2
2016-11-22,769.55
2016-11-23,908.2
2016-11-24,993.8
2016-11-25,995.35
2016-11-28,980.25
2016-11-29,977.15
2016-11-30,974.35
2016-12-01,937.8
2016-12-02,906.35
2016-12-05,894.5
2016-12-06,1021.2
2016-12-07,1012.9
2016-12-08,1026.65
2016-12-09,1001.25
2016-12-12,985.15
2016-12-13,1009.65
2016-12-14,991.0
2016-12-15,989.85
2016-12-16,985.8
2016-12-19,974.95
2016-12-20,965.1
2016-12-21,944.5
2016-12-22,920.35
2016-12-23,948.4
2016-12-26,908.55
2016-12-27,921.95
2016-12-28,933.2
2016-12-29,939.0
2016-12-30,989.0
