Date,INDIANB
2016-01-01,114.85
2016-01-04,113.2
2016-01-05,112.5
2016-01-06,110.7
2016-01-07,107.9
2016-01-08,107.55
2016-01-11,105.25
2016-01-12,99.6
2016-01-13,98.7
2016-01-14,94.95
2016-01-15,93.85
2016-01-18,90.1
2016-01-19,90.75
2016-01-20,89.2
2016-01-21,88.75
2016-01-22,92.05
2016-01-25,92.8
2016-01-27,93.65
2016-01-28,90.45
2016-01-29,91.45
2016-02-01,91.8
2016-02-02,88.35
2016-02-03,84.65
2016-02-04,85.1
2016-02-05,86.0
2016-02-08,87.95
2016-02-09,86.7
2016-02-10,85.3
2016-02-11,80.7
2016-02-12,83.3
2016-02-15,85.85
2016-02-16,85.65
2016-02-17,87.2
2016-02-18,86.8
2016-02-19,86.05
2016-02-22,84.65
2016-02-23,82.85
2016-02-24,80.8
2016-02-25,78.3
2016-02-26,77.25
2016-02-29,76.05
2016-03-01,76.55
2016-03-02,84.25
2016-03-03,92.1
2016-03-04,100.3
2016-03-08,100.65
2016-03-09,102.9
2016-03-10,102.8
2016-03-11,100.0
2016-03-14,101.2
2016-03-15,99.5
2016-03-16,99.0
2016-03-17,102.15
2016-03-18,102.5
2016-03-21,107.45
2016-03-22,107.4
2016-03-23,106.15
2016-03-28,102.9
2016-03-29,100.95
2016-03-30,103.8
2016-03-31,103.9
2016-04-01,104.7
2016-04-04,105.25
2016-04-05,102.45
2016-04-06,101.95
2016-04-07,99.4
2016-04-08,99.25
2016-04-11,98.95
2016-04-12,99.0
2016-04-13,99.45
2016-04-18,97.9
2016-04-20,97.6
2016-04-21,100.25
2016-04-22,100.65
2016-04-25,99.9
2016-04-26,100.5
2016-04-27,100.1
2016-04-28,98.9
2016-04-29,97.5
2016-05-02,96.15
2016-05-03,95.85
2016-05-04,95.35
2016-05-05,91.65
2016-05-06,91.1
2016-05-09,92.8
2016-05-10,93.6
2016-05-11,90.05
2016-05-12,86.2
2016-05-13,91.0
2016-05-16,90.65
2016-05-17,91.05
2016-05-18,91.2
2016-05-19,90.05
2016-05-20,90.15
2016-05-23,90.4
2016-05-24,90.05
2016-05-25,89.6
2016-05-26,89.4
2016-05-27,92.4
2016-05-30,93.2
2016-05-31,90.85
2016-06-01,90.6
2016-06-02,91.75
2016-06-03,92.1
2016-06-06,95.15
2016-06-07,97.4
2016-06-08,103.8
2016-06-09,105.75
2016-06-10,104.95
2016-06-13,105.45
2016-06-14,106.9
2016-06-15,119.1
2016-06-16,121.35
2016-06-17,124.0
2016-06-20,141.7
2016-06-21,141.25
2016-06-22,135.5
2016-06-23,137.6
2016-06-24,133.6
2016-06-27,140.35
2016-06-28,140.85
2016-06-29,140.0
2016-06-30,141.2
2016-07-01,141.55
2016-07-04,151.3
2016-07-05,149.75
2016-07-07,151.05
2016-07-08,150.5
2016-07-11,152.6
2016-07-12,153.05
2016-07-13,154.6
2016-07-14,158.05
2016-07-15,157.45
2016-07-18,159.5
2016-07-19,154.75
2016-07-20,154.8
2016-07-21,148.85
2016-07-22,145.85
2016-07-25,152.7
2016-07-26,152.9
2016-07-27,153.05
2016-07-28,155.1
2016-07-29,157.95
2016-08-01,155.3
2016-08-02,186.35
2016-08-03,180.1
2016-08-04,197.8
2016-08-05,202.0
2016-08-08,197.4
2016-08-09,203.4
2016-08-10,198.55
2016-08-11,192.9
2016-08-12,204.2
2016-08-16,204.8
2016-08-17,217.4
2016-08-18,228.15
2016-08-19,229.2
2016-08-22,223.8
2016-08-23,228.65
2016-08-24,228.35
2016-08-25,223.8
2016-08-26,222.6
2016-08-29,225.05
2016-08-30,229.1
2016-08-31,224.95
2016-09-01,223.6
2016-09-02,219.45
2016-09-06,235.1
2016-09-07,233.5
2016-09-08,234.75
2016-09-09,228.65
2016-09-12,216.55
2016-09-14,218.55
2016-09-15,214.4
2016-09-16,216.95
2016-09-19,216.6
2016-09-20,216.5
2016-09-21,214.15
2016-09-22,216.6
2016-09-23,213.8
2016-09-26,209.2
2016-09-27,206.9
2016-09-28,227.7
2016-09-29,209.9
2016-09-30,211.1
2016-10-03,223.8
2016-10-04,223.85
2016-10-05,222.3
2016-10-06,216.85
2016-10-07,220.85
2016-10-10,215.65
2016-10-13,208.8
2016-10-14,210.2
2016-10-17,209.1
2016-10-18,211.75
2016-10-19,220.75
2016-10-20,225.25
2016-10-21,225.3
2016-10-24,229.85
2016-10-25,227.9
2016-10-26,224.75
2016-10-27,218.1
2016-10-28,232.5
2016-10-30,230.3
2016-11-01,226.85
2016-11-02,219.75
2016-11-03,210.3
2016-11-04,206.0
2016-11-07,210.0
2016-11-08,216.0
2016-11-09,226.9
2016-11-10,268.35
2016-11-11,250.5
2016-11-15,250.7
2016-11-16,243.1
2016-11-17,247.85
2016-11-18,261.9
2016-11-21,250.05
2016-11-22,247.25
2016-11-23,245.0
2016-11-24,239.15
2016-11-25,242.1
2016-11-28,241.95
2016-11-29,240.75
2016-11-30,253.75
2016-12-01,246.95
2016-12-02,243.55
2016-12-05,241.4
2016-12-06,240.7
2016-12-07,241.8
2016-12-08,244.3
2016-12-09,244.65
2016-12-12,240.35
2016-12-13,245.4
2016-12-14,240.4
2016-12-15,241.45
2016-12-16,231.3
2016-12-19,229.15
2016-12-20,219.55
2016-12-21,212.0
2016-12-22,200.9
2016-12-23,209.45
2016-12-26,202.3
2016-12-27,209.85
2016-12-28,213.85
2016-12-29,216.85
2016-12-30,220.85
