Date,KKCL
2016-01-01,2156.1
2016-01-04,2140.25
2016-01-05,2155.85
2016-01-06,2151.0
2016-01-07,2150.0
2016-01-08,2150.0
2016-01-11,2150.0
2016-01-12,2146.5
2016-01-13,2170.2
2016-01-14,2145.65
2016-01-15,2143.85
2016-01-18,2030.0
2016-01-19,2001.55
2016-01-20,2011.95
2016-01-21,1976.65
2016-01-22,2027.15
2016-01-25,2016.4
2016-01-27,2066.45
2016-01-28,2025.2
2016-01-29,2068.45
2016-02-01,2003.7
2016-02-02,1998.05
2016-02-03,1962.95
2016-02-04,1943.2
2016-02-05,2007.45
2016-02-08,1966.0
2016-02-09,1930.0
2016-02-10,1903.6
2016-02-11,1917.25
2016-02-12,1899.25
2016-02-15,1873.85
2016-02-16,1830.8
2016-02-17,1755.55
2016-02-18,1760.1
2016-02-19,1735.9
2016-02-22,1755.25
2016-02-23,1818.2
2016-02-24,1793.05
2016-02-26,1760.2
2016-02-29,1800.0
2016-03-01,1850.0
2016-03-02,1888.4
2016-03-03,1879.95
2016-03-04,1892.3
2016-03-08,1899.9
2016-03-09,1813.35
2016-03-10,1794.95
2016-03-11,1801.05
2016-03-14,1800.0
2016-03-15,1767.85
2016-03-16,1750.7
2016-03-17,1757.25
2016-03-18,1757.0
2016-03-21,1719.55
2016-03-22,1732.45
2016-03-23,1780.0
2016-03-28,1760.45
2016-03-29,1699.85
2016-03-30,1701.6
2016-03-31,1763.6
2016-04-01,1760.0
2016-04-04,1727.5
2016-04-05,1758.0
2016-04-06,1755.0
2016-04-07,1755.0
2016-04-08,1735.0
2016-04-11,1713.0
2016-04-12,1750.0
2016-04-13,1793.3
2016-04-18,1800.0
2016-04-20,1810.0
2016-04-21,1790.0
2016-04-22,1765.0
2016-04-25,1796.8
2016-04-26,1790.0
2016-04-27,1794.9
2016-04-28,1798.5
2016-04-29,1800.0
2016-05-02,1795.0
2016-05-03,1770.3
2016-05-04,1770.0
2016-05-05,1760.0
2016-05-06,1779.65
2016-05-09,1791.0
2016-05-10,1792.55
2016-05-11,1777.0
2016-05-12,1780.0
2016-05-13,1778.85
2016-05-16,1770.5
2016-05-17,1791.3
2016-05-18,1749.9
2016-05-19,1763.15
2016-05-20,1798.55
2016-05-23,1814.4
2016-05-24,1765.3
2016-05-25,1799.0
2016-05-26,1775.1
2016-05-27,1777.35
2016-05-30,1800.0
2016-05-31,1798.25
2016-06-01,1770.45
2016-06-02,1775.65
2016-06-03,1778.0
2016-06-06,1785.0
2016-06-07,1765.0
2016-06-08,1764.1
2016-06-09,1775.5
2016-06-10,1799.05
2016-06-13,1799.0
2016-06-14,1775.0
2016-06-15,1797.0
2016-06-16,1780.0
2016-06-17,1800.0
2016-06-20,1799.0
2016-06-21,1799.05
2016-06-22,1805.65
2016-06-23,1795.0
2016-06-24,1790.1
2016-06-27,1797.9
2016-06-28,1799.7
2016-06-29,1809.95
2016-06-30,1818.0
2016-07-01,1810.0
2016-07-04,1803.8
2016-07-05,1814.05
2016-07-07,1815.65
2016-07-08,1807.65
2016-07-11,1808.0
2016-07-12,1809.9
2016-07-13,1806.25
2016-07-14,1810.0
2016-07-15,1810.0
2016-07-18,1817.25
2016-07-19,1805.0
2016-07-20,1819.95
2016-07-21,1810.0
2016-07-22,1849.0
2016-07-25,1825.0
2016-07-26,1834.05
2016-07-27,1836.15
2016-07-28,1835.35
2016-07-29,1831.4
2016-08-01,1840.0
2016-08-02,1850.0
2016-08-03,1845.0
2016-08-04,1853.05
2016-08-05,1850.0
2016-08-08,1865.0
2016-08-09,1856.0
2016-08-10,1850.05
2016-08-11,1865.15
2016-08-12,1850.0
2016-08-16,1850.0
2016-08-17,1838.05
2016-08-18,1850.0
2016-08-19,1860.0
2016-08-22,1860.0
2016-08-23,1835.0
2016-08-24,1835.4
2016-08-25,1835.0
2016-08-26,1856.7
2016-08-29,1817.55
2016-08-30,1817.05
2016-08-31,1817.0
2016-09-01,1857.4
2016-09-02,1878.4
2016-09-06,1919.9
2016-09-07,1913.25
2016-09-08,1905.75
2016-09-09,1919.5
2016-09-12,1895.9
2016-09-14,1895.0
2016-09-15,1909.3
2016-09-16,1910.0
2016-09-19,1900.0
2016-09-20,1900.0
2016-09-21,1920.0
2016-09-22,1920.0
2016-09-23,1900.0
2016-09-26,1900.55
2016-09-27,1919.0
2016-09-28,1917.95
2016-09-29,1877.6
2016-09-30,1900.35
2016-10-03,1885.35
2016-10-04,1876.95
2016-10-05,1891.45
2016-10-06,1883.0
2016-10-07,1883.0
2016-10-10,1905.0
2016-10-13,1881.55
2016-10-14,1875.75
2016-10-17,1879.25
2016-10-18,1884.6
2016-10-19,1889.95
2016-10-20,1864.65
2016-10-21,1880.25
2016-10-24,1882.7
2016-10-25,1877.4
