Date,LEEL
2016-01-01,307.8
2016-01-04,298.95
2016-01-05,301.35
2016-01-06,293.8
2016-01-07,278.85
2016-01-08,283.9
2016-01-11,278.6
2016-01-12,274.9
2016-01-13,266.6
2016-01-14,257.95
2016-01-15,243.75
2016-01-18,234.2
2016-01-19,248.35
2016-01-20,236.85
2016-01-21,238.2
2016-01-22,244.7
2016-01-25,245.95
2016-01-27,257.1
2016-01-28,258.9
2016-01-29,259.4
2016-02-01,259.45
2016-02-02,238.6
2016-02-03,232.25
2016-02-04,224.85
2016-02-05,236.3
2016-02-08,242.2
2016-02-09,242.8
2016-02-10,235.05
2016-02-11,219.9
2016-02-12,207.9
2016-02-15,207.9
2016-02-16,193.55
2016-02-17,188.7
2016-02-18,183.95
2016-02-19,185.95
2016-02-22,186.1
2016-02-23,182.25
2016-02-24,183.95
2016-02-25,183.8
2016-02-26,185.7
2016-02-29,177.8
2016-03-01,193.15
2016-03-02,204.2
2016-03-03,200.85
2016-03-04,208.5
2016-03-08,204.4
2016-03-09,210.7
2016-03-10,217.45
2016-03-11,211.25
2016-03-14,213.6
2016-03-15,207.65
2016-03-16,204.15
2016-03-17,199.55
2016-03-18,203.85
2016-03-21,215.95
2016-03-22,223.35
2016-03-23,223.7
2016-03-28,228.15
2016-03-29,234.0
2016-03-30,238.45
2016-03-31,244.0
2016-04-01,255.4
2016-04-04,253.3
2016-04-05,248.45
2016-04-06,250.45
2016-04-07,248.2
2016-04-08,248.25
2016-04-11,258.7
2016-04-12,262.85
2016-04-13,266.35
2016-04-18,272.0
2016-04-20,280.0
2016-04-21,275.4
2016-04-22,275.85
2016-04-25,277.35
2016-04-26,281.05
2016-04-27,275.95
2016-04-28,268.9
2016-04-29,269.55
2016-05-02,267.75
2016-05-03,262.75
2016-05-04,255.15
2016-05-05,252.0
2016-05-06,251.75
2016-05-09,254.5
2016-05-10,249.4
2016-05-11,260.15
2016-05-12,266.05
2016-05-13,266.8
2016-05-16,272.6
2016-05-17,273.05
2016-05-18,274.75
2016-05-19,261.75
2016-05-20,263.3
2016-05-23,261.7
2016-05-24,258.05
2016-05-25,266.5
2016-05-26,267.8
2016-05-27,273.9
2016-05-30,274.3
2016-05-31,255.85
2016-06-01,243.75
2016-06-02,241.25
2016-06-03,246.4
2016-06-06,242.8
2016-06-07,245.5
2016-06-08,242.4
2016-06-09,241.45
2016-06-10,237.1
2016-06-13,239.2
2016-06-14,239.65
2016-06-15,242.95
2016-06-16,237.45
2016-06-17,238.1
2016-06-20,236.55
2016-06-21,234.25
2016-06-22,229.0
2016-06-23,226.45
2016-06-24,220.8
2016-06-27,225.4
2016-06-28,230.95
2016-06-29,234.4
2016-06-30,235.25
2016-07-01,232.45
2016-07-04,237.95
2016-07-05,247.3
2016-07-07,249.8
2016-07-08,249.8
2016-07-11,248.9
2016-07-12,243.05
2016-07-13,241.25
2016-07-14,240.5
2016-07-15,239.3
2016-07-18,233.45
2016-07-19,233.95
2016-07-20,232.65
2016-07-21,229.35
2016-07-22,229.0
2016-07-25,235.2
2016-07-26,238.3
2016-07-27,239.7
2016-07-28,241.05
2016-07-29,236.95
2016-08-01,231.95
2016-08-02,235.8
2016-08-03,232.8
2016-08-04,235.9
2016-08-05,237.65
2016-08-08,239.05
2016-08-09,248.95
2016-08-10,242.7
2016-08-11,238.7
2016-08-12,236.35
2016-08-16,236.4
2016-08-17,237.35
2016-08-18,235.25
2016-08-19,236.75
2016-08-22,261.25
2016-08-23,261.2
2016-08-24,259.5
2016-08-25,259.45
2016-08-26,258.75
2016-08-29,258.35
2016-08-30,256.65
2016-08-31,258.55
2016-09-01,257.9
2016-09-02,257.8
2016-09-06,259.4
2016-09-07,260.3
2016-09-08,262.05
2016-09-09,256.85
2016-09-12,243.65
2016-09-14,246.75
2016-09-15,257.9
2016-09-16,254.25
2016-09-19,272.25
2016-09-20,273.45
2016-09-21,273.2
2016-09-22,274.25
2016-09-23,273.5
2016-09-26,278.25
2016-09-27,278.05
2016-09-28,291.65
2016-09-29,269.9
2016-09-30,282.25
2016-10-03,288.65
2016-10-04,285.25
2016-10-05,287.4
2016-10-06,280.25
2016-10-07,276.45
2016-10-10,277.9
2016-10-13,267.4
2016-10-14,280.6
2016-10-17,301.35
2016-10-18,316.95
2016-10-19,319.6
2016-10-20,329.45
2016-10-21,324.45
2016-10-24,334.15
2016-10-25,326.25
2016-10-26,317.5
2016-10-27,308.05
2016-10-28,316.75
2016-10-30,321.2
2016-11-01,328.65
2016-11-02,312.45
2016-11-03,310.65
2016-11-04,298.55
2016-11-07,309.3
2016-11-08,305.95
2016-11-09,285.8
2016-11-10,288.15
2016-11-11,272.1
2016-11-15,245.65
2016-11-16,251.05
2016-11-17,246.85
2016-11-18,244.35
2016-11-21,235.65
2016-11-22,259.05
2016-11-23,266.25
2016-11-24,266.2
2016-11-25,272.6
2016-11-28,266.35
2016-11-29,261.8
2016-11-30,265.45
2016-12-01,259.85
2016-12-02,258.85
2016-12-05,270.15
2016-12-06,267.0
2016-12-07,260.9
2016-12-08,270.75
2016-12-09,269.2
2016-12-12,264.75
2016-12-13,267.05
2016-12-14,271.1
2016-12-15,281.6
2016-12-16,273.3
2016-12-19,270.6
2016-12-20,259.05
2016-12-21,251.9
2016-12-22,246.05
2016-12-23,247.7
2016-12-26,242.45
2016-12-27,246.6
2016-12-28,250.6
2016-12-29,252.3
2016-12-30,253.35
