Date,AUSOMENT
2016-01-01,25.55
2016-01-04,26.4
2016-01-05,27.75
2016-01-06,27.8
2016-01-07,27.5
2016-01-08,27.9
2016-01-11,26.0
2016-01-12,25.5
2016-01-13,25.6
2016-01-14,25.95
2016-01-15,25.4
2016-01-18,22.5
2016-01-19,24.0
2016-01-20,24.0
2016-01-21,24.1
2016-01-22,23.35
2016-01-25,23.4
2016-01-27,23.9
2016-01-29,23.25
2016-02-01,24.25
2016-02-02,28.35
2016-02-03,27.85
2016-02-04,27.5
2016-02-05,24.85
2016-02-08,24.2
2016-02-09,23.0
2016-02-10,22.5
2016-02-11,22.4
2016-02-12,22.75
2016-02-15,23.4
2016-02-16,21.55
2016-02-17,20.6
2016-02-18,21.2
2016-02-19,21.5
2016-02-22,21.05
2016-02-23,21.8
2016-02-24,21.0
2016-02-25,20.85
2016-02-26,21.85
2016-02-29,20.55
2016-03-01,21.0
2016-03-03,22.25
2016-03-04,22.0
2016-03-09,21.15
2016-03-10,21.0
2016-03-11,22.0
2016-03-14,22.3
2016-03-18,21.15
2016-03-21,22.0
2016-03-22,20.05
2016-03-23,22.0
2016-03-28,21.0
2016-03-30,22.4
2016-03-31,22.35
2016-04-05,20.55
2016-04-06,22.45
2016-04-07,20.5
2016-04-08,19.85
2016-04-11,22.85
2016-04-12,22.75
2016-04-13,23.4
2016-04-20,23.35
2016-04-21,23.5
2016-04-22,22.5
2016-04-25,22.15
2016-04-26,23.55
2016-04-27,23.55
2016-04-28,21.6
2016-04-29,21.0
2016-05-02,22.0
2016-05-03,21.5
2016-05-04,21.45
2016-05-05,21.0
2016-05-06,21.8
2016-05-09,22.35
2016-05-13,22.3
2016-05-16,22.3
2016-05-19,22.3
2016-05-20,22.95
2016-05-24,21.85
2016-05-25,22.9
2016-05-26,21.8
2016-05-27,22.3
2016-05-30,22.3
2016-05-31,22.3
2016-06-01,23.4
2016-06-02,24.55
2016-06-09,24.95
2016-06-16,24.7
2016-06-23,23.5
2016-06-29,23.5
2016-06-30,23.5
2016-07-01,22.9
2016-07-05,21.8
2016-07-07,21.0
2016-07-08,21.55
2016-07-11,20.5
2016-07-12,20.7
2016-07-13,21.0
2016-07-14,21.0
2016-07-19,20.0
2016-07-20,19.9
2016-07-21,20.8
2016-07-22,20.2
2016-07-25,21.0
2016-07-26,20.45
2016-07-27,19.55
2016-07-28,20.5
2016-07-29,20.8
2016-08-01,20.8
2016-08-03,20.75
2016-08-04,20.55
2016-08-05,19.6
2016-08-08,18.65
2016-08-10,19.55
2016-08-11,19.1
2016-08-12,18.35
2016-08-16,19.2
2016-08-17,19.2
2016-08-18,19.3
2016-08-19,18.35
2016-08-22,18.5
2016-08-23,19.4
2016-08-24,19.5
2016-08-26,19.0
2016-08-29,19.95
2016-08-30,19.0
2016-08-31,19.9
2016-09-01,19.05
2016-09-02,19.15
2016-09-06,19.85
2016-09-07,19.3
2016-09-08,20.15
2016-09-09,20.55
2016-09-12,20.95
2016-09-14,20.3
2016-09-15,21.4
2016-09-16,21.4
2016-09-19,21.0
2016-09-20,21.0
2016-09-21,21.3
2016-09-22,20.15
2016-09-23,19.55
2016-09-26,19.8
2016-09-27,19.5
2016-09-28,20.0
2016-09-29,19.0
2016-10-03,19.0
2016-10-04,19.05
2016-10-05,19.25
2016-10-06,19.0
2016-10-07,19.45
2016-10-10,19.0
2016-10-13,19.6
2016-10-14,20.0
2016-10-17,20.8
2016-10-18,20.75
2016-10-19,20.45
2016-10-20,21.9
2016-10-21,22.7
2016-10-24,24.05
2016-10-25,25.0
2016-10-26,23.75
2016-10-27,23.5
2016-10-28,22.6
2016-10-30,24.8
2016-11-01,24.1
2016-11-02,23.15
2016-11-03,25.0
2016-11-04,24.0
2016-11-07,23.7
2016-11-10,23.55
2016-11-11,24.5
2016-11-15,24.4
2016-11-16,24.25
2016-11-17,22.25
2016-11-18,23.8
2016-11-21,22.05
2016-11-22,23.6
2016-11-23,24.75
2016-11-25,24.4
2016-11-28,23.2
2016-11-29,24.1
2016-12-01,22.55
2016-12-02,26.25
2016-12-05,27.0
2016-12-06,28.75
2016-12-07,29.65
2016-12-08,35.55
2016-12-09,33.05
2016-12-12,32.8
2016-12-13,30.1
2016-12-14,28.9
2016-12-15,27.65
2016-12-16,26.55
2016-12-19,25.4
2016-12-20,24.5
2016-12-21,24.8
2016-12-22,26.0
2016-12-23,24.8
2016-12-26,24.0
2016-12-27,24.55
2016-12-28,23.45
2016-12-29,23.3
2016-12-30,24.45
