Date,GALLANTT
2016-01-01,35.55
2016-01-04,36.8
2016-01-05,36.85
2016-01-06,35.75
2016-01-07,32.65
2016-01-08,33.4
2016-01-11,33.3
2016-01-12,32.65
2016-01-13,31.7
2016-01-14,30.85
2016-01-15,30.05
2016-01-18,27.55
2016-01-19,29.1
2016-01-20,27.65
2016-01-21,28.4
2016-01-22,28.4
2016-01-25,28.35
2016-01-27,27.3
2016-01-28,27.9
2016-01-29,27.8
2016-02-01,27.5
2016-02-02,27.3
2016-02-03,24.9
2016-02-04,25.05
2016-02-05,25.7
2016-02-08,25.85
2016-02-09,26.4
2016-02-10,25.7
2016-02-11,25.65
2016-02-12,25.15
2016-02-15,26.9
2016-02-16,26.0
2016-02-17,25.8
2016-02-18,26.25
2016-02-19,26.05
2016-02-22,26.5
2016-02-23,26.05
2016-02-24,26.8
2016-02-25,26.5
2016-02-26,26.2
2016-02-29,26.65
2016-03-01,27.25
2016-03-02,26.95
2016-03-03,27.9
2016-03-04,27.45
2016-03-08,28.7
2016-03-09,28.75
2016-03-10,28.4
2016-03-11,28.5
2016-03-14,28.0
2016-03-15,27.6
2016-03-16,28.1
2016-03-17,27.7
2016-03-18,26.55
2016-03-21,27.25
2016-03-22,27.4
2016-03-23,28.5
2016-03-28,28.3
2016-03-29,26.8
2016-03-30,27.9
2016-03-31,27.0
2016-04-01,27.55
2016-04-04,27.7
2016-04-05,28.35
2016-04-06,32.0
2016-04-07,30.85
2016-04-08,30.4
2016-04-11,30.05
2016-04-12,29.65
2016-04-13,29.95
2016-04-18,29.95
2016-04-20,30.25
2016-04-21,30.05
2016-04-22,30.45
2016-04-25,29.45
2016-04-26,29.65
2016-04-27,29.75
2016-04-28,29.4
2016-04-29,29.7
2016-05-02,28.8
2016-05-03,29.3
2016-05-04,27.9
2016-05-05,29.65
2016-05-06,29.9
2016-05-09,29.75
2016-05-10,31.05
2016-05-11,30.85
2016-05-12,31.5
2016-05-13,31.9
2016-05-16,33.1
2016-05-17,34.85
2016-05-18,34.95
2016-05-19,33.75
2016-05-20,33.9
2016-05-23,33.9
2016-05-24,33.7
2016-05-25,34.8
2016-05-26,35.15
2016-05-27,33.9
2016-05-30,34.15
2016-05-31,33.95
2016-06-01,34.0
2016-06-02,34.15
2016-06-03,34.3
2016-06-06,34.9
2016-06-07,34.05
2016-06-08,33.95
2016-06-09,34.0
2016-06-10,33.2
2016-06-13,33.55
2016-06-14,33.25
2016-06-15,33.85
2016-06-16,33.5
2016-06-17,33.3
2016-06-20,34.05
2016-06-21,35.15
2016-06-22,33.85
2016-06-23,35.3
2016-06-24,33.5
2016-06-27,34.95
2016-06-28,35.0
2016-06-29,37.45
2016-06-30,35.85
2016-07-01,36.55
2016-07-04,37.0
2016-07-05,37.55
2016-07-07,42.05
2016-07-08,41.5
2016-07-11,41.15
2016-07-12,41.65
2016-07-13,40.6
2016-07-14,40.1
2016-07-15,39.4
2016-07-18,39.0
2016-07-19,38.7
2016-07-20,39.3
2016-07-21,38.75
2016-07-22,38.9
2016-07-25,40.15
2016-07-26,39.5
2016-07-27,38.5
2016-07-28,38.8
2016-07-29,39.0
2016-08-01,38.6
2016-08-02,37.15
2016-08-03,36.6
2016-08-04,39.0
2016-08-05,43.75
2016-08-08,46.7
2016-08-09,41.4
2016-08-10,41.05
2016-08-11,39.5
2016-08-12,39.7
2016-08-16,39.75
2016-08-17,41.5
2016-08-18,41.45
2016-08-19,42.75
2016-08-22,43.6
2016-08-23,42.9
2016-08-24,41.45
2016-08-25,42.7
2016-08-26,42.7
2016-08-29,42.75
2016-08-30,43.6
2016-08-31,43.5
2016-09-01,42.35
2016-09-02,42.05
2016-09-06,41.8
2016-09-07,48.1
2016-09-08,49.45
2016-09-09,49.3
2016-09-12,48.3
2016-09-14,48.95
2016-09-15,49.3
2016-09-16,48.55
2016-09-19,48.2
2016-09-20,47.2
2016-09-21,45.15
2016-09-22,46.6
2016-09-23,46.1
2016-09-26,46.8
2016-09-27,44.25
2016-09-28,44.75
2016-09-29,40.8
2016-09-30,43.15
2016-10-03,46.55
2016-10-04,46.45
2016-10-05,46.45
2016-10-06,45.55
2016-10-07,48.05
2016-10-10,47.9
2016-10-13,47.7
2016-10-14,48.6
2016-10-17,47.85
2016-10-18,48.0
2016-10-19,49.0
2016-10-20,52.0
2016-10-21,51.3
2016-10-24,51.85
2016-10-25,51.5
2016-10-26,51.5
2016-10-27,49.7
2016-10-28,47.35
2016-10-30,48.15
2016-11-01,47.75
2016-11-02,46.4
2016-11-03,46.35
2016-11-04,44.7
2016-11-07,45.75
2016-11-08,45.05
2016-11-09,43.45
2016-11-10,44.4
2016-11-11,42.65
2016-11-15,36.0
2016-11-16,36.25
2016-11-17,33.45
2016-11-18,35.3
2016-11-21,34.55
2016-11-22,35.65
2016-11-23,35.15
2016-11-24,34.9
2016-11-25,37.2
2016-11-28,38.95
2016-11-29,39.5
2016-11-30,40.25
2016-12-01,39.4
2016-12-02,39.05
2016-12-05,39.1
2016-12-06,38.75
2016-12-07,38.5
2016-12-08,40.65
2016-12-09,40.05
2016-12-12,40.25
2016-12-13,39.1
2016-12-14,39.0
2016-12-15,39.3
2016-12-16,38.1
2016-12-19,38.0
2016-12-20,37.8
2016-12-21,37.25
2016-12-22,39.1
2016-12-23,39.85
2016-12-26,38.15
2016-12-27,38.4
2016-12-28,38.75
2016-12-29,39.1
2016-12-30,39.4
