Date,BHARATGEAR
2016-01-01,91.45
2016-01-04,91.7
2016-01-05,94.85
2016-01-06,93.25
2016-01-07,89.05
2016-01-08,91.4
2016-01-11,91.2
2016-01-12,88.6
2016-01-13,85.85
2016-01-14,82.65
2016-01-15,82.75
2016-01-18,77.45
2016-01-19,78.65
2016-01-20,75.15
2016-01-21,76.6
2016-01-22,76.95
2016-01-25,77.15
2016-01-27,77.6
2016-01-28,77.75
2016-01-29,78.55
2016-02-01,75.35
2016-02-02,72.4
2016-02-03,70.2
2016-02-04,68.05
2016-02-05,70.0
2016-02-08,70.3
2016-02-09,67.65
2016-02-10,66.55
2016-02-11,62.1
2016-02-12,61.25
2016-02-15,61.1
2016-02-16,57.95
2016-02-17,56.55
2016-02-18,57.0
2016-02-19,57.8
2016-02-22,56.45
2016-02-23,55.8
2016-02-24,55.6
2016-02-25,55.25
2016-02-26,56.75
2016-02-29,55.2
2016-03-01,57.0
2016-03-02,61.15
2016-03-03,62.95
2016-03-04,62.8
2016-03-08,63.1
2016-03-09,64.7
2016-03-10,65.0
2016-03-11,63.9
2016-03-14,64.2
2016-03-15,62.95
2016-03-16,64.4
2016-03-17,65.15
2016-03-18,65.35
2016-03-21,64.85
2016-03-22,63.1
2016-03-23,65.25
2016-03-28,65.35
2016-03-29,63.2
2016-03-30,65.6
2016-03-31,63.75
2016-04-01,66.8
2016-04-04,68.4
2016-04-05,66.95
2016-04-06,66.9
2016-04-07,68.5
2016-04-08,68.95
2016-04-11,69.6
2016-04-12,71.45
2016-04-13,72.75
2016-04-18,74.55
2016-04-20,74.25
2016-04-21,74.75
2016-04-22,77.6
2016-04-25,78.35
2016-04-26,76.5
2016-04-27,79.7
2016-04-28,79.65
2016-04-29,80.55
2016-05-02,80.1
2016-05-03,79.85
2016-05-04,80.3
2016-05-05,82.05
2016-05-06,82.0
2016-05-09,82.4
2016-05-10,81.5
2016-05-11,81.15
2016-05-12,82.05
2016-05-13,82.15
2016-05-16,81.1
2016-05-17,82.0
2016-05-18,81.8
2016-05-19,80.8
2016-05-20,81.35
2016-05-23,80.65
2016-05-24,77.6
2016-05-25,77.15
2016-05-26,77.7
2016-05-27,74.2
2016-05-30,78.4
2016-05-31,75.45
2016-06-01,75.45
2016-06-02,75.55
2016-06-03,76.45
2016-06-06,77.8
2016-06-07,79.5
2016-06-08,79.65
2016-06-09,79.85
2016-06-10,81.7
2016-06-13,80.3
2016-06-14,81.35
2016-06-15,80.15
2016-06-16,79.15
2016-06-17,79.9
2016-06-20,78.7
2016-06-21,77.35
2016-06-22,79.85
2016-06-23,86.7
2016-06-24,81.95
2016-06-27,82.55
2016-06-28,81.45
2016-06-29,81.75
2016-06-30,82.05
2016-07-01,82.45
2016-07-04,81.4
2016-07-05,83.35
2016-07-07,81.75
2016-07-08,82.05
2016-07-11,98.45
2016-07-12,94.15
2016-07-13,94.05
2016-07-14,94.45
2016-07-15,92.85
2016-07-18,93.55
2016-07-19,97.2
2016-07-20,97.8
2016-07-21,95.9
2016-07-22,94.55
2016-07-25,94.4
2016-07-26,92.7
2016-07-27,90.85
2016-07-28,92.0
2016-07-29,95.85
2016-08-01,93.9
2016-08-02,94.9
2016-08-03,93.45
2016-08-04,90.25
2016-08-05,84.55
2016-08-08,86.7
2016-08-09,87.35
2016-08-10,87.05
2016-08-11,85.95
2016-08-12,85.35
2016-08-16,84.55
2016-08-17,84.25
2016-08-18,84.85
2016-08-19,84.3
2016-08-22,84.4
2016-08-23,85.55
2016-08-24,93.75
2016-08-25,92.75
2016-08-26,94.75
2016-08-29,93.3
2016-08-30,92.6
2016-08-31,92.5
2016-09-01,93.8
2016-09-02,95.2
2016-09-06,94.85
2016-09-07,93.1
2016-09-08,93.0
2016-09-09,92.9
2016-09-12,87.85
2016-09-14,89.6
2016-09-15,89.9
2016-09-16,89.95
2016-09-19,90.25
2016-09-20,92.05
2016-09-21,95.1
2016-09-22,114.1
2016-09-23,130.15
2016-09-26,129.5
2016-09-27,126.85
2016-09-28,128.65
2016-09-29,122.25
2016-09-30,123.75
2016-10-03,136.1
2016-10-04,141.7
2016-10-05,155.85
2016-10-06,164.5
2016-10-07,164.1
2016-10-10,156.85
2016-10-13,149.05
2016-10-14,156.5
2016-10-17,160.45
2016-10-18,160.75
2016-10-19,157.7
2016-10-20,152.55
2016-10-21,155.2
2016-10-24,152.8
2016-10-25,149.95
2016-10-26,153.35
2016-10-27,151.3
2016-10-28,143.75
2016-10-30,136.6
2016-11-01,139.85
2016-11-02,134.55
2016-11-03,127.9
2016-11-04,120.3
2016-11-07,122.85
2016-11-08,117.7
2016-11-09,115.45
2016-11-10,119.65
2016-11-11,111.0
2016-11-15,103.1
2016-11-16,96.4
2016-11-17,96.3
2016-11-18,96.75
2016-11-21,87.1
2016-11-22,85.2
2016-11-23,89.45
2016-11-24,93.9
2016-11-25,98.55
2016-11-28,103.45
2016-11-29,108.6
2016-11-30,114.0
2016-12-01,111.2
2016-12-02,105.65
2016-12-05,103.5
2016-12-06,103.05
2016-12-07,102.75
2016-12-08,107.85
2016-12-09,113.2
2016-12-12,108.65
2016-12-13,107.7
2016-12-14,104.75
2016-12-15,102.4
2016-12-16,103.1
2016-12-19,97.95
2016-12-20,96.0
2016-12-21,99.55
2016-12-22,98.8
2016-12-23,99.8
2016-12-26,98.15
2016-12-27,97.25
2016-12-28,98.2
2016-12-29,98.05
2016-12-30,102.75
