Date,JKIL
2016-01-01,374.8
2016-01-04,368.55
2016-01-05,371.35
2016-01-06,374.75
2016-01-07,371.65
2016-01-08,374.0
2016-01-11,374.4
2016-01-12,365.4
2016-01-13,349.75
2016-01-14,348.0
2016-01-15,348.75
2016-01-18,334.8
2016-01-19,341.6
2016-01-20,335.85
2016-01-21,334.05
2016-01-22,348.4
2016-01-25,343.0
2016-01-27,345.35
2016-01-28,353.15
2016-01-29,362.6
2016-02-01,359.55
2016-02-02,368.65
2016-02-03,358.8
2016-02-04,359.15
2016-02-05,359.55
2016-02-08,354.5
2016-02-09,335.5
2016-02-10,315.8
2016-02-11,301.05
2016-02-12,285.65
2016-02-15,289.7
2016-02-16,294.95
2016-02-17,299.7
2016-02-18,299.9
2016-02-19,302.7
2016-02-22,297.4
2016-02-23,282.3
2016-02-24,275.7
2016-02-25,261.85
2016-02-26,273.15
2016-02-29,263.75
2016-03-01,269.15
2016-03-02,283.35
2016-03-03,294.95
2016-03-04,295.85
2016-03-08,292.6
2016-03-09,295.8
2016-03-10,310.3
2016-03-11,317.1
2016-03-14,314.65
2016-03-15,313.25
2016-03-16,297.8
2016-03-17,298.25
2016-03-18,292.05
2016-03-21,289.25
2016-03-22,287.1
2016-03-23,276.1
2016-03-28,281.9
2016-03-29,282.0
2016-03-30,273.4
2016-03-31,274.75
2016-04-01,269.15
2016-04-04,263.4
2016-04-05,252.95
2016-04-06,251.55
2016-04-07,240.9
2016-04-08,236.15
2016-04-11,238.1
2016-04-12,239.75
2016-04-13,274.2
2016-04-18,284.3
2016-04-20,286.5
2016-04-21,289.85
2016-04-22,286.1
2016-04-25,282.45
2016-04-26,254.65
2016-04-27,249.45
2016-04-28,238.85
2016-04-29,235.15
2016-05-02,243.05
2016-05-03,241.5
2016-05-04,235.2
2016-05-05,238.6
2016-05-06,244.9
2016-05-09,250.45
2016-05-10,252.75
2016-05-11,250.9
2016-05-12,248.85
2016-05-13,245.95
2016-05-16,241.3
2016-05-17,240.6
2016-05-18,238.85
2016-05-19,237.15
2016-05-20,234.75
2016-05-23,229.15
2016-05-24,223.15
2016-05-25,229.9
2016-05-26,234.65
2016-05-27,234.95
2016-05-30,235.8
2016-05-31,244.7
2016-06-01,248.15
2016-06-02,240.6
2016-06-03,242.65
2016-06-06,238.55
2016-06-07,239.9
2016-06-08,238.65
2016-06-09,237.65
2016-06-10,238.4
2016-06-13,232.15
2016-06-14,235.15
2016-06-15,234.95
2016-06-16,230.45
2016-06-17,229.5
2016-06-20,225.25
2016-06-21,222.55
2016-06-22,222.9
2016-06-23,217.2
2016-06-24,212.25
2016-06-27,215.25
2016-06-28,216.05
2016-06-29,223.15
2016-06-30,221.85
2016-07-01,218.95
2016-07-04,221.75
2016-07-05,241.2
2016-07-07,233.7
2016-07-08,231.2
2016-07-11,229.95
2016-07-12,237.4
2016-07-13,229.75
2016-07-14,222.35
2016-07-15,219.75
2016-07-18,221.45
2016-07-19,223.7
2016-07-20,224.55
2016-07-21,225.1
2016-07-22,223.6
2016-07-25,223.8
2016-07-26,224.05
2016-07-27,218.6
2016-07-28,218.8
2016-07-29,217.9
2016-08-01,214.65
2016-08-02,216.55
2016-08-03,212.9
2016-08-04,200.15
2016-08-05,193.85
2016-08-08,196.1
2016-08-09,189.75
2016-08-10,181.25
2016-08-11,170.6
2016-08-12,141.25
2016-08-16,114.5
2016-08-17,118.1
2016-08-18,125.9
2016-08-19,138.45
2016-08-22,152.25
2016-08-23,153.8
2016-08-24,148.7
2016-08-25,156.1
2016-08-26,163.9
2016-08-29,172.05
2016-08-30,171.85
2016-08-31,172.5
2016-09-01,163.9
2016-09-02,163.8
2016-09-06,167.0
2016-09-07,160.95
2016-09-08,160.2
2016-09-09,161.35
2016-09-12,156.85
2016-09-14,162.1
2016-09-15,170.2
2016-09-16,178.7
2016-09-19,187.6
2016-09-20,194.7
2016-09-21,191.5
2016-09-22,188.2
2016-09-23,189.3
2016-09-26,187.0
2016-09-27,181.35
2016-09-28,190.4
2016-09-29,180.9
2016-09-30,181.9
2016-10-03,190.7
2016-10-04,189.45
2016-10-05,198.7
2016-10-06,208.6
2016-10-07,218.95
2016-10-10,219.1
2016-10-13,211.9
2016-10-14,208.35
2016-10-17,204.65
2016-10-18,215.5
2016-10-19,224.8
2016-10-20,221.7
2016-10-21,219.8
2016-10-24,214.4
2016-10-25,218.5
2016-10-26,215.75
2016-10-27,215.7
2016-10-28,214.0
2016-10-30,215.8
2016-11-01,213.65
2016-11-02,205.0
2016-11-03,200.55
2016-11-04,189.9
2016-11-07,197.4
2016-11-08,198.95
2016-11-09,191.95
2016-11-10,197.6
2016-11-11,187.95
2016-11-15,183.0
2016-11-16,192.25
2016-11-17,181.55
2016-11-18,183.0
2016-11-21,172.05
2016-11-22,175.6
2016-11-23,177.9
2016-11-24,175.9
2016-11-25,191.5
2016-11-28,194.8
2016-11-29,192.1
2016-11-30,193.55
2016-12-01,191.5
2016-12-02,186.7
2016-12-05,188.05
2016-12-06,186.75
2016-12-07,188.05
2016-12-08,187.5
2016-12-09,192.9
2016-12-12,204.4
2016-12-13,206.7
2016-12-14,208.55
2016-12-15,206.0
2016-12-16,206.5
2016-12-19,210.2
2016-12-20,218.15
2016-12-21,212.7
2016-12-22,202.7
2016-12-23,196.95
2016-12-26,190.0
2016-12-27,193.1
2016-12-28,201.95
2016-12-29,205.35
2016-12-30,204.35
