Date,BINDALAGRO
2016-01-01,37.75
2016-01-04,37.15
2016-01-05,37.65
2016-01-06,37.2
2016-01-07,38.6
2016-01-08,43.25
2016-01-11,44.8
2016-01-12,39.8
2016-01-13,38.65
2016-01-14,37.15
2016-01-15,36.5
2016-01-18,34.1
2016-01-19,34.5
2016-01-20,33.6
2016-01-21,33.9
2016-01-22,34.4
2016-01-25,33.9
2016-01-27,33.95
2016-01-28,33.8
2016-01-29,34.25
2016-02-01,34.95
2016-02-02,34.15
2016-02-03,33.65
2016-02-04,32.8
2016-02-05,34.3
2016-02-08,33.9
2016-02-09,33.2
2016-02-10,33.45
2016-02-11,29.9
2016-02-12,30.65
2016-02-15,31.95
2016-02-16,30.65
2016-02-17,30.75
2016-02-18,30.15
2016-02-19,30.6
2016-02-22,33.7
2016-02-23,32.4
2016-02-24,31.55
2016-02-25,30.3
2016-02-26,31.0
2016-02-29,30.8
2016-03-01,33.3
2016-03-02,32.9
2016-03-03,32.95
2016-03-04,32.3
2016-03-08,32.85
2016-03-09,31.8
2016-03-10,31.6
2016-03-11,31.75
2016-03-14,32.0
2016-03-15,31.65
2016-03-16,31.6
2016-03-17,31.6
2016-03-18,31.75
2016-03-21,31.65
2016-03-22,32.55
2016-03-23,31.75
2016-03-28,30.4
2016-03-29,30.7
2016-03-30,24.6
2016-03-31,21.4
2016-04-01,23.5
2016-04-04,23.25
2016-04-05,22.0
2016-04-06,22.0
2016-04-07,22.05
2016-04-08,22.3
2016-04-11,23.05
2016-04-12,23.05
2016-04-13,25.35
2016-04-18,25.8
2016-04-20,25.8
2016-04-21,25.4
2016-04-22,25.4
2016-04-25,25.05
2016-04-26,25.55
2016-04-27,25.55
2016-04-28,25.15
2016-04-29,24.85
2016-05-02,24.75
2016-05-03,25.35
2016-05-04,24.55
2016-05-05,24.55
2016-05-06,24.55
2016-05-09,25.65
2016-05-10,26.65
2016-05-11,26.95
2016-05-12,27.8
2016-05-13,27.85
2016-05-16,28.05
2016-05-17,28.5
2016-05-18,27.95
2016-05-19,27.1
2016-05-20,26.65
2016-05-23,26.15
2016-05-24,26.15
2016-05-25,26.4
2016-05-26,26.1
2016-05-27,26.0
2016-05-30,26.05
2016-05-31,26.45
2016-06-01,25.5
2016-06-02,25.1
2016-06-03,24.4
2016-06-06,23.95
2016-06-07,25.0
2016-06-08,25.35
2016-06-09,25.3
2016-06-10,25.25
2016-06-13,25.0
2016-06-14,25.55
2016-06-15,25.45
2016-06-16,25.25
2016-06-17,25.2
2016-06-20,25.5
2016-06-21,25.1
2016-06-22,24.65
2016-06-23,24.6
2016-06-24,24.0
2016-06-27,24.3
2016-06-28,26.65
2016-06-29,28.3
2016-06-30,28.0
2016-07-01,27.2
2016-07-04,27.45
2016-07-05,27.4
2016-07-07,29.7
2016-07-08,30.05
2016-07-11,30.3
2016-07-12,29.7
2016-07-13,28.6
2016-07-14,28.15
2016-07-15,27.75
2016-07-18,27.55
2016-07-19,26.9
2016-07-20,26.9
2016-07-21,26.35
2016-07-22,26.05
2016-07-25,26.4
2016-07-26,26.1
2016-07-27,26.25
2016-07-28,26.3
2016-07-29,26.3
2016-08-01,26.0
2016-08-02,25.35
2016-08-03,25.05
2016-08-04,25.4
2016-08-05,26.25
2016-08-08,25.65
2016-08-09,25.35
2016-08-10,24.8
2016-08-11,24.35
2016-08-12,24.2
2016-08-16,23.75
2016-08-17,24.1
2016-08-18,24.45
2016-08-19,24.7
2016-08-22,25.4
2016-08-23,25.7
2016-08-24,26.8
2016-08-25,27.15
2016-08-26,26.15
2016-08-29,27.55
2016-08-30,29.6
2016-08-31,29.15
2016-09-01,28.6
2016-09-02,31.3
2016-09-06,28.7
2016-09-07,28.6
2016-09-08,28.8
2016-09-09,28.75
2016-09-12,27.75
2016-09-14,28.5
2016-09-15,29.75
2016-09-16,28.75
2016-09-19,29.7
2016-09-20,29.55
2016-09-21,29.7
2016-09-22,30.4
2016-09-23,28.65
2016-09-26,28.35
2016-09-27,28.05
2016-09-28,28.05
2016-09-29,27.1
2016-09-30,27.95
2016-10-03,28.0
2016-10-04,27.9
2016-10-05,27.8
2016-10-06,27.55
2016-10-07,27.55
2016-10-10,27.75
2016-10-13,26.9
2016-10-14,26.7
2016-10-17,27.95
2016-10-18,28.1
2016-10-19,29.25
2016-10-20,28.5
2016-10-21,33.9
2016-10-24,32.05
2016-10-25,31.8
2016-10-26,30.85
2016-10-27,30.1
2016-10-28,29.65
2016-10-30,30.4
2016-11-01,31.3
2016-11-02,30.15
2016-11-03,30.55
2016-11-04,30.2
2016-11-07,30.25
2016-11-08,29.65
2016-11-09,27.35
2016-11-10,28.45
2016-11-11,27.2
2016-11-15,25.4
2016-11-16,24.7
2016-11-17,24.05
2016-11-18,24.05
2016-11-21,22.9
2016-11-22,23.15
2016-11-23,23.95
2016-11-24,24.05
2016-11-25,24.65
2016-11-28,24.95
2016-11-29,25.55
2016-11-30,25.75
2016-12-01,26.25
2016-12-02,25.7
2016-12-05,25.7
2016-12-06,26.2
2016-12-07,25.95
2016-12-08,26.8
2016-12-09,26.5
2016-12-12,26.55
2016-12-13,27.0
2016-12-14,26.8
2016-12-15,26.4
2016-12-16,26.5
2016-12-19,26.1
2016-12-20,25.55
2016-12-21,25.3
2016-12-22,24.75
2016-12-23,24.95
2016-12-26,24.2
2016-12-27,24.4
2016-12-28,25.05
2016-12-29,24.85
2016-12-30,25.2
