Date,WABCOINDIA
2016-01-01,6182.85
2016-01-04,6101.4
2016-01-05,6056.4
2016-01-06,5993.2
2016-01-07,5890.05
2016-01-08,5850.45
2016-01-11,5788.75
2016-01-12,5799.65
2016-01-13,5686.95
2016-01-14,5574.0
2016-01-15,5428.6
2016-01-18,5423.95
2016-01-19,5478.55
2016-01-20,5340.0
2016-01-21,5248.65
2016-01-22,5368.1
2016-01-25,5483.75
2016-01-27,5470.8
2016-01-28,5329.5
2016-01-29,5637.5
2016-02-01,5747.1
2016-02-02,5624.5
2016-02-03,5532.4
2016-02-04,5552.1
2016-02-05,5664.85
2016-02-08,5598.7
2016-02-09,5572.15
2016-02-10,5662.8
2016-02-11,5301.1
2016-02-12,5459.25
2016-02-15,5667.3
2016-02-16,5570.95
2016-02-17,5606.0
2016-02-18,5642.7
2016-02-19,5548.65
2016-02-22,5543.5
2016-02-23,5538.35
2016-02-24,5459.0
2016-02-25,5308.7
2016-02-26,5297.5
2016-02-29,5299.45
2016-03-01,5580.2
2016-03-02,5531.0
2016-03-03,5391.55
2016-03-04,5386.2
2016-03-08,5365.15
2016-03-09,5353.65
2016-03-10,5560.1
2016-03-11,5433.3
2016-03-14,5470.65
2016-03-15,5407.7
2016-03-16,5347.4
2016-03-17,5395.95
2016-03-18,5455.1
2016-03-21,5751.2
2016-03-22,5936.25
2016-03-23,6127.45
2016-03-28,6138.35
2016-03-29,6074.5
2016-03-30,6188.9
2016-03-31,6247.9
2016-04-01,6203.45
2016-04-04,5829.8
2016-04-05,5973.1
2016-04-06,5859.2
2016-04-07,5852.2
2016-04-08,5808.95
2016-04-11,5777.3
2016-04-12,5838.9
2016-04-13,5873.7
2016-04-18,6036.45
2016-04-20,6048.1
2016-04-21,5947.05
2016-04-22,5896.9
2016-04-25,5876.4
2016-04-26,5844.8
2016-04-27,5812.8
2016-04-28,5699.45
2016-04-29,5799.1
2016-05-02,5779.65
2016-05-03,5798.05
2016-05-04,5762.6
2016-05-05,5580.6
2016-05-06,5586.45
2016-05-09,5712.25
2016-05-10,5701.2
2016-05-11,5642.8
2016-05-12,5856.3
2016-05-13,5981.85
2016-05-16,6008.0
2016-05-17,5946.0
2016-05-18,5935.2
2016-05-19,5874.4
2016-05-20,5815.8
2016-05-23,5793.1
2016-05-24,5857.3
2016-05-25,5805.0
2016-05-26,5791.1
2016-05-27,5816.55
2016-05-30,5812.45
2016-05-31,5705.65
2016-06-01,5752.8
2016-06-02,5769.65
2016-06-03,5741.25
2016-06-06,5711.5
2016-06-07,5739.2
2016-06-08,5751.85
2016-06-09,5688.25
2016-06-10,5760.3
2016-06-13,5718.1
2016-06-14,5647.45
2016-06-15,5666.15
2016-06-16,5621.45
2016-06-17,5609.0
2016-06-20,5701.25
2016-06-21,5629.5
2016-06-22,5568.45
2016-06-23,5589.45
2016-06-24,5692.2
2016-06-27,5727.85
2016-06-28,5684.45
2016-06-29,5744.2
2016-06-30,5821.8
2016-07-01,5942.6
2016-07-04,5891.8
2016-07-05,5889.2
2016-07-07,5813.15
2016-07-08,5738.2
2016-07-11,5794.65
2016-07-12,5754.75
2016-07-13,5697.8
2016-07-14,5752.15
2016-07-15,5619.1
2016-07-18,5674.15
2016-07-19,5598.9
2016-07-20,5584.75
2016-07-21,5563.35
2016-07-22,5689.9
2016-07-25,5786.4
2016-07-26,5751.7
2016-07-27,5715.45
2016-07-28,6088.15
2016-07-29,6344.9
2016-08-01,6320.25
2016-08-02,6162.75
2016-08-03,6156.0
2016-08-04,6191.4
2016-08-05,6149.2
2016-08-08,6213.5
2016-08-09,6300.35
2016-08-10,6207.5
2016-08-11,6236.5
2016-08-12,6213.35
2016-08-16,6243.3
2016-08-17,6253.75
2016-08-18,6243.35
2016-08-19,6280.0
2016-08-22,6205.8
2016-08-23,6164.1
2016-08-24,6193.85
2016-08-25,6233.15
2016-08-26,6198.35
2016-08-29,6152.9
2016-08-30,6244.55
2016-08-31,6237.2
2016-09-01,6191.15
2016-09-02,6194.1
2016-09-06,6276.35
2016-09-07,6258.05
2016-09-08,6410.65
2016-09-09,6336.1
2016-09-12,6221.0
2016-09-14,6203.15
2016-09-15,6249.65
2016-09-16,6184.55
2016-09-19,6130.5
2016-09-20,6155.25
2016-09-21,6362.75
2016-09-22,6354.5
2016-09-23,6220.15
2016-09-26,6197.45
2016-09-27,6219.7
2016-09-28,6268.35
2016-09-29,6136.75
2016-09-30,6222.6
2016-10-03,6285.6
2016-10-04,6166.3
2016-10-05,6142.3
2016-10-06,6211.35
2016-10-07,6117.3
2016-10-10,6095.85
2016-10-13,6035.25
2016-10-14,5968.4
2016-10-17,5921.55
2016-10-18,5923.0
2016-10-19,5899.9
2016-10-20,5897.6
2016-10-21,5817.05
2016-10-24,5625.45
2016-10-25,5602.55
2016-10-26,5594.4
2016-10-27,5572.05
2016-10-28,5663.3
2016-10-30,5752.35
2016-11-01,5657.9
2016-11-02,5579.7
2016-11-03,5572.4
2016-11-04,5605.4
2016-11-07,5534.05
2016-11-08,5456.1
2016-11-09,5389.25
2016-11-10,5319.6
2016-11-11,5244.45
2016-11-15,5098.85
2016-11-16,5067.55
2016-11-17,5119.6
2016-11-18,5028.9
