Date,M50
2016-01-01,76.52
2016-01-04,74.6
2016-01-05,75.64
2016-01-06,74.06
2016-01-07,73.04
2016-01-08,72.51
2016-01-11,73.0
2016-01-12,71.98
2016-01-13,72.07
2016-01-14,72.57
2016-01-15,70.2
2016-01-18,70.5
2016-01-19,70.62
2016-01-20,70.44
2016-01-21,69.3
2016-01-22,71.2
2016-01-25,70.96
2016-01-27,71.9
2016-01-28,71.8
2016-01-29,72.25
2016-02-01,71.8
2016-02-02,71.51
2016-02-03,71.0
2016-02-04,71.5
2016-02-05,71.0
2016-02-08,71.5
2016-02-09,69.23
2016-02-10,69.72
2016-02-11,67.33
2016-02-12,67.0
2016-02-15,67.42
2016-02-16,67.84
2016-02-17,66.3
2016-02-18,67.77
2016-02-19,68.98
2016-02-22,69.29
2016-02-23,69.79
2016-02-24,67.67
2016-02-25,67.02
2016-02-26,68.8
2016-02-29,66.36
2016-03-01,68.52
2016-03-02,70.29
2016-03-03,71.01
2016-03-04,71.5
2016-03-08,71.13
2016-03-09,70.52
2016-03-10,70.52
2016-03-11,71.99
2016-03-14,71.43
2016-03-15,71.01
2016-03-16,72.49
2016-03-17,71.11
2016-03-18,73.41
2016-03-21,73.48
2016-03-22,73.8
2016-03-23,74.0
2016-03-28,74.69
2016-03-29,74.0
2016-03-30,73.1
2016-03-31,74.0
2016-04-01,73.8
2016-04-04,73.96
2016-04-05,72.06
2016-04-06,72.5
2016-04-07,72.15
2016-04-08,71.9
2016-04-11,72.75
2016-04-12,73.64
2016-04-13,73.5
2016-04-18,75.39
2016-04-20,75.5
2016-04-21,75.0
2016-04-22,75.12
2016-04-25,75.14
2016-04-26,75.98
2016-04-27,75.8
2016-04-28,74.51
2016-04-29,74.4
2016-05-02,74.7
2016-05-03,73.52
2016-05-04,73.76
2016-05-05,74.84
2016-05-06,73.69
2016-05-09,74.36
2016-05-10,75.01
2016-05-11,75.76
2016-05-12,75.2
2016-05-13,75.51
2016-05-16,74.35
2016-05-17,74.69
2016-05-18,74.85
2016-05-19,73.84
2016-05-20,73.67
2016-05-23,75.0
2016-05-24,74.83
2016-05-25,75.46
2016-05-26,76.59
2016-05-27,77.56
2016-05-30,78.34
2016-05-31,77.76
2016-06-01,78.0
2016-06-02,78.44
2016-06-03,77.34
2016-06-06,78.25
2016-06-07,78.54
2016-06-08,79.06
2016-06-09,78.5
2016-06-10,78.02
2016-06-13,77.1
2016-06-14,77.26
2016-06-15,78.67
2016-06-16,79.5
2016-06-17,80.33
2016-06-20,78.75
2016-06-21,78.23
2016-06-22,78.97
2016-06-23,78.04
2016-06-24,79.24
2016-06-27,77.43
2016-06-28,77.31
2016-06-29,78.24
2016-06-30,79.23
2016-07-01,79.05
2016-07-04,78.53
2016-07-05,79.11
2016-07-07,79.1
2016-07-08,79.13
2016-07-11,79.95
2016-07-12,80.76
2016-07-13,79.92
2016-07-14,80.43
2016-07-15,79.91
2016-07-18,80.81
2016-07-19,80.11
2016-07-20,80.95
2016-07-21,80.05
2016-07-22,82.32
2016-07-25,81.39
2016-07-26,80.85
2016-07-27,80.63
2016-07-28,81.06
2016-07-29,81.89
2016-08-01,81.52
2016-08-02,81.11
2016-08-03,80.3
2016-08-04,80.84
2016-08-05,81.99
2016-08-08,82.4
2016-08-09,82.95
2016-08-10,81.8
2016-08-11,81.5
2016-08-12,81.44
2016-08-16,81.96
2016-08-17,81.82
2016-08-18,82.32
2016-08-19,81.84
2016-08-22,81.51
2016-08-23,80.78
2016-08-24,81.59
2016-08-25,80.45
2016-08-26,80.73
2016-08-29,82.35
2016-08-30,82.6
2016-08-31,82.75
2016-09-01,82.25
2016-09-02,82.41
2016-09-06,84.89
2016-09-07,85.9
2016-09-08,84.2
2016-09-09,83.1
2016-09-12,82.37
2016-09-14,83.53
2016-09-15,83.35
2016-09-16,83.14
2016-09-19,82.74
2016-09-20,83.63
2016-09-21,83.5
2016-09-22,84.05
2016-09-23,84.19
2016-09-26,84.4
2016-09-27,83.89
2016-09-28,83.0
2016-09-29,82.75
2016-09-30,82.3
2016-10-03,83.0
2016-10-04,83.0
2016-10-05,83.17
2016-10-06,82.96
2016-10-07,82.55
2016-10-10,82.7
2016-10-13,82.01
2016-10-14,81.7
2016-10-17,82.69
2016-10-18,82.54
2016-10-19,82.85
2016-10-20,82.43
2016-10-21,82.8
2016-10-24,82.26
2016-10-25,83.06
2016-10-26,81.42
2016-10-27,81.93
2016-10-28,82.5
2016-10-30,82.5
2016-11-01,82.48
2016-11-02,81.0
2016-11-03,81.0
2016-11-04,80.49
2016-11-07,80.69
2016-11-08,81.06
2016-11-09,79.5
2016-11-10,80.53
2016-11-11,79.51
2016-11-15,79.11
2016-11-16,79.16
2016-11-17,80.0
2016-11-18,79.52
2016-11-21,79.33
2016-11-22,76.63
2016-11-23,77.8
2016-11-24,77.5
2016-11-25,77.99
2016-11-28,78.25
2016-11-29,78.72
2016-11-30,79.08
2016-12-01,79.14
2016-12-02,78.3
2016-12-05,78.2
2016-12-06,77.97
2016-12-07,78.89
2016-12-08,79.25
2016-12-09,78.84
2016-12-12,78.11
2016-12-13,77.75
2016-12-14,77.15
2016-12-15,78.1
2016-12-16,77.4
2016-12-19,77.14
2016-12-20,76.22
2016-12-21,77.15
2016-12-22,76.8
2016-12-23,75.12
2016-12-26,76.51
2016-12-27,76.57
2016-12-28,75.64
2016-12-29,77.69
2016-12-30,77.88
